dict,L,k1,layers,is_verbal,n_subentries,subentry_categories,n_caus,n_pass,n_desid,n_intens,n_den,n_periphr,n_comp,max_depth,n_preverb_sub,preverbs,xref_out,is_root,root_signal,gana,pada,transitivity,causative,set,anit,vet
ap,36700,hve,sub,1,3,"caus,pass,desid",1,1,1,0,0,0,0,1,,,0,0,,,,,,,,
ap90,19,aMh,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,29,aMhriH,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,81,akutaH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,117,akz,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,141,akzi,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,188,agadyati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,218,agnisAt,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,238,aGAyati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,257,aMkuraH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,269,aMg,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,426,aMc,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,430,aMj,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,431,aMjanaH,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,437,aMjaliH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,449,aw,sub,1,2,"desid,intens",0,0,1,1,0,0,0,1,,,0,0,,,,,,,,
ap90,458,aww,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,473,aRaka,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,520,atikram,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,530,atiga,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,586,atipat,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,590,atipAtin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,594,atipad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,646,atiric,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,664,ativah,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,676,ativft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,691,atiSI,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,692,atiSayaH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,693,atiSayana,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,714,atisf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,725,atihastayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,727,atIta,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,758,atyaMta,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,763,atyarTa,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,783,atyUmaSA,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,798,aTaryati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,809,ad,sub,1,2,"caus,desid",1,0,1,0,0,0,0,1,,,0,0,,,,,,,,
ap90,811,ad,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,832,adasyati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,878,adya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,905,aDama,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,907,aDarIkf,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,918,aDas,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,926,aDika,sub,0,4,comp,0,0,0,0,0,0,4,1,,,0,0,,,,,,,,
ap90,1001,aDiruh,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1002,aDiruh,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1012,aDivas,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1028,aDiSI,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1042,aDI,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1052,aDyAya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1056,aDIna,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1074,aDyakza,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1083,aDyarDa,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1101,aDyAruh,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1108,aDyAs,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1126,aDvarIyati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,1130,an,sub,1,2,"caus,desid",1,0,1,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1175,anaMtara,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1182,ananya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1236,anarTa,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,1243,analaH,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,1285,anas,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1487,anu,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1493,anukaMp,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1496,anukaMpA,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1498,anukaMpin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1505,anukUla,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1507,anukUlayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,1514,anukArin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1517,anukfpAyate,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,1518,anukfz,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1521,anukxp,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1531,anukruS,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1539,anugam,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1540,anuga,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1553,anuguRa,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1555,anuguRayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,1560,anugrah,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1567,anucaraH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1583,anujYA,sub,1,2,caus,2,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1589,anutap,sub,1,2,"caus,pass",1,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1599,anutUlayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,1630,anudfS,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1654,anunad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1679,anupat,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1685,anupada,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1749,anuprasad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1752,anuprAR,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1760,anubaMD,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1765,anubaMDin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1768,anubuD,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1779,anuBU,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1793,anuman,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1802,anumA,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1813,anumud,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1834,anuraMj,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1840,anurAga,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1857,anurUpa,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1868,anulomayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,1873,anuvac,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1883,anuvad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1901,anuviDA,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1911,anuvft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1913,anuvartin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1939,anuSAsanaM,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,1949,anuSuc,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1956,anuzaMj,sub,1,2,"caus,pass",1,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,1999,anusf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2003,anusArataH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2019,anusmf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2031,anuhArya,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2053,anUzara,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2056,anfc,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2058,anfRa,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2061,anfta,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2064,aneka,sub|xref,0,1,comp,0,0,0,0,0,0,1,1,,,1,0,,,,,,,,
ap90,2093,aMta,sub,0,2,comp,0,0,0,0,0,0,2,1,,,0,0,,,,,,,,
ap90,2099,aMtar,sub,0,6,comp,0,0,0,0,0,0,6,1,,,0,0,,,,,,,,
ap90,2100,aMtara,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2106,aMtarayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,2119,aMtarDA,sub,1,2,"caus,pass",1,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2125,aMtarBU,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2132,aMtika,sub,0,2,comp,0,0,0,0,0,0,2,1,,,0,0,,,,,,,,
ap90,2136,aMtya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2142,aMduH,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2144,aMdolayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,2161,anya,sub|xref,0,2,comp,0,0,0,0,0,0,2,1,,,1,0,,,,,,,,
ap90,2164,anyatama,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2170,anyatra,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2172,anyaTayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,2179,anyonya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2243,anviz,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2252,ap,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2254,apa,sub,1,2,"caus,comp",1,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2257,apakf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2266,apakfz,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2282,apakzi,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2290,apagata,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2312,apaci,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2334,apaWa,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2364,apadeSin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2376,apaDvaMs,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2410,apaBraMS,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2416,apaman,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2430,apara,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2437,aparaMj,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2483,aparokzayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,2495,apalap,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2504,apavad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2511,apavah,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2522,apavf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2529,apavfj,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2532,apavarjita,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2535,apavft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2557,apaScima,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2568,apasyati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,2570,apasadaH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2579,apasf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2585,apasfp,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2607,apaha,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2614,apahastayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,2616,apahA,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2620,apahf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2624,apahAraka,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2670,apAvft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,2722,aputrikA,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,2748,apeta,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2750,apekzA,sub,0,3,comp,0,0,0,0,0,0,3,1,,,0,0,,,,,,,,
ap90,2753,apekzin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2849,apraDAna,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2984,aBAva,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2991,aBi,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2994,aBikAma,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,2996,aBikaMp,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3008,aBikram,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3019,aBiKyA,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3024,aBigam,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3044,aBigrah,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3049,aBiGf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3072,aBiji,sub,1,1,desid,0,0,1,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3080,aBijYa,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3087,aBitap,sub,1,2,"caus,pass",1,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3097,aBidfS,sub,1,2,"caus,pass",1,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3100,aBidru,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3108,aBiDA,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3109,aBiDA,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3110,aBiDAnaM,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3124,aBinaMd,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3128,aBinaMdin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3136,aBiniDAnaM,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,3143,aBiniviS,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3146,aBiniveSaH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3153,aBinizpad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3164,aBipat,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3176,aBipF,sub,1,2,"caus,pass",1,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3187,aBipravft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3194,aBipre,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,3198,aBiplu,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3209,aBiBU,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3225,aBimanAyate,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3241,aBimuKa,sub,0,5,comp,0,0,0,0,0,0,5,1,,,0,0,,,,,,,,
ap90,3256,aBiyA,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3263,aBiyuj,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3270,aBiyogin,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3275,aBiraMj,sub,1,2,"caus,pass",1,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3278,aBiram,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3284,aBirAD,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3287,aBiruc,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3304,aBilAzaH,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3305,aBilAzaka,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3312,aBivad,sub,1,2,caus,2,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3337,aBivft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3340,aBivfD,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3342,aBivfz,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3347,aBivyaMj,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3371,aBiSap,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3400,aBizic,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3413,aBizeRayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3421,aBizyaMdin,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,3435,aBisatvan,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,3449,aBisaMpad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3454,aBisaMbaMD,sub,1,1,pass,0,1,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3463,aBisf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3482,aBihan,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3496,aBihf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3541,aBukta,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,3573,aByanujYA,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3576,aByaMtara,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3607,aByavahf,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3621,aByasUyati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3663,aByAvft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3669,aByAsad,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3689,aByutpat,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3703,aByudyata,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3706,aByupagam,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3709,aByupagamita,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3731,aBrAyate,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3744,am,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,3772,amara,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,3784,amalayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3817,amitrayati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3842,amuzya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3843,amUdfS,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,3857,amftAyate,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3882,aMbaryati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3915,aya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3916,ayana,sub|xref,0,1,comp,0,0,0,0,0,0,1,1,,,1,0,,,,,,,,
ap90,3941,ayasa,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3989,ara,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,3994,arajAyate,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,3999,araRyaM,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,4016,araM,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,4033,araryati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,4039,arahAyate,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,4046,arAtiyati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,4068,arizwa,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,4090,aruzati,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,4130,arc,sub,1,3,"caus,desid",2,0,1,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4145,arj,sub,1,3,caus,3,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4172,arTIya,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,4174,ard,sub,1,4,caus,4,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4220,arh,sub,1,2,caus,2,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4221,arha,sub,0,1,comp,0,0,0,0,0,0,1,1,,,0,0,,,,,,,,
ap90,4231,alaM,xref,,,,,,,,,,,,,,1,0,,,,,,,,
ap90,4301,alIkAyate,sub,0,1,den,0,0,0,0,1,0,0,1,,,0,0,,,,,,,,
ap90,4340,av,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4352,avakAS,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4364,avakft,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4375,avakxp,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
ap90,4388,avakram,sub,1,1,caus,1,0,0,0,0,0,0,1,,,0,0,,,,,,,,
