dict,L,k1,root_signal,dhatupatha_source,gana,pada,transitivity,causative,set,anit,vet,anubandhas,gloss_snippet
acc,2719,upasargamaRqanakavikalpadrumaskanDa,citation,kavikalpadruma,,,,0,0,0,0,,gr. by Maṇḍanakavi. K. 80.
acc,3534,kavikalpadruma,citation,kavikalpadruma,,,,0,0,0,0,,"dhātupāṭha, by Vopadeva. IO. 1417. 2739. W. p. 222. Oxf. 175"
acc,3535,kavikalpadrumaskanDaupasargamaRqana,citation,kavikalpadruma,,,,0,0,0,0,,gr. by Maṇḍanakavi. K. 80.
acc,10101,durgAdAsa,citation,durgadasa,,,,0,0,0,0,,father of Śivanārāyaṇa (Setusaraṇi) and Ma- thurānātha Rāya.
acc,10102,durgAdAsavidyAvAcaspati,citation,durgadasa,,,,0,0,0,0,,<HI1>Gurupādukāpañcakastotraṭīkā.
acc,10103,durgAdAsa,citation,durgadasa,,,,0,0,0,0,,son of Vāsudeva Sārvabhauma: <HI1>Subodhā Mugdhabodhaṭīkā. <
acc,30362,kavikalpadruma,citation,kavikalpadruma,,,,0,0,0,0,,{%add%} Cambr. 13. SB. 452. {%delete%} L. 789.
acc,32025,kavikalpadruma,citation,kavikalpadruma,,,,0,0,0,0,,"by Vopadeva. BL. 294. Oudh XXI, 68. Rgb. 475."
acc,33670,durgAdAsavAcaspati,citation,durgadasa,,,,0,0,0,0,,<HI1>Yogacintāmaṇiṭīkā.
acc,42454,kavikalpadruma,citation,kavikalpadruma,,,,0,0,0,0,,gr. by Vopadeva. AS p. 37 (inc.). Lz. 778. 779. <HI1>C. Kāvy
cae,13979,durgAdAsa,citation,durgadasa,,,,0,0,0,0,,<lex>m.</lex> names of men.
krm,1,aka,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(<s>I-BvAdiH</s>-792 <s>sakarmakaH-sew-parasmEpadI) GawAdiH
krm,2,aki,annotation,(annotation-only),bhvadi,atmanepada,sakarmaka,0,1,0,0,,(<s>BvAdiH</s>-I-87. <s>saka-sew-AtmanepadI .</s>) <s>lakzaR
krm,6,aGi,both,dhatupatha,bhvadi,atmanepada,sakarmaka,0,1,0,0,,(<s>BvAdiH</s>-I-109<s>-saka</s>. <s>sew-A</s>.) <s>gatyAkze
krm,7,aNka,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,1,1,0,0,,(X-1927<s>-curAdiH saka</s>. <s>sew-uBa-) adantaH .</s> <div
krm,8,aNga,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X-1928<s>-curAdiH-saka</s>. <s>sew-uBa-) adantaH .</s> <s>p
krm,9,aja,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(<s>BvAdiH</s>-I-230<s>-saka</s>. <s>sew-para-</s>) <s>kzepa
krm,10,aji,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s> 1786<s>-saka</s>. <s>sew</s>. <s>uBa</s>.)
krm,11,awa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-295 <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,12,awwa,annotation,(annotation-only),bhvadi,atmanepada,sakarmaka,0,1,0,0,,<sup>A</sup> {@<s>atikramahiMsanayoH</s>@} (I<s>-BvAdiH</s>-
krm,13,awwa,annotation,(annotation-only),curadi,ubhayapada,akarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1561 <s>aka-sew-uBayapadI .</s>) {@<s>‘hiM
krm,14,aWi,citation,dhatupatha,bhvadi,atmanepada,sakarmaka,0,0,0,0,,"(I<s>-BvAdiH</s>-261<s>-saka</s>. <s>se-A</s>.) <div n=""P""><"
krm,20,ati,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-61<s>-saka</s>. <s>sew</s>. <s>para</s>.) <
krm,28,anDa,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1925. <s>saka</s>. <s>sew-uBa-</s>) <s>‘up
krm,35,arka,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1644. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,38,arja,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-224<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,40,arTa,annotation,(annotation-only),curadi,atmanepada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1905<s>-saka</s>. <s>sew</s>- <s>Atmane-A<
krm,41.1,arda,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1829. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,43,arva,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-584. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,45,arha,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1732<s>-saka</s>. <s>sew</s>. <s>uBa</s>.)
krm,50,aza,annotation,(annotation-only),bhvadi,ubhayapada,sakarmaka,0,1,0,0,,"(I<s>-BvAdiH</s>-886<s>-saka-sew-uBayapadI</s>) <div n=""P""><"
krm,51,asa,annotation,(annotation-only),bhvadi,ubhayapada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-886<s>-saka-sew-uBayapadI</s>) <s>‘asate'sa
krm,52,asa,annotation,(annotation-only),adadi,parasmaipada,akarmaka,0,1,0,0,,(II<s>-adAdiH</s>-1065<s>-aka</s>. <s>sew</s>. <s>para</s>.)
krm,55,aha,annotation,(annotation-only),svadi,parasmaipada,sakarmaka,0,1,0,0,,(V<s>-svAdiH</s>-1272<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,56,ahi,both,dhatupatha,bhvadi,atmanepada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-635<s>-saka-sew</s>. <s>AtmanepadI</s>) <s>
krm,59,Apx,annotation,(annotation-only),svadi,parasmaipada,sakarmaka,0,0,1,0,,(V<s>-svAdiH</s>-1260. <s>saka</s>. <s>aniw-para</s>.) <div
krm,60,Apx,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1840<s>-saka</s>. <s>sew</s>. <s>uBa</s>.)
krm,61.1,i,both,dhatupatha,bhvadi,parasmaipada,sakarmaka,0,0,1,0,,(I<s>-BvAdiH</s>-320<s>-saka-aniw-para-</s>) <s>‘ayatyetIyat
krm,62,ik,both,dhatupatha,adadi,parasmaipada,sakarmaka,0,0,1,0,,(II<s>-adAdiH</s>-1047<s>-saka</s>. <s>aniw-para</s>.) <s>‘a
krm,63,iKa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,"(I<s>-BvAdiH</s>-140<s>-saka</s>. <s>se-para</s>.) <div n=""N"
krm,64,iKi,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-141<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,66,iN,annotation,(annotation-only),adadi,parasmaipada,sakarmaka,0,0,1,0,,(II<s>-adAdiH</s>-1046. <s>saka-aniw-Atma</s>.) <s>nityamaDi
krm,67,iwa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-318<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,68,iR,annotation,(annotation-only),adadi,parasmaipada,sakarmaka,0,0,1,0,,(II<s>-adAdiH</s>-1045<s>-aniw</s>. <s>saka-para-</s>) <s>‘a
krm,71,ila,both,dhatupatha,tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1357<s>-saka</s>. <s>sew</s>. <s>para</s>
krm,72,ila,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,1,1,0,0,,(X<s>-curAdiH</s>-1661<s>-saka</s>. <s>sew</s>. <s>uBa</s>.)
krm,73,ivi,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,"(I<s>-BvAdiH</s>-587. <s>aka</s>. <s>sew-para</s>.) <div n="""
krm,74,iza,annotation,(annotation-only),divadi,parasmaipada,sakarmaka,0,1,0,0,,(IV<s>-divAdiH</s>-1127<s>-saka</s>. <s>sew</s>. <s>para</s>
krm,75,iza,both,dhatupatha,tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1351<s>-saka</s>. <s>sew</s>. <s>para</s>
krm,76,iza,annotation,(annotation-only),kryadi,parasmaipada,sakarmaka,0,1,0,0,,(IX<s>-kryAdiH</s>-1525. <s>saka</s>. <s>sew</s>. <s>para</s
krm,78,Ikza,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-610. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,79,IKi,citation,dhatupatha,bhvadi,parasmaipada,sakarmaka,0,0,0,0,,(I<s>-BvAdiH</s>-142<s>-saka</s>. <s>se</s>. <s>-para</s>.)
krm,81,Ija,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,"(I<s>-BvAdiH</s>-182<s>-saka-sew-Atma</s>.) <div n=""NI""><s>I"
krm,82.1,Iqa,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1668. <s>saka</s>. <s>sew</s>. <s>uBaya</s
krm,83,Ira,both,dhatupatha,adadi,parasmaipada,sakarmaka,0,1,0,0,,(II<s>-adAdiH</s>-1018<s>-aka</s>. <s>saka</s>. <s>sew</s>.
krm,84,Ira,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1811<s>-saka</s>. <s>sew</s>. <s>uBa</s>.
krm,85,Irkzya,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-510<s>-saka-sew-para</s>.) <s>IrzyA = asaha
krm,86,Irzya,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-511<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,87,ISa,annotation,(annotation-only),adadi,,akarmaka,0,1,0,0,,(II<s>-adAdiH</s>-1020. <s>aka</s>. <s>sew</s>. <s>Atma</s>.
krm,88,Iza,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-611<s>-saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,89,Iza,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-684<s>-saka</s>. <s>sew-para</s>.) <s>‘Izat
krm,90,Iha,both,dhatupatha,bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-632. <s>aka</s>. <s>sew</s>. <s>Atma</s>.)
krm,91,ukza,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-657. <s>saka</s>. <s>sew-para</s>.) <div n=
krm,92,uKa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-128<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,93,uKi,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-129<s>-saka</s>. <s>sew-para</s>.) <s>gatya
krm,95,uca,annotation,(annotation-only),divadi,parasmaipada,sakarmaka,0,1,0,0,,(IV<s>-divAdiH</s>-1223. <s>saka</s>. <s>sew</s>. <s>para</s
krm,96,uCi,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-215<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,97,uCi,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1254<s>-saka</s>. <s>sew</s>. <s>para</s>
krm,98,uCI,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-216. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,99,uCI,both,dhatupatha,tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1295<s>-saka</s>. <s>sew-para</s>.) <div
krm,100,ujJa,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1304<s>-saka</s>. <s>sew</s>. <s>para</s>
krm,100.1,uWa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-338<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,101,uDrasa,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1743. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,102,undI,annotation,(annotation-only),rudhadi,parasmaipada,akarmaka,0,1,0,0,,(VII<s>-ruDAdiH</s>-1457<s>-aka</s>. <s>sew</s>. <s>para</s>
krm,103,unBa,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1320<s>-saka</s>. <s>sew</s>. <s>para</s>
krm,104,uBa,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(IV<s>-tudAdiH</s>-1319<s>-saka</s>. <s>sew</s>. <s>para</s>
krm,105,ubja,annotation,(annotation-only),tudadi,parasmaipada,akarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1303<s>-aka</s>. <s>sew</s>. <s>para</s>.
krm,106,urda,annotation,(annotation-only),bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-20<s>-aka</s>. <s>sew</s>. <s>Atma</s>.) <s
krm,107,urvI,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-569<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,108,uza,both,dhatupatha,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-696. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,109,uhir,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-739<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,110,UWa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-338<s>-saka</s>. <s>sew</s>. <s>para</s>.)
krm,111,Una,annotation,(annotation-only),curadi,ubhayapada,akarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1889. <s>aka</s>. <s>sew</s>. <s>uBa</s>.
krm,112,UyI,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-483. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,113,Urja,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1549<s>-saka</s>. <s>sew</s>. <s>uBa</s>.)
krm,114,UrRuY,annotation,(annotation-only),adadi,ubhayapada,sakarmaka,0,1,0,0,,(II<s>-adAdiH</s>-1039. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,115,Uza,both,dhatupatha,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-683. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,116,Uha,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-648. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,119,fca,annotation,(annotation-only),tudadi,parasmaipada,akarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1302. <s>aka</s>. <s>sew</s>. <s>para</s>
krm,120,fcCa,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1296. <s>saka</s>. <s>sew</s>. <s>para</s
krm,121,fja,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-176. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,122,fji,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-177. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,123,fRu,annotation,(annotation-only),tanadi,ubhayapada,sakarmaka,0,1,0,0,,(VIII<s>-tanAdiH</s>-1467. <s>saka</s>. <s>sew</s>. <s>uBa</
krm,124,ftiH,annotation,(annotation-only),bhvadi,atmanepada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-1010<s>-A</s>. <s>aka</s>. <s>sew</s>. <s>A
krm,125,fDu,annotation,(annotation-only),divadi,parasmaipada,akarmaka,0,1,0,0,,(IV<s>-divAdiH</s>-1245. <s>aka</s>. <s>sew</s>. <s>para</s>
krm,126,fDu,annotation,(annotation-only),svadi,parasmaipada,akarmaka,0,1,0,0,,(V<s>-svAdiH</s>.-1271. <s>aka</s>. <s>sew</s>. <s>para</s>.
krm,127,fnPa,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1316. <s>saka</s>. <s>sew</s>. <s>para</s
krm,128,fPa,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1315. <s>saka</s>. <s>sew</s>. <s>para</s
krm,129,fzI,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>. <s>saka</s>. <s>sew</s>. <s>para</s>.) <
krm,130,f,annotation,(annotation-only),kryadi,parasmaipada,sakarmaka,0,1,0,0,,(IX<s>-kryAdiH</s>-1497. <s>saka</s>. <s>sew</s>. <s>para</s
krm,131,ejf,annotation,(annotation-only),bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-179. <s>aka</s>. <s>sew</s>. <s>Atma</s>.)
krm,132,ejf,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-234. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,133,eWa,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-267. <s>saka</s>. <s>sew</s>. <s>Atma-</s>)
krm,134,eDa,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-2. <s>aka</s>. <s>sew</s>. <s>Atma</s>.) <s
krm,135,ezf,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-618. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,136,oKf,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-121. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,137,oRf,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-454. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,138,olaqi,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1542. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,139,kaka,annotation,(annotation-only),bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-90. <s>aka</s>. <s>sew</s>. <s>Atma</s>.) <
krm,140,kaki,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-94. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,141,kaKa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-120. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,142,kaKe,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-784. <s>aka</s>. <s>sew</s>. <s>para</s>. <
krm,143,kage,both,dhatupatha,bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-791.<s>-aka</s>. <s>sew</s>. <s>para</s>. <
krm,144,kaca,both,kavikalpadruma,bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>. 168. <s>saka</s>. <s>sew</s>. <s>Atma</s>.
krm,145,kaci,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-169. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,146,kawi,both,dhatupatha,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-320. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,147,kawe,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-294. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,148,kaWa,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-333. <s>aka</s>. <s>sew</s>. <s>para</s>.)
krm,149,kaWi,annotation,(annotation-only),bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-264. <s>aka</s>. <s>sew</s>. <s>Atma</s>.)
krm,150,kaWi,annotation,(annotation-only),curadi,ubhayapada,akarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1848. <s>aka</s>. <s>sew</s>. <s>uBa</s>.)
krm,151,kaqa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-360. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,152,kaqa,annotation,(annotation-only),tudadi,parasmaipada,sakarmaka,0,1,0,0,,(VI<s>-tudAdiH</s>-1380. <s>saka</s>. <s>sew</s>. <s>para</s
krm,153,kaqi,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-282. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,154,kaqi,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-360. <s>aka</s>. <s>sew</s>. <s>para</s>.)
krm,155,kaqi,both,dhatupatha,curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1582. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,156,kaqqa,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-349. <s>aka</s>. <s>sew</s>. <s>para</s>.)
krm,157,kaRa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-449. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,158,kaRa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-794. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,159,kaRa,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1716. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,160,katTa,annotation,(annotation-only),bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-37. <s>aka</s>. <s>sew</s>. <s>Atma</s>.) <
krm,161,katra,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1915. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,162,kaTa,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1852. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,163,kadi,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-70. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,164,kadi,annotation,(annotation-only),bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-772. <s>aka</s>. <s>sew</s>. <s>Atma</s>.)
krm,165,kanI,both,dhatupatha,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-460. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,166,kapi,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>. 375<s>-aka</s>. <s>sew</s>. <s>Atma</s>.)
krm,167,kabf,annotation,(annotation-only),bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-380. <s>aka</s>. <s>sew</s>. <s>Atma</s>.)
krm,168,kamu,annotation,(annotation-only),bhvadi,atmanepada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-443. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,169,karja,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-228. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,170,karRa,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1924. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,171,karta,both,dhatupatha,curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1915. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,172,karda,both,dhatupatha,bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-59. <s>aka</s>. <s>sew</s>. <s>para</s>.) <
krm,173,karba,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-420. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,173.1,karva,annotation,(annotation-only),bhvadi,parasmaipada,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-581. <s>aka</s>. <s>sew</s>. <s>para</s>.)
krm,174,kala,annotation,(annotation-only),bhvadi,,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-497. <s>saka</s>. <s>sew</s>. <s>Atma</s>.)
krm,175,kala,annotation,(annotation-only),curadi,ubhayapada,sakarmaka,0,1,0,0,,(X<s>-curAdiH</s>-1604. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,176,kala,annotation,(annotation-only),curadi,,,0,1,0,0,,(X<s>-curAdiH</s>-1866. <s>saka</s>. <s>sew</s>. <s>uBa</s>.
krm,177,kalla,both,dhatupatha,bhvadi,,akarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-498. <s>aka</s>. <s>sew</s>. <s>Atma</s>.)
krm,178,kaSa,annotation,(annotation-only),adadi,,akarmaka,0,1,0,0,,(II<s>-adAdiH</s>-1024. <s>aka</s>. <s>sew</s>. <s>Atma</s>.
krm,179,kaza,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-686. <s>saka</s>. <s>sew</s>. <s>para</s>.)
krm,180,kasa,annotation,(annotation-only),bhvadi,parasmaipada,sakarmaka,0,1,0,0,,(I<s>-BvAdiH</s>-860. <s>saka</s>. <s>sew</s>. <s>para</s>.
