dict,L,k1,root_signal,dhatupatha_source,gana,pada,transitivity,causative,set,anit,vet,anubandhas,gloss_snippet
skd,37013,zasta,both,kavikalpadruma,adadi,parasmaipada,akarmaka,0,1,0,0,i|lu|ra,", i lu ra svapne ."
skd,37014,zaha,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,ja|Na,", ja Na SaktO ."
skd,37015,zaha,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,1,0,0,ya|ki,", ya ki SaktO ."
skd,37021,zADa,both,kavikalpadruma,svadi,parasmaipada,akarmaka,0,0,1,0,o|na|ya,", o na ya sidDO ."
skd,37022,zAntva,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka sAmayoge . itikavikalpadrumaH .. (curA0 para0-saka0-sew"
skd,37024,zi,both,kavikalpadruma,kryadi,ubhayapada,sakarmaka,0,0,1,0,ga|Ya|na,", ga Ya na banDe ."
skd,37025,zica,both,kavikalpadruma,tudadi,ubhayapada,sakarmaka,0,1,1,0,pa|Sa|Ya|O,", pa Sa Ya O kzaraRe ."
skd,37027,ziDa,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", gatyAm ."
skd,37028,ziDa,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,1,u,", u gatyAm ."
skd,37029,ziDa,both,durgadasa,divadi,parasmaipada,akarmaka,0,0,1,0,u|ya|O,", u ya O sidDO ."
skd,37030,ziDa,citation,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,0,0,1,U,", U Sive . SAstre ."
skd,37031,zinBa,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,u,", u hiMsane . dIptO ."
skd,37032,zila,both,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,1,0,0,Sa,", Sa uYCe ."
skd,37033,ziva,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,1,0,0,ya|u,", ya u tantutatO ."
skd,37034,zu,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,0,1,0,,", gatO . ESvaryyaprasavayoSca ."
skd,37035,zu,both,kavikalpadruma,bhvadi,ubhayapada,sakarmaka,0,0,1,0,Ya,", Ya gatO ."
skd,37036,zu,both,kavikalpadruma,svadi,ubhayapada,sakarmaka,0,0,1,0,na|Ya,", na Ya sanDAkledapIqamanTe ."
skd,37037,zu,citation,kavikalpadruma,adadi,parasmaipada,sakarmaka,0,0,0,0,la,", la ESvaryyaprasavayoH ."
skd,37039,zuwwa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka tOcCye . anAdare ."
skd,37040,zunBa,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", dIpanahiMsayoH ."
skd,37041,zura,both,kavikalpadruma,tudadi,parasmaipada,akarmaka,0,1,0,0,Sa,", Sa BeSyayoH ."
skd,37042,zuha,both,kavikalpadruma,adadi,parasmaipada,sakarmaka,0,1,0,0,la|ya,", la ya tfpi . SaktO ."
skd,37043,zU,both,kavikalpadruma,adadi,atmanepada,sakarmaka,0,0,1,0,Na|la,", Na la sUtO ."
skd,37044,zU,both,kavikalpadruma,divadi,atmanepada,sakarmaka,0,0,1,0,ya|Na|O,", ya Na O sUtO ."
skd,37045,zU,both,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,0,1,0,Sa,", Sa kzepe ."
skd,37047,zUda,both,durgadasa,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", kzaRane ."
skd,37048,zUda,both,durgadasa,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka ASrutihatyoH . nirAse ."
skd,37049,zUda,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,Na,", Na nirAse ."
skd,37050,zUra,both,kavikalpadruma,divadi,atmanepada,sakarmaka,0,1,1,0,Na|ya|I,", Na ya I stamBe . hiMse"
skd,37051,zUrkza,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", nAdare ."
skd,37052,zUrkzya,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,,", Irze ."
skd,37053,zUza,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", prasave ."
skd,37054,zeka,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,f|Na,", f Na sarpaRe ."
skd,37055,zela,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,f,", f cAlagatyoH ."
skd,37056,zeva,both,kavikalpadruma,bhvadi,ubhayapada,,0,1,0,0,f|Ya|Na,", f Ya Na sevane . itikavikalpadrumaH .. (BvA0 uBa0-Atma0-ca"
skd,37057,zE,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,0,1,0,,", kzaye ."
skd,37058,zo,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,0,1,0,ya,", ya nASe ."
skd,37079,zwaka,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,ma,", ma pratIGAte ."
skd,37080,zwaga,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,ma|e,", ma e saMvftO ."
skd,37081,zwana,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,mi,", mi Sabde ."
skd,37082,zwaBa,citation,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,0,0,0,i|Na,", i Na stamBe ."
skd,37083,zwama,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,,", vEklavye ."
skd,37084,zwama,both,kavikalpadruma,curadi,parasmaipada,akarmaka,0,1,0,0,t|ka,", t ka vEklavye ."
skd,37085,zwiGa,both,kavikalpadruma,svadi,atmanepada,sakarmaka,0,1,0,0,na|Na,", na Na Askadi ."
skd,37086,zwipa,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,1,0,0,f|Na,", f Na Scyuti ."
skd,37087,zwima,both,kavikalpadruma,divadi,parasmaipada,akarmaka,0,1,0,0,ya,", ya klede ."
skd,37088,zwIma,both,kavikalpadruma,divadi,parasmaipada,akarmaka,0,1,0,0,ya,", ya klede ."
skd,37089,zwu,both,kavikalpadruma,adadi,ubhayapada,sakarmaka,0,0,1,0,Ya|la,", Ya la stutO ."
skd,37090,zwuca,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,Na,", Na prasAde ."
skd,37091,zwuBa,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,u|Na,", u Na stamBe ."
skd,37092,zwUpa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka ucCrAye ."
skd,37093,zwUpa,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,1,0,0,ya|ir,", ya ir ucCrAye ."
skd,37094,zwfkza,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", gamane ."
skd,37095,zwfha,citation,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,0,0,1,U|Sa,", U Sa vaDe ."
skd,37096,zwFha,citation,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,0,0,1,U|Sa,", U Sa vaDe ."
skd,37097,zwepa,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,1,0,0,f|Na,", f Na Scyuti . itikavikalpadrumaH .. (BvA0 Atma0-aka0-sew ."
skd,37099,zwyE,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,0,1,0,,", saMhatO . DvanO . itikavikalpadrumaH .. (BvA0 para0-aka0-a"
skd,37100,zWaga,both,kavikalpadruma,,parasmaipada,akarmaka,0,1,0,0,ma|e,", ma e saMvftO ."
skd,37101,zWala,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,ja,", ja sTitO ."
skd,37102,zWA,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,0,1,0,Yi,", Yi sTAne ."
skd,37103,zWiva,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,u,", u nirAse ."
skd,37104,zWiva,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,1,0,0,ya,", ya nirAse ."
skd,37105,zWIva,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", nirAse ."
skd,37106,zRasa,both,kavikalpadruma,divadi,parasmaipada,akarmaka,0,1,0,0,ya|x|u|mi,", ya x u mi nivAse ."
skd,37107,zRA,both,kavikalpadruma,adadi,parasmaipada,akarmaka,0,0,1,0,la,", la SoDane ."
skd,37108,zRiha,citation,kavikalpadruma,divadi,parasmaipada,akarmaka,0,0,0,1,U|ya|x|Yi,", U ya x Yi prItO ."
skd,37109,zRiha,both,kavikalpadruma,curadi,,akarmaka,0,1,0,0,ka,", ka srehane ."
skd,37110,zRu,both,kavikalpadruma,adadi,ubhayapada,sakarmaka,0,0,1,0,Ya|la,", Ya la stutO ."
skd,37111,zRuca,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,Na,", Na secane ."
skd,37112,zRusa,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,1,0,0,ya,", ya Bakze ."
skd,37113,zRuha,citation,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,0,0,1,ya|U|x,", ya U x udgAre ."
skd,37114,zRE,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,0,1,0,,", vezwe ."
skd,37115,zmi,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,0,1,0,Na,", Na smite ."
skd,37116,zvakka,both,kavikalpadruma,bhvadi,atmanepada,,0,1,0,0,Na,", Na sarpaRe ."
skd,37117,zvada,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka svAde . Cede ."
skd,37118,zvada,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,1,0,0,Na,", Na prItilihoH ."
skd,37119,zvanja,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,0,1,0,O|Yi|Na,", O Yi Na AliNge ."
skd,37120,zvapa,both,kavikalpadruma,adadi,,akarmaka,0,0,1,0,O|Ga|lu|Yi,", O Ga lu Yi Saye ."
skd,37121,zvartta,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka gatyAm . taNke ."
skd,37122,zvida,both,durgadasa,divadi,parasmaipada,akarmaka,0,0,1,0,x|O|ya|A|Yi,", x O ya A Yi svidi ."
skd,37123,zvida,both,durgadasa,bhvadi,atmanepada,akarmaka,0,1,0,0,Yi|A|Na|x,", Yi A Na x mohasnehamokzezu ."
skd,37308,sakarmmakaH,citation,durgadasa,,,sakarmaka,0,0,0,0,,", puM, (karmmaRA saha varttamAnaH . kap .) karmmayuktaDAtuH"
skd,37335,saga,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,ma|e,", ma e saMvftO ."
skd,37344,saGa,both,kavikalpadruma,svadi,parasmaipada,sakarmaka,0,1,0,0,na,", na hiMse ."
skd,37377,saNkocaH,citation,kavikalpadruma,,,,0,0,0,0,,", puM, (saMkucatIti . saM + kuc + ac .) matsyaBedaH . (saM +"
skd,37413,saNgrAma,both,kavikalpadruma,curadi,ubhayapada,akarmaka,0,1,0,0,Na|Ya|t|ka,", Na Ya t ka yudDe ."
skd,37489,saWa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka SvaWArTe ."
skd,37582,satra,both,durgadasa,curadi,atmanepada,,0,1,0,0,t|Na|ka,", t Na ka sambanDe . santatO ."
skd,37680,santiH,citation,durgadasa,,,,0,0,0,0,,", strI, (sanu dAne + ktic . “sanaH ktici lopaScAsyAnyatarasy"
skd,37716,sanDiH,citation,durgadasa,,,,0,0,0,0,,", puM, (sanDAnamiti . saM + DA + kiH .) rAjAdInAM zaqguRAnta"
skd,37757,sannipAtajvaraH,citation,dhatupatha,,,,0,0,0,0,,", puM, (samyak nipAto nASo yasmAt tAdfSo jvaraH .) tridozaja"
skd,37770,sapa,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", sambanDe . (BvA0-para0-saka0-sew .) asIsa- pat ."
skd,37787,saptakaH,citation,durgadasa,,,,0,0,0,0,,", tri, (saptan + kan .) saptAnAM pUraRaH . yaTA, -- “yowake"
skd,37838,saBAja,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka sevane . prItO . darSane . iti kavikalpadrumaH .. (ad"
skd,37948,samApakaH,citation,durgadasa,,,,0,0,0,0,,", tri, samApanakarttA . samApayati yaH saMpUrvvApaDAtorRakap"
skd,38131,sampradAnaM,citation,durgadasa,,,,0,0,0,0,,", klI, (saM + pra + dA + lyuw .) samya- kprakAreRa dAnam . z"
skd,38144,samba,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", sarpaRe ."
skd,38145,samba,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,,", ka, sambanDa ."
skd,38148,sambanDaH,citation,durgadasa,,,,0,0,0,0,,", puM, (sambaDyate"
skd,38157,samboDanaM,citation,durgadasa,,,,0,0,0,0,,", klI, (saM + buDa + lyuw .) anyatra vyAsaktasya kAryyAntare"
skd,38283,sarjja,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", arjjane ."
skd,38338,sarvva,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", sarpaRe ."
skd,38603,sAMrAviRaM,citation,durgadasa,,,,0,0,0,0,,", klI, (saM + rula DvanO + “aBiviDO BAve inuR .” 3 . 3 . 44"
skd,38642,sAwa,both,kavikalpadruma,curadi,parasmaipada,akarmaka,0,1,0,0,t|ka,", t ka prakASane ."
skd,38644,sAta,both,kavikalpadruma,curadi,parasmaipada,akarmaka,0,1,0,0,ka,", ka suKe ."
skd,38646,sAtayaH,citation,durgadasa,,,,0,0,0,0,,", tri, (sAtayatIti . sAta suKe + “anupa- sargAt limpavindeti"
skd,38669,sADa,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,0,1,0,ya|na|O,", ya na O sidDO ."
skd,38672,sADanaM,citation,durgadasa,,,,0,0,0,0,,", klI, (sADa + lyuw .) karaRakAraka- viSezaH . tatra tftIyA"
skd,38714,sAntva,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka sAmayoge ."
skd,38715,sAntva,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka sAntvane ."
skd,38717,sAntvanaM,citation,durgadasa,,,,0,0,0,0,,", klI, (sAntva + lyuw .) sAmopAyaH . iti hemacandraH .. priy"
skd,38740,sAma,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka sAntve ."
skd,38741,sAma,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka sAntvane ."
skd,38778,sAmba,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka sambanDe ."
skd,38800,sAra,both,kavikalpadruma,curadi,parasmaipada,akarmaka,0,1,0,0,t|ka,", t ka dOrvvalye ."
skd,38911,sAhasaM,citation,durgadasa,,,,0,0,0,0,,", klI, (sahasA balena nirvfttam . sahas + “tena nirvf ttam ."
skd,38960,sika,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", secane ."
skd,39180,sIka,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,f|Na,", f Na seke ."
skd,39181,sIka,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ki,", ki AmfSi ."
skd,39221,su,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,0,1,0,,", gatO . ESvaryye . prasave ."
skd,39222,su,both,kavikalpadruma,bhvadi,ubhayapada,sakarmaka,0,0,1,0,Ya,", Ya gatO ."
skd,39223,su,citation,durgadasa,,,,0,0,0,0,,", vya, nirBaram . ityamaraH . 3 . 4 . 2 .. (yaTA, mahABArate"
skd,39264,suKa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka tatkftO ."
skd,39266,suKakaraH,citation,durgadasa,,,,0,0,0,0,,", tri, (suKaM karttuM SIlamasyeti . suKa + kf + waH .) sukar"
skd,39353,suwwa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka tOcCye . anAdare ."
skd,39381,suda,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,i,", i SoBe ."
skd,39391,sudaSanaH,citation,durgadasa,,,,0,0,0,0,,", tri, sudfSyaH . suKena dfSyate asO iti supUrvvakadfSaDAtoH"
skd,39482,sunu,citation,durgadasa,,,,0,0,0,0,,", [nO] klI, jalam . SoBanA nOryatra tat sunu jalam ."
skd,39488,sunBa,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", dyutO . hiMse ."
skd,39517,supIvA,citation,durgadasa,,,,0,0,0,0,,", [n] tri, (suzWu pibatIti . su + pA + “Ato maninkvanipvanip"
skd,39620,sura,both,kavikalpadruma,tudadi,parasmaipada,akarmaka,0,1,0,0,Sa,", Sa BESyayoH ."
skd,39827,suSarmmA,citation,durgadasa,,,,0,0,0,0,,", [n] puM, rAjaviSezaH ."
skd,39919,sUca,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka pESunye ."
skd,39977,sUtra,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka granTane ."
skd,39978,sUtraM,citation,durgadasa,,,,0,0,0,0,,", klI, (sUtryate'neneti . sUtrat ka granTane + Ric + “erac ."
skd,40027,sUrkza,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", nArade ."
skd,40029,sUrkzya,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", anAdare . Irze ."
skd,40072,sUza,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", prasave ."
skd,40073,sf,both,kavikalpadruma,bhvadi,,sakarmaka,0,0,1,0,,", gatO ."
skd,40074,sf,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka gatO . stftO ."
skd,40075,sf,both,kavikalpadruma,juhotyadi,parasmaipada,sakarmaka,0,0,1,0,ra|li,", ra li gatO ."
skd,40092,sfja,both,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,0,1,0,O|Sa,", O Sa visarge ."
skd,40093,sfja,both,kavikalpadruma,divadi,atmanepada,sakarmaka,0,0,1,0,ya|Na|O,", ya Na O visarge ."
skd,40108,sfpa,both,kavikalpadruma,,parasmaipada,sakarmaka,0,0,1,0,sf|O,", sf O gatyAm ."
skd,40113,sfPa,both,kavikalpadruma,bhvadi,,sakarmaka,0,1,0,0,u,", u hiMse ."
skd,40118,sF,both,kavikalpadruma,kryadi,parasmaipada,sakarmaka,0,0,1,0,gi,", gi hiMse ."
skd,40119,seka,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,f|Na,", f Na gatyAm ."
skd,40146,sela,both,kavikalpadruma,,parasmaipada,sakarmaka,0,1,0,0,f,", f cAlagatyoH ."
skd,40148,seva,both,kavikalpadruma,bhvadi,ubhayapada,sakarmaka,0,1,0,0,Ya|Na|f,", Ya Na f sevane ."
skd,40166,sE,both,kavikalpadruma,bhvadi,,akarmaka,0,0,1,0,,", kzityAm ."
skd,40284,sOtraH,citation,kavikalpadruma,,,,0,0,0,0,,", puM, (sUtraM yajYasUtramarhatIti . sUtra + aR .) brAhmaRaH"
skd,40351,sOrIyaM,citation,durgadasa,,,,0,0,0,0,,", tri, (sUryya + CaH . “sUryyAgastryayoSCe ca NyAYca .” 6 ."
skd,40377,sOhfdaM,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,,", klI, (suhfdaH karmma BAvo vA . suhft + aR .) saKyam . sOhA"
skd,40378,skanda,both,durgadasa,bhvadi,parasmaipada,sakarmaka,0,0,1,0,ir,", ir Ora SozaRe . gatyAm ."
skd,40379,skanda,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ta|ka,", ta ka samAhftO ."
skd,40405,skaBa,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,i|Na,", i Na stamBe ."
skd,40406,skAndaM,both,durgadasa,svadi,ubhayapada,sakarmaka,0,1,0,0,,", klI, (skandasyedamiti . skanda + aR .) skandapurARam . yaT"
skd,40407,skuda,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,i|Na,", i Na Aplave . udDftO . utplutya gatyAm . iti kavikalpadrum"
skd,40408,skunBa,both,kavikalpadruma,kryadi,parasmaipada,sakarmaka,0,1,0,0,ga|na|u,", ga na u roDane ."
skd,40410,sKada,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,ma|za|Na,", ma za Na vidAre ."
skd,40411,sKadanaM,citation,kavikalpadruma,,,,0,0,0,0,,", klI, (sKada + lyuw .) vidAraRam . iti sKadaDAtvarTadarSanA"
skd,40412,sKala,both,kavikalpadruma,bhvadi,,sakarmaka,0,1,0,0,mi,", mi caye . cale .."
skd,40415,staka,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,ma,", ma pratIGAte ."
skd,40416,stana,both,kavikalpadruma,curadi,parasmaipada,akarmaka,0,1,0,0,t|ka,", t ka aBraSabde ."
skd,40417,stana,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,mi,", mi Sabde ."
skd,40439,staBa,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,i|Na,", i Na stamBe ."
skd,40448,stamBa,both,kavikalpadruma,kryadi,parasmaipada,sakarmaka,0,1,0,0,ga|na|u,", ga na u roDane ."
skd,40471,stunBa,both,kavikalpadruma,kryadi,parasmaipada,sakarmaka,0,1,0,0,ga|na|u,", ga na u roDane . sOtraDAturayam . iti kavikalpadrumaH .. ("
skd,40475,stUpa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka ucCrAye ."
skd,40476,stUpa,both,kavikalpadruma,divadi,parasmaipada,sakarmaka,0,1,0,0,ya,", ya ira ucCrAye ."
skd,40478,stf,both,kavikalpadruma,svadi,parasmaipada,sakarmaka,0,0,1,0,na,", na prItirakzAprARane ."
skd,40479,stf,both,kavikalpadruma,svadi,ubhayapada,sakarmaka,0,0,1,0,na|Ya,", na Ya stftO ."
skd,40480,stfkza,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,,", gatyAm ."
skd,40481,stfha,citation,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,0,0,1,U|Sa,", U Sa vaDe ."
skd,40482,stF,both,kavikalpadruma,kryadi,ubhayapada,sakarmaka,0,0,1,0,Ya|gi,Ya gi CAdane .
skd,40483,stFha,citation,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,0,0,1,U|Sa,", U Sa vaDe ."
skd,40484,stena,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka cOryye ."
skd,40486,stenaH,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,,", puM, (stenayatIti . stena + pacAdyac .) cOraH . ityamaraH"
skd,40500,stoma,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka SlAGane ."
skd,40507,styE,both,kavikalpadruma,,parasmaipada,akarmaka,0,0,1,0,,saMhatO . DvanO .
skd,40534,strERaH,citation,durgadasa,,,,0,0,0,0,,", tri, (strIzu BavaH . strIBya AgataH . strIByo hito vA . st"
skd,40536,sTaga,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,ma|e,", ma e saMvftO ."
skd,40549,sTala,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,,", jasTAne ."
skd,40649,sTuqa,both,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,1,0,0,Si,", Si vftyAm ."
skd,40655,sTUla,both,kavikalpadruma,curadi,atmanepada,akarmaka,0,1,0,0,t|ka|Na,", t ka Na vfMhaRe ."
skd,40754,sniwa,both,kavikalpadruma,curadi,parasmaipada,akarmaka,0,1,0,0,ka,", ka snehe ."
skd,40778,spada,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,1,0,0,i|Na,", i Na Izatkampe ."
skd,40783,spardDa,both,kavikalpadruma,bhvadi,atmanepada,sakarmaka,0,1,0,0,Na,", Na saMharze ."
skd,40785,sparSa,both,kavikalpadruma,curadi,atmanepada,sakarmaka,0,1,0,0,ka|Na,", ka Na grahaRe . Sleze ."
skd,40798,spaSa,both,kavikalpadruma,bhvadi,ubhayapada,sakarmaka,0,1,0,0,Ya,", Ya granTavADayoH ."
skd,40802,spf,both,kavikalpadruma,svadi,parasmaipada,sakarmaka,0,1,0,0,na,", na prItirakzApAlane ."
skd,40804,spfSa,both,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,0,1,0,Sa|O,", Sa O spfSi ."
skd,40811,spfha,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,t|ka,", t ka Ipse ."
skd,40817,sPawa,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,i,i SIrRO .
skd,40818,sPawa,both,kavikalpadruma,bhvadi,parasmaipada,akarmaka,0,1,0,0,,SIrRO .
skd,40829,sPaqa,both,durgadasa,curadi,parasmaipada,sakarmaka,0,1,0,0,i|ka,", i ka narmmaRi . (curA0-para0-saka0-sew .) yaTA . sPuqi ka"
skd,40830,sPara,both,kavikalpadruma,tudadi,parasmaipada,akarmaka,0,1,0,0,Sa,", Sa sPUrttO . cale ."
skd,40832,sPala,both,kavikalpadruma,tudadi,parasmaipada,akarmaka,0,1,0,0,Sa,", Sa cAle . sPUrttO ."
skd,40839,sPAya,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,1,0,0,I|Na,", I Na vfdDO ."
skd,40846,sPiwa,both,durgadasa,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka vftyAm . hise . anAdare ."
skd,40849,sPuwa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,i|ka,", i ka narmmaRi ."
skd,40850,sPuwa,both,kavikalpadruma,bhvadi,parasmaipada,sakarmaka,0,1,0,0,ir,", ir viSa(sa)raRe ."
skd,40851,sPuwa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka Bidi ."
skd,40852,sPuwa,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,1,0,0,Na,", Na visaraRe ."
skd,40853,sPuwa,both,kavikalpadruma,curadi,parasmaipada,akarmaka,0,1,0,0,t|ka,", t ka visaraRe ."
skd,40854,sPuwa,both,kavikalpadruma,tudadi,parasmaipada,akarmaka,0,1,0,0,Si,", Si vikAse ."
skd,40855,sPuwa,both,durgadasa,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka hiMse . ANpUrvvo'yam ."
skd,40863,sPuwwa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,ka,", ka anAdare ."
skd,40864,sPuqa,both,kavikalpadruma,curadi,parasmaipada,sakarmaka,0,1,0,0,i|ka,", i ka narmmaRi ."
skd,40865,sPuqa,both,kavikalpadruma,bhvadi,atmanepada,akarmaka,0,1,0,0,i|Na,", i Na Pulle ."
skd,40866,sPuqa,both,kavikalpadruma,tudadi,parasmaipada,sakarmaka,0,1,0,0,Si,", Si vftyAm ."
