dict,L,k1,kind,target
pwg,86213,lANgala,vgl,Asya˚
pwg,86213,lANgala,vgl,duzwa˚
pwg,86213,lANgala,vgl,muKa˚
pwg,86226,lANgula,vgl,go˚
pwg,86228,lANgulinI,vgl,lANgUlinI
pwg,86229,lANgUla,vgl,go˚
pwg,86232,lAj,vgl,laj
pwg,86232,lAj,vgl,laYj
pwg,86232,lAj,vgl,lAYj
pwg,86235,lAjI,vgl,indralAjI
pwg,86236,lAYC,vgl,lakza
pwg,86236,lAYC,vgl,lakzay
pwg,86237,lAYCana,vgl,padma˚
pwg,86237,lAYCana,vgl,mfga˚
pwg,86237,lAYCana,vgl,SaSa˚
pwg,86272,lABa,vgl,a˚
pwg,86272,lABa,vgl,durlABa
pwg,86272,lABa,vgl,punarlABa
pwg,86286,lAla,vgl,nanda˚
pwg,86296,lAlasiMha,vgl,lalla
pwg,86297,lAlA,vgl,aSva˚
pwg,86310,lAlika,vgl,lAvika
pwg,86315,lAva,vgl,kARqa˚
pwg,86315,lAva,vgl,puzpa˚
pwg,86332,lAveraRi,vgl,laveraRi
pwg,86335,lAvya,vgl,lavya
pwg,86338,lAsaka,vgl,kavilAsikA
pwg,86338,lAsaka,vgl,tarkulAsaka
pwg,86354,liK,vgl,avaleKa
pwg,86354,liK,vgl,AliKant
pwg,86354,liK,vgl,AleKana
pwg,86354,liK,vgl,AleKya
pwg,86354,liK,vgl,ulleKa
pwg,86354,liK,vgl,upaleKa
pwg,86354,liK,vgl,nirleKana
pwg,86354,liK,vgl,parileKa
pwg,86354,liK,vgl,viliKana
pwg,86354,liK,vgl,vileKa
pwg,86356,liKana,vgl,citra˚
pwg,86359,liKya,vgl,likzA
pwg,86360,liNK,vgl,laK
pwg,86360,liNK,vgl,laNK
pwg,86361,lirgu,vgl,nigu
pwg,86364,liNg,vgl,liNgay
pwg,86365,liNga,vgl,a˚
pwg,86366,liNgaka,vgl,ku˚
pwg,86366,liNgaka,vgl,tri˚
pwg,86378,liNgapratizWAviDi,vgl,liNgArcApratizWAviDi
pwg,86381,liNgay,vgl,liNg
pwg,86396,liNgArcApratizWAviDi,vgl,liNgapratizWAviDi
pwg,86401,licCavi,vgl,nicCavi
pwg,86401,licCavi,vgl,nicCivi
pwg,86404,lip,vgl,tAmalipta
pwg,86404,lip,vgl,tAmralipta
pwg,86404,lip,vgl,nirlipta
pwg,86404,lip,vgl,avalepa
pwg,86404,lip,vgl,Alepa
pwg,86404,lip,vgl,Alimpana
pwg,86404,lip,vgl,upalepa
pwg,86404,lip,vgl,nilimpa
pwg,86404,lip,vgl,pralepa
pwg,86404,lip,vgl,vilepa
pwg,86405,lipi,vgl,aNga˚
pwg,86405,lipi,vgl,puzpa˚
pwg,86405,lipi,vgl,prati˚
pwg,86405,lipi,vgl,BUta˚
pwg,86405,lipi,vgl,maDyAkzaravistara˚
pwg,86418,lipsA,vgl,lABa˚
pwg,86429,limpawa,vgl,lampawa
pwg,86437,lih,vgl,leliha
pwg,86437,lih,vgl,lelihAna
pwg,86437,lih,vgl,pratyAlIQa
pwg,86437,lih,vgl,praleha
pwg,86438,lih,vgl,guqa˚
pwg,86438,lih,vgl,jihvA˚
pwg,86438,lih,vgl,dAma˚
pwg,86438,lih,vgl,puzpa˚
pwg,86438,lih,vgl,maDu˚
pwg,86440,lI,vgl,tAmasalIna
pwg,86440,lI,vgl,Alaya
pwg,86440,lI,vgl,nilaya
pwg,86440,lI,vgl,pralaya
pwg,86440,lI,vgl,pralayana
pwg,86440,lI,vgl,pralInatA
pwg,86440,lI,vgl,vilaya
pwg,86440,lI,vgl,saMlaya
pwg,86442,lI,vgl,lelayA
pwg,86448,lIlA,vgl,anta˚
pwg,86448,lIlA,vgl,ava˚
pwg,86448,lIlA,vgl,Adi˚
pwg,86448,lIlA,vgl,turagalIlaka
pwg,86448,lIlA,vgl,BAgavatalIlArahasya
pwg,86448,lIlA,vgl,maDya˚
pwg,86448,lIlA,vgl,mahAlIlasarasvatI
pwg,86448,lIlA,vgl,rAjalIlAnAman
pwg,86448,lIlA,vgl,salIla
pwg,86450,lIlAkara,vgl,mattamAtaNga˚
pwg,86457,lIlAcala,vgl,lIlAparvata
pwg,86462,lIlAparvata,vgl,lIlAcala
pwg,86470,lIlAy,vgl,rAjya˚
pwg,86476,lIlAvant,vgl,nyAya˚
pwg,86476,lIlAvant,vgl,haya˚
pwg,86488,luYc,vgl,avaluYcana
pwg,86488,luYc,vgl,AluYcana
pwg,86488,luYc,vgl,ulluYcana
pwg,86489,luYca,vgl,ku˚
pwg,86491,luYcana,vgl,luRWana
pwg,86495,luW,vgl,luRw
pwg,86495,luW,vgl,luRW
pwg,86495,luW,vgl,luRq
pwg,86499,luq,vgl,lul
pwg,86499,luq,vgl,Aloqana
pwg,86499,luq,vgl,viloqana
pwg,86499,luq,vgl,saMloqana
pwg,86500,luRw,vgl,luRW
pwg,86504,luRW,vgl,nirluRWana
pwg,86504,luRW,vgl,viluRWana
pwg,86510,luRWi,vgl,luRqIkar
pwg,86515,luRqIkar,vgl,luRqikA
pwg,86517,lup,vgl,anarTalupta
pwg,86517,lup,vgl,indralupta
pwg,86517,lup,vgl,apalup
pwg,86517,lup,vgl,avalumpana
pwg,86517,lup,vgl,avalopa
pwg,86517,lup,vgl,ullopya
pwg,86517,lup,vgl,parilopa
pwg,86517,lup,vgl,viparilopa
pwg,86517,lup,vgl,pralopa
pwg,86517,lup,vgl,vilopa
pwg,86523,lubDaka,vgl,ArdrA˚
pwg,86526,luB,vgl,aluByant
pwg,86526,luB,vgl,praloBa
pwg,86526,luB,vgl,praloBaka
pwg,86530,lul,vgl,lola
pwg,86536,luz,vgl,lUz
pwg,86538,luh,vgl,luB
pwg,86539,lU,vgl,Alava
pwg,86539,lU,vgl,ullU
pwg,86540,lU,vgl,eka˚
pwg,86541,lUkza,vgl,a˚
pwg,86542,lUtA,vgl,aBi˚
pwg,86548,lUnayavam,vgl,lUyamAnayavam
pwg,86553,lUma,vgl,lUna
pwg,86554,lUyamAnayavam,vgl,lUnayavam
pwg,86555,lUz,vgl,rUz
pwg,86555,lUz,vgl,luz
pwg,86558,leka,vgl,leKa
pwg,86560,leKa,vgl,anaNgaleKA
pwg,86560,leKa,vgl,indu˚
pwg,86560,leKa,vgl,krama˚
pwg,86560,leKa,vgl,candraleKa
pwg,86560,leKa,vgl,citraleKA
pwg,86560,leKa,vgl,jayaleKa
pwg,86560,leKa,vgl,devaleKA
pwg,86560,leKa,vgl,pattra˚
pwg,86561,leKaka,vgl,kAzWa˚
pwg,86561,leKaka,vgl,citra˚
pwg,86561,leKaka,vgl,dEva˚
pwg,86561,leKaka,vgl,naKa˚
pwg,86580,leKArha,vgl,leKyapattra
pwg,86583,leKya,vgl,kraya˚
pwg,86583,leKya,vgl,durleKya
pwg,86586,leKyapattra,vgl,leKArha
pwg,86589,lewa,vgl,upa˚
pwg,86590,lewy,vgl,lowy
pwg,86591,leRqa,vgl,laRqa
pwg,86592,leta,vgl,lota
pwg,86595,lepa,vgl,nirlepa
pwg,86595,lepa,vgl,pAda˚
pwg,86595,lepa,vgl,piRqa˚
pwg,86595,lepa,vgl,piRqI˚
pwg,86595,lepa,vgl,muKa˚
pwg,86595,lepa,vgl,liNga˚
pwg,86595,lepa,vgl,vajra˚
pwg,86599,lepakAminI,vgl,lepyanArI
pwg,86599,lepakAminI,vgl,lepyayozit
pwg,86600,lepana,vgl,BUmi˚
pwg,86604,lepyanArI,vgl,lepyayozit
pwg,86604,lepyanArI,vgl,lepyastrI
pwg,86604,lepyanArI,vgl,lepakAminI
pwg,86607,lepyastrI,vgl,lepyanArI
pwg,86618,lezwu,vgl,nezwu
pwg,86632,lENgika,vgl,liNgopahita˚
pwg,86635,lok,vgl,avaloka
pwg,86635,lok,vgl,Aloka
pwg,86635,lok,vgl,samAloka
pwg,86635,lok,vgl,viloka
pwg,86636,loka,vgl,a˚
pwg,86663,lokaDAtu,vgl,saha˚
pwg,86739,lokasImAtivartin,vgl,lokAtiga
pwg,86739,lokasImAtivartin,vgl,lokAtiSaya
pwg,86743,lokaspft,vgl,lokasmft
pwg,86748,lokAkzi,vgl,lOkAkza
pwg,86748,lokAkzi,vgl,lOkAkzi
pwg,86748,lokAkzi,vgl,lOgAkzi
pwg,86781,lokya,vgl,a˚
pwg,86782,lokyatA,vgl,a˚
pwg,86785,loc,vgl,Alocaka
pwg,86785,loc,vgl,paryAlocana
pwg,86786,loca,vgl,lota
pwg,86788,locana,vgl,cAru˚
pwg,86788,locana,vgl,citralocanA
pwg,86788,locana,vgl,trilocana
pwg,86788,locana,vgl,BAla˚
pwg,86788,locana,vgl,meza˚
pwg,86788,locana,vgl,loka˚
pwg,86788,locana,vgl,hari˚
pwg,86794,locanotsa,vgl,lavaRotsa
pwg,86797,low,vgl,loq
pwg,86797,low,vgl,lOq
pwg,86811,loRAra,vgl,lavaRAraja
pwg,86812,loRikA,vgl,amla˚
pwg,86819,loDra,vgl,pawwi˚
pwg,86819,loDra,vgl,pawwikA˚
pwg,86819,loDra,vgl,mahA˚
pwg,86820,loDraka,vgl,pawwi˚
pwg,86821,lopa,vgl,alopANga
pwg,86821,lopa,vgl,viSva˚
pwg,86824,lopAka,vgl,lopASa
pwg,86825,lopApaka,vgl,lopASa
pwg,86827,lopASa,vgl,lopAka
pwg,86827,lopASa,vgl,lomASa
pwg,86834,loBa,vgl,a˚
pwg,86834,loBa,vgl,ati˚
pwg,86834,loBa,vgl,Dana˚
pwg,86834,loBa,vgl,nirloBa
pwg,86840,loma,vgl,ajalomI
pwg,86840,loma,vgl,atiloma
pwg,86840,loma,vgl,anu˚
pwg,86840,loma,vgl,antarloma
pwg,86840,loma,vgl,ava˚
pwg,86840,loma,vgl,uqulomAH
pwg,86843,lomakarRa,vgl,romakarRaka
pwg,86847,lomakUpa,vgl,romakUpa
pwg,86848,lomagarta,vgl,romagarta
pwg,86851,loman,vgl,asi˚
pwg,86851,loman,vgl,dfQa˚
pwg,86853,lomapAda,vgl,romapAda
pwg,86860,lomavAhin,vgl,lomapravAhin
pwg,86860,lomavAhin,vgl,lomahArin
pwg,86864,lomaSa,vgl,tapta˚
pwg,86864,lomaSa,vgl,pARqulomaSA
pwg,86864,lomaSa,vgl,haMsalomaSa
pwg,86874,lomasaMharzaRa,vgl,lomaharzaRa
pwg,86879,lomaharzaRa,vgl,romaharzaRa
pwg,86887,lomASikA,vgl,lomasikA
pwg,86887,lomASikA,vgl,lopASikA
pwg,86887,lomASikA,vgl,lomASa
pwg,86889,lola,vgl,A˚
pwg,86889,lola,vgl,ullola
pwg,86889,lola,vgl,kallola
pwg,86889,lola,vgl,cAwu˚
pwg,86889,lola,vgl,pra˚
pwg,86889,lola,vgl,mahA˚
pwg,86889,lola,vgl,rati˚
pwg,86889,lola,vgl,lOlya
pwg,86899,lolupa,vgl,a˚
pwg,86899,lolupa,vgl,ganDa˚
pwg,86899,lolupa,vgl,pra˚
pwg,86899,lolupa,vgl,maDu˚
pwg,86918,lozwAkza,vgl,logAkza
pwg,86919,lozwu,vgl,lezwu
pwg,86923,loha,vgl,a˚
pwg,86923,loha,vgl,kfzRa˚
pwg,86939,lohadAraka,vgl,lOhacAraka
pwg,86958,lohaSaNku,vgl,lOhaSaNku
pwg,86962,lohAkarRa,vgl,loDa
pwg,86968,lohAyasa,vgl,lOhAyasa
pwg,86973,lohita,vgl,a˚
pwg,86973,lohita,vgl,A˚
pwg,86989,lohitapittin,vgl,raktapittin
pwg,87001,lohitAkza,vgl,rohitAkza
pwg,87010,lohitAyasa,vgl,lohAyasa
pwg,87025,lohitya,vgl,lOhitya
pwg,87032,lOkAyatika,vgl,lokAyatika
pwg,87037,lOgAkzi,vgl,lOkAkzi
pwg,87039,lOq,vgl,loq
pwg,87039,lOq,vgl,low
pwg,87046,lOmanya,vgl,rOmaRya
pwg,87054,lOlya,vgl,ati˚
pwg,87054,lOlya,vgl,jihvA˚
pwg,87058,lOha,vgl,tri˚
pwg,87077,lOhitya,vgl,lohitya
pwg,87085,vaMSa,vgl,a˚
pwg,87085,vaMSa,vgl,Adi˚
pwg,87085,vaMSa,vgl,indravaMSA
pwg,87085,vaMSa,vgl,udvaMSa
pwg,87085,vaMSa,vgl,karRa˚
pwg,87085,vaMSa,vgl,kzudravaMSA
pwg,87085,vaMSa,vgl,nAlavaMSa
pwg,87085,vaMSa,vgl,nAsA˚
pwg,87085,vaMSa,vgl,pari˚
pwg,87085,vaMSa,vgl,pfzWa˚
pwg,87085,vaMSa,vgl,prAgvaMSa
pwg,87085,vaMSa,vgl,prAcIna˚
pwg,87085,vaMSa,vgl,raGu˚
pwg,87085,vaMSa,vgl,raTa˚
pwg,87085,vaMSa,vgl,rAja˚
pwg,87085,vaMSa,vgl,sa˚
pwg,87085,vaMSa,vgl,soma˚
pwg,87085,vaMSa,vgl,hari˚
pwg,87085,vaMSa,vgl,vAMSika
pwg,87088,vaMSakaWina,vgl,vAMSakaWinika
pwg,87094,vaMSakramAgata,vgl,vaMSAgata
pwg,87103,vaMSaDArA,vgl,vaMSakarA
pwg,87109,vaMSanetra,vgl,ikzunetra
pwg,87118,vaMSaBAra,vgl,vAMSaBArika
pwg,87135,vaMSAgata,vgl,vaMSakramAgata
pwg,87151,vaMSya,vgl,rAja˚
pwg,87155,vakala,vgl,valka
pwg,87155,vakala,vgl,valkala
pwg,87162,vaktar,vgl,ati˚
pwg,87162,vaktar,vgl,priya˚
pwg,87162,vaktar,vgl,brahma˚
pwg,87163,vaktavya,vgl,punarvaktavya
pwg,87163,vaktavya,vgl,vacanIya
pwg,87163,vaktavya,vgl,vAcya
pwg,87166,vakti,vgl,ukti
pwg,87170,vaktra,vgl,a˚
pwg,87170,vaktra,vgl,anvakzarasaMDi˚
pwg,87171,vaktraka,vgl,apa˚
pwg,87192,vakra,vgl,azwA˚
pwg,87192,vakra,vgl,kavAwa˚
pwg,87192,vakra,vgl,ku˚
pwg,87192,vakra,vgl,trivakrA
pwg,87192,vakra,vgl,dantavakra
pwg,87207,vakranAla,vgl,vaktratAla
pwg,87211,vakrapucCa,vgl,vakralANgUla
pwg,87211,vakrapucCa,vgl,vakravAlaDi
pwg,87214,vakraBaRita,vgl,vakrokti
pwg,87218,vakralANgUla,vgl,vakrapucCa
pwg,87218,vakralANgUla,vgl,vakravAlaDi
pwg,87220,vakravAlaDi,vgl,cakravAlaDi
pwg,87243,vakvasa,vgl,balkasa
pwg,87245,vakzaRa,vgl,vIra˚
pwg,87251,vakzas,vgl,ni˚
pwg,87251,vakzas,vgl,mahA˚
pwg,87253,vakzu,vgl,vaNkzu
pwg,87255,vakzoja,vgl,uroja
pwg,87255,vakzoja,vgl,urasija
pwg,87255,vakzoja,vgl,vakzoruha
pwg,87260,vaK,vgl,vaNK
pwg,87269,vaNke,vgl,kapotavaNkA
pwg,87272,vaNkasena,vgl,vaNgasena
pwg,87281,vaNkzaRa,vgl,vakzaRA
pwg,87282,vaNkzu,vgl,vakzu
pwg,87283,vaNK,vgl,vaK
pwg,87286,vaNga,vgl,aDi˚
pwg,87286,vaNga,vgl,ku˚
pwg,87286,vaNga,vgl,cIna˚
pwg,87286,vaNga,vgl,vANga
pwg,87286,vaNga,vgl,vANgaka
pwg,87290,vaNgalA,vgl,vaNgAlI
pwg,87302,vac,vgl,anukta
pwg,87302,vac,vgl,ukta
pwg,87302,vac,vgl,vivakzA
pwg,87302,vac,vgl,acCAvAka
pwg,87302,vac,vgl,acCokti
pwg,87302,vac,vgl,ativaktar
pwg,87302,vac,vgl,aDivaktar
pwg,87302,vac,vgl,aDivAka
pwg,87302,vac,vgl,anuvAcana
pwg,87302,vac,vgl,upavaktar
pwg,87302,vac,vgl,upavAka
pwg,87302,vac,vgl,nivacana
pwg,87302,vac,vgl,nivAku
pwg,87302,vac,vgl,nirukta
pwg,87302,vac,vgl,parAvAka
pwg,87302,vac,vgl,parocya
pwg,87302,vac,vgl,pravaktar
pwg,87302,vac,vgl,pravAcana
pwg,87302,vac,vgl,uktapratyukta
pwg,87302,vac,vgl,prativaktavya
pwg,87302,vac,vgl,vivaktar
pwg,87302,vac,vgl,vivAc
pwg,87302,vac,vgl,vyucya
pwg,87302,vac,vgl,avivAkya
pwg,87307,vacana,vgl,a˚
pwg,87307,vacana,vgl,eka˚
pwg,87307,vacana,vgl,dvi˚
pwg,87307,vacana,vgl,paryAya˚
pwg,87316,vacanIya,vgl,vaktavya
pwg,87316,vacanIya,vgl,vAcya
pwg,87321,vacas,vgl,Atta˚
pwg,87321,vacas,vgl,durvacas
pwg,87321,vacas,vgl,dyukza˚
pwg,87321,vacas,vgl,droGa˚
pwg,87321,vacas,vgl,puruza˚
pwg,87321,vacas,vgl,prati˚
pwg,87321,vacas,vgl,prIti˚
pwg,87321,vacas,vgl,maNgala˚
pwg,87321,vacas,vgl,mata˚
pwg,87321,vacas,vgl,maDu˚
pwg,87321,vacas,vgl,yajYa˚
pwg,87321,vacas,vgl,su˚
pwg,87342,vajahURa,vgl,vajrahURa
pwg,87343,vajra,vgl,indravajra
pwg,87344,vajraka,vgl,dvi˚
pwg,87344,vajraka,vgl,mahA˚
pwg,87353,vajrakIwa,vgl,vajradaMzwra
pwg,87370,vajraRaKA,vgl,vajranaKa
pwg,87388,vajranaKa,vgl,vajraRaKA
pwg,87389,vajranagara,vgl,vajrapura
pwg,87403,vajrapura,vgl,vajranagara
pwg,87448,vajraSfNKalikA,vgl,vajrAsTiSfNKalA
pwg,87463,vajrahURa,vgl,vajahURa
pwg,87492,vaYc,vgl,sUpavaYcana
pwg,87493,vaYcaka,vgl,Atma˚
pwg,87493,vaYcaka,vgl,jagadvaYcaka
pwg,87493,vaYcaka,vgl,banDu˚
pwg,87494,vaYcati,vgl,aYcati
pwg,87496,vaYcana,vgl,mftyu˚
pwg,87505,vaYcya,vgl,vaNkya
pwg,87512,vawa,vgl,upavawa
pwg,87512,vawa,vgl,kalpa˚
pwg,87512,vawa,vgl,gfDra˚
pwg,87512,vawa,vgl,tapo˚ (vawa
pwg,87513,vawaka,vgl,kAYjikavawaka
pwg,87522,vawara,vgl,vaWara
pwg,87538,vawwa,vgl,nAga˚
pwg,87542,vaWara,vgl,vawara
pwg,87543,vaqaBI,vgl,valaBI
pwg,87544,vaqava,vgl,pArebaqavA
pwg,87545,vaqavAgni,vgl,vAqavAgni
pwg,87555,baqiSa,vgl,valiSa
pwg,87572,vaRiNmArga,vgl,vaRikpaTa
pwg,87576,vaRijya,vgl,vARijya
pwg,87577,vaRw,vgl,vaRq
pwg,87577,vaRw,vgl,baRqa
pwg,87578,vaRwa,vgl,baRqa
pwg,87578,vaRwa,vgl,vaRWa
pwg,87582,vaRWa,vgl,baRqa
pwg,87584,vaRq,vgl,vaRw
pwg,87584,vaRq,vgl,baRqa
pwg,87585,vat,vgl,svapivAta
pwg,87588,vataRqa,vgl,vAtaRqa
pwg,87588,vataRqa,vgl,vAtaRqya
pwg,87592,vatU,vgl,ratU
pwg,87594,vatsa,vgl,anupUrva˚
pwg,87594,vatsa,vgl,apa˚
pwg,87594,vatsa,vgl,aBivAnya˚
pwg,87609,vatsaprI,vgl,vAtsapra
pwg,87616,vatsara,vgl,anu˚
pwg,87616,vatsara,vgl,idA˚
pwg,87616,vatsara,vgl,idvatsara
pwg,87616,vatsara,vgl,idu˚
pwg,87616,vatsara,vgl,pari˚
pwg,87616,vatsara,vgl,prati˚
pwg,87616,vatsara,vgl,saM˚
pwg,87622,vatsala,vgl,mitra˚
pwg,87622,vatsala,vgl,vAtsalya
pwg,87629,vatsavyUha,vgl,vatsaBUmi
pwg,87632,vatsAkzI,vgl,gavAkzI
pwg,87637,vatsAra,vgl,a˚
pwg,87638,vatsAsura,vgl,vatsaka
pwg,87647,vad,vgl,anudita
pwg,87647,vad,vgl,jalavAdita
pwg,87647,vad,vgl,ativAda
pwg,87647,vad,vgl,˚vAdin
pwg,87647,vad,vgl,atyudya
pwg,87647,vad,vgl,aDivAda
pwg,87647,vad,vgl,anuvAda
pwg,87647,vad,vgl,apavAda
pwg,87647,vad,vgl,aBivadana
pwg,87647,vad,vgl,˚vAda
pwg,87647,vad,vgl,˚vAdin
pwg,87647,vad,vgl,˚vAdya
pwg,87647,vad,vgl,aBivAdaka
pwg,87647,vad,vgl,pratyaBivAda
pwg,87647,vad,vgl,avavada
pwg,87647,vad,vgl,upavAda
pwg,87647,vad,vgl,nirvAda
pwg,87647,vad,vgl,parivAda
pwg,87647,vad,vgl,pravada
pwg,87647,vad,vgl,pravAdaka
pwg,87647,vad,vgl,prativAda
pwg,87647,vad,vgl,vivAda
pwg,87647,vad,vgl,saMvaditavya
pwg,87647,vad,vgl,saMvAda
pwg,87647,vad,vgl,saMvAdana
pwg,87647,vad,vgl,visaMvAda
pwg,87650,vadana,vgl,rAja˚
pwg,87653,vadanaroga,vgl,muKaroga
pwg,87666,vadAvada,vgl,a˚
pwg,87674,vadya,vgl,a˚
pwg,87676,vaDa,vgl,a˚
pwg,87676,vaDa,vgl,agre˚
pwg,87676,vaDa,vgl,Atma˚
pwg,87685,vaDaBUmi,vgl,vaDyaBUmi
pwg,87696,vaDitra,vgl,banDitra
pwg,87701,vaDU,vgl,kula˚
pwg,87701,vaDU,vgl,ganDa˚
pwg,87701,vaDU,vgl,putra˚
pwg,87701,vaDU,vgl,BrAtf˚
pwg,87701,vaDU,vgl,vAra˚
pwg,87701,vaDU,vgl,svarvaDU
pwg,87701,vaDU,vgl,svarga˚
pwg,87701,vaDU,vgl,svargi˚
pwg,87714,vaDya,vgl,a˚
pwg,87716,vaDyatA,vgl,a˚
pwg,87720,vaDyaBUmi,vgl,vaDaBUmi
pwg,87723,vaDyasTAna,vgl,vaDasTAna
pwg,87724,vaDyA,vgl,brahma˚
pwg,87725,vaDra,vgl,avaDra
pwg,87725,vaDra,vgl,gucCabaDrA
pwg,87733,vaDryaSva,vgl,vADryaSva
pwg,87733,vaDryaSva,vgl,braDnaSva
pwg,87736,van,vgl,aBivAnyavatsA
pwg,87736,van,vgl,saMvanana
pwg,87738,vana,vgl,asipatra˚
pwg,87738,vana,vgl,upa˚
pwg,87738,vana,vgl,citra˚
pwg,87738,vana,vgl,tapo˚
pwg,87738,vana,vgl,naqa˚
pwg,87738,vana,vgl,nfsiMha˚
pwg,87738,vana,vgl,paraSu˚
pwg,87738,vana,vgl,pitf˚
pwg,87738,vana,vgl,puzpa˚
pwg,87738,vana,vgl,pramada˚
pwg,87738,vana,vgl,pramadA˚
pwg,87738,vana,vgl,preta˚
pwg,87738,vana,vgl,PalakA˚
pwg,87738,vana,vgl,PalakI˚
pwg,87738,vana,vgl,bilva˚
pwg,87738,vana,vgl,budDa˚
pwg,87738,vana,vgl,BAnu˚
pwg,87738,vana,vgl,BArga˚
pwg,87738,vana,vgl,maDu˚
pwg,87738,vana,vgl,mahA˚
pwg,87738,vana,vgl,mitra˚
pwg,87738,vana,vgl,mEtreya˚
pwg,87738,vana,vgl,velA˚
pwg,87738,vana,vgl,agrevaRa
pwg,87738,vana,vgl,antarvaRa
pwg,87738,vana,vgl,kowarA˚
pwg,87738,vana,vgl,Kadira˚
pwg,87738,vana,vgl,nirvaRa
pwg,87738,vana,vgl,puragA˚
pwg,87738,vana,vgl,pra˚
pwg,87738,vana,vgl,miSrakA˚
pwg,87738,vana,vgl,Sara˚
pwg,87738,vana,vgl,sArikA˚
pwg,87738,vana,vgl,siDrakA˚
pwg,87738,vana,vgl,prativanam
pwg,87738,vana,vgl,kelIvanI
pwg,87738,vana,vgl,dyu˚
pwg,87752,vanakokilaka,vgl,kokilaka
pwg,87768,vanacara,vgl,vanecara
pwg,87800,vanapArSva,vgl,vanAnta
pwg,87808,vanapraveSa,vgl,vanasaMpraveSa
pwg,87809,vanaprasTa,vgl,vAnaprasTa
pwg,87823,vanamAla,vgl,vanamAlin
pwg,87825,vanamAlADara,vgl,mAlADara
pwg,87855,vanavAsaka,vgl,vanavAsin
pwg,87855,vanavAsaka,vgl,vanavAsya
pwg,87855,vanavAsaka,vgl,vAnavAsaka
pwg,87858,vanavAsya,vgl,vAnavAsya
pwg,87869,vanas,vgl,yajYa˚
pwg,87869,vanas,vgl,girvaRas
pwg,87874,vanasaMpraveSa,vgl,vanapraveSa
pwg,87885,vanasraj,vgl,vanamAlA
pwg,87898,vanAnta,vgl,vanapArSva
pwg,87906,vanAyu,vgl,vAnAyu
pwg,87918,vani,vgl,Aditya˚
pwg,87918,vani,vgl,upamAti˚
pwg,87918,vani,vgl,fju˚
pwg,87918,vani,vgl,kzatra˚
pwg,87918,vani,vgl,DAnya˚
pwg,87918,vani,vgl,DArA˚
pwg,87918,vani,vgl,brahma˚
pwg,87918,vani,vgl,rAyaspoza˚
pwg,87918,vani,vgl,vasu˚
pwg,87918,vani,vgl,vfzwi˚
pwg,87918,vani,vgl,viSva˚
pwg,87918,vani,vgl,Sata˚
pwg,87918,vani,vgl,suprajA˚
pwg,87921,vanita,vgl,tridaSaMvanitA
pwg,87921,vanita,vgl,nAka˚
pwg,87922,vanitar,vgl,vantar
pwg,87929,vanizWa,vgl,vanIyaMs
pwg,87935,vanIyaMs,vgl,vanizWa
pwg,87961,vantar,vgl,vanitar
pwg,87964,vand,vgl,anuvandin
pwg,87964,vand,vgl,aBivandana
pwg,87966,vandaka,vgl,vandA
pwg,87966,vandaka,vgl,vandAka
pwg,87981,vandin,vgl,rAja˚
pwg,87985,vandya,vgl,jagadvandya
pwg,87991,vanDura,vgl,pUrRa˚
pwg,87991,vanDura,vgl,sfpra˚
pwg,87991,vanDura,vgl,hiraRya˚
pwg,88003,vap,vgl,parivApaRa
pwg,88003,vap,vgl,pravapaRa
pwg,88004,vap,vgl,upta
pwg,88004,vap,vgl,apivApa
pwg,88004,vap,vgl,Avapana
pwg,88004,vap,vgl,AvApana
pwg,88004,vap,vgl,aDyAvApa
pwg,88004,vap,vgl,udvapana
pwg,88004,vap,vgl,udvApa
pwg,88004,vap,vgl,nivapana
pwg,88004,vap,vgl,nivApa
pwg,88004,vap,vgl,upanivapana
pwg,88004,vap,vgl,nirupti
pwg,88004,vap,vgl,anunirvApyA
pwg,88004,vap,vgl,parivApa
pwg,88004,vap,vgl,paryupti
pwg,88004,vap,vgl,pravapaRa
pwg,88004,vap,vgl,pravApin
pwg,88004,vap,vgl,pratIvApa
pwg,88025,vapus,vgl,pUrRa˚
pwg,88025,vapus,vgl,meGa˚
pwg,88037,vapra,vgl,roDovapra
pwg,88042,vam,vgl,durvAnta
pwg,88042,vam,vgl,udvamana
pwg,88042,vam,vgl,udvAnta
pwg,88055,vaya,vgl,caturvaya
pwg,88057,vayant,vgl,vAyata
pwg,88059,vayas,vgl,vi
pwg,88061,vayas,vgl,aBi˚
pwg,88061,vayas,vgl,udvayas
pwg,88061,vayas,vgl,nIcA˚
pwg,88061,vayas,vgl,pUrva˚
pwg,88061,vayas,vgl,pra˚
pwg,88061,vayas,vgl,bfhadvayas
pwg,88061,vayas,vgl,maDya˚
pwg,88061,vayas,vgl,vfdDa˚
pwg,88061,vayas,vgl,sa˚
pwg,88082,vayuna,vgl,avayuna
pwg,88101,var,vgl,apavAraRa
pwg,88101,var,vgl,AvaraRa
pwg,88101,var,vgl,Avfti
pwg,88101,var,vgl,durAvAra
pwg,88101,var,vgl,prAvara
pwg,88101,var,vgl,anivfta
pwg,88101,var,vgl,nivara
pwg,88101,var,vgl,nivAra
pwg,88101,var,vgl,nivAraka
pwg,88101,var,vgl,vinivAraRa
pwg,88101,var,vgl,saMnivAraRa
pwg,88101,var,vgl,nirvfti
pwg,88101,var,vgl,parivAra
pwg,88101,var,vgl,parivfta
pwg,88101,var,vgl,parivAraRa
pwg,88101,var,vgl,prativAra
