dict,word_class,exception,key,iast,L,page
SKD,verbs,Whitney root with no headword of any shape,aRW,aṇṭh,,
SKD,verbs,Whitney root with no headword of any shape,AYC,āñch,,
SKD,verbs,Whitney root with no headword of any shape,iC,ich,,
SKD,verbs,Whitney root with no headword of any shape,inakz,inakṣ,,
SKD,verbs,Whitney root with no headword of any shape,iyakz,iyakṣ,,
SKD,verbs,Whitney root with no headword of any shape,irajy,irajy,,
SKD,verbs,Whitney root with no headword of any shape,iraD,iradh,,
SKD,verbs,Whitney root with no headword of any shape,INK,īṅkh,,
SKD,verbs,Whitney root with no headword of any shape,uC,uch,,
SKD,verbs,Whitney root with no headword of any shape,uJ,ujh,,
SKD,verbs,Whitney root with no headword of any shape,kANkz,kāṅkṣ,,
SKD,verbs,Whitney root with no headword of any shape,krakz,krakṣ,,
SKD,verbs,Whitney root with no headword of any shape,krUq,krūḍ,,
SKD,verbs,Whitney root with no headword of any shape,kland,kland,,
SKD,verbs,Whitney root with no headword of any shape,Kud,khud,,
SKD,verbs,Whitney root with no headword of any shape,gaC,gach,,
SKD,verbs,Whitney root with no headword of any shape,gaD,gadh,,
SKD,verbs,Whitney root with no headword of any shape,gUrD,gūrdh,,
SKD,verbs,Whitney root with no headword of any shape,gai,gai,,
SKD,verbs,Whitney root with no headword of any shape,graB,grabh,,
SKD,verbs,Whitney root with no headword of any shape,glap,glap,,
SKD,verbs,Whitney root with no headword of any shape,jUrv,jūrv,,
SKD,verbs,Whitney root with no headword of any shape,JaR,jhaṇ,,
SKD,verbs,Whitney root with no headword of any shape,wup,ṭup,,
SKD,verbs,Whitney root with no headword of any shape,qamb,ḍamb,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABARaka,ābhāṇaka,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABAsIBU,ābhāsībhū,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABAsatva,ābhāsatva,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABAsura,ābhāsura,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABIru,ābhīru,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABUka,ābhūka,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABUmigata,ābhūmigata,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABUzeRya,ābhūṣeṇya,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABaNgura,ābhaṅgura,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABara,ābhara,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABaraRAy,ābharaṇāy,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABaraRin,ābharaṇin,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABiGAtika,ābhighātika,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABigAmika,ābhigāmika,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABijYAnika,ābhijñānika,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABikAmika,ābhikāmika,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABilAzika,ābhilāṣika,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABimanyava,ābhimanyava,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABipratAriRa,ābhipratāriṇa,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABizeka,ābhiṣeka,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABogaya,ābhogaya,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABogi,ābhogi,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABoja,ābhoja,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABrAja,ābhrāja,,
SKD,dcs_band_1,DCS lemma absent from the headword list,ABrAmay,ābhrāmay,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABAsaka,ābhāsaka,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABAsay,ābhāsay,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABAza,ābhāṣa,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABAzin,ābhāṣin,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABISava,ābhīśava,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABIka,ābhīka,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABIkzRya,ābhīkṣṇya,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABIraka,ābhīraka,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABUti,ābhūti,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABUz,ābhūṣ,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABaga,ābhaga,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABaraRavat,ābharaṇavat,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABimAnika,ābhimānika,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABimuKya,ābhimukhya,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABiprAyika,ābhiprāyika,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABiyogika,ābhiyogika,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABogin,ābhogin,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ABu,ābhu,,
SKD,dcs_band_2,DCS lemma absent from the headword list,AButi,ābhuti,,
SKD,dcs_band_2,DCS lemma absent from the headword list,AByAsika,ābhyāsika,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ADAraRa,ādhāraṇa,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ADAraka,ādhāraka,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ADAray,ādhāray,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ADAtf,ādhātṛ,,
SKD,dcs_band_2,DCS lemma absent from the headword list,ADIkf,ādhīkṛ,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABAs,ābhās,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABAsana,ābhāsana,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABAz,ābhāṣ,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABU,ābhū,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABUtasaMplavam,ābhūtasaṃplavam,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABaj,ābhaj,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABf,ābhṛ,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABicArika,ābhicārika,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABizecanika,ābhiṣecanika,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ABuj,ābhuj,,
SKD,dcs_band_3,DCS lemma absent from the headword list,AByantara,ābhyantara,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADAv,ādhāv,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADAva,ādhāva,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADI,ādhī,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADU,ādhū,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADam,ādham,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADfz,ādhṛṣ,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADikArika,ādhikārika,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADiraTi,ādhirathi,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADmApay,ādhmāpay,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADvaryava,ādhvaryava,,
SKD,dcs_band_3,DCS lemma absent from the headword list,ADyAyay,ādhyāyay,,
SKD,dcs_band_3,DCS lemma absent from the headword list,AGUrR,āghūrṇ,,
SKD,dcs_band_3,DCS lemma absent from the headword list,AGfRi,āghṛṇi,,
SKD,dcs_band_3,DCS lemma absent from the headword list,AKyAnaka,ākhyānaka,,
SKD,dcs_band_4,DCS lemma absent from the headword list,ABa,ābha,,
SKD,dcs_band_4,DCS lemma absent from the headword list,ADA,ādhā,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AGrA,āghrā,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AKya,ākhya,,
SKD,dcs_band_4,DCS lemma absent from the headword list,ASaMs,āśaṃs,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AScarya,āścarya,,
SKD,dcs_band_4,DCS lemma absent from the headword list,ASin,āśin,,
SKD,dcs_band_4,DCS lemma absent from the headword list,ASis,āśis,,
SKD,dcs_band_4,DCS lemma absent from the headword list,ASvAsay,āśvāsay,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AcArya,ācārya,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AcCAday,ācchāday,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Acakz,ācakṣ,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Acam,ācam,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Acar,ācar,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Aci,āci,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AdAna,ādāna,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AdO,ādO,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Ada,āda,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Adf,ādṛ,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AdiS,ādiś,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Adika,ādika,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Aditas,āditas,,
SKD,dcs_band_4,DCS lemma absent from the headword list,AgA,āgā,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Ahan,āhan,,
SKD,dcs_band_4,DCS lemma absent from the headword list,Ahf,āhṛ,,
SKD,dcs_band_5,DCS lemma absent from the headword list,AdA,ādā,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Agam,āgam,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Ap,āp,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Arta,ārta,,
SKD,dcs_band_5,DCS lemma absent from the headword list,As,ās,,
SKD,dcs_band_5,DCS lemma absent from the headword list,AsAday,āsāday,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Atmaka,ātmaka,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Atman,ātman,,
SKD,dcs_band_5,DCS lemma absent from the headword list,AyA,āyā,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Ayus,āyus,,
SKD,dcs_band_5,DCS lemma absent from the headword list,BAryA,bhāryā,,
SKD,dcs_band_5,DCS lemma absent from the headword list,BAvay,bhāvay,,
SKD,dcs_band_5,DCS lemma absent from the headword list,BAz,bhāṣ,,
SKD,dcs_band_5,DCS lemma absent from the headword list,BUyas,bhūyas,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Bagavant,bhagavant,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Bagavat,bhagavat,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Baj,bhaj,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Bakzay,bhakṣay,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Bartf,bhartṛ,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Basman,bhasman,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Bid,bhid,,
SKD,dcs_band_5,DCS lemma absent from the headword list,BrAtf,bhrātṛ,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Buj,bhuj,,
SKD,dcs_band_5,DCS lemma absent from the headword list,Cid,chid,,
SKD,dcs_band_5,DCS lemma absent from the headword list,DAray,dhāray,,
VCP,nominal_stems,off-policy key shape,aNgANgiBAvaH,aṅgāṅgibhāvaḥ,"545<pc>0078,b<k1>aNgANgiBAvaH<k2>aNgANgiBAvaH","0078,b"
VCP,nominal_stems,off-policy key shape,aciradyutiH,aciradyutiḥ,"629<pc>0083,b<k1>aciradyutiH<k2>aciradyutiH","0083,b"
VCP,nominal_stems,off-policy key shape,aticAraH,aticāraḥ,"881<pc>0099,b<k1>aticAraH<k2>aticAraH","0099,b"
VCP,nominal_stems,off-policy key shape,atideSaH,atideśaḥ,"898<pc>0100,b<k1>atideSaH<k2>atideSaH","0100,b"
VCP,nominal_stems,off-policy key shape,atiBAraH,atibhāraḥ,"922<pc>0102,a<k1>atiBAraH<k2>atiBAraH","0102,a"
VCP,nominal_stems,off-policy key shape,aDiyajYaH,adhiyajñaḥ,"1308<pc>0133,a<k1>aDiyajYaH<k2>aDiyajYaH","0133,a"
VCP,nominal_stems,off-policy key shape,anAramBaH,anārambhaḥ,"1690<pc>0160,a<k1>anAramBaH<k2>anAramBaH","0160,a"
VCP,nominal_stems,off-policy key shape,anuprAsaH,anuprāsaḥ,"1947<pc>0178,b<k1>anuprAsaH<k2>anuprAsaH","0178,b"
VCP,nominal_stems,off-policy key shape,anumAsaM,anumāsaṃ,"1976<pc>0181,b<k1>anumAsaM<k2>anumAsaM","0181,b"
VCP,nominal_stems,off-policy key shape,amBoniDiH,ambhonidhiḥ,"3995<pc>0333,b<k1>amBoniDiH<k2>amBoniDiH","0333,b"
VCP,nominal_stems,off-policy key shape,ayogavaH,ayogavaḥ,"4124<pc>0347,a<k1>ayogavaH<k2>ayogavaH","0347,a"
VCP,nominal_stems,off-policy key shape,avyAjaM,avyājaṃ,"5348<pc>0471,b<k1>avyAjaM<k2>avyAjaM","0471,b"
VCP,nominal_stems,off-policy key shape,aSokatrirAtraM,aśokatrirātraṃ,"5430<pc>0485,b<k1>aSokatrirAtraM<k2>aSokatrirAtraM","0485,b"
VCP,nominal_stems,off-policy key shape,AnadDaM,ānaddhaṃ,"6894<pc>0716,b<k1>AnadDaM<k2>AnadDaM","0716,b"
VCP,nominal_stems,off-policy key shape,itaretarayogaH,itaretarayogaḥ,"8136<pc>0923,b<k1>itaretarayogaH<k2>itaretarayogaH","0923,b"
VCP,nominal_stems,off-policy key shape,udgIrRRaM,udgīrṇṇaṃ,"9192<pc>1173,a<k1>udgIrRRaM<k2>udgIrRRaM","1173,a"
VCP,nominal_stems,off-policy key shape,upodDAtaH,upoddhātaḥ,"9992<pc>1362,a<k1>upodDAtaH<k2>upodDAtaH","1362,a"
VCP,nominal_stems,off-policy key shape,kalpakAraH,kalpakāraḥ,"12574<pc>1820,a<k1>kalpakAraH<k2>kalpakAraH","1820,a"
VCP,nominal_stems,off-policy key shape,kAmaguRaH,kāmaguṇaḥ,"13027<pc>1892,a<k1>kAmaguRaH<k2>kAmaguRaH","1892,a"
VCP,nominal_stems,off-policy key shape,kArakaviBaktiH,kārakavibhaktiḥ,"13156<pc>1938,a<k1>kArakaviBaktiH<k2>kArakaviBaktiH","1938,a"
VCP,nominal_stems,off-policy key shape,kAlasaMroDaH,kālasaṃrodhaḥ,"13377<pc>2004,b<k1>kAlasaMroDaH<k2>kAlasaMroDaH","2004,b"
VCP,nominal_stems,off-policy key shape,kiMSulakaM,kiṃśulakaṃ,"13589<pc>2044,b<k1>kiMSulakaM<k2>kiMSulakaM","2044,b"
VCP,nominal_stems,off-policy key shape,kulasamBavaH,kulasambhavaḥ,"14303<pc>2133,b<k1>kulasamBavaH<k2>kulasamBavaH","2133,b"
VCP,nominal_stems,off-policy key shape,kAlaketuH,kālaketuḥ,"14945<pc>2232,b<k1>kAlaketuH<k2>kAlaketuH","2232,b"
VCP,nominal_stems,off-policy key shape,kASyapaSvetaketuH,kāśyapaśvetaketuḥ,"14946<pc>2233,a<k1>kASyapaSvetaketuH<k2>kASyapaSvetaketuH","2233,a"
VCP,verbs,Whitney root with no headword of any shape,aRW,aṇṭh,,
VCP,verbs,Whitney root with no headword of any shape,AYC,āñch,,
VCP,verbs,Whitney root with no headword of any shape,iC,ich,,
VCP,verbs,Whitney root with no headword of any shape,irajy,irajy,,
VCP,verbs,Whitney root with no headword of any shape,iraD,iradh,,
VCP,verbs,Whitney root with no headword of any shape,INK,īṅkh,,
VCP,verbs,Whitney root with no headword of any shape,uJ,ujh,,
VCP,verbs,Whitney root with no headword of any shape,UrRu,ūrṇu,,
VCP,verbs,Whitney root with no headword of any shape,krakz,krakṣ,,
VCP,verbs,Whitney root with no headword of any shape,kland,kland,,
VCP,verbs,Whitney root with no headword of any shape,gaC,gach,,
VCP,verbs,Whitney root with no headword of any shape,gUrD,gūrdh,,
VCP,verbs,Whitney root with no headword of any shape,gai,gai,,
VCP,verbs,Whitney root with no headword of any shape,graB,grabh,,
VCP,verbs,Whitney root with no headword of any shape,jUrv,jūrv,,
VCP,verbs,Whitney root with no headword of any shape,wup,ṭup,,
VCP,verbs,Whitney root with no headword of any shape,Qauk,ḍhauk,,
VCP,verbs,Whitney root with no headword of any shape,taYc,tañc,,
VCP,verbs,Whitney root with no headword of any shape,tvaNg,tvaṅg,,
VCP,verbs,Whitney root with no headword of any shape,dIv,dīv,,
VCP,verbs,Whitney root with no headword of any shape,niMs,niṃs,,
VCP,verbs,Whitney root with no headword of any shape,nud,nud,,
VCP,verbs,Whitney root with no headword of any shape,pinv,pinv,,
VCP,verbs,Whitney root with no headword of any shape,praC,prach,,
VCP,verbs,Whitney root with no headword of any shape,pruT,pruth,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABARaka,ābhāṇaka,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABAsIBU,ābhāsībhū,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABAsatva,ābhāsatva,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABIru,ābhīru,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABUka,ābhūka,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABUmigata,ābhūmigata,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABUzeRya,ābhūṣeṇya,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABaNgura,ābhaṅgura,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABara,ābhara,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABaraRAy,ābharaṇāy,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABaraRin,ābharaṇin,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABiGAtika,ābhighātika,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABigAmika,ābhigāmika,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABijYAnika,ābhijñānika,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABikAmika,ābhikāmika,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABilAzika,ābhilāṣika,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABimanyava,ābhimanyava,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABipratAriRa,ābhipratāriṇa,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABizeka,ābhiṣeka,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABoja,ābhoja,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABrAja,ābhrāja,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABrAmay,ābhrāmay,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABraMSay,ābhraṃśay,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABraka,ābhraka,,
VCP,dcs_band_1,DCS lemma absent from the headword list,ABrama,ābhrama,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABAsaka,ābhāsaka,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABAsay,ābhāsay,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABAza,ābhāṣa,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABAzin,ābhāṣin,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABIraka,ābhīraka,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABUz,ābhūṣ,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABaraRavat,ābharaṇavat,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABiprAyika,ābhiprāyika,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ABiyogika,ābhiyogika,,
VCP,dcs_band_2,DCS lemma absent from the headword list,AButi,ābhuti,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADAraRa,ādhāraṇa,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADAraka,ādhāraka,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADAray,ādhāray,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADAtf,ādhātṛ,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADIkf,ādhīkṛ,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADIta,ādhīta,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADUrtarajasa,ādhūrtarajasa,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADamarRya,ādhamarṇya,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADarmika,ādharmika,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADarya,ādharya,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADarzay,ādharṣay,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADatta,ādhatta,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADava,ādhava,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADf,ādhṛ,,
VCP,dcs_band_2,DCS lemma absent from the headword list,ADikAraka,ādhikāraka,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABAs,ābhās,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABAsana,ābhāsana,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABAz,ābhāṣ,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABU,ābhū,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABUtasaMplavam,ābhūtasaṃplavam,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABaj,ābhaj,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABf,ābhṛ,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABicArika,ābhicārika,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ABuj,ābhuj,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADAv,ādhāv,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADAva,ādhāva,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADI,ādhī,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADU,ādhū,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADam,ādham,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADfz,ādhṛṣ,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADikArika,ādhikārika,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADmApay,ādhmāpay,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADvaryava,ādhvaryava,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ADyAyay,ādhyāyay,,
VCP,dcs_band_3,DCS lemma absent from the headword list,AGUrR,āghūrṇ,,
VCP,dcs_band_3,DCS lemma absent from the headword list,AKyAnaka,ākhyānaka,,
VCP,dcs_band_3,DCS lemma absent from the headword list,AM,āṃ,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ARqakoSa,āṇḍakośa,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ASAs,āśās,,
VCP,dcs_band_3,DCS lemma absent from the headword list,ASAvat,āśāvat,,
VCP,dcs_band_4,DCS lemma absent from the headword list,ABa,ābha,,
VCP,dcs_band_4,DCS lemma absent from the headword list,ADA,ādhā,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AGrA,āghrā,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AKya,ākhya,,
VCP,dcs_band_4,DCS lemma absent from the headword list,ASaMs,āśaṃs,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AScarya,āścarya,,
VCP,dcs_band_4,DCS lemma absent from the headword list,ASvAsay,āśvāsay,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AcArya,ācārya,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AcCAday,ācchāday,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Acakz,ācakṣ,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Acam,ācam,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Acar,ācar,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Aci,āci,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AdO,ādO,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Ada,āda,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Adf,ādṛ,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AdiS,ādiś,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Adika,ādika,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AgA,āgā,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Ahan,āhan,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Ahf,āhṛ,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Ahu,āhu,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AjYApay,ājñāpay,,
VCP,dcs_band_4,DCS lemma absent from the headword list,AkarRay,ākarṇay,,
VCP,dcs_band_4,DCS lemma absent from the headword list,Akf,ākṛ,,
VCP,dcs_band_5,DCS lemma absent from the headword list,AdA,ādā,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Agam,āgam,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Ap,āp,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Arta,ārta,,
VCP,dcs_band_5,DCS lemma absent from the headword list,AsAday,āsāday,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Atmaka,ātmaka,,
VCP,dcs_band_5,DCS lemma absent from the headword list,AyA,āyā,,
VCP,dcs_band_5,DCS lemma absent from the headword list,BAryA,bhāryā,,
VCP,dcs_band_5,DCS lemma absent from the headword list,BAvay,bhāvay,,
VCP,dcs_band_5,DCS lemma absent from the headword list,BAz,bhāṣ,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Bagavant,bhagavant,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Baj,bhaj,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Bakzay,bhakṣay,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Buj,bhuj,,
VCP,dcs_band_5,DCS lemma absent from the headword list,DAray,dhāray,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Dam,dham,,
VCP,dcs_band_5,DCS lemma absent from the headword list,DanaMjaya,dhanaṃjaya,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Danus,dhanus,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Darma,dharma,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Gna,ghna,,
VCP,dcs_band_5,DCS lemma absent from the headword list,SaMs,śaṃs,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Sak,śak,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Sam,śam,,
VCP,dcs_band_5,DCS lemma absent from the headword list,Satru,śatru,,
VCP,dcs_band_5,DCS lemma absent from the headword list,SilA,śilā,,
