dict,word_class,exception,key,iast,L,page
PWG,dcs_band_4,DCS lemma absent from the headword list,ASvAsay,āśvāsay,,
PWG,dcs_band_4,DCS lemma absent from the headword list,AcCAday,ācchāday,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Acakz,ācakṣ,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Acam,ācam,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Acar,ācar,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Aci,āci,,
PWG,dcs_band_4,DCS lemma absent from the headword list,AdO,ādO,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Adf,ādṛ,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Ahan,āhan,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Ahf,āhṛ,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Ahu,āhu,,
PWG,dcs_band_4,DCS lemma absent from the headword list,AjYApay,ājñāpay,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Akf,ākṛ,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Akfz,ākṛṣ,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Akram,ākram,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Akzip,ākṣip,,
PWG,dcs_band_4,DCS lemma absent from the headword list,AlaB,ālabh,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Alamb,ālamb,,
PWG,dcs_band_4,DCS lemma absent from the headword list,AliNgay,āliṅgay,,
PWG,dcs_band_4,DCS lemma absent from the headword list,Alokay,ālokay,,
PWG,dcs_band_5,DCS lemma absent from the headword list,AdA,ādā,,
PWG,dcs_band_5,DCS lemma absent from the headword list,Agam,āgam,,
PWG,dcs_band_5,DCS lemma absent from the headword list,AsAday,āsāday,,
PWG,dcs_band_5,DCS lemma absent from the headword list,AyA,āyā,,
PWG,dcs_band_5,DCS lemma absent from the headword list,BAryA,bhāryā,,
PWG,dcs_band_5,DCS lemma absent from the headword list,BUyas,bhūyas,,
PWG,dcs_band_5,DCS lemma absent from the headword list,Bagavat,bhagavat,,
PWG,dcs_band_5,DCS lemma absent from the headword list,Bakzay,bhakṣay,,
PWG,dcs_band_5,DCS lemma absent from the headword list,Bartf,bhartṛ,,
PWG,dcs_band_5,DCS lemma absent from the headword list,Bavat,bhavat,,
PWG,dcs_band_5,DCS lemma absent from the headword list,Bf,bhṛ,,
PWG,dcs_band_5,DCS lemma absent from the headword list,BfSam,bhṛśam,,
PWG,dcs_band_5,DCS lemma absent from the headword list,BrAtf,bhrātṛ,,
PWG,dcs_band_5,DCS lemma absent from the headword list,DAray,dhāray,,
PWG,dcs_band_5,DCS lemma absent from the headword list,DImat,dhīmat,,
PWG,dcs_band_5,DCS lemma absent from the headword list,UrDvam,ūrdhvam,,
PWG,dcs_band_5,DCS lemma absent from the headword list,avAp,avāp,,
PWG,dcs_band_5,DCS lemma absent from the headword list,cintay,cintay,,
PWG,dcs_band_5,DCS lemma absent from the headword list,darSay,darśay,,
PWG,dcs_band_5,DCS lemma absent from the headword list,devI,devī,,
PWG,dcs_band_5,DCS lemma absent from the headword list,enad,enad,,
PWG,dcs_band_5,DCS lemma absent from the headword list,hf,hṛ,,
PWG,dcs_band_5,DCS lemma absent from the headword list,hfz,hṛṣ,,
PWG,dcs_band_5,DCS lemma absent from the headword list,jagant,jagant,,
PWG,dcs_band_5,DCS lemma absent from the headword list,janay,janay,,
PW (PWK),nominal_stems,off-policy key shape,udBUtarasasyakAraRatvavicAraH,udbhūtarasasyakāraṇatvavicāraḥ,19129<pc>1-233-c<k1>udBUtarasasyakAraRatvavicAraH<k2>udBUtarasasya,1-233-c
PW (PWK),nominal_stems,off-policy key shape,U~,ūm̐,20965<pc>1-256-a<k1>U~<k2>U~,1-256-a
PW (PWK),nominal_stems,off-policy key shape,kallAleSolakzmIkAntaH,kallāleśolakṣmīkāntaḥ,25719<pc>2-038-c<k1>kallAleSolakzmIkAntaH<k2>kallAleSo,2-038-c
PW (PWK),nominal_stems,off-policy key shape,kAlIvidyAsvacCandasaMgrahaH,kālīvidyāsvacchandasaṃgrahaḥ,27428<pc>2-060-a<k1>kAlIvidyAsvacCandasaMgrahaH<k2>kAlIvidyA,2-060-a
PW (PWK),nominal_stems,off-policy key shape,GrA~,ghrām̐,38164<pc>2-202-b<k1>GrA~<k2>GrA/~,2-202-b
PW (PWK),nominal_stems,off-policy key shape,pratiyogyanaDikaraRenASasyotpattinirAsaH,pratiyogyanadhikaraṇenāśasyotpattinirāsaḥ,71382<pc>4-144-b<k1>pratiyogyanaDikaraRenASasyotpattinirAsaH<k2>pratiyogyanaDikaraRe,4-144-b
PW (PWK),nominal_stems,off-policy key shape,vyaTyayaH,vyathyayaḥ,108328<pc>6-176-a<k1>vyaTyayaH<k2>vyaTyayaH,6-176-a
PW (PWK),nominal_stems,off-policy key shape,SukamahimnaHstavaH,śukamahimnaḥstavaḥ,113197<pc>6-245-c<k1>SukamahimnaHstavaH<k2>SukamahimnaH,6-245-c
PW (PWK),nominal_stems,off-policy key shape,sattraspardDiH,sattrasparddhiḥ,118134<pc>7-028-a<k1>sattraspardDiH<k2>sattraspardDiH,7-028-a
PW (PWK),nominal_stems,off-policy key shape,sArisTAKA~,sāristhākhām̐,124492<pc>7-122-c<k1>sArisTAKA~<k2>sArisTAKA~,7-122-c
PW (PWK),nominal_stems,off-policy key shape,apayAtaM,apayātaṃ,205194<pc>4-293-c<k1>apayAtaM<k2>apayAtaM,4-293-c
PW (PWK),nominal_stems,off-policy key shape,antataH,antataḥ,211455<pc>7-301-b<k1>antataH<k2>antataH,7-301-b
PW (PWK),nominal_stems,off-policy key shape,pawavAsinIM,paṭavāsinīṃ,219024<pc>7-355-b<k1>pawavAsinIM<k2>*pawavAsinIM,7-355-b
PW (PWK),verbs,Whitney root with no headword of any shape,iC,ich,,
PW (PWK),verbs,Whitney root with no headword of any shape,uJ,ujh,,
PW (PWK),verbs,Whitney root with no headword of any shape,cft,cṛt,,
PW (PWK),verbs,Whitney root with no headword of any shape,Cfd,chṛd,,
PW (PWK),verbs,Whitney root with no headword of any shape,Qauk,ḍhauk,,
PW (PWK),verbs,Whitney root with no headword of any shape,tfh,tṛh,,
PW (PWK),verbs,Whitney root with no headword of any shape,Dvf,dhvṛ,,
PW (PWK),verbs,Whitney root with no headword of any shape,mfC,mṛch,,
PW (PWK),verbs,Whitney root with no headword of any shape,riYK,riñkh,,
PW (PWK),verbs,Whitney root with no headword of any shape,vfMh,vṛṃh,,
PW (PWK),verbs,Whitney root with no headword of any shape,stfh,stṛh,,
PW (PWK),verbs,Whitney root with no headword of any shape,sPf,sphṛ,,
PW (PWK),verbs,Whitney root with no headword of any shape,hvf,hvṛ,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABAsIBU,ābhāsībhū,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABAsatva,ābhāsatva,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABIru,ābhīru,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABUmigata,ābhūmigata,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABaNgura,ābhaṅgura,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABaraRAy,ābharaṇāy,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABaraRin,ābharaṇin,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABiGAtika,ābhighātika,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABigAmika,ābhigāmika,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABilAzika,ābhilāṣika,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABimanyava,ābhimanyava,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABogi,ābhogi,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABoja,ābhoja,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABrAmay,ābhrāmay,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABraMSay,ābhraṃśay,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABraka,ābhraka,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ABrama,ābhrama,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,AByAgArika,ābhyāgārika,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,AByAntara,ābhyāntara,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,AByantarika,ābhyantarika,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ACuraRa,āchuraṇa,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ADApay,ādhāpay,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ADArIkf,ādhārīkṛ,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ADAyakatva,ādhāyakatva,,
PW (PWK),dcs_band_1,DCS lemma absent from the headword list,ADiBOta,ādhibhOta,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ABAsaka,ābhāsaka,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ABAsay,ābhāsay,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ABAzin,ābhāṣin,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ABIrI,ābhīrī,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ABUz,ābhūṣ,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ABaraRavat,ābharaṇavat,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ABijAtya,ābhijātya,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,AButi,ābhuti,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,AByAsika,ābhyāsika,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADAray,ādhāray,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADAtf,ādhātṛ,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADIkf,ādhīkṛ,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADUrtarajasa,ādhūrtarajasa,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADarzay,ādharṣay,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADatta,ādhatta,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADf,ādhṛ,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADikAraka,ādhikāraka,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADipateya,ādhipateya,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADits,ādhits,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,ADmAnaka,ādhmānaka,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,AGAray,āghāray,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,AGAtay,āghātay,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,AGawway,āghaṭṭay,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,AGozay,āghoṣay,,
PW (PWK),dcs_band_2,DCS lemma absent from the headword list,AGuz,āghuṣ,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABAs,ābhās,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABAsvara,ābhāsvara,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABAz,ābhāṣ,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABUtasaMplavam,ābhūtasaṃplavam,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABaj,ābhaj,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABf,ābhṛ,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABizecanika,ābhiṣecanika,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ABuj,ābhuj,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ADAv,ādhāv,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ADU,ādhū,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ADam,ādham,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ADfz,ādhṛṣ,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ADidEvika,ādhidEvika,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ADmApay,ādhmāpay,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ADyAyay,ādhyāyay,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,AGUrR,āghūrṇ,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,AM,āṃ,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,AQakI,āḍhakī,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ASAs,āśās,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ASAvat,āśāvat,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ASI,āśī,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ASaNk,āśaṅk,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ASaNkA,āśaṅkā,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,ASay,āśay,,
PW (PWK),dcs_band_3,DCS lemma absent from the headword list,AScyotana,āścyotana,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,ABa,ābha,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,ADA,ādhā,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,AGrA,āghrā,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,AKya,ākhya,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,ASaMs,āśaṃs,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,ASvAsay,āśvāsay,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,AcCAday,ācchāday,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Acakz,ācakṣ,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Acam,ācam,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Acar,ācar,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Aci,āci,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,AdO,ādO,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Adf,ādṛ,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Adika,ādika,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Ahan,āhan,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Ahf,āhṛ,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Ahu,āhu,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,AhvA,āhvā,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,AjYApay,ājñāpay,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Akf,ākṛ,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Akfz,ākṛṣ,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Akram,ākram,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Akzip,ākṣip,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,AlaB,ālabh,,
PW (PWK),dcs_band_4,DCS lemma absent from the headword list,Alamb,ālamb,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,AdA,ādā,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,Agam,āgam,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,AsAday,āsāday,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,AyA,āyā,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,BAryA,bhāryā,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,BUyas,bhūyas,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,Bakzay,bhakṣay,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,Bartf,bhartṛ,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,Bavat,bhavat,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,Bf,bhṛ,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,BfSam,bhṛśam,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,BrAtf,bhrātṛ,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,DAray,dhāray,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,DImat,dhīmat,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,UrDvam,ūrdhvam,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,aTavA,athavā,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,anvita,anvita,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,avAp,avāp,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,avasTA,avasthā,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,cintay,cintay,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,darSay,darśay,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,enad,enad,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,hf,hṛ,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,hfz,hṛṣ,,
PW (PWK),dcs_band_5,DCS lemma absent from the headword list,jagant,jagant,,
AP,nominal_stems,off-policy key shape,a,a,1<pc>0001-1<k1>a<k2>a<e>1,0001-1
AP,nominal_stems,off-policy key shape,a,a,1.004<pc>0001-1<k1>a<k2>a<e>1,0001-1
AP,nominal_stems,off-policy key shape,afRin,aṛṇin,2<pc>0001-2<k1>afRin<k2>afRin<e>1,0001-2
AP,nominal_stems,off-policy key shape,aMS,aṃś,3<pc>0001-2<k1>aMS<k2>aMS<e>1,0001-2
AP,nominal_stems,off-policy key shape,aMSakam,aṃśakam,5.002<pc>0002-1<k1>aMSakam<k2>aMSakam<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSayitavya,aṃśayitavya,6<pc>0002-1<k1>aMSayitavya<k2>aMSayitavya<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSala,aṃśala,7<pc>0002-1<k1>aMSala<k2>aMSala<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSanam,aṃśanam,8<pc>0002-1<k1>aMSanam<k2>aMSanam<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSayitf,aṃśayitṛ,9<pc>0002-1<k1>aMSayitf<k2>aMSayitf<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSin,aṃśin,10<pc>0002-1<k1>aMSin<k2>aMSin<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSya,aṃśya,11<pc>0002-1<k1>aMSya<k2>aMSya<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSumat,aṃśumat,13<pc>0002-1<k1>aMSumat<k2>aMSumat<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSumAn,aṃśumān,13.001<pc>0002-1<k1>aMSumAn<k2>aMSumAn<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSumatI,aṃśumatī,13.004<pc>0002-1<k1>aMSumatI<k2>aMSumatI<e>1,0002-1
AP,nominal_stems,off-policy key shape,aMSukam,aṃśukam,14<pc>0002-2<k1>aMSukam<k2>aMSukam<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMSula,aṃśula,15<pc>0002-2<k1>aMSula<k2>aMSula<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMs,aṃs,16<pc>0002-2<k1>aMs<k2>aMs<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMsO,aṃsO,17.001<pc>0002-2<k1>aMsO<k2>aMsO<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMsala,aṃsala,18<pc>0002-2<k1>aMsala<k2>aMsala<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMsya,aṃsya,19<pc>0002-2<k1>aMsya<k2>aMsya<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMh,aṃh,20<pc>0002-2<k1>aMh<k2>aMh<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMhura,aṃhura,21<pc>0002-2<k1>aMhura<k2>aMhura<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMhUraRa,aṃhūraṇa,22<pc>0002-2<k1>aMhUraRa<k2>aMhUraRa<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMhUraRam,aṃhūraṇam,22.002<pc>0002-2<k1>aMhUraRam<k2>aMhUraRam<e>1,0002-2
AP,nominal_stems,off-policy key shape,aMhoyu,aṃhoyu,23<pc>0002-2<k1>aMhoyu<k2>aMhoyu<e>1,0002-2
AP,verbs,Whitney root with no headword of any shape,iC,ich,,
AP,verbs,Whitney root with no headword of any shape,iraD,iradh,,
AP,verbs,Whitney root with no headword of any shape,INK,īṅkh,,
AP,verbs,Whitney root with no headword of any shape,uC,uch,,
AP,verbs,Whitney root with no headword of any shape,uJ,ujh,,
AP,verbs,Whitney root with no headword of any shape,krakz,krakṣ,,
AP,verbs,Whitney root with no headword of any shape,krUq,krūḍ,,
AP,verbs,Whitney root with no headword of any shape,kzvid,kṣvid,,
AP,verbs,Whitney root with no headword of any shape,Kud,khud,,
AP,verbs,Whitney root with no headword of any shape,gaC,gach,,
AP,verbs,Whitney root with no headword of any shape,gai,gai,,
AP,verbs,Whitney root with no headword of any shape,graB,grabh,,
AP,verbs,Whitney root with no headword of any shape,wup,ṭup,,
AP,verbs,Whitney root with no headword of any shape,Qauk,ḍhauk,,
AP,verbs,Whitney root with no headword of any shape,dvar,dvar,,
AP,verbs,Whitney root with no headword of any shape,pibd,pibd,,
AP,verbs,Whitney root with no headword of any shape,praC,prach,,
AP,verbs,Whitney root with no headword of any shape,pruT,pruth,,
AP,verbs,Whitney root with no headword of any shape,blI,blī,,
AP,verbs,Whitney root with no headword of any shape,Barv,bharv,,
AP,verbs,Whitney root with no headword of any shape,Buraj,bhuraj,,
AP,verbs,Whitney root with no headword of any shape,maRw,maṇṭ,,
AP,verbs,Whitney root with no headword of any shape,mikz,mikṣ,,
AP,verbs,Whitney root with no headword of any shape,miG,migh,,
AP,verbs,Whitney root with no headword of any shape,mUrC,mūrch,,
AP,compounds,minority side of the nesting verdict,aMSakam,aṃśakam,5.002<pc>0002-1<k1>aMSakam<k2>aMSakam<e>1,0002-1
AP,compounds,minority side of the nesting verdict,aMSulaH,aṃśulaḥ,15.002<pc>0002-2<k1>aMSulaH<k2>aMSulaH<e>1,0002-2
AP,compounds,minority side of the nesting verdict,aMhura,aṃhura,21<pc>0002-2<k1>aMhura<k2>aMhura<e>1,0002-2
AP,compounds,minority side of the nesting verdict,aMhasvat,aṃhasvat,27<pc>0003-1<k1>aMhasvat<k2>aMhasvat<e>1,0003-1
AP,compounds,minority side of the nesting verdict,aMhitiH,aṃhitiḥ,28<pc>0003-1<k1>aMhitiH<k2>aMhitiH<e>1,0003-1
AP,compounds,minority side of the nesting verdict,akacaH,akacaḥ,34.002<pc>0003-1<k1>akacaH<k2>akacaH<e>1,0003-1
AP,compounds,minority side of the nesting verdict,akanizWa,akaniṣṭha,39<pc>0003-1<k1>akanizWa<k2>akanizWa<e>1,0003-1
AP,compounds,minority side of the nesting verdict,akalpanam,akalpanam,60<pc>0004-1<k1>akalpanam<k2>akalpanam<e>1,0004-1
AP,compounds,minority side of the nesting verdict,akavAriH,akavāriḥ,65.004<pc>0004-1<k1>akavAriH<k2>akavAriH<e>1,0004-1
AP,compounds,minority side of the nesting verdict,akAmataH,akāmataḥ,71<pc>0004-2<k1>akAmataH<k2>akAmataH<e>1,0004-2
AP,compounds,minority side of the nesting verdict,akfttaruc,akṛttaruc,106.002<pc>0006-1<k1>akfttaruc<k2>akfttaruc<e>1,0006-1
AP,compounds,minority side of the nesting verdict,akramaH,akramaḥ,125.002<pc>0006-2<k1>akramaH<k2>akramaH<e>1,0006-2
AP,compounds,minority side of the nesting verdict,akroDanaH,akrodhanaḥ,130.002<pc>0007-1<k1>akroDanaH<k2>akroDanaH<e>1,0007-1
AP,compounds,minority side of the nesting verdict,akzAnah,akṣānah,141<pc>0008-1<k1>akzAnah<k2>akzAnah<e>1,0008-1
AP,compounds,minority side of the nesting verdict,akzatra,akṣatra,146<pc>0008-2<k1>akzatra<k2>akzatra<e>1,0008-2
AP,compounds,minority side of the nesting verdict,akzama,akṣama,148<pc>0008-2<k1>akzama<k2>akzama<e>1,0008-2
AP,compounds,minority side of the nesting verdict,akzamA,akṣamā,148.002<pc>0008-2<k1>akzamA<k2>akzamA<e>1,0008-2
AP,compounds,minority side of the nesting verdict,akzaya,akṣaya,149<pc>0008-2<k1>akzaya<k2>akzaya<e>1,0008-2
AP,compounds,minority side of the nesting verdict,akzayaH,akṣayaḥ,149.002<pc>0008-2<k1>akzayaH<k2>akzayaH<e>1,0008-2
AP,compounds,minority side of the nesting verdict,akzayA,akṣayā,149.004<pc>0008-2<k1>akzayA<k2>akzayA<e>1,0008-2
AP,compounds,minority side of the nesting verdict,akzayAlalitA,akṣayālalitā,150<pc>0009-1<k1>akzayAlalitA<k2>akzayAlalitA<e>1,0009-1
AP,compounds,minority side of the nesting verdict,akzara,akṣara,153<pc>0009-1<k1>akzara<k2>akzara<e>1,0009-1
AP,compounds,minority side of the nesting verdict,akzaraH,akṣaraḥ,153.002<pc>0009-1<k1>akzaraH<k2>akzaraH<e>1,0009-1
AP,compounds,minority side of the nesting verdict,akzaram,akṣaram,153.006<pc>0009-1<k1>akzaram<k2>akzaram<e>1,0009-1
AP,compounds,minority side of the nesting verdict,akzarakam,akṣarakam,154<pc>0009-2<k1>akzarakam<k2>akzarakam<e>1,0009-2
AP,derivatives,minority side of the nesting verdict,agnicitvat,agnicitvat,243.102<pc>0015-2<k1>agnicitvat<k2>agnicitvat<e>2,0015-2
AP,derivatives,minority side of the nesting verdict,anAryatA,anāryatā,1508.026<pc>0083-1<k1>anAryatA<k2>anAryatA<e>2,0083-1
AP,derivatives,minority side of the nesting verdict,anudAttatara,anudāttatara,1798.026<pc>0095-1<k1>anudAttatara<k2>anudAttatara<e>2,0095-1
AP,derivatives,minority side of the nesting verdict,anulomAya,anulomāya,2075.020<pc>0106-1<k1>anulomAya<k2>anulomAya<e>2,0106-1
AP,derivatives,minority side of the nesting verdict,antarAya,antarāya,2334.040<pc>0119-2<k1>antarAya<k2>antarAya<e>2,0119-2
AP,derivatives,minority side of the nesting verdict,antarvat,antarvat,2334.256<pc>0121-1<k1>antarvat<k2>antarvat<e>2,0121-1
AP,derivatives,minority side of the nesting verdict,antarvAvat,antarvāvat,2334.272<pc>0121-1<k1>antarvAvat<k2>antarvAvat<e>2,0121-1
AP,derivatives,minority side of the nesting verdict,ayutatA,ayutatā,4356.022<pc>0212-2<k1>ayutatA<k2>ayutatA<e>2,0212-2
AP,derivatives,minority side of the nesting verdict,aSvahantftA,aśvahantṛtā,5890.287<pc>0280-2<k1>aSvahantftA<k2>aSvahantftA<e>2,0280-2
AP,derivatives,minority side of the nesting verdict,AtmaBUtA,ātmabhūtā,6780.158<pc>0325-1<k1>AtmaBUtA<k2>AtmaBUtA<e>2,0325-1
AP,derivatives,minority side of the nesting verdict,Adyantavat,ādyantavat,6821.023<pc>0327-2<k1>Adyantavat<k2>Adyantavat<e>3,0327-2
AP,derivatives,minority side of the nesting verdict,itikartavyatA,itikartavyatā,8130.038<pc>0382-1<k1>itikartavyatA<k2>itikartavyatA<e>2,0382-1
AP,derivatives,minority side of the nesting verdict,ekadfSya,ekadṛśya,10632.238<pc>0496-1<k1>ekadfSya<k2>ekadfSya<e>2,0496-1
