dict,view,rule,units,segments,descents_raw,descent_rate_raw,descents,descent_rate,displaced,displaced_rate
pw,all,M-nasal/Hi-sib/Hf-s/G-degem,166476,9,1969,0.011828,1961,0.01178,2025,0.012164
pw,all,M-nasal/Hi-sib/Hf-drop/G-keep,166476,9,1960,0.011774,1952,0.011726,2004,0.012038
pw,all,M-nasal/Hi-sib/Hf-drop/G-degem,166476,9,1969,0.011828,1961,0.01178,2025,0.012164
pw,all,M-nasal/Hi-s/Hf-slot/G-keep,166476,9,2173,0.013053,2165,0.013006,2645,0.015888
pw,all,M-nasal/Hi-s/Hf-slot/G-degem,166476,9,2182,0.013107,2174,0.01306,2666,0.016014
pw,all,M-nasal/Hi-s/Hf-s/G-keep,166476,9,2173,0.013053,2165,0.013006,2645,0.015888
pw,all,M-nasal/Hi-s/Hf-s/G-degem,166476,9,2182,0.013107,2174,0.01306,2666,0.016014
pw,all,M-nasal/Hi-s/Hf-drop/G-keep,166476,9,2173,0.013053,2165,0.013006,2645,0.015888
pw,all,M-nasal/Hi-s/Hf-drop/G-degem,166476,9,2182,0.013107,2174,0.01306,2666,0.016014
pw,all,M-nasal_m/Hi-pos/Hf-slot/G-keep,166476,9,2862,0.017192,2854,0.017145,5551,0.033344
pw,all,M-nasal_m/Hi-pos/Hf-slot/G-degem,166476,9,2871,0.017246,2863,0.017199,5572,0.03347
pw,all,M-nasal_m/Hi-pos/Hf-s/G-keep,166476,9,2862,0.017192,2854,0.017145,5551,0.033344
pw,all,M-nasal_m/Hi-pos/Hf-s/G-degem,166476,9,2871,0.017246,2863,0.017199,5572,0.03347
pw,all,M-nasal_m/Hi-pos/Hf-drop/G-keep,166476,9,2862,0.017192,2854,0.017145,5551,0.033344
pw,all,M-nasal_m/Hi-pos/Hf-drop/G-degem,166476,9,2871,0.017246,2863,0.017199,5572,0.03347
pw,all,M-nasal_m/Hi-sib/Hf-slot/G-keep,166476,9,2642,0.01587,2634,0.015823,4904,0.029458
pw,all,M-nasal_m/Hi-sib/Hf-slot/G-degem,166476,9,2651,0.015924,2643,0.015877,4925,0.029584
pw,all,M-nasal_m/Hi-sib/Hf-s/G-keep,166476,9,2642,0.01587,2634,0.015823,4904,0.029458
pw,all,M-nasal_m/Hi-sib/Hf-s/G-degem,166476,9,2651,0.015924,2643,0.015877,4925,0.029584
pw,all,M-nasal_m/Hi-sib/Hf-drop/G-keep,166476,9,2642,0.01587,2634,0.015823,4904,0.029458
pw,all,M-nasal_m/Hi-sib/Hf-drop/G-degem,166476,9,2651,0.015924,2643,0.015877,4925,0.029584
pw,all,M-nasal_m/Hi-s/Hf-slot/G-keep,166476,9,2844,0.017084,2836,0.017036,5542,0.03329
pw,all,M-nasal_m/Hi-s/Hf-slot/G-degem,166476,9,2853,0.017138,2845,0.01709,5563,0.033416
pw,all,M-nasal_m/Hi-s/Hf-s/G-keep,166476,9,2844,0.017084,2836,0.017036,5542,0.03329
pw,all,M-nasal_m/Hi-s/Hf-s/G-degem,166476,9,2853,0.017138,2845,0.01709,5563,0.033416
pw,all,M-nasal_m/Hi-s/Hf-drop/G-keep,166476,9,2844,0.017084,2836,0.017036,5542,0.03329
pw,all,M-nasal_m/Hi-s/Hf-drop/G-degem,166476,9,2853,0.017138,2845,0.01709,5563,0.033416
pw,all,M-m/Hi-pos/Hf-slot/G-keep,166476,9,3450,0.020724,3442,0.020677,7644,0.045917
pw,all,M-m/Hi-pos/Hf-slot/G-degem,166476,9,3459,0.020778,3451,0.020731,7665,0.046043
pw,all,M-m/Hi-pos/Hf-s/G-keep,166476,9,3450,0.020724,3442,0.020677,7644,0.045917
pw,all,M-m/Hi-pos/Hf-s/G-degem,166476,9,3459,0.020778,3451,0.020731,7665,0.046043
pw,all,M-m/Hi-pos/Hf-drop/G-keep,166476,9,3450,0.020724,3442,0.020677,7644,0.045917
pw,all,M-m/Hi-pos/Hf-drop/G-degem,166476,9,3459,0.020778,3451,0.020731,7665,0.046043
pw,all,M-m/Hi-sib/Hf-slot/G-keep,166476,9,3231,0.019408,3223,0.019361,7017,0.04215
pw,all,M-m/Hi-sib/Hf-slot/G-degem,166476,9,3240,0.019462,3232,0.019415,7038,0.042276
pw,all,M-m/Hi-sib/Hf-s/G-keep,166476,9,3231,0.019408,3223,0.019361,7017,0.04215
pw,all,M-m/Hi-sib/Hf-s/G-degem,166476,9,3240,0.019462,3232,0.019415,7038,0.042276
pw,all,M-m/Hi-sib/Hf-drop/G-keep,166476,9,3231,0.019408,3223,0.019361,7017,0.04215
pw,all,M-m/Hi-sib/Hf-drop/G-degem,166476,9,3240,0.019462,3232,0.019415,7038,0.042276
pw,all,M-m/Hi-s/Hf-slot/G-keep,166476,9,3432,0.020616,3424,0.020569,7653,0.045971
pw,all,M-m/Hi-s/Hf-slot/G-degem,166476,9,3441,0.02067,3433,0.020623,7674,0.046097
pw,all,M-m/Hi-s/Hf-s/G-keep,166476,9,3432,0.020616,3424,0.020569,7653,0.045971
pw,all,M-m/Hi-s/Hf-s/G-degem,166476,9,3441,0.02067,3433,0.020623,7674,0.046097
pw,all,M-m/Hi-s/Hf-drop/G-keep,166476,9,3432,0.020616,3424,0.020569,7653,0.045971
pw,all,M-m/Hi-s/Hf-drop/G-degem,166476,9,3441,0.02067,3433,0.020623,7674,0.046097
pw,all,ascii,166476,94,63175,0.379486,63082,0.37914,146242,0.878457
pw,all,roman,166476,3304,55264,0.331966,51961,0.318443,85770,0.515209
pw,print,M-pos/Hi-pos/Hf-slot/G-keep,154431,9,1258,0.008146,1250,0.008095,3820,0.024736
pw,print,M-pos/Hi-pos/Hf-slot/G-degem,154431,9,1268,0.008211,1260,0.008159,3842,0.024878
pw,print,M-pos/Hi-pos/Hf-s/G-keep,154431,9,1258,0.008146,1250,0.008095,3820,0.024736
pw,print,M-pos/Hi-pos/Hf-s/G-degem,154431,9,1268,0.008211,1260,0.008159,3842,0.024878
pw,print,M-pos/Hi-pos/Hf-drop/G-keep,154431,9,1258,0.008146,1250,0.008095,3820,0.024736
pw,print,M-pos/Hi-pos/Hf-drop/G-degem,154431,9,1268,0.008211,1260,0.008159,3842,0.024878
pw,print,M-pos/Hi-sib/Hf-slot/G-keep,154431,9,1053,0.006819,1045,0.006767,3229,0.020909
pw,print,M-pos/Hi-sib/Hf-slot/G-degem,154431,9,1063,0.006883,1055,0.006832,3251,0.021051
pw,print,M-pos/Hi-sib/Hf-s/G-keep,154431,9,1053,0.006819,1045,0.006767,3229,0.020909
pw,print,M-pos/Hi-sib/Hf-s/G-degem,154431,9,1063,0.006883,1055,0.006832,3251,0.021051
pw,print,M-pos/Hi-sib/Hf-drop/G-keep,154431,9,1053,0.006819,1045,0.006767,3229,0.020909
pw,print,M-pos/Hi-sib/Hf-drop/G-degem,154431,9,1063,0.006883,1055,0.006832,3251,0.021051
pw,print,M-pos/Hi-s/Hf-slot/G-keep,154431,9,1263,0.008178,1255,0.008127,3836,0.02484
pw,print,M-pos/Hi-s/Hf-slot/G-degem,154431,9,1273,0.008243,1265,0.008192,3858,0.024982
pw,print,M-pos/Hi-s/Hf-s/G-keep,154431,9,1263,0.008178,1255,0.008127,3836,0.02484
pw,print,M-pos/Hi-s/Hf-s/G-degem,154431,9,1273,0.008243,1265,0.008192,3858,0.024982
pw,print,M-pos/Hi-s/Hf-drop/G-keep,154431,9,1263,0.008178,1255,0.008127,3836,0.02484
pw,print,M-pos/Hi-s/Hf-drop/G-degem,154431,9,1273,0.008243,1265,0.008192,3858,0.024982
pw,print,M-nasal/Hi-pos/Hf-slot/G-keep,154431,9,465,0.003011,457,0.002959,881,0.005705
pw,print,M-nasal/Hi-pos/Hf-slot/G-degem,154431,9,475,0.003076,467,0.003024,903,0.005847
pw,print,M-nasal/Hi-pos/Hf-s/G-keep,154431,9,465,0.003011,457,0.002959,881,0.005705
pw,print,M-nasal/Hi-pos/Hf-s/G-degem,154431,9,475,0.003076,467,0.003024,903,0.005847
pw,print,M-nasal/Hi-pos/Hf-drop/G-keep,154431,9,465,0.003011,457,0.002959,881,0.005705
pw,print,M-nasal/Hi-pos/Hf-drop/G-degem,154431,9,475,0.003076,467,0.003024,903,0.005847
pw,print,M-nasal/Hi-sib/Hf-slot/G-keep,154431,9,258,0.001671,250,0.001619,263,0.001703
pw,print,M-nasal/Hi-sib/Hf-slot/G-degem,154431,9,268,0.001735,260,0.001684,285,0.001845
pw,print,M-nasal/Hi-sib/Hf-s/G-keep,154431,9,258,0.001671,250,0.001619,263,0.001703
pw,print,M-nasal/Hi-sib/Hf-s/G-degem,154431,9,268,0.001735,260,0.001684,285,0.001845
pw,print,M-nasal/Hi-sib/Hf-drop/G-keep,154431,9,258,0.001671,250,0.001619,263,0.001703
pw,print,M-nasal/Hi-sib/Hf-drop/G-degem,154431,9,268,0.001735,260,0.001684,285,0.001845
pw,print,M-nasal/Hi-s/Hf-slot/G-keep,154431,9,467,0.003024,459,0.002972,874,0.005659
pw,print,M-nasal/Hi-s/Hf-slot/G-degem,154431,9,477,0.003089,469,0.003037,896,0.005802
pw,print,M-nasal/Hi-s/Hf-s/G-keep,154431,9,467,0.003024,459,0.002972,874,0.005659
pw,print,M-nasal/Hi-s/Hf-s/G-degem,154431,9,477,0.003089,469,0.003037,896,0.005802
pw,print,M-nasal/Hi-s/Hf-drop/G-keep,154431,9,467,0.003024,459,0.002972,874,0.005659
pw,print,M-nasal/Hi-s/Hf-drop/G-degem,154431,9,477,0.003089,469,0.003037,896,0.005802
pw,print,M-nasal_m/Hi-pos/Hf-slot/G-keep,154431,9,1131,0.007324,1123,0.007272,3602,0.023324
pw,print,M-nasal_m/Hi-pos/Hf-slot/G-degem,154431,9,1141,0.007388,1133,0.007337,3624,0.023467
pw,print,M-nasal_m/Hi-pos/Hf-s/G-keep,154431,9,1131,0.007324,1123,0.007272,3602,0.023324
pw,print,M-nasal_m/Hi-pos/Hf-s/G-degem,154431,9,1141,0.007388,1133,0.007337,3624,0.023467
pw,print,M-nasal_m/Hi-pos/Hf-drop/G-keep,154431,9,1131,0.007324,1123,0.007272,3602,0.023324
pw,print,M-nasal_m/Hi-pos/Hf-drop/G-degem,154431,9,1141,0.007388,1133,0.007337,3624,0.023467
pw,print,M-nasal_m/Hi-sib/Hf-slot/G-keep,154431,9,924,0.005983,916,0.005932,2997,0.019407
pw,print,M-nasal_m/Hi-sib/Hf-slot/G-degem,154431,9,934,0.006048,926,0.005997,3019,0.019549
pw,print,M-nasal_m/Hi-sib/Hf-s/G-keep,154431,9,924,0.005983,916,0.005932,2997,0.019407
pw,print,M-nasal_m/Hi-sib/Hf-s/G-degem,154431,9,934,0.006048,926,0.005997,3019,0.019549
pw,print,M-nasal_m/Hi-sib/Hf-drop/G-keep,154431,9,924,0.005983,916,0.005932,2997,0.019407
pw,print,M-nasal_m/Hi-sib/Hf-drop/G-degem,154431,9,934,0.006048,926,0.005997,3019,0.019549
pw,print,M-nasal_m/Hi-s/Hf-slot/G-keep,154431,9,1122,0.007265,1114,0.007214,3605,0.023344
pw,print,M-nasal_m/Hi-s/Hf-slot/G-degem,154431,9,1132,0.00733,1124,0.007279,3627,0.023486
pw,print,M-nasal_m/Hi-s/Hf-s/G-keep,154431,9,1122,0.007265,1114,0.007214,3605,0.023344
pw,print,M-nasal_m/Hi-s/Hf-s/G-degem,154431,9,1132,0.00733,1124,0.007279,3627,0.023486
pw,print,M-nasal_m/Hi-s/Hf-drop/G-keep,154431,9,1122,0.007265,1114,0.007214,3605,0.023344
pw,print,M-nasal_m/Hi-s/Hf-drop/G-degem,154431,9,1132,0.00733,1124,0.007279,3627,0.023486
pw,print,M-m/Hi-pos/Hf-slot/G-keep,154431,9,1693,0.010963,1685,0.010912,5524,0.03577
pw,print,M-m/Hi-pos/Hf-slot/G-degem,154431,9,1703,0.011028,1695,0.010976,5546,0.035912
pw,print,M-m/Hi-pos/Hf-s/G-keep,154431,9,1693,0.010963,1685,0.010912,5524,0.03577
pw,print,M-m/Hi-pos/Hf-s/G-degem,154431,9,1703,0.011028,1695,0.010976,5546,0.035912
pw,print,M-m/Hi-pos/Hf-drop/G-keep,154431,9,1693,0.010963,1685,0.010912,5524,0.03577
pw,print,M-m/Hi-pos/Hf-drop/G-degem,154431,9,1703,0.011028,1695,0.010976,5546,0.035912
pw,print,M-m/Hi-sib/Hf-slot/G-keep,154431,9,1487,0.009629,1479,0.009578,4939,0.031982
pw,print,M-m/Hi-sib/Hf-slot/G-degem,154431,9,1497,0.009694,1489,0.009642,4961,0.032124
pw,print,M-m/Hi-sib/Hf-s/G-keep,154431,9,1487,0.009629,1479,0.009578,4939,0.031982
pw,print,M-m/Hi-sib/Hf-s/G-degem,154431,9,1497,0.009694,1489,0.009642,4961,0.032124
pw,print,M-m/Hi-sib/Hf-drop/G-keep,154431,9,1487,0.009629,1479,0.009578,4939,0.031982
pw,print,M-m/Hi-sib/Hf-drop/G-degem,154431,9,1497,0.009694,1489,0.009642,4961,0.032124
pw,print,M-m/Hi-s/Hf-slot/G-keep,154431,9,1684,0.010905,1676,0.010853,5545,0.035906
pw,print,M-m/Hi-s/Hf-slot/G-degem,154431,9,1694,0.010969,1686,0.010918,5567,0.036048
pw,print,M-m/Hi-s/Hf-s/G-keep,154431,9,1684,0.010905,1676,0.010853,5545,0.035906
pw,print,M-m/Hi-s/Hf-s/G-degem,154431,9,1694,0.010969,1686,0.010918,5567,0.036048
pw,print,M-m/Hi-s/Hf-drop/G-keep,154431,9,1684,0.010905,1676,0.010853,5545,0.035906
pw,print,M-m/Hi-s/Hf-drop/G-degem,154431,9,1694,0.010969,1686,0.010918,5567,0.036048
pw,print,ascii,154431,91,58202,0.376883,58112,0.376519,135634,0.878282
pw,print,roman,154431,3121,51355,0.332545,48235,0.318783,79225,0.513012
pw,main,M-pos/Hi-pos/Hf-slot/G-keep,154431,9,1258,0.008146,1250,0.008095,3820,0.024736
pw,main,M-pos/Hi-pos/Hf-slot/G-degem,154431,9,1268,0.008211,1260,0.008159,3842,0.024878
pw,main,M-pos/Hi-pos/Hf-s/G-keep,154431,9,1258,0.008146,1250,0.008095,3820,0.024736
pw,main,M-pos/Hi-pos/Hf-s/G-degem,154431,9,1268,0.008211,1260,0.008159,3842,0.024878
pw,main,M-pos/Hi-pos/Hf-drop/G-keep,154431,9,1258,0.008146,1250,0.008095,3820,0.024736
pw,main,M-pos/Hi-pos/Hf-drop/G-degem,154431,9,1268,0.008211,1260,0.008159,3842,0.024878
pw,main,M-pos/Hi-sib/Hf-slot/G-keep,154431,9,1053,0.006819,1045,0.006767,3229,0.020909
pw,main,M-pos/Hi-sib/Hf-slot/G-degem,154431,9,1063,0.006883,1055,0.006832,3251,0.021051
pw,main,M-pos/Hi-sib/Hf-s/G-keep,154431,9,1053,0.006819,1045,0.006767,3229,0.020909
pw,main,M-pos/Hi-sib/Hf-s/G-degem,154431,9,1063,0.006883,1055,0.006832,3251,0.021051
pw,main,M-pos/Hi-sib/Hf-drop/G-keep,154431,9,1053,0.006819,1045,0.006767,3229,0.020909
pw,main,M-pos/Hi-sib/Hf-drop/G-degem,154431,9,1063,0.006883,1055,0.006832,3251,0.021051
pw,main,M-pos/Hi-s/Hf-slot/G-keep,154431,9,1263,0.008178,1255,0.008127,3836,0.02484
pw,main,M-pos/Hi-s/Hf-slot/G-degem,154431,9,1273,0.008243,1265,0.008192,3858,0.024982
pw,main,M-pos/Hi-s/Hf-s/G-keep,154431,9,1263,0.008178,1255,0.008127,3836,0.02484
pw,main,M-pos/Hi-s/Hf-s/G-degem,154431,9,1273,0.008243,1265,0.008192,3858,0.024982
pw,main,M-pos/Hi-s/Hf-drop/G-keep,154431,9,1263,0.008178,1255,0.008127,3836,0.02484
pw,main,M-pos/Hi-s/Hf-drop/G-degem,154431,9,1273,0.008243,1265,0.008192,3858,0.024982
pw,main,M-nasal/Hi-pos/Hf-slot/G-keep,154431,9,465,0.003011,457,0.002959,881,0.005705
pw,main,M-nasal/Hi-pos/Hf-slot/G-degem,154431,9,475,0.003076,467,0.003024,903,0.005847
pw,main,M-nasal/Hi-pos/Hf-s/G-keep,154431,9,465,0.003011,457,0.002959,881,0.005705
pw,main,M-nasal/Hi-pos/Hf-s/G-degem,154431,9,475,0.003076,467,0.003024,903,0.005847
pw,main,M-nasal/Hi-pos/Hf-drop/G-keep,154431,9,465,0.003011,457,0.002959,881,0.005705
pw,main,M-nasal/Hi-pos/Hf-drop/G-degem,154431,9,475,0.003076,467,0.003024,903,0.005847
pw,main,M-nasal/Hi-sib/Hf-slot/G-keep,154431,9,258,0.001671,250,0.001619,263,0.001703
pw,main,M-nasal/Hi-sib/Hf-slot/G-degem,154431,9,268,0.001735,260,0.001684,285,0.001845
pw,main,M-nasal/Hi-sib/Hf-s/G-keep,154431,9,258,0.001671,250,0.001619,263,0.001703
pw,main,M-nasal/Hi-sib/Hf-s/G-degem,154431,9,268,0.001735,260,0.001684,285,0.001845
pw,main,M-nasal/Hi-sib/Hf-drop/G-keep,154431,9,258,0.001671,250,0.001619,263,0.001703
pw,main,M-nasal/Hi-sib/Hf-drop/G-degem,154431,9,268,0.001735,260,0.001684,285,0.001845
pw,main,M-nasal/Hi-s/Hf-slot/G-keep,154431,9,467,0.003024,459,0.002972,874,0.005659
pw,main,M-nasal/Hi-s/Hf-slot/G-degem,154431,9,477,0.003089,469,0.003037,896,0.005802
pw,main,M-nasal/Hi-s/Hf-s/G-keep,154431,9,467,0.003024,459,0.002972,874,0.005659
pw,main,M-nasal/Hi-s/Hf-s/G-degem,154431,9,477,0.003089,469,0.003037,896,0.005802
pw,main,M-nasal/Hi-s/Hf-drop/G-keep,154431,9,467,0.003024,459,0.002972,874,0.005659
pw,main,M-nasal/Hi-s/Hf-drop/G-degem,154431,9,477,0.003089,469,0.003037,896,0.005802
pw,main,M-nasal_m/Hi-pos/Hf-slot/G-keep,154431,9,1131,0.007324,1123,0.007272,3602,0.023324
pw,main,M-nasal_m/Hi-pos/Hf-slot/G-degem,154431,9,1141,0.007388,1133,0.007337,3624,0.023467
pw,main,M-nasal_m/Hi-pos/Hf-s/G-keep,154431,9,1131,0.007324,1123,0.007272,3602,0.023324
pw,main,M-nasal_m/Hi-pos/Hf-s/G-degem,154431,9,1141,0.007388,1133,0.007337,3624,0.023467
pw,main,M-nasal_m/Hi-pos/Hf-drop/G-keep,154431,9,1131,0.007324,1123,0.007272,3602,0.023324
pw,main,M-nasal_m/Hi-pos/Hf-drop/G-degem,154431,9,1141,0.007388,1133,0.007337,3624,0.023467
pw,main,M-nasal_m/Hi-sib/Hf-slot/G-keep,154431,9,924,0.005983,916,0.005932,2997,0.019407
pw,main,M-nasal_m/Hi-sib/Hf-slot/G-degem,154431,9,934,0.006048,926,0.005997,3019,0.019549
pw,main,M-nasal_m/Hi-sib/Hf-s/G-keep,154431,9,924,0.005983,916,0.005932,2997,0.019407
pw,main,M-nasal_m/Hi-sib/Hf-s/G-degem,154431,9,934,0.006048,926,0.005997,3019,0.019549
pw,main,M-nasal_m/Hi-sib/Hf-drop/G-keep,154431,9,924,0.005983,916,0.005932,2997,0.019407
pw,main,M-nasal_m/Hi-sib/Hf-drop/G-degem,154431,9,934,0.006048,926,0.005997,3019,0.019549
pw,main,M-nasal_m/Hi-s/Hf-slot/G-keep,154431,9,1122,0.007265,1114,0.007214,3605,0.023344
pw,main,M-nasal_m/Hi-s/Hf-slot/G-degem,154431,9,1132,0.00733,1124,0.007279,3627,0.023486
pw,main,M-nasal_m/Hi-s/Hf-s/G-keep,154431,9,1122,0.007265,1114,0.007214,3605,0.023344
pw,main,M-nasal_m/Hi-s/Hf-s/G-degem,154431,9,1132,0.00733,1124,0.007279,3627,0.023486
pw,main,M-nasal_m/Hi-s/Hf-drop/G-keep,154431,9,1122,0.007265,1114,0.007214,3605,0.023344
pw,main,M-nasal_m/Hi-s/Hf-drop/G-degem,154431,9,1132,0.00733,1124,0.007279,3627,0.023486
pw,main,M-m/Hi-pos/Hf-slot/G-keep,154431,9,1693,0.010963,1685,0.010912,5524,0.03577
pw,main,M-m/Hi-pos/Hf-slot/G-degem,154431,9,1703,0.011028,1695,0.010976,5546,0.035912
pw,main,M-m/Hi-pos/Hf-s/G-keep,154431,9,1693,0.010963,1685,0.010912,5524,0.03577
pw,main,M-m/Hi-pos/Hf-s/G-degem,154431,9,1703,0.011028,1695,0.010976,5546,0.035912
pw,main,M-m/Hi-pos/Hf-drop/G-keep,154431,9,1693,0.010963,1685,0.010912,5524,0.03577
pw,main,M-m/Hi-pos/Hf-drop/G-degem,154431,9,1703,0.011028,1695,0.010976,5546,0.035912
pw,main,M-m/Hi-sib/Hf-slot/G-keep,154431,9,1487,0.009629,1479,0.009578,4939,0.031982
pw,main,M-m/Hi-sib/Hf-slot/G-degem,154431,9,1497,0.009694,1489,0.009642,4961,0.032124
pw,main,M-m/Hi-sib/Hf-s/G-keep,154431,9,1487,0.009629,1479,0.009578,4939,0.031982
pw,main,M-m/Hi-sib/Hf-s/G-degem,154431,9,1497,0.009694,1489,0.009642,4961,0.032124
pw,main,M-m/Hi-sib/Hf-drop/G-keep,154431,9,1487,0.009629,1479,0.009578,4939,0.031982
pw,main,M-m/Hi-sib/Hf-drop/G-degem,154431,9,1497,0.009694,1489,0.009642,4961,0.032124
pw,main,M-m/Hi-s/Hf-slot/G-keep,154431,9,1684,0.010905,1676,0.010853,5545,0.035906
pw,main,M-m/Hi-s/Hf-slot/G-degem,154431,9,1694,0.010969,1686,0.010918,5567,0.036048
pw,main,M-m/Hi-s/Hf-s/G-keep,154431,9,1684,0.010905,1676,0.010853,5545,0.035906
pw,main,M-m/Hi-s/Hf-s/G-degem,154431,9,1694,0.010969,1686,0.010918,5567,0.036048
pw,main,M-m/Hi-s/Hf-drop/G-keep,154431,9,1684,0.010905,1676,0.010853,5545,0.035906
pw,main,M-m/Hi-s/Hf-drop/G-degem,154431,9,1694,0.010969,1686,0.010918,5567,0.036048
pw,main,ascii,154431,91,58202,0.376883,58112,0.376519,135634,0.878282
pw,main,roman,154431,3121,51355,0.332545,48235,0.318783,79225,0.513012
ap,all,M-pos/Hi-pos/Hf-slot/G-keep,90167,3,13052,0.144755,13050,0.144736,28865,0.320128
ap,all,M-pos/Hi-pos/Hf-slot/G-degem,90167,3,13051,0.144744,13049,0.144725,28868,0.320161
ap,all,M-pos/Hi-pos/Hf-s/G-keep,90167,3,17186,0.190604,17184,0.190586,33090,0.366986
ap,all,M-pos/Hi-pos/Hf-s/G-degem,90167,3,17185,0.190593,17183,0.190575,33093,0.367019
ap,all,M-pos/Hi-pos/Hf-drop/G-keep,90167,3,12971,0.143857,12969,0.143838,28757,0.31893
ap,all,M-pos/Hi-pos/Hf-drop/G-degem,90167,3,12970,0.143846,12968,0.143827,28760,0.318964
ap,all,M-pos/Hi-sib/Hf-slot/G-keep,90167,3,13066,0.14491,13064,0.144892,28882,0.320317
ap,all,M-pos/Hi-sib/Hf-slot/G-degem,90167,3,13065,0.144899,13063,0.14488,28885,0.32035
ap,all,M-pos/Hi-sib/Hf-s/G-keep,90167,3,17199,0.190748,17197,0.19073,33103,0.36713
ap,all,M-pos/Hi-sib/Hf-s/G-degem,90167,3,17198,0.190737,17196,0.190719,33106,0.367163
ap,all,M-pos/Hi-sib/Hf-drop/G-keep,90167,3,12985,0.144012,12983,0.143993,28774,0.319119
ap,all,M-pos/Hi-sib/Hf-drop/G-degem,90167,3,12984,0.144001,12982,0.143982,28777,0.319152
ap,all,M-pos/Hi-s/Hf-slot/G-keep,90167,3,13049,0.144722,13047,0.144703,28824,0.319673
ap,all,M-pos/Hi-s/Hf-slot/G-degem,90167,3,13048,0.144711,13046,0.144692,28827,0.319707
ap,all,M-pos/Hi-s/Hf-s/G-keep,90167,3,17179,0.190526,17177,0.190508,33048,0.36652
ap,all,M-pos/Hi-s/Hf-s/G-degem,90167,3,17178,0.190515,17176,0.190497,33051,0.366553
ap,all,M-pos/Hi-s/Hf-drop/G-keep,90167,3,12968,0.143824,12966,0.143805,28716,0.318476
ap,all,M-pos/Hi-s/Hf-drop/G-degem,90167,3,12967,0.143813,12965,0.143794,28719,0.318509
ap,all,M-nasal/Hi-pos/Hf-slot/G-keep,90167,3,12906,0.143136,12904,0.143117,27955,0.310036
ap,all,M-nasal/Hi-pos/Hf-slot/G-degem,90167,3,12905,0.143125,12903,0.143106,27958,0.310069
ap,all,M-nasal/Hi-pos/Hf-s/G-keep,90167,3,17046,0.189051,17044,0.189033,32249,0.357659
ap,all,M-nasal/Hi-pos/Hf-s/G-degem,90167,3,17045,0.18904,17043,0.189022,32252,0.357692
ap,all,M-nasal/Hi-pos/Hf-drop/G-keep,90167,3,12830,0.142293,12828,0.142274,27857,0.308949
ap,all,M-nasal/Hi-pos/Hf-drop/G-degem,90167,3,12829,0.142282,12827,0.142263,27860,0.308982
ap,all,M-nasal/Hi-sib/Hf-slot/G-keep,90167,3,12920,0.143291,12918,0.143272,27965,0.310147
ap,all,M-nasal/Hi-sib/Hf-slot/G-degem,90167,3,12919,0.14328,12917,0.143261,27968,0.31018
ap,all,M-nasal/Hi-sib/Hf-s/G-keep,90167,3,17059,0.189195,17057,0.189177,32255,0.357725
ap,all,M-nasal/Hi-sib/Hf-s/G-degem,90167,3,17058,0.189184,17056,0.189166,32258,0.357758
ap,all,M-nasal/Hi-sib/Hf-drop/G-keep,90167,3,12844,0.142448,12842,0.142429,27867,0.30906
ap,all,M-nasal/Hi-sib/Hf-drop/G-degem,90167,3,12843,0.142437,12841,0.142418,27870,0.309093
ap,all,M-nasal/Hi-s/Hf-slot/G-keep,90167,3,12903,0.143103,12901,0.143084,27907,0.309503
ap,all,M-nasal/Hi-s/Hf-slot/G-degem,90167,3,12902,0.143092,12900,0.143073,27910,0.309537
ap,all,M-nasal/Hi-s/Hf-s/G-keep,90167,3,17039,0.188974,17037,0.188956,32200,0.357115
ap,all,M-nasal/Hi-s/Hf-s/G-degem,90167,3,17038,0.188963,17036,0.188945,32203,0.357148
ap,all,M-nasal/Hi-s/Hf-drop/G-keep,90167,3,12827,0.14226,12825,0.142241,27809,0.308417
ap,all,M-nasal/Hi-s/Hf-drop/G-degem,90167,3,12826,0.142249,12824,0.14223,27812,0.30845
ap,all,M-nasal_m/Hi-pos/Hf-slot/G-keep,90167,3,13066,0.14491,13064,0.144892,28898,0.320494
ap,all,M-nasal_m/Hi-pos/Hf-slot/G-degem,90167,3,13065,0.144899,13063,0.14488,28901,0.320527
ap,all,M-nasal_m/Hi-pos/Hf-s/G-keep,90167,3,17218,0.190959,17216,0.190941,33154,0.367695
ap,all,M-nasal_m/Hi-pos/Hf-s/G-degem,90167,3,17217,0.190948,17215,0.19093,33157,0.367729
ap,all,M-nasal_m/Hi-pos/Hf-drop/G-keep,90167,3,13002,0.144201,13000,0.144182,28829,0.319729
ap,all,M-nasal_m/Hi-pos/Hf-drop/G-degem,90167,3,13001,0.14419,12999,0.144171,28832,0.319762
ap,all,M-nasal_m/Hi-sib/Hf-slot/G-keep,90167,3,13080,0.145066,13078,0.145047,28912,0.320649
ap,all,M-nasal_m/Hi-sib/Hf-slot/G-degem,90167,3,13079,0.145055,13077,0.145036,28915,0.320683
ap,all,M-nasal_m/Hi-sib/Hf-s/G-keep,90167,3,17231,0.191103,17229,0.191085,33163,0.367795
ap,all,M-nasal_m/Hi-sib/Hf-s/G-degem,90167,3,17230,0.191092,17228,0.191074,33166,0.367829
ap,all,M-nasal_m/Hi-sib/Hf-drop/G-keep,90167,3,13016,0.144356,13014,0.144337,28843,0.319884
ap,all,M-nasal_m/Hi-sib/Hf-drop/G-degem,90167,3,13015,0.144345,13013,0.144326,28846,0.319917
ap,all,M-nasal_m/Hi-s/Hf-slot/G-keep,90167,3,13062,0.144866,13060,0.144847,28855,0.320017
