dict,view,rule,units,segments,descents_raw,descent_rate_raw,descents,descent_rate,displaced,displaced_rate
pwg,all,M-pos/Hi-sib/Hf-slot/G-degem,120172,10,1032,0.008588,1023,0.008514,2530,0.021053
pwg,all,M-pos/Hi-sib/Hf-s/G-keep,120172,10,1024,0.008521,1015,0.008447,2516,0.020937
pwg,all,M-pos/Hi-sib/Hf-s/G-degem,120172,10,1032,0.008588,1023,0.008514,2530,0.021053
pwg,all,M-pos/Hi-sib/Hf-drop/G-keep,120172,10,1024,0.008521,1015,0.008447,2516,0.020937
pwg,all,M-pos/Hi-sib/Hf-drop/G-degem,120172,10,1032,0.008588,1023,0.008514,2530,0.021053
pwg,all,M-pos/Hi-s/Hf-slot/G-keep,120172,10,1172,0.009753,1163,0.009679,2925,0.02434
pwg,all,M-pos/Hi-s/Hf-slot/G-degem,120172,10,1180,0.009819,1171,0.009745,2939,0.024457
pwg,all,M-pos/Hi-s/Hf-s/G-keep,120172,10,1172,0.009753,1163,0.009679,2925,0.02434
pwg,all,M-pos/Hi-s/Hf-s/G-degem,120172,10,1180,0.009819,1171,0.009745,2939,0.024457
pwg,all,M-pos/Hi-s/Hf-drop/G-keep,120172,10,1172,0.009753,1163,0.009679,2925,0.02434
pwg,all,M-pos/Hi-s/Hf-drop/G-degem,120172,10,1180,0.009819,1171,0.009745,2939,0.024457
pwg,all,M-nasal/Hi-pos/Hf-slot/G-keep,120172,10,528,0.004394,519,0.004319,838,0.006973
pwg,all,M-nasal/Hi-pos/Hf-slot/G-degem,120172,10,536,0.00446,527,0.004386,852,0.00709
pwg,all,M-nasal/Hi-pos/Hf-s/G-keep,120172,10,528,0.004394,519,0.004319,838,0.006973
pwg,all,M-nasal/Hi-pos/Hf-s/G-degem,120172,10,536,0.00446,527,0.004386,852,0.00709
pwg,all,M-nasal/Hi-pos/Hf-drop/G-keep,120172,10,528,0.004394,519,0.004319,838,0.006973
pwg,all,M-nasal/Hi-pos/Hf-drop/G-degem,120172,10,536,0.00446,527,0.004386,852,0.00709
pwg,all,M-nasal/Hi-sib/Hf-slot/G-keep,120172,10,388,0.003229,379,0.003154,408,0.003395
pwg,all,M-nasal/Hi-sib/Hf-slot/G-degem,120172,10,396,0.003295,387,0.003221,422,0.003512
pwg,all,M-nasal/Hi-sib/Hf-s/G-keep,120172,10,388,0.003229,379,0.003154,408,0.003395
pwg,all,M-nasal/Hi-sib/Hf-s/G-degem,120172,10,396,0.003295,387,0.003221,422,0.003512
pwg,all,M-nasal/Hi-sib/Hf-drop/G-keep,120172,10,388,0.003229,379,0.003154,408,0.003395
pwg,all,M-nasal/Hi-sib/Hf-drop/G-degem,120172,10,396,0.003295,387,0.003221,422,0.003512
pwg,all,M-nasal/Hi-s/Hf-slot/G-keep,120172,10,537,0.004469,528,0.004394,820,0.006824
pwg,all,M-nasal/Hi-s/Hf-slot/G-degem,120172,10,545,0.004535,536,0.004461,834,0.00694
pwg,all,M-nasal/Hi-s/Hf-s/G-keep,120172,10,537,0.004469,528,0.004394,820,0.006824
pwg,all,M-nasal/Hi-s/Hf-s/G-degem,120172,10,545,0.004535,536,0.004461,834,0.00694
pwg,all,M-nasal/Hi-s/Hf-drop/G-keep,120172,10,537,0.004469,528,0.004394,820,0.006824
pwg,all,M-nasal/Hi-s/Hf-drop/G-degem,120172,10,545,0.004535,536,0.004461,834,0.00694
pwg,all,M-nasal_m/Hi-pos/Hf-slot/G-keep,120172,10,1014,0.008438,1005,0.008364,2835,0.023591
pwg,all,M-nasal_m/Hi-pos/Hf-slot/G-degem,120172,10,1022,0.008505,1013,0.00843,2849,0.023708
pwg,all,M-nasal_m/Hi-pos/Hf-s/G-keep,120172,10,1014,0.008438,1005,0.008364,2835,0.023591
pwg,all,M-nasal_m/Hi-pos/Hf-s/G-degem,120172,10,1022,0.008505,1013,0.00843,2849,0.023708
pwg,all,M-nasal_m/Hi-pos/Hf-drop/G-keep,120172,10,1014,0.008438,1005,0.008364,2835,0.023591
pwg,all,M-nasal_m/Hi-pos/Hf-drop/G-degem,120172,10,1022,0.008505,1013,0.00843,2849,0.023708
pwg,all,M-nasal_m/Hi-sib/Hf-slot/G-keep,120172,10,874,0.007273,865,0.007199,2413,0.02008
pwg,all,M-nasal_m/Hi-sib/Hf-slot/G-degem,120172,10,882,0.00734,873,0.007265,2427,0.020196
pwg,all,M-nasal_m/Hi-sib/Hf-s/G-keep,120172,10,874,0.007273,865,0.007199,2413,0.02008
pwg,all,M-nasal_m/Hi-sib/Hf-s/G-degem,120172,10,882,0.00734,873,0.007265,2427,0.020196
pwg,all,M-nasal_m/Hi-sib/Hf-drop/G-keep,120172,10,874,0.007273,865,0.007199,2413,0.02008
pwg,all,M-nasal_m/Hi-sib/Hf-drop/G-degem,120172,10,882,0.00734,873,0.007265,2427,0.020196
pwg,all,M-nasal_m/Hi-s/Hf-slot/G-keep,120172,10,1014,0.008438,1005,0.008364,2821,0.023475
pwg,all,M-nasal_m/Hi-s/Hf-slot/G-degem,120172,10,1022,0.008505,1013,0.00843,2835,0.023591
pwg,all,M-nasal_m/Hi-s/Hf-s/G-keep,120172,10,1014,0.008438,1005,0.008364,2821,0.023475
pwg,all,M-nasal_m/Hi-s/Hf-s/G-degem,120172,10,1022,0.008505,1013,0.00843,2835,0.023591
pwg,all,M-nasal_m/Hi-s/Hf-drop/G-keep,120172,10,1014,0.008438,1005,0.008364,2821,0.023475
pwg,all,M-nasal_m/Hi-s/Hf-drop/G-degem,120172,10,1022,0.008505,1013,0.00843,2835,0.023591
pwg,all,M-m/Hi-pos/Hf-slot/G-keep,120172,10,1456,0.012116,1447,0.012042,4209,0.035025
pwg,all,M-m/Hi-pos/Hf-slot/G-degem,120172,10,1464,0.012183,1455,0.012109,4223,0.035141
pwg,all,M-m/Hi-pos/Hf-s/G-keep,120172,10,1456,0.012116,1447,0.012042,4209,0.035025
pwg,all,M-m/Hi-pos/Hf-s/G-degem,120172,10,1464,0.012183,1455,0.012109,4223,0.035141
pwg,all,M-m/Hi-pos/Hf-drop/G-keep,120172,10,1456,0.012116,1447,0.012042,4209,0.035025
pwg,all,M-m/Hi-pos/Hf-drop/G-degem,120172,10,1464,0.012183,1455,0.012109,4223,0.035141
pwg,all,M-m/Hi-sib/Hf-slot/G-keep,120172,10,1317,0.010959,1308,0.010885,3802,0.031638
pwg,all,M-m/Hi-sib/Hf-slot/G-degem,120172,10,1325,0.011026,1316,0.010952,3816,0.031754
pwg,all,M-m/Hi-sib/Hf-s/G-keep,120172,10,1317,0.010959,1308,0.010885,3802,0.031638
pwg,all,M-m/Hi-sib/Hf-s/G-degem,120172,10,1325,0.011026,1316,0.010952,3816,0.031754
pwg,all,M-m/Hi-sib/Hf-drop/G-keep,120172,10,1317,0.010959,1308,0.010885,3802,0.031638
pwg,all,M-m/Hi-sib/Hf-drop/G-degem,120172,10,1325,0.011026,1316,0.010952,3816,0.031754
pwg,all,M-m/Hi-s/Hf-slot/G-keep,120172,10,1456,0.012116,1447,0.012042,4208,0.035016
pwg,all,M-m/Hi-s/Hf-slot/G-degem,120172,10,1464,0.012183,1455,0.012109,4222,0.035133
pwg,all,M-m/Hi-s/Hf-s/G-keep,120172,10,1456,0.012116,1447,0.012042,4208,0.035016
pwg,all,M-m/Hi-s/Hf-s/G-degem,120172,10,1464,0.012183,1455,0.012109,4222,0.035133
pwg,all,M-m/Hi-s/Hf-drop/G-keep,120172,10,1456,0.012116,1447,0.012042,4208,0.035016
pwg,all,M-m/Hi-s/Hf-drop/G-degem,120172,10,1464,0.012183,1455,0.012109,4222,0.035133
pwg,all,ascii,120172,66,44406,0.369523,44341,0.369182,104517,0.869728
pwg,all,roman,120172,2474,39042,0.324887,36569,0.310702,60779,0.505767
pwg,print,M-pos/Hi-pos/Hf-slot/G-keep,120163,10,1162,0.00967,1153,0.009596,2926,0.02435
pwg,print,M-pos/Hi-pos/Hf-slot/G-degem,120163,10,1170,0.009737,1161,0.009663,2940,0.024467
pwg,print,M-pos/Hi-pos/Hf-s/G-keep,120163,10,1162,0.00967,1153,0.009596,2926,0.02435
pwg,print,M-pos/Hi-pos/Hf-s/G-degem,120163,10,1170,0.009737,1161,0.009663,2940,0.024467
pwg,print,M-pos/Hi-pos/Hf-drop/G-keep,120163,10,1162,0.00967,1153,0.009596,2926,0.02435
pwg,print,M-pos/Hi-pos/Hf-drop/G-degem,120163,10,1170,0.009737,1161,0.009663,2940,0.024467
pwg,print,M-pos/Hi-sib/Hf-slot/G-keep,120163,10,1023,0.008514,1014,0.008439,2515,0.02093
pwg,print,M-pos/Hi-sib/Hf-slot/G-degem,120163,10,1031,0.00858,1022,0.008506,2529,0.021046
pwg,print,M-pos/Hi-sib/Hf-s/G-keep,120163,10,1023,0.008514,1014,0.008439,2515,0.02093
pwg,print,M-pos/Hi-sib/Hf-s/G-degem,120163,10,1031,0.00858,1022,0.008506,2529,0.021046
pwg,print,M-pos/Hi-sib/Hf-drop/G-keep,120163,10,1023,0.008514,1014,0.008439,2515,0.02093
pwg,print,M-pos/Hi-sib/Hf-drop/G-degem,120163,10,1031,0.00858,1022,0.008506,2529,0.021046
pwg,print,M-pos/Hi-s/Hf-slot/G-keep,120163,10,1171,0.009745,1162,0.009671,2924,0.024334
pwg,print,M-pos/Hi-s/Hf-slot/G-degem,120163,10,1179,0.009812,1170,0.009738,2938,0.02445
pwg,print,M-pos/Hi-s/Hf-s/G-keep,120163,10,1171,0.009745,1162,0.009671,2924,0.024334
pwg,print,M-pos/Hi-s/Hf-s/G-degem,120163,10,1179,0.009812,1170,0.009738,2938,0.02445
pwg,print,M-pos/Hi-s/Hf-drop/G-keep,120163,10,1171,0.009745,1162,0.009671,2924,0.024334
pwg,print,M-pos/Hi-s/Hf-drop/G-degem,120163,10,1179,0.009812,1170,0.009738,2938,0.02445
pwg,print,M-nasal/Hi-pos/Hf-slot/G-keep,120163,10,527,0.004386,518,0.004311,837,0.006966
pwg,print,M-nasal/Hi-pos/Hf-slot/G-degem,120163,10,535,0.004452,526,0.004378,851,0.007082
pwg,print,M-nasal/Hi-pos/Hf-s/G-keep,120163,10,527,0.004386,518,0.004311,837,0.006966
pwg,print,M-nasal/Hi-pos/Hf-s/G-degem,120163,10,535,0.004452,526,0.004378,851,0.007082
pwg,print,M-nasal/Hi-pos/Hf-drop/G-keep,120163,10,527,0.004386,518,0.004311,837,0.006966
pwg,print,M-nasal/Hi-pos/Hf-drop/G-degem,120163,10,535,0.004452,526,0.004378,851,0.007082
pwg,print,M-nasal/Hi-sib/Hf-slot/G-keep,120163,10,387,0.003221,378,0.003146,407,0.003387
pwg,print,M-nasal/Hi-sib/Hf-slot/G-degem,120163,10,395,0.003287,386,0.003213,421,0.003504
pwg,print,M-nasal/Hi-sib/Hf-s/G-keep,120163,10,387,0.003221,378,0.003146,407,0.003387
pwg,print,M-nasal/Hi-sib/Hf-s/G-degem,120163,10,395,0.003287,386,0.003213,421,0.003504
pwg,print,M-nasal/Hi-sib/Hf-drop/G-keep,120163,10,387,0.003221,378,0.003146,407,0.003387
pwg,print,M-nasal/Hi-sib/Hf-drop/G-degem,120163,10,395,0.003287,386,0.003213,421,0.003504
pwg,print,M-nasal/Hi-s/Hf-slot/G-keep,120163,10,536,0.004461,527,0.004386,819,0.006816
pwg,print,M-nasal/Hi-s/Hf-slot/G-degem,120163,10,544,0.004527,535,0.004453,833,0.006932
pwg,print,M-nasal/Hi-s/Hf-s/G-keep,120163,10,536,0.004461,527,0.004386,819,0.006816
pwg,print,M-nasal/Hi-s/Hf-s/G-degem,120163,10,544,0.004527,535,0.004453,833,0.006932
pwg,print,M-nasal/Hi-s/Hf-drop/G-keep,120163,10,536,0.004461,527,0.004386,819,0.006816
pwg,print,M-nasal/Hi-s/Hf-drop/G-degem,120163,10,544,0.004527,535,0.004453,833,0.006932
pwg,print,M-nasal_m/Hi-pos/Hf-slot/G-keep,120163,10,1013,0.00843,1004,0.008356,2833,0.023576
pwg,print,M-nasal_m/Hi-pos/Hf-slot/G-degem,120163,10,1021,0.008497,1012,0.008423,2847,0.023693
pwg,print,M-nasal_m/Hi-pos/Hf-s/G-keep,120163,10,1013,0.00843,1004,0.008356,2833,0.023576
pwg,print,M-nasal_m/Hi-pos/Hf-s/G-degem,120163,10,1021,0.008497,1012,0.008423,2847,0.023693
pwg,print,M-nasal_m/Hi-pos/Hf-drop/G-keep,120163,10,1013,0.00843,1004,0.008356,2833,0.023576
pwg,print,M-nasal_m/Hi-pos/Hf-drop/G-degem,120163,10,1021,0.008497,1012,0.008423,2847,0.023693
pwg,print,M-nasal_m/Hi-sib/Hf-slot/G-keep,120163,10,873,0.007265,864,0.007191,2411,0.020064
pwg,print,M-nasal_m/Hi-sib/Hf-slot/G-degem,120163,10,881,0.007332,872,0.007257,2425,0.020181
pwg,print,M-nasal_m/Hi-sib/Hf-s/G-keep,120163,10,873,0.007265,864,0.007191,2411,0.020064
pwg,print,M-nasal_m/Hi-sib/Hf-s/G-degem,120163,10,881,0.007332,872,0.007257,2425,0.020181
pwg,print,M-nasal_m/Hi-sib/Hf-drop/G-keep,120163,10,873,0.007265,864,0.007191,2411,0.020064
pwg,print,M-nasal_m/Hi-sib/Hf-drop/G-degem,120163,10,881,0.007332,872,0.007257,2425,0.020181
pwg,print,M-nasal_m/Hi-s/Hf-slot/G-keep,120163,10,1013,0.00843,1004,0.008356,2819,0.02346
pwg,print,M-nasal_m/Hi-s/Hf-slot/G-degem,120163,10,1021,0.008497,1012,0.008423,2833,0.023576
pwg,print,M-nasal_m/Hi-s/Hf-s/G-keep,120163,10,1013,0.00843,1004,0.008356,2819,0.02346
pwg,print,M-nasal_m/Hi-s/Hf-s/G-degem,120163,10,1021,0.008497,1012,0.008423,2833,0.023576
pwg,print,M-nasal_m/Hi-s/Hf-drop/G-keep,120163,10,1013,0.00843,1004,0.008356,2819,0.02346
pwg,print,M-nasal_m/Hi-s/Hf-drop/G-degem,120163,10,1021,0.008497,1012,0.008423,2833,0.023576
pwg,print,M-m/Hi-pos/Hf-slot/G-keep,120163,10,1455,0.012109,1446,0.012035,4207,0.035011
pwg,print,M-m/Hi-pos/Hf-slot/G-degem,120163,10,1463,0.012175,1454,0.012101,4221,0.035127
pwg,print,M-m/Hi-pos/Hf-s/G-keep,120163,10,1455,0.012109,1446,0.012035,4207,0.035011
pwg,print,M-m/Hi-pos/Hf-s/G-degem,120163,10,1463,0.012175,1454,0.012101,4221,0.035127
pwg,print,M-m/Hi-pos/Hf-drop/G-keep,120163,10,1455,0.012109,1446,0.012035,4207,0.035011
pwg,print,M-m/Hi-pos/Hf-drop/G-degem,120163,10,1463,0.012175,1454,0.012101,4221,0.035127
pwg,print,M-m/Hi-sib/Hf-slot/G-keep,120163,10,1316,0.010952,1307,0.010878,3800,0.031624
pwg,print,M-m/Hi-sib/Hf-slot/G-degem,120163,10,1324,0.011018,1315,0.010944,3814,0.03174
pwg,print,M-m/Hi-sib/Hf-s/G-keep,120163,10,1316,0.010952,1307,0.010878,3800,0.031624
pwg,print,M-m/Hi-sib/Hf-s/G-degem,120163,10,1324,0.011018,1315,0.010944,3814,0.03174
pwg,print,M-m/Hi-sib/Hf-drop/G-keep,120163,10,1316,0.010952,1307,0.010878,3800,0.031624
pwg,print,M-m/Hi-sib/Hf-drop/G-degem,120163,10,1324,0.011018,1315,0.010944,3814,0.03174
pwg,print,M-m/Hi-s/Hf-slot/G-keep,120163,10,1455,0.012109,1446,0.012035,4206,0.035002
pwg,print,M-m/Hi-s/Hf-slot/G-degem,120163,10,1463,0.012175,1454,0.012101,4220,0.035119
pwg,print,M-m/Hi-s/Hf-s/G-keep,120163,10,1455,0.012109,1446,0.012035,4206,0.035002
pwg,print,M-m/Hi-s/Hf-s/G-degem,120163,10,1463,0.012175,1454,0.012101,4220,0.035119
pwg,print,M-m/Hi-s/Hf-drop/G-keep,120163,10,1455,0.012109,1446,0.012035,4206,0.035002
pwg,print,M-m/Hi-s/Hf-drop/G-degem,120163,10,1463,0.012175,1454,0.012101,4220,0.035119
pwg,print,ascii,120163,66,44401,0.369509,44336,0.369168,104510,0.869735
pwg,print,roman,120163,2474,39038,0.324878,36565,0.310692,60772,0.505746
pwg,main,M-pos/Hi-pos/Hf-slot/G-keep,120163,10,1162,0.00967,1153,0.009596,2926,0.02435
pwg,main,M-pos/Hi-pos/Hf-slot/G-degem,120163,10,1170,0.009737,1161,0.009663,2940,0.024467
pwg,main,M-pos/Hi-pos/Hf-s/G-keep,120163,10,1162,0.00967,1153,0.009596,2926,0.02435
pwg,main,M-pos/Hi-pos/Hf-s/G-degem,120163,10,1170,0.009737,1161,0.009663,2940,0.024467
pwg,main,M-pos/Hi-pos/Hf-drop/G-keep,120163,10,1162,0.00967,1153,0.009596,2926,0.02435
pwg,main,M-pos/Hi-pos/Hf-drop/G-degem,120163,10,1170,0.009737,1161,0.009663,2940,0.024467
pwg,main,M-pos/Hi-sib/Hf-slot/G-keep,120163,10,1023,0.008514,1014,0.008439,2515,0.02093
pwg,main,M-pos/Hi-sib/Hf-slot/G-degem,120163,10,1031,0.00858,1022,0.008506,2529,0.021046
pwg,main,M-pos/Hi-sib/Hf-s/G-keep,120163,10,1023,0.008514,1014,0.008439,2515,0.02093
pwg,main,M-pos/Hi-sib/Hf-s/G-degem,120163,10,1031,0.00858,1022,0.008506,2529,0.021046
pwg,main,M-pos/Hi-sib/Hf-drop/G-keep,120163,10,1023,0.008514,1014,0.008439,2515,0.02093
pwg,main,M-pos/Hi-sib/Hf-drop/G-degem,120163,10,1031,0.00858,1022,0.008506,2529,0.021046
pwg,main,M-pos/Hi-s/Hf-slot/G-keep,120163,10,1171,0.009745,1162,0.009671,2924,0.024334
pwg,main,M-pos/Hi-s/Hf-slot/G-degem,120163,10,1179,0.009812,1170,0.009738,2938,0.02445
pwg,main,M-pos/Hi-s/Hf-s/G-keep,120163,10,1171,0.009745,1162,0.009671,2924,0.024334
pwg,main,M-pos/Hi-s/Hf-s/G-degem,120163,10,1179,0.009812,1170,0.009738,2938,0.02445
pwg,main,M-pos/Hi-s/Hf-drop/G-keep,120163,10,1171,0.009745,1162,0.009671,2924,0.024334
pwg,main,M-pos/Hi-s/Hf-drop/G-degem,120163,10,1179,0.009812,1170,0.009738,2938,0.02445
pwg,main,M-nasal/Hi-pos/Hf-slot/G-keep,120163,10,527,0.004386,518,0.004311,837,0.006966
pwg,main,M-nasal/Hi-pos/Hf-slot/G-degem,120163,10,535,0.004452,526,0.004378,851,0.007082
pwg,main,M-nasal/Hi-pos/Hf-s/G-keep,120163,10,527,0.004386,518,0.004311,837,0.006966
pwg,main,M-nasal/Hi-pos/Hf-s/G-degem,120163,10,535,0.004452,526,0.004378,851,0.007082
pwg,main,M-nasal/Hi-pos/Hf-drop/G-keep,120163,10,527,0.004386,518,0.004311,837,0.006966
pwg,main,M-nasal/Hi-pos/Hf-drop/G-degem,120163,10,535,0.004452,526,0.004378,851,0.007082
pwg,main,M-nasal/Hi-sib/Hf-slot/G-keep,120163,10,387,0.003221,378,0.003146,407,0.003387
pwg,main,M-nasal/Hi-sib/Hf-slot/G-degem,120163,10,395,0.003287,386,0.003213,421,0.003504
pwg,main,M-nasal/Hi-sib/Hf-s/G-keep,120163,10,387,0.003221,378,0.003146,407,0.003387
pwg,main,M-nasal/Hi-sib/Hf-s/G-degem,120163,10,395,0.003287,386,0.003213,421,0.003504
pwg,main,M-nasal/Hi-sib/Hf-drop/G-keep,120163,10,387,0.003221,378,0.003146,407,0.003387
pwg,main,M-nasal/Hi-sib/Hf-drop/G-degem,120163,10,395,0.003287,386,0.003213,421,0.003504
pwg,main,M-nasal/Hi-s/Hf-slot/G-keep,120163,10,536,0.004461,527,0.004386,819,0.006816
pwg,main,M-nasal/Hi-s/Hf-slot/G-degem,120163,10,544,0.004527,535,0.004453,833,0.006932
pwg,main,M-nasal/Hi-s/Hf-s/G-keep,120163,10,536,0.004461,527,0.004386,819,0.006816
pwg,main,M-nasal/Hi-s/Hf-s/G-degem,120163,10,544,0.004527,535,0.004453,833,0.006932
pwg,main,M-nasal/Hi-s/Hf-drop/G-keep,120163,10,536,0.004461,527,0.004386,819,0.006816
pwg,main,M-nasal/Hi-s/Hf-drop/G-degem,120163,10,544,0.004527,535,0.004453,833,0.006932
pwg,main,M-nasal_m/Hi-pos/Hf-slot/G-keep,120163,10,1013,0.00843,1004,0.008356,2833,0.023576
pwg,main,M-nasal_m/Hi-pos/Hf-slot/G-degem,120163,10,1021,0.008497,1012,0.008423,2847,0.023693
pwg,main,M-nasal_m/Hi-pos/Hf-s/G-keep,120163,10,1013,0.00843,1004,0.008356,2833,0.023576
pwg,main,M-nasal_m/Hi-pos/Hf-s/G-degem,120163,10,1021,0.008497,1012,0.008423,2847,0.023693
pwg,main,M-nasal_m/Hi-pos/Hf-drop/G-keep,120163,10,1013,0.00843,1004,0.008356,2833,0.023576
pwg,main,M-nasal_m/Hi-pos/Hf-drop/G-degem,120163,10,1021,0.008497,1012,0.008423,2847,0.023693
pwg,main,M-nasal_m/Hi-sib/Hf-slot/G-keep,120163,10,873,0.007265,864,0.007191,2411,0.020064
pwg,main,M-nasal_m/Hi-sib/Hf-slot/G-degem,120163,10,881,0.007332,872,0.007257,2425,0.020181
pwg,main,M-nasal_m/Hi-sib/Hf-s/G-keep,120163,10,873,0.007265,864,0.007191,2411,0.020064
pwg,main,M-nasal_m/Hi-sib/Hf-s/G-degem,120163,10,881,0.007332,872,0.007257,2425,0.020181
pwg,main,M-nasal_m/Hi-sib/Hf-drop/G-keep,120163,10,873,0.007265,864,0.007191,2411,0.020064
pwg,main,M-nasal_m/Hi-sib/Hf-drop/G-degem,120163,10,881,0.007332,872,0.007257,2425,0.020181
pwg,main,M-nasal_m/Hi-s/Hf-slot/G-keep,120163,10,1013,0.00843,1004,0.008356,2819,0.02346
pwg,main,M-nasal_m/Hi-s/Hf-slot/G-degem,120163,10,1021,0.008497,1012,0.008423,2833,0.023576
pwg,main,M-nasal_m/Hi-s/Hf-s/G-keep,120163,10,1013,0.00843,1004,0.008356,2819,0.02346
pwg,main,M-nasal_m/Hi-s/Hf-s/G-degem,120163,10,1021,0.008497,1012,0.008423,2833,0.023576
pwg,main,M-nasal_m/Hi-s/Hf-drop/G-keep,120163,10,1013,0.00843,1004,0.008356,2819,0.02346
pwg,main,M-nasal_m/Hi-s/Hf-drop/G-degem,120163,10,1021,0.008497,1012,0.008423,2833,0.023576
pwg,main,M-m/Hi-pos/Hf-slot/G-keep,120163,10,1455,0.012109,1446,0.012035,4207,0.035011
pwg,main,M-m/Hi-pos/Hf-slot/G-degem,120163,10,1463,0.012175,1454,0.012101,4221,0.035127
pwg,main,M-m/Hi-pos/Hf-s/G-keep,120163,10,1455,0.012109,1446,0.012035,4207,0.035011
pwg,main,M-m/Hi-pos/Hf-s/G-degem,120163,10,1463,0.012175,1454,0.012101,4221,0.035127
pwg,main,M-m/Hi-pos/Hf-drop/G-keep,120163,10,1455,0.012109,1446,0.012035,4207,0.035011
pwg,main,M-m/Hi-pos/Hf-drop/G-degem,120163,10,1463,0.012175,1454,0.012101,4221,0.035127
pwg,main,M-m/Hi-sib/Hf-slot/G-keep,120163,10,1316,0.010952,1307,0.010878,3800,0.031624
pwg,main,M-m/Hi-sib/Hf-slot/G-degem,120163,10,1324,0.011018,1315,0.010944,3814,0.03174
pwg,main,M-m/Hi-sib/Hf-s/G-keep,120163,10,1316,0.010952,1307,0.010878,3800,0.031624
pwg,main,M-m/Hi-sib/Hf-s/G-degem,120163,10,1324,0.011018,1315,0.010944,3814,0.03174
pwg,main,M-m/Hi-sib/Hf-drop/G-keep,120163,10,1316,0.010952,1307,0.010878,3800,0.031624
pwg,main,M-m/Hi-sib/Hf-drop/G-degem,120163,10,1324,0.011018,1315,0.010944,3814,0.03174
pwg,main,M-m/Hi-s/Hf-slot/G-keep,120163,10,1455,0.012109,1446,0.012035,4206,0.035002
pwg,main,M-m/Hi-s/Hf-slot/G-degem,120163,10,1463,0.012175,1454,0.012101,4220,0.035119
pwg,main,M-m/Hi-s/Hf-s/G-keep,120163,10,1455,0.012109,1446,0.012035,4206,0.035002
pwg,main,M-m/Hi-s/Hf-s/G-degem,120163,10,1463,0.012175,1454,0.012101,4220,0.035119
pwg,main,M-m/Hi-s/Hf-drop/G-keep,120163,10,1455,0.012109,1446,0.012035,4206,0.035002
pwg,main,M-m/Hi-s/Hf-drop/G-degem,120163,10,1463,0.012175,1454,0.012101,4220,0.035119
pwg,main,ascii,120163,66,44401,0.369509,44336,0.369168,104510,0.869735
pwg,main,roman,120163,2474,39038,0.324878,36565,0.310692,60772,0.505746
pw,all,M-pos/Hi-pos/Hf-slot/G-keep,166476,9,3003,0.018039,2995,0.017992,5820,0.03496
pw,all,M-pos/Hi-pos/Hf-slot/G-degem,166476,9,3012,0.018093,3004,0.018046,5841,0.035086
pw,all,M-pos/Hi-pos/Hf-s/G-keep,166476,9,3003,0.018039,2995,0.017992,5820,0.03496
pw,all,M-pos/Hi-pos/Hf-s/G-degem,166476,9,3012,0.018093,3004,0.018046,5841,0.035086
pw,all,M-pos/Hi-pos/Hf-drop/G-keep,166476,9,3003,0.018039,2995,0.017992,5820,0.03496
pw,all,M-pos/Hi-pos/Hf-drop/G-degem,166476,9,3012,0.018093,3004,0.018046,5841,0.035086
pw,all,M-pos/Hi-sib/Hf-slot/G-keep,166476,9,2785,0.016729,2777,0.016682,5187,0.031158
pw,all,M-pos/Hi-sib/Hf-slot/G-degem,166476,9,2794,0.016783,2786,0.016736,5208,0.031284
pw,all,M-pos/Hi-sib/Hf-s/G-keep,166476,9,2785,0.016729,2777,0.016682,5187,0.031158
pw,all,M-pos/Hi-sib/Hf-s/G-degem,166476,9,2794,0.016783,2786,0.016736,5208,0.031284
pw,all,M-pos/Hi-sib/Hf-drop/G-keep,166476,9,2785,0.016729,2777,0.016682,5187,0.031158
pw,all,M-pos/Hi-sib/Hf-drop/G-degem,166476,9,2794,0.016783,2786,0.016736,5208,0.031284
pw,all,M-pos/Hi-s/Hf-slot/G-keep,166476,9,2999,0.018015,2991,0.017968,5824,0.034984
pw,all,M-pos/Hi-s/Hf-slot/G-degem,166476,9,3008,0.018069,3000,0.018022,5845,0.03511
pw,all,M-pos/Hi-s/Hf-s/G-keep,166476,9,2999,0.018015,2991,0.017968,5824,0.034984
pw,all,M-pos/Hi-s/Hf-s/G-degem,166476,9,3008,0.018069,3000,0.018022,5845,0.03511
pw,all,M-pos/Hi-s/Hf-drop/G-keep,166476,9,2999,0.018015,2991,0.017968,5824,0.034984
pw,all,M-pos/Hi-s/Hf-drop/G-degem,166476,9,3008,0.018069,3000,0.018022,5845,0.03511
pw,all,M-nasal/Hi-pos/Hf-slot/G-keep,166476,9,2180,0.013095,2172,0.013048,2664,0.016002
pw,all,M-nasal/Hi-pos/Hf-slot/G-degem,166476,9,2189,0.013149,2181,0.013102,2685,0.016128
pw,all,M-nasal/Hi-pos/Hf-s/G-keep,166476,9,2180,0.013095,2172,0.013048,2664,0.016002
pw,all,M-nasal/Hi-pos/Hf-s/G-degem,166476,9,2189,0.013149,2181,0.013102,2685,0.016128
pw,all,M-nasal/Hi-pos/Hf-drop/G-keep,166476,9,2180,0.013095,2172,0.013048,2664,0.016002
pw,all,M-nasal/Hi-pos/Hf-drop/G-degem,166476,9,2189,0.013149,2181,0.013102,2685,0.016128
pw,all,M-nasal/Hi-sib/Hf-slot/G-keep,166476,9,1960,0.011774,1952,0.011726,2004,0.012038
pw,all,M-nasal/Hi-sib/Hf-slot/G-degem,166476,9,1969,0.011828,1961,0.01178,2025,0.012164
pw,all,M-nasal/Hi-sib/Hf-s/G-keep,166476,9,1960,0.011774,1952,0.011726,2004,0.012038
