dict,L,k1,is_verbal,n_subentries,subentry_categories,n_caus,n_pass,n_desid,n_intens,n_den,n_periphr,n_comp,n_dash_segments,max_depth,total_chars_subentries
pw,75792,banDu,0,3,comp,0,0,0,0,0,0,3,16,1,1121
pw,75816,banDura,0,1,comp,0,0,0,0,0,0,1,21,1,907
pw,75822,banDU,0,1,comp,0,0,0,0,0,0,1,6,1,219
pw,75887,barh,1,4,"caus,pass",3,1,0,0,0,0,0,19,1,1411
pw,75888,barh,1,11,"caus,intens,comp",8,0,0,1,0,0,2,17,1,1771
pw,75939,bal,1,1,intens,0,0,0,1,0,0,0,0,1,44
pw,75941,bala,0,2,comp,0,0,0,0,0,0,2,10,1,818
pw,76011,balasUdana,0,1,comp,0,0,0,0,0,0,1,3,1,155
pw,76033,balAtkfta,0,1,comp,0,0,0,0,0,0,1,1,1,29
pw,76059,balAhaka,0,1,comp,0,0,0,0,0,0,1,13,1,554
pw,76062,bali,0,1,comp,0,0,0,0,0,0,1,9,1,838
pw,76164,bahala,0,1,comp,0,0,0,0,0,0,1,10,1,289
pw,76174,bahirargala,0,1,comp,0,0,0,0,0,0,1,0,1,69
pw,76199,bahirmuKa,0,1,comp,0,0,0,0,0,0,1,7,1,283
pw,76248,bahis,0,4,comp,0,0,0,0,0,0,4,7,1,900
pw,76257,bahu,0,1,comp,0,0,0,0,0,0,1,10,1,122
pw,76406,bahubIja,0,1,comp,0,0,0,0,0,0,1,0,1,64
pw,76468,bahula,0,1,comp,0,0,0,0,0,0,1,32,1,1337
pw,76474,bahulatva,0,1,comp,0,0,0,0,0,0,1,2,1,37
pw,76652,bAD,1,9,"caus,pass,desid,intens",2,1,3,3,0,0,0,62,1,3292
pw,76654,bADa,0,1,comp,0,0,0,0,0,0,1,9,1,202
pw,76672,bADya,0,1,comp,0,0,0,0,0,0,1,7,1,342
pw,76680,bAnDava,0,1,comp,0,0,0,0,0,0,1,4,1,391
pw,76857,bAzpa,0,1,comp,0,0,0,0,0,0,1,6,1,345
pw,76858,bAzpaka,0,1,comp,0,0,0,0,0,0,1,4,1,235
pw,76886,bAhuka,0,1,comp,0,0,0,0,0,0,1,13,1,638
pw,76915,bAhubanDana,0,1,comp,0,0,0,0,0,0,1,0,1,105
pw,76963,bAhya,0,4,comp,0,0,0,0,0,0,4,18,1,1718
pw,77012,binduka,0,1,comp,0,0,0,0,0,0,1,4,1,65
pw,77050,bimba,0,1,comp,0,0,0,0,0,0,1,17,1,966
pw,77072,bila,0,1,comp,0,0,0,0,0,0,1,7,1,387
pw,77123,bisa,0,1,comp,0,0,0,0,0,0,1,1,1,153
pw,77144,bIja,0,2,comp,0,0,0,0,0,0,2,11,1,793
pw,77201,bIjin,0,1,comp,0,0,0,0,0,0,1,7,1,261
pw,77205,bIjya,0,1,comp,0,0,0,0,0,0,1,2,1,86
pw,77211,bIBartsita,1,1,desid,0,0,1,0,0,0,0,0,1,30
pw,77279,budDi,0,3,comp,0,0,0,0,0,0,3,13,1,753
pw,77332,budbuda,0,1,comp,0,0,0,0,0,0,1,7,1,470
pw,77335,buD,1,17,"caus,desid,intens",13,0,3,1,0,0,0,142,1,7456
pw,77365,buBukzA,0,1,comp,0,0,0,0,0,0,1,2,1,110
pw,77368,buBukzu,0,1,comp,0,0,0,0,0,0,1,3,1,164
pw,77369,buButsA,0,1,comp,0,0,0,0,0,0,1,0,1,74
pw,77371,buButsu,0,1,comp,0,0,0,0,0,0,1,3,1,182
pw,77374,buBUzaka,0,1,comp,0,0,0,0,0,0,1,0,1,46
pw,77443,bfhatIka,0,1,comp,0,0,0,0,0,0,1,0,1,39
pw,77653,beBiditavya,1,2,"pass,intens",0,1,0,1,0,0,0,0,1,63
pw,77702,boDaka,0,2,comp,0,0,0,0,0,0,2,7,1,393
pw,77780,brahmaka,0,1,comp,0,0,0,0,0,0,1,0,1,79
pw,78189,brahmAsana,0,1,comp,0,0,0,0,0,0,1,2,1,70
pw,78284,brAhmaRIka,0,1,comp,0,0,0,0,0,0,1,0,1,79
pw,78307,brU,1,1,caus,1,0,0,0,0,0,0,62,1,1134
pw,78310,Ba,0,1,comp,0,0,0,0,0,0,1,8,1,201
pw,78349,Bakti,0,2,comp,0,0,0,0,0,0,2,14,1,342
pw,78359,BaktiBAj,0,1,comp,0,0,0,0,0,0,1,3,1,110
pw,78361,Baktimant,0,1,comp,0,0,0,0,0,0,1,3,1,99
pw,78380,Bakz,1,6,"caus,desid",5,0,1,0,0,0,0,21,1,1101
pw,78381,Bakza,0,1,comp,0,0,0,0,0,0,1,4,1,139
pw,78382,Bakzaka,0,1,comp,0,0,0,0,0,0,1,5,1,223
pw,78399,Bakzin,0,1,comp,0,0,0,0,0,0,1,0,1,86
pw,78408,Baga,0,2,comp,0,0,0,0,0,0,2,17,1,773
pw,78511,BaNga,0,1,comp,0,0,0,0,0,0,1,27,1,490
pw,78522,BaNgi,0,1,comp,0,0,0,0,0,0,1,12,1,297
pw,78541,Baj,1,13,"caus,pass,comp",6,1,0,0,0,0,6,101,1,7114
pw,78554,Bajya,1,1,pass,0,1,0,0,0,0,0,0,1,28
pw,78555,BaYj,1,5,"pass,intens,comp",0,3,0,1,0,0,1,41,1,3943
pw,78557,BaYjaka,0,1,comp,0,0,0,0,0,0,1,2,1,44
pw,78558,BaYjana,0,1,comp,0,0,0,0,0,0,1,10,1,535
pw,78566,Baw,1,1,caus,1,0,0,0,0,0,0,1,1,41
pw,78620,BaR,1,1,caus,1,0,0,0,0,0,0,6,1,95
pw,78728,Badramusta,0,1,comp,0,0,0,0,0,0,1,0,1,32
pw,78811,Band,1,1,caus,1,0,0,0,0,0,0,2,1,43
pw,78830,Baya,0,5,comp,0,0,0,0,0,0,5,11,1,1065
pw,78833,BayaMkara,0,1,comp,0,0,0,0,0,0,1,8,1,400
pw,78839,Bayada,0,1,comp,0,0,0,0,0,0,1,0,1,28
pw,78857,BayApaha,0,1,comp,0,0,0,0,0,0,1,2,1,155
pw,78860,BayAvaha,0,1,comp,0,0,0,0,0,0,1,2,1,99
pw,78864,Bar,1,13,"caus,pass,desid,intens,comp",2,1,1,2,0,0,7,128,1,8695
pw,78866,Bara,0,2,comp,0,0,0,0,0,0,2,11,1,843
pw,78872,BaraRa,0,1,comp,0,0,0,0,0,0,1,10,1,226
pw,78920,Barita,0,1,comp,0,0,0,0,0,0,1,1,1,29
pw,78947,Bartar,0,1,comp,0,0,0,0,0,0,1,5,1,300
pw,78950,Bartfka,0,1,comp,0,0,0,0,0,0,1,0,1,105
pw,78991,Bal,1,1,caus,1,0,0,0,0,0,0,5,1,527
pw,79022,Bava,0,2,comp,0,0,0,0,0,0,2,15,1,1590
pw,79023,Bavaka,0,1,comp,0,0,0,0,0,0,1,2,1,155
pw,79044,Bavana,0,1,comp,0,0,0,0,0,0,1,8,1,436
pw,79068,BavaBAvana,0,1,comp,0,0,0,0,0,0,1,2,1,73
pw,79072,BavaBoga,0,1,comp,0,0,0,0,0,0,1,0,1,17
pw,79134,BavizRu,0,1,comp,0,0,0,0,0,0,1,3,1,121
pw,79227,BasmAlAbuka,0,1,comp,0,0,0,0,0,0,1,0,1,160
pw,79254,BAga,0,2,comp,0,0,0,0,0,0,2,11,1,1035
pw,79256,BAgaka,0,1,comp,0,0,0,0,0,0,1,0,1,58
pw,79295,BAgin,0,1,comp,0,0,0,0,0,0,1,4,1,228
pw,79306,BAgya,0,1,comp,0,0,0,0,0,0,1,7,1,265
pw,79326,BAj,0,1,comp,0,0,0,0,0,0,1,8,1,574
pw,79329,BAjana,0,5,comp,0,0,0,0,0,0,5,12,1,934
pw,79351,BARqa,0,1,comp,0,0,0,0,0,0,1,12,1,565
pw,79352,BARqaka,0,1,comp,0,0,0,0,0,0,1,6,1,154
pw,79431,BAm,1,1,intens,0,0,0,1,0,0,0,0,1,32
pw,79443,BAra,0,2,comp,0,0,0,0,0,0,2,8,1,640
pw,79444,BAraka,0,1,comp,0,0,0,0,0,0,1,2,1,22
pw,79500,BArin,0,1,comp,0,0,0,0,0,0,1,0,1,58
pw,79535,BAryaka,0,1,comp,0,0,0,0,0,0,1,0,1,46
pw,79577,BAva,0,4,comp,0,0,0,0,0,0,4,24,1,2650
pw,79578,BAvaka,0,2,comp,0,0,0,0,0,0,2,11,1,547
pw,79595,BAvana,0,1,comp,0,0,0,0,0,0,1,23,1,38
pw,79617,BAvay,1,1,caus,1,0,0,0,0,0,0,2,1,119
pw,79663,BAvita,1,1,caus,1,0,0,0,0,0,0,2,1,164
pw,79670,BAvitva,0,1,comp,0,0,0,0,0,0,1,5,1,87
pw,79671,BAvin,0,4,comp,0,0,0,0,0,0,4,18,1,1076
pw,79673,BAvuka,0,1,comp,0,0,0,0,0,0,1,8,1,374
pw,79680,BAz,1,4,"caus,pass",3,1,0,0,0,0,0,93,1,4878
pw,79684,BAzaRa,0,1,comp,0,0,0,0,0,0,1,3,1,260
pw,79697,BAzitar,0,1,comp,0,0,0,0,0,0,1,0,1,15
pw,79699,BAzin,0,1,comp,0,0,0,0,0,0,1,0,1,50
pw,79706,BAs,1,8,caus,8,0,0,0,0,0,0,40,1,2167
pw,79723,BAsura,0,1,comp,0,0,0,0,0,0,1,8,1,252
pw,79726,BAskara,0,1,comp,0,0,0,0,0,0,1,12,1,484
pw,79756,Bikz,1,1,caus,1,0,0,0,0,0,0,1,1,73
pw,79758,BikzA,0,1,comp,0,0,0,0,0,0,1,4,1,117
pw,79800,Bitti,0,1,comp,0,0,0,0,0,0,1,5,1,131
pw,79801,Bittika,0,1,comp,0,0,0,0,0,0,1,6,1,320
pw,79806,Bid,1,34,"caus,pass,desid,intens,comp",4,22,2,2,0,0,4,110,1,9030
pw,79807,Bid,0,1,comp,0,0,0,0,0,0,1,7,1,339
pw,79812,Bidura,0,1,comp,0,0,0,0,0,0,1,10,1,338
pw,79838,Binnatva,0,1,comp,0,0,0,0,0,0,1,0,1,29
pw,79872,Billa,0,1,comp,0,0,0,0,0,0,1,4,1,291
pw,79892,Bizay,1,1,caus,1,0,0,0,0,0,0,0,1,15
pw,79902,BI,1,6,"caus,intens,comp",3,0,0,1,0,0,2,13,1,1016
pw,79903,BI,0,1,comp,0,0,0,0,0,0,1,1,1,29
pw,79904,BIkara,0,1,comp,0,0,0,0,0,0,1,1,1,29
pw,79911,BIti,0,1,comp,0,0,0,0,0,0,1,3,1,114
pw,79979,BIru,0,1,comp,0,0,0,0,0,0,1,16,1,843
pw,79980,BIruka,0,1,comp,0,0,0,0,0,0,1,7,1,241
pw,79984,BIrutA,0,1,comp,0,0,0,0,0,0,1,1,1,29
pw,79994,BIluka,0,1,comp,0,0,0,0,0,0,1,2,1,69
pw,79998,BIzaRa,0,2,comp,0,0,0,0,0,0,2,12,1,788
pw,80002,BIzay,1,1,caus,1,0,0,0,0,0,0,0,1,41
pw,80024,Bukta,0,1,comp,0,0,0,0,0,0,1,7,1,115
pw,80049,Buj,1,2,pass,0,2,0,0,0,0,0,19,1,1433
pw,80051,Buj,1,5,"caus,desid,intens",3,0,1,1,0,0,0,52,1,3371
pw,80052,Buj,0,1,comp,0,0,0,0,0,0,1,6,1,346
pw,80053,Buja,0,1,comp,0,0,0,0,0,0,1,9,1,370
pw,80055,Bujaga,0,1,comp,0,0,0,0,0,0,1,5,1,343
pw,80110,BujAgra,0,1,comp,0,0,0,0,0,0,1,2,1,98
pw,80119,BujAlatA,0,1,comp,0,0,0,0,0,0,1,0,1,83
pw,80140,Bur,1,3,intens,0,0,0,3,0,0,0,3,1,255
pw,80202,BU,1,43,"caus,pass,desid,intens,comp",19,3,8,4,0,0,9,301,1,21964
pw,80203,BU,0,1,comp,0,0,0,0,0,0,1,15,1,1101
pw,80240,BUta,0,4,comp,0,0,0,0,0,0,4,32,1,2063
pw,80435,BUDara,0,1,comp,0,0,0,0,0,0,1,9,1,345
pw,80475,BUprakampa,0,1,comp,0,0,0,0,0,0,1,0,1,55
pw,80486,BUma,0,1,comp,0,0,0,0,0,0,1,2,1,16
pw,80490,BUman,0,1,comp,0,0,0,0,0,0,1,5,1,215
pw,80498,BUmi,0,1,comp,0,0,0,0,0,0,1,16,1,544
pw,80503,BUmikA,0,2,comp,0,0,0,0,0,0,2,7,1,367
pw,80524,BUmitala,0,1,comp,0,0,0,0,0,0,1,0,1,73
pw,80541,BUmipAla,0,1,comp,0,0,0,0,0,0,1,0,1,59
pw,80594,BUyaMs,0,1,comp,0,0,0,0,0,0,1,22,1,683
pw,80605,BUyizWa,1,2,"pass,comp",0,1,0,0,0,0,1,17,1,676
pw,80703,BUloka,0,1,comp,0,0,0,0,0,0,1,0,1,128
pw,80715,BUz,1,5,caus,5,0,0,0,0,0,0,27,1,1472
pw,80716,BUzaRa,0,2,comp,0,0,0,0,0,0,2,5,1,427
pw,80780,BfNgaka,0,1,comp,0,0,0,0,0,0,1,2,1,101
pw,80870,Beda,0,2,comp,0,0,0,0,0,0,2,29,1,1662
pw,80872,Bedakara,0,2,comp,0,0,0,0,0,0,2,4,1,171
pw,80900,BerIka,0,1,comp,0,0,0,0,0,0,1,0,1,34
pw,80914,Bezaja,0,1,comp,0,0,0,0,0,0,1,6,1,120
pw,80922,BEkzaka,0,1,comp,0,0,0,0,0,0,1,0,1,45
pw,80992,Boga,0,1,comp,0,0,0,0,0,0,1,16,1,1013
pw,81034,Bogin,0,1,comp,0,0,0,0,0,0,1,12,1,631
pw,81038,BogIna,0,1,comp,0,0,0,0,0,0,1,0,1,15
pw,81055,Bojana,0,1,comp,0,0,0,0,0,0,1,14,1,508
pw,81129,BOma,0,2,comp,0,0,0,0,0,0,2,20,1,89
pw,81159,BraMS,1,14,"caus,intens,comp",5,0,0,1,0,0,8,69,1,4314
pw,81161,BraMSa,0,3,comp,0,0,0,0,0,0,3,9,1,375
pw,81165,BraMSin,0,1,comp,0,0,0,0,0,0,1,3,1,220
pw,81174,Brajj,1,5,"caus,desid,intens",3,0,1,1,0,0,0,7,1,626
pw,81180,Bram,1,7,"caus,pass,intens",5,1,0,1,0,0,0,74,1,3730
pw,81181,Brama,0,2,comp,0,0,0,0,0,0,2,12,1,719
pw,81183,BramaRa,0,1,comp,0,0,0,0,0,0,1,13,1,758
pw,81187,Bramara,0,1,comp,0,0,0,0,0,0,1,16,1,806
pw,81189,BramarakaBrAmam,1,1,caus,1,0,0,0,0,0,0,0,1,86
pw,81222,BrAj,1,2,caus,2,0,0,0,0,0,0,10,1,456
pw,81247,BrAtfka,0,1,comp,0,0,0,0,0,0,1,0,1,65
pw,81279,BrAnti,0,1,comp,0,0,0,0,0,0,1,6,1,282
pw,81289,BrAS,1,1,caus,1,0,0,0,0,0,0,1,1,62
pw,81310,Bruva,0,1,comp,0,0,0,0,0,0,1,0,1,20
pw,81311,BrU,0,1,comp,0,0,0,0,0,0,1,0,1,77
pw,81312,BrUka,0,1,comp,0,0,0,0,0,0,1,0,1,84
pw,81326,BrUBaNga,0,1,comp,0,0,0,0,0,0,1,0,1,71
pw,81348,maMh,1,1,caus,1,0,0,0,0,0,0,4,1,145
pw,81503,maNgala,0,1,comp,0,0,0,0,0,0,1,19,1,1548
pw,81590,majj,1,11,"caus,desid,comp",4,0,1,0,0,0,6,58,1,2886
pw,81652,maYjIra,0,1,comp,0,0,0,0,0,0,1,6,1,386
pw,81669,maYjuBAzin,0,1,comp,0,0,0,0,0,0,1,2,1,98
pw,81716,maRika,0,1,comp,0,0,0,0,0,0,1,2,1,152
pw,81845,maRq,1,1,caus,1,0,0,0,0,0,0,6,1,405
pw,81846,maRqa,0,1,comp,0,0,0,0,0,0,1,13,1,745
pw,81847,maRqaka,0,1,comp,0,0,0,0,0,0,1,5,1,360
pw,81850,maRqana,0,1,comp,0,0,0,0,0,0,1,6,1,155
pw,81854,maRqapa,0,1,comp,0,0,0,0,0,0,1,7,1,281
pw,81863,maRqala,0,1,comp,0,0,0,0,0,0,1,25,1,2121
pw,81898,maRqita,1,1,caus,1,0,0,0,0,0,0,2,1,117
pw,81904,maRqUka,0,1,comp,0,0,0,0,0,0,1,16,1,870
pw,81917,mat,0,1,comp,0,0,0,0,0,0,1,0,1,56
pw,81932,matallikA,0,1,comp,0,0,0,0,0,0,1,2,1,129
pw,81939,mati,0,1,comp,0,0,0,0,0,0,1,13,1,1448
pw,82012,matsara,0,2,comp,0,0,0,0,0,0,2,15,1,529
pw,82014,matsarin,0,1,comp,0,0,0,0,0,0,1,4,1,102
pw,82017,matsya,0,1,comp,0,0,0,0,0,0,1,14,1,777
pw,82071,maT,1,6,"caus,pass,comp",4,1,0,0,0,0,1,66,1,4368
pw,82097,mad,1,6,"caus,comp",5,0,0,0,0,0,1,64,1,3707
pw,82099,mad,1,1,caus,1,0,0,0,0,0,0,3,1,126
pw,82100,mada,0,3,comp,0,0,0,0,0,0,3,22,1,1242
pw,82119,madana,0,1,comp,0,0,0,0,0,0,1,24,1,1350
pw,82321,maDuka,0,1,comp,0,0,0,0,0,0,1,16,1,1044
pw,82518,maDulih,0,1,comp,0,0,0,0,0,0,1,3,1,93
pw,82602,maDya,0,5,comp,0,0,0,0,0,0,5,24,1,1302
pw,82605,maDyaga,0,1,comp,0,0,0,0,0,0,1,0,1,15
pw,82606,maDyagata,0,1,comp,0,0,0,0,0,0,1,2,1,138
pw,82613,maDyatas,0,1,comp,0,0,0,0,0,0,1,3,1,145
pw,82619,maDyadeSa,0,1,comp,0,0,0,0,0,0,1,4,1,221
pw,82633,maDyaBAga,0,1,comp,0,0,0,0,0,0,1,2,1,186
pw,82635,maDyama,0,1,comp,0,0,0,0,0,0,1,31,1,631
pw,82694,maDyasTa,0,1,comp,0,0,0,0,0,0,1,8,1,461
pw,82696,maDyasTala,0,1,comp,0,0,0,0,0,0,1,0,1,52
pw,82767,man,1,18,"caus,desid,comp",9,0,5,0,0,0,4,127,1,7979
pw,82769,mana,0,1,comp,0,0,0,0,0,0,1,4,1,28
pw,82793,manaHSila,0,1,comp,0,0,0,0,0,0,1,0,1,41
pw,82796,manas,0,1,comp,0,0,0,0,0,0,1,9,1,302
pw,82797,manasa,0,2,comp,0,0,0,0,0,0,2,5,1,112
pw,82811,manaska,0,1,comp,0,0,0,0,0,0,1,2,1,113
pw,82820,manaspApa,0,1,comp,0,0,0,0,0,0,1,0,1,107
pw,82841,manAk,1,1,pass,0,1,0,0,0,0,0,6,1,294
pw,82994,manoBava,0,1,comp,0,0,0,0,0,0,1,5,1,143
pw,83011,manoraTa,0,1,comp,0,0,0,0,0,0,1,7,1,411
pw,83020,manoraTasidDi,0,1,comp,0,0,0,0,0,0,1,0,1,29
pw,83063,mantra,0,1,comp,0,0,0,0,0,0,1,5,1,567
pw,83181,mantrika,0,1,comp,0,0,0,0,0,0,1,0,1,63
pw,83207,manTara,0,1,comp,0,0,0,0,0,0,1,18,1,734
pw,83234,manda,0,1,comp,0,0,0,0,0,0,1,25,1,1676
pw,83281,mandayaDyE,1,1,caus,1,0,0,0,0,0,0,0,1,72
pw,83377,manmaTa,0,1,comp,0,0,0,0,0,0,1,6,1,311
pw,83398,manya,0,1,comp,0,0,0,0,0,0,1,5,1,186
pw,83514,mar,1,6,"caus,pass,desid,intens",3,1,1,1,0,0,0,20,1,1256
pw,83515,mar,1,1,pass,0,1,0,0,0,0,0,10,1,454
pw,83523,maraRa,0,1,comp,0,0,0,0,0,0,1,6,1,304
pw,83524,maraRaDarman,1,1,caus,1,0,0,0,0,0,0,0,1,94
pw,83554,marIcimant,0,1,comp,0,0,0,0,0,0,1,3,1,86
pw,83557,marImfja,1,1,intens,0,0,0,1,0,0,0,0,1,31
pw,83598,marudgaRa,0,1,comp,0,0,0,0,0,0,1,1,1,94
pw,83663,marj,1,5,"pass,intens",0,2,0,3,0,0,0,89,1,5713
pw,83693,mard,1,11,"caus,pass,intens,comp",7,1,0,1,0,0,2,70,1,3297
pw,83694,marda,0,1,comp,0,0,0,0,0,0,1,5,1,351
pw,83696,mardana,0,1,comp,0,0,0,0,0,0,1,9,1,616
pw,83700,mardin,0,1,comp,0,0,0,0,0,0,1,2,1,182
pw,83712,marmajYa,0,1,comp,0,0,0,0,0,0,1,3,1,54
pw,83748,maryAda,0,1,comp,0,0,0,0,0,0,1,13,1,706
pw,83763,marS,1,11,"caus,pass,intens",6,1,0,4,0,0,0,79,1,4567
pw,83766,marz,1,4,"caus,intens",3,0,0,1,0,0,0,23,1,1618
pw,83768,marzaRa,0,1,comp,0,0,0,0,0,0,1,2,1,97
pw,83773,mala,0,1,comp,0,0,0,0,0,0,1,11,1,470
pw,83888,mallaka,0,1,comp,0,0,0,0,0,0,1,14,1,265
pw,83955,mav,1,1,intens,0,0,0,1,0,0,0,1,1,91
pw,83973,mazam,1,1,caus,1,0,0,0,0,0,0,0,1,33
pw,84045,mah,0,1,comp,0,0,0,0,0,0,1,13,1,597
pw,84084,mahant,0,2,comp,0,0,0,0,0,0,2,27,1,2418
pw,84118,mahA,0,1,comp,0,0,0,0,0,0,1,0,1,330
pw,84519,mahApaTa,0,1,comp,0,0,0,0,0,0,1,10,1,884
pw,84757,mahAmAtra,0,1,comp,0,0,0,0,0,0,1,6,1,254
pw,84766,mahAmAyUra,0,1,comp,0,0,0,0,0,0,1,4,1,171
pw,84865,mahAraTyA,0,1,comp,0,0,0,0,0,0,1,0,1,41
pw,85292,mahima,0,1,comp,0,0,0,0,0,0,1,2,1,162
pw,85482,mahotsava,0,1,comp,0,0,0,0,0,0,1,2,1,78
pw,85531,mA,1,1,pass,0,1,0,0,0,0,0,12,1,683
pw,85533,mA,1,21,"caus,pass,desid,intens,comp",3,5,2,1,0,0,10,130,1,8970
pw,85535,mA,1,1,intens,0,0,0,1,0,0,0,5,1,242
pw,85536,mA,1,2,desid,0,0,2,0,0,0,0,9,1,605
pw,85775,mAta,0,1,comp,0,0,0,0,0,0,1,0,1,40
pw,85777,mAtaNga,0,1,comp,0,0,0,0,0,0,1,14,1,872
pw,85804,mAtApitar,0,1,comp,0,0,0,0,0,0,1,0,1,50
pw,85833,mAtfka,0,1,comp,0,0,0,0,0,0,1,14,1,1019
pw,85901,mAtra,1,4,"pass,comp",0,1,0,0,0,0,3,54,1,2666
pw,85902,mAtraka,0,2,comp,0,0,0,0,0,0,2,5,1,370
pw,85918,mAtrika,0,1,comp,0,0,0,0,0,0,1,2,1,159
pw,86062,mAna,0,1,comp,0,0,0,0,0,0,1,9,1,598
pw,86080,mAnada,0,1,comp,0,0,0,0,0,0,1,6,1,257
pw,86137,mAnasa,0,1,comp,0,0,0,0,0,0,1,25,1,604
pw,86179,mAnita,1,1,caus,1,0,0,0,0,0,0,2,1,99
pw,86182,mAnitva,0,1,comp,0,0,0,0,0,0,1,5,1,170
pw,86183,mAnin,0,2,comp,0,0,0,0,0,0,2,23,1,1116
pw,86187,mAnuza,0,1,comp,0,0,0,0,0,0,1,14,1,520
pw,86244,mApay,1,1,caus,1,0,0,0,0,0,0,0,1,66
pw,86258,mAya,0,3,comp,0,0,0,0,0,0,3,19,1,1085
pw,86285,mAyAyantra,0,1,comp,0,0,0,0,0,0,1,1,1,50
pw,86320,mAra,0,1,comp,0,0,0,0,0,0,1,12,1,585
pw,86321,mAraka,0,1,comp,0,0,0,0,0,0,1,7,1,320
pw,86359,mAruta,0,1,comp,0,0,0,0,0,0,1,22,1,670
pw,86394,mArga,0,4,comp,0,0,0,0,0,0,4,28,1,1881
pw,86397,mArgaRa,0,1,comp,0,0,0,0,0,0,1,8,1,376
pw,86489,mArdava,0,1,comp,0,0,0,0,0,0,1,7,1,216
pw,86496,mArmika,0,1,comp,0,0,0,0,0,0,1,0,1,76
pw,86504,mAla,0,1,comp,0,0,0,0,0,0,1,23,1,37
pw,86522,mAlaBArin,0,1,comp,0,0,0,0,0,0,1,1,1,82
pw,86569,mAli,0,1,comp,0,0,0,0,0,0,1,2,1,142
pw,86572,mAlin,0,1,comp,0,0,0,0,0,0,1,24,1,1288
pw,86631,mAzya,0,1,comp,0,0,0,0,0,0,1,2,1,94
pw,86634,mAsa,0,1,comp,0,0,0,0,0,0,1,2,1,91
pw,86674,mAsika,0,1,comp,0,0,0,0,0,0,1,14,1,551
pw,86700,mAhAtmya,0,1,comp,0,0,0,0,0,0,1,0,1,102
pw,86748,mi,1,1,desid,0,0,1,0,0,0,0,22,1,1209
pw,86751,mikz,1,1,caus,1,0,0,0,0,0,0,5,1,185
pw,86796,mitra,0,1,comp,0,0,0,0,0,0,1,18,1,233
pw,86811,mitratA,0,1,comp,0,0,0,0,0,0,1,2,1,56
pw,86885,mitrya,0,1,comp,0,0,0,0,0,0,1,0,1,60
pw,86886,mits,1,1,desid,0,0,1,0,0,0,0,0,1,42
pw,86887,mits,1,1,desid,0,0,1,0,0,0,0,0,1,42
pw,86888,mits,1,1,desid,0,0,1,0,0,0,0,0,1,42
pw,86898,miTuna,0,1,comp,0,0,0,0,0,0,1,7,1,589
pw,86973,mid,1,3,"caus,pass",2,1,0,0,0,0,0,7,1,531
pw,87001,mil,1,1,caus,1,0,0,0,0,0,0,10,1,546
pw,87011,miSra,0,5,comp,0,0,0,0,0,0,5,17,1,1104
pw,87029,miSray,0,2,comp,0,0,0,0,0,0,2,10,1,941
pw,87044,miza,0,2,comp,0,0,0,0,0,0,2,0,1,403
pw,87058,mih,1,3,"caus,intens",2,0,0,1,0,0,0,15,1,737
pw,87071,mI,1,6,"caus,pass,desid,intens",2,2,1,1,0,0,0,22,1,1483
pw,87082,mIna,0,1,comp,0,0,0,0,0,0,1,5,1,272
pw,87118,mIl,1,9,caus,9,0,0,0,0,0,0,49,1,3054
pw,87134,mukuwa,0,1,comp,0,0,0,0,0,0,1,7,1,416
pw,87155,mukula,0,1,comp,0,0,0,0,0,0,1,9,1,468
pw,87240,mukti,0,2,comp,0,0,0,0,0,0,2,7,1,379
pw,87262,muKa,0,7,comp,0,0,0,0,0,0,7,26,1,1838
pw,87318,muKara,0,1,comp,0,0,0,0,0,0,1,15,1,526
pw,87391,muKya,0,2,comp,0,0,0,0,0,0,2,11,1,800
pw,87393,muKyatA,0,1,comp,0,0,0,0,0,0,1,1,1,53
pw,87422,muc,1,56,"caus,pass,desid,comp",9,23,8,0,0,0,16,202,1,17330
pw,87423,muc,0,1,comp,0,0,0,0,0,0,1,5,1,195
pw,87473,muw,1,1,caus,1,0,0,0,0,0,0,4,1,76
pw,87518,mud,1,10,"caus,desid,comp",7,0,1,0,0,0,2,30,1,2692
pw,87541,mudgaraka,0,1,comp,0,0,0,0,0,0,1,2,1,262
pw,87624,mumukzu,0,1,comp,0,0,0,0,0,0,1,7,1,188
pw,87646,muraja,0,1,comp,0,0,0,0,0,0,1,6,1,330
pw,87680,murmara,0,1,comp,0,0,0,0,0,0,1,0,1,101
pw,87690,muz,1,1,desid,0,0,1,0,0,0,0,23,1,920
pw,87763,muh,1,16,"caus,intens,comp",10,0,0,1,0,0,5,83,1,5385
pw,87779,muhUrta,0,1,comp,0,0,0,0,0,0,1,4,1,390
pw,87790,mU,1,3,"caus,desid",2,0,1,0,0,0,0,2,1,153
pw,87823,mUtra,0,1,comp,0,0,0,0,0,0,1,0,1,173
pw,87841,mUtray,1,1,intens,0,0,0,1,0,0,0,6,1,337
pw,87878,mUrC,1,6,"caus,comp",2,0,0,0,0,0,4,58,1,2187
pw,87879,mUrCana,0,3,comp,0,0,0,0,0,0,3,11,1,669
pw,87891,mUrti,0,1,comp,0,0,0,0,0,0,1,13,1,732
pw,87898,mUrtimant,0,1,comp,0,0,0,0,0,0,1,5,1,141
pw,87905,mUrDa,0,1,comp,0,0,0,0,0,0,1,0,1,39
pw,87909,mUrDaja,0,1,comp,0,0,0,0,0,0,1,4,1,129
pw,87932,mUl,1,1,caus,1,0,0,0,0,0,0,1,1,82
