dict,view,rule,kind,sensitive_to_anusvara_visarga_policy,unit_index,prev_L,prev_pc,prev_k1,prev_iast,next_L,next_pc,next_k1,next_iast
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8567,10379,0480-2,ulleKin,ullekhin,10380,0480-2,ulliNgita,ulliṅgita
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8587,10399,0481-1,uSenya,uśenya,10400,0481-1,uSatI,uśatī
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8610,10450,0483-a1,UDas,ūdhas,10451,0483-a1,UDanyam,ūdhanyam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8619,10463,0483-a2,UruH,ūruḥ,10464,0484-1,UravyaH,ūravyaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8641,10486,0485-2,Urmimat,ūrmimat,10487,0485-2,UrmikA,ūrmikā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8647,10492,0486-1,Urvya,ūrvya,10493,0486-1,UrvarA,ūrvarā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8668,10532,0487-2,fc,ṛc,10534,0488-1,fgma,ṛgma
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8703,10574,0490-1,ftAvfD,ṛtāvṛdh,10575,0490-1,ftayu,ṛtayu
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8705,10576,0490-1,ftena,ṛtena,10577,0490-1,ftiH,ṛtiḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8712,10583,0490-2,ftumat,ṛtumat,10584,0490-2,ftavya,ṛtavya
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8715,10586,0490-2,ftviya,ṛtviya,10587,0490-2,fte,ṛte
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8719,10590,0491-1,fD,ṛdh,10591,0491-1,fdDa,ṛddha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8724,10595,0491-1,fDat,ṛdhat,10596,0491-1,fDaj,ṛdhaj
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8745,10616,0492-2,fzIvan,ṛṣīvan,10617,0492-2,fzikaH,ṛṣikaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8760,10654,0499-1,ekIBU,ekībhū,10655,0499-1,ekIBAvaH,ekībhāvaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8771,10672,0499-2,enI,enī,10673,0499-2,etagva,etagva
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8775,10676,0499-2,etiH,etiḥ,10677,0499-2,etad,etad
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8803,10710,0501-1,elIkA,elīkā,10711,0501-1,elAyati,elāyati
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,1,8865,10784,0503-2,EdaMparyam,aidaṃparyam,10785,0503-2,EdaMyugIna,aidaṃyugīna
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8892,10811,0504-2,Elavila,ailavila,10812,0504-2,ElavaH,ailavaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8915,10834,0505-a1,okya,okya,10835,0505-a1,okaRaH,okaṇaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8968,10892,0508-1,OkTikyam,aukthikyam,10893,0508-1,OkTam,auktham
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8976,10900,0508-1,Occyam,auccyam,10901,0508-1,OccEHSravasaH,auccaiḥśravasaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,8991,10915,0508-2,Otkyam,autkyam,10916,0508-2,Otkarzyam,autkarṣyam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9057,10981,0510-2,OpanAyika,aupanāyika,10982,0510-2,OpanAyanika,aupanāyanika
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9098,11022,0511-2,OpasTyam,aupasthyam,11023,0511-2,OpasTika,aupasthika
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9126,11051,0512-2,OlAnam,aulānam,11052,0512-2,OrvaSeyaH,aurvaśeyaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9145,11070,0513-2,Ozasya,auṣasya,11071,0513-2,Ozasika,auṣasika
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,1,9158,11083,0514-1,kambUlam,kambūlam,11084,0514-1,kaMSaH,kaṃśaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9165,11118,0516-1,kakzIkfta,kakṣīkṛta,11119,0516-1,kakzAyate,kakṣāyate
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9177,11150,0517-2,kacAkaci,kacākaci,11151,0517-2,kacaNganam,kacaṅganam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9190,11163,0518-1,kacCowikA,kacchoṭikā,11164,0518-1,kacCuH,kacchuḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9228,11280,0522-1,kaRitam,kaṇitam,11281,0522-1,kaRaH,kaṇaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9234,11286,0522-2,kaRIka,kaṇīka,11287,0522-2,kaRapaH,kaṇapaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9246,11322,0524-2,kaRqita,kaṇḍita,11323,0524-2,kaRqarA,kaṇḍarā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9262,11338,0525-1,kaRqvoGaH,kaṇḍvoghaḥ,11339,0525-1,kaRqolaH,kaṇḍolaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9280,11356,0525-2,katiSas,katiśas,11357,0525-2,katamAlaH,katamālaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9288,11376,0526-2,kaTIkf,kathīkṛ,11378,0526-2,kaTam,katham
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,1,9289,11378,0526-2,kaTam,katham,11379,0527-1,kaTaMtA,kathaṃtā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9292,11381,0527-1,kadanam,kadanam,11382,0527-1,kad,kad
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9321,11449,0530-1,kanyA,kanyā,11450,0530-1,kanyakA,kanyakā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9329,11488,0532-1,kaPin,kaphin,11489,0532-1,kaPaRiH,kaphaṇiḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9374,11570,0536-2,karin,karin,11571,0536-2,kariRI,kariṇī
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9377,11573,0537-1,karIrikA,karīrikā,11574,0537-1,karIrakam,karīrakam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9413,11667,0541-1,karman,karman,11668,0543-1,karmaWa,karmaṭha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9417,11671,0543-1,karmizWa,karmiṣṭha,11672,0543-1,karmandin,karmandin
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9438,11697,0544-2,kalita,kalita,11698,0544-2,kalakaH,kalakaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9463,11722,0546-1,kalikA,kalikā,11723,0546-1,kalANkuraH,kalāṅkuraḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9473,11732,0546-2,kalAmbiH,kalāmbiḥ,11733,0546-2,kalAmakaH,kalāmakaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9517,11780,0549-2,kahlAram,kahlāram,11781,0549-2,kav,kav
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9524,11824,0551-1,kazARaH,kaṣāṇaḥ,11825,0551-1,kazAkuH,kaṣākuḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9528,11828,0551-1,kazwiH,kaṣṭiḥ,11829,0551-1,kazAya,kaṣāya
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9586,11890,0554-1,kAcita,kācita,11891,0554-1,kAcana,kācana
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9627,11938,0555-2,kAtyAyanIya,kātyāyanīya,11939,0555-2,kAtuH,kātuḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9633,11944,0556-1,kAdambinI,kādambinī,11945,0556-1,kAdambaram,kādambaram
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9654,11965,0557-1,kAndiS,kāndiś,11966,0557-1,kAndigBUta,kāndigbhūta
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9686,11997,0559-2,kAmalin,kāmalin,11998,0559-2,kAmalikA,kāmalikā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9695,12006,0559-2,kAmyakaH,kāmyakaḥ,12007,0560-1,kAmaWa,kāmaṭha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9716,12027,0560-2,kAyin,kāyin,12028,0560-2,kAyamAnam,kāyamānam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9724,12035,0561-1,kAraRam,kāraṇam,12036,0561-2,kAraRaka,kāraṇaka
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9733,12044,0561-2,kArin,kārin,12045,0562-1,kAraRqaH,kāraṇḍaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9753,12064,0562-2,kAruRyam,kāruṇyam,12065,0562-2,kAruRqikA,kāruṇḍikā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9804,12115,0565-1,kArzman,kārṣman,12116,0565-1,kArzika,kārṣika
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9819,12130,0567-2,kAlinI,kālinī,12131,0567-2,kAlakuYcaH,kālakuñcaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9835,12146,0568-1,kAlIyam,kālīyam,12147,0568-1,kAlIyakaH,kālīyakaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9857,12189,0569-2,kAzWam,kāṣṭham,12190,0570-1,kAzWakam,kāṣṭhakam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9860,12192,0570-1,kAzWikA,kāṣṭhikā,12193,0570-1,kAzWA,kāṣṭhā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9872,12212,0570-2,kiMSulukaH,kiṃśulukaḥ,12213,0570-2,ki,ki
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,1,9883,12240,0571-2,kim,kim,12242,0572-2,kiMvaraH,kiṃvaraḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9910,12268,0574-1,kilikilitam,kilikilitam,12269,0574-1,kilAwaH,kilāṭaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9915,12273,0574-1,kiliYjam,kiliñjam,12274,0574-1,kiliYjakaH,kiliñjakaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9957,12342,0577-2,kucita,kucita,12343,0577-2,kucara,kucara
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9969,12360,0578-1,kuwika,kuṭika,12361,0578-1,kuwaH,kuṭaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,9985,12376,0578-2,kuwIraH,kuṭīraḥ,12377,0579-1,kuwIkA,kuṭīkā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10032,12450,0581-2,kutonimitta,kutonimitta,12451,0581-2,kutukam,kutukam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10054,12478,0582-1,kuntalikA,kuntalikā,12479,0582-1,kuntayaH,kuntayaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10058,12482,0582-1,kundr,kundr,12483,0582-1,kunT,kunth
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10061,12485,0582-2,kundinI,kundinī,12486,0582-2,kundamaH,kundamaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10072,12496,0583-1,kopin,kopin,12497,0583-1,kupaH,kupaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10075,12499,0583-1,kupinda,kupinda,12500,0583-1,kupinin,kupinin
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10116,12627,0589-1,kuvalayin,kuvalayin,12628,0589-1,kuvalayita,kuvalayita
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10130,12642,0589-2,kuSeSayam,kuśeśayam,12643,0589-2,kuSala,kuśala
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10194,12769,0597-2,kftyavat,kṛtyavat,12770,0597-2,kfkaH,kṛkaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10199,12774,0598-1,kfkalA,kṛkalā,12775,0598-1,kfkalaH,kṛkalaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10214,12789,0598-2,kfntanikA,kṛntanikā,12790,0598-2,kftrima,kṛtrima
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10251,12832,0600-2,kfzwiH,kṛṣṭiḥ,12833,0600-2,kfzkaraH,kṛṣkaraḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10263,12844,0602-1,kFt,kṝt,12845,0602-1,kIrtanIya,kīrtanīya
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10269,12853,0602-2,kekAvalaH,kekāvalaḥ,12854,0602-2,kekARaH,kekāṇaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10337,12963,0607-2,kowiSaH,koṭiśaḥ,12964,0607-2,kowiraH,koṭiraḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10364,12990,0608-2,korita,korita,12991,0608-2,koraRqaH,koraṇḍaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10379,13005,0609-1,koSin,kośin,13006,0609-1,koSalikam,kośalikam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10406,13032,0610-1,kOwika,kauṭika,13033,0610-1,kOwaBI,kauṭabhī
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10502,13144,0615-1,krAntuH,krāntuḥ,13145,0615-1,kravaRa,kravaṇa
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10517,13159,0616-1,krI,krī,13161,0616-1,krayaH,krayaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10527,13170,0616-2,kreya,kreya,13171,0616-2,krIq,krīḍ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10533,13185,0617-1,kroTaH,krothaḥ,13186,0617-1,kruD,krudh
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10534,13186,0617-1,kruD,krudh,13188,0617-1,krudDa,kruddha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10541,13194,0617-2,kroDin,krodhin,13195,0617-2,krunT,krunth
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10548,13202,0618-1,kroSana,krośana,13203,0618-1,krUra,krūra
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10552,13206,0618-2,kroqIkf,kroḍīkṛ,13207,0618-2,kroqIkaraRam,kroḍīkaraṇam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10567,13222,0619-1,klAntiH,klāntiḥ,13223,0619-1,klav,klav
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10576,13231,0619-1,kleduH,kleduḥ,13232,0619-1,klind,klind
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10586,13243,0619-2,kleSin,kleśin,13244,0619-2,klItakikA,klītakikā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10596,13255,0620-1,kvatya,kvatya,13256,0620-1,kvaR,kvaṇ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10598,13259,0620-2,kvARaH,kvāṇaḥ,13260,0620-2,kvaT,kvath
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10600,13264,0620-2,kvATaH,kvāthaḥ,13265,0620-2,kvAcitka,kvācitka
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10625,13299,0622-2,kzam,kṣam,13300,0622-2,kzantavya,kṣantavya
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10632,13306,0622-2,kzamAvat,kṣamāvat,13307,0622-2,kzamApayati,kṣamāpayati
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10633,13307,0622-2,kzamApayati,kṣamāpayati,13308,0622-2,kzamApanam,kṣamāpanam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10640,13314,0623-1,kzAmya,kṣāmya,13315,0623-1,kzamp,kṣamp
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10649,13327,0623-2,kzArita,kṣārita,13328,0623-2,kzal,kṣal
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10653,13331,0624-1,kzAlita,kṣālita,13332,0624-1,kzavaH,kṣavaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10665,13343,0624-1,kzi,kṣi,13344,0624-2,kzayaH,kṣayaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10679,13357,0625-2,kzIRatA,kṣīṇatā,13358,0625-2,kziR,kṣiṇ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10701,13380,0626-2,kzepya,kṣepya,13381,0626-2,kziyA,kṣiyā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10714,13394,0627-1,kzIreyI,kṣīreyī,13395,0627-1,kzIrAvI,kṣīrāvī
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10717,13398,0627-2,kzu,kṣu,13400,0627-2,kzavaH,kṣavaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,1,10722,13404,0627-2,kzutaH,kṣutaḥ,13405,0627-2,kzuH,kṣuḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10725,13407,0627-2,kzud,kṣud,13408,0627-2,kzuRRa,kṣuṇṇa
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10740,13422,0628-2,kzodIyas,kṣodīyas,13423,0628-2,kzuD,kṣudh
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10741,13423,0628-2,kzuD,kṣudh,13424,0628-2,kzud,kṣud
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10750,13433,0628-2,kzuBita,kṣubhita,13434,0628-2,kzubDa,kṣubdha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10753,13436,0629-1,kzoBaRam,kṣobhaṇam,13437,0629-1,kzumA,kṣumā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10762,13450,0630-1,kzetrIyati,kṣetrīyati,13451,0630-1,kzetrIkf,kṣetrīkṛ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10776,13469,0630-2,kzOdreyam,kṣaudreyam,13470,0630-2,kzOdrakyam,kṣaudrakyam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10779,13472,0630-2,kzOram,kṣauram,13473,0630-2,kzOrapavyam,kṣaurapavyam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10803,13526,0634-2,KawvA,khaṭvā,13527,0634-2,Kawvayati,khaṭvayati
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10811,13534,0634-2,KaqgArIwaH,khaḍgārīṭaḥ,13535,0634-2,Kaqgavat,khaḍgavat
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10828,13570,0636-1,KAnam,khānam,13571,0636-1,KAnaka,khānaka
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10833,13575,0636-1,Keya,kheya,13576,0636-2,KapUraH,khapūraḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10839,13581,0636-2,KarI,kharī,13582,0636-2,Karaka,kharaka
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10852,13602,0637-1,Karvita,kharvita,13603,0637-1,KarvawaH,kharvaṭaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10870,13643,0638-2,KARqam,khāṇḍam,13644,0638-2,KAqavaH,khāḍavaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10889,13671,0639-1,Kewita,kheṭita,13672,0639-1,Kid,khid
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10895,13677,0639-2,Kedin,khedin,13678,0639-2,KidiraH,khidiraḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10904,13688,0640-1,Kur,khur,13689,0640-1,KuNgAhaH,khuṅgāhaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10919,13708,0640-2,KeSarIram,kheśarīram,13709,0640-2,Kel,khel
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10956,13806,0646-2,gadgadita,gadgadita,13807,0646-2,gadgadayati,gadgadayati
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10968,13831,0648-1,gam,gam,13832,0648-2,gata,gata
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10986,13849,0650-1,gamya,gamya,13850,0650-1,gamBArikA,gambhārikā
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,10998,13861,0650-2,garita,garita,13862,0650-2,garalliH,garalliḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11023,13894,0653-1,garBin,garbhin,13895,0653-1,garBaRqaH,garbhaṇḍaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11046,13937,0654-2,gavizWi,gaviṣṭhi,13938,0654-2,gavizWa,gaviṣṭha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11053,13944,0655-1,gavyUtam,gavyūtam,13945,0655-1,gavequH,gaveḍuḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11059,13960,0655-2,gANga,gāṅga,13961,0655-2,gAganaH,gāganaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11080,13981,0656-1,gARqIvin,gāṇḍīvin,13982,0656-1,gARqI,gāṇḍī
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11085,13986,0656-2,gAtram,gātram,13987,0656-2,gAtrakam,gātrakam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11108,14012,0657-2,gAyatrI,gāyatrī,14013,0657-2,gAyatrin,gāyatrin
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11118,14022,0658-1,gArdaBa,gārdabha,14023,0658-1,gAdDarTam,gāddhartham
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11139,14043,0658-2,gAh,gāh,14044,0658-2,gAQa,gāḍha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11205,14150,0665-1,gopyakaH,gopyakaḥ,14151,0665-1,guP,guph
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11208,14154,0665-1,gumPanA,gumphanā,14155,0665-1,gumawI,gumaṭī
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11218,14164,0666-2,gurviRI,gurviṇī,14165,0666-2,gurd,gurd
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11222,14168,0666-2,gulyaH,gulyaḥ,14169,0666-2,gulikaH,gulikaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11235,14188,0667-2,gUhA,gūhā,14189,0667-2,gU,gū
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11246,14208,0668-1,gfD,gṛdh,14210,0668-1,gfdDa,gṛddha
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11250,14213,0668-1,gfDyam,gṛdhyam,14214,0668-1,gfDya,gṛdhya
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11254,14217,0668-2,gfDrikA,gṛdhrikā,14218,0668-2,gfDU,gṛdhū
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11262,14239,0670-1,gF,gṝ,14240,0670-2,gIrRa,gīrṇa
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11273,14250,0670-2,gE,gai,14251,0670-2,gAtavya,gātavya
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11294,14274,0674-2,gozpadam,goṣpadam,14275,0675-1,gojikARaH,gojikāṇaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11318,14299,0675-2,gohiram,gohiram,14300,0675-2,gocyaH,gocyaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11360,14354,0678-1,grAsaH,grāsaḥ,14355,0678-1,grah,grah
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11361,14355,0678-1,grah,grah,14356,0678-2,gfhIta,gṛhīta
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11367,14361,0679-2,grahaRam,grahaṇam,14362,0679-2,grahaRaka,grahaṇaka
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11375,14369,0680-1,grAham,grāham,14370,0680-1,grAhaka,grāhaka
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11382,14376,0680-2,grAhya,grāhya,14377,0680-2,grAmaH,grāmaḥ
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11393,14387,0681-1,grAmya,grāmya,14388,0681-2,grAmerukam,grāmerukam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11414,14409,0682-2,glE,glai,14410,0682-2,glapanam,glapanam
ap,heads,M-nasal/Hi-pos/Hf-drop/G-keep,isolated,0,11435,14430,0683-2,GawI,ghaṭī,14431,0683-2,GawiGawaH,ghaṭighaṭaḥ
