dict,L,k1,n_preverb_sub,preverbs
pw,93808,rAD,13,anu|apa|aBi|ava|A|upA|samA|upa|pra|prati|vi|sam|aBisam
pw,94127,rAs,1,pari
pw,94174,ri,7,anu|A|ni|nis|pra|vi|saM
pw,94198,riK,1,A
pw,94207,ric,11,ati|atyati|aByati|vyati|anu|A|ud|samud|ni|pra|vi
pw,94216,rip,1,api
pw,94230,riP,4,vyapa|ava|A|vi
pw,94231,riB,2,aBi|vi
pw,94247,riS,2,A|vi
pw,94252,riz,3,anu|aBi|A
pw,94271,rih,4,A|pari|prati|sam
pw,94291,ru,8,anu|aBi|A|upa|pra|prati|vi|sam
pw,94350,ruc,16,ati|anu|aBi|ava|A|ud|upa|nis|pari|pra|saMpra|prati|vi|ativi|aBivi|sam
pw,94394,ruj,10,aBi|ava|A|samA|ud|samupa|pari|pra|vi|sam
pw,94418,rud,9,anu|aBi|ava|upA|upa|ni|pra|vi|sam
pw,94551,ruD,4,ava|ud|pra|vi
pw,94552,ruD,29,anu|apa|vyapa|aBi|ava|avAva|paryava|pratyava|samava|A|samA|ud|upa|pratyupa|samupa|ni|upani|saMni|pari|pra|saMpra|prati|vi|prativi|sam|atisam|aBisam|upasam|pratisam
pw,94571,rup,1,A
pw,94605,ruz,5,aBi|A|saMpra|vi|sam
pw,94617,ruh,47,ati|vyati|aDi|anvaDi|upADi|samaDi|anu|vyapa|api|samapi|aBi|samaBi|ava|aDyava|anvava|aByava|upAva|pratyava|aBipratyava|vyava|A|atyA|aDyA|anvA|upAnvA|samanvA|aByA|avA|udA|upA|samupA|paryA|prA|pratyA|samA|anusamA|aBisamA|upa|ni|nis|pra|anupra|aBipra|prati|vi|sam|upasam
pw,94635,rUkzay,1,vi
pw,94686,rUpay,3,ni|pra|vi
pw,94736,rUz,1,sam
pw,94764,rej,2,pra|sam
pw,95308,lakzay,12,ati|anu|aBi|A|upA|samA|upa|aByupa|samupa|saMprati|vi|sam
pw,95413,lag,7,anu|ava|A|samA|pari|vi|saM
pw,95594,laNg,1,vi
pw,95602,laNG,12,ati|aBi|ava|A|ud|samud|pari|prati|vi|ativi|saMvi|sam
pw,95614,lajj,3,aDi|vi|sam
pw,95717,lap,14,anu|apa|aBi|A|upA|samA|ud|samud|pra|vipra|saMpra|vi|pravi|sam
pw,95752,laB,18,anu|aBi|A|anvA|upA|paryA|pratyA|samA|upa|pratyupa|samupa|pari|pra|vipra|prati|vi|pravi|sam
pw,95766,lamb,16,ava|vyava|samava|A|aDyA|apA|vyA|samA|ud|samud|pari|pra|aBipra|prati|vi|pravi
pw,95809,lal,6,anu|upA|ud|upa|vi|sam
pw,95953,laz,3,apa|aBi|samaBi
pw,95959,las,13,anu|aBi|ud|atyud|aByud|paryud|pratyud|prod|samud|upa|pari|vi|pravi
pw,95975,lA,1,A
pw,96042,lAYC,1,nis
pw,96179,liK,19,apa|aBi|ava|vyava|A|vyA|samA|ud|prod|samud|upa|nis|vinis|pari|vipari|pra|prati|vi|sam
pw,96182,liKApay,1,vi
pw,96221,liNgay,1,ud
pw,96251,lip,13,anu|aBi|ava|A|samA|upa|paryupa|ni|pari|pra|vi|pravi|sam
pw,96281,liS,2,A|vi
pw,96284,lih,12,ava|A|pratyA|ud|upa|nis|pari|pra|prati|vi|sam|parisam
pw,96287,lI,25,anu|apa|aBi|ava|vyava|samava|A|pratyA|ud|upa|ni|apani|aBini|saMni|pra|vipra|saMpra|prati|vi|anuvi|aBivi|pravi|saMpravi|sam|pratisam
pw,96345,luYc,5,ava|A|ud|nis|vi
pw,96351,luW,8,aDi|aBi|ud|nis|parinis|pari|pra|vi
pw,96352,luW,1,nis
pw,96357,luq,11,ava|A|vyA|samA|nis|pari|vipra|prati|vi|ativi|sam
pw,96358,luRw,2,nis|vi
pw,96362,luRW,4,ava|ud|nis|vi
pw,96376,lup,19,apa|aBi|ava|anvava|samava|A|vyA|ud|samud|ni|nis|pari|vipari|pra|vipra|saMpra|vi|pravi|sam
pw,96390,luB,13,anu|aBi|ava|A|upa|pari|pra|upapra|vipra|saMpra|prati|vi|sam
pw,96397,lul,5,aBi|A|ud|vi|sam
pw,96408,lU,12,vyati|aBi|ava|A|nyA|vyA|ud|nis|pari|pra|vipra|vi
pw,96525,lok,11,aBi|ava|samava|A|prA|samA|ud|pari|vi|pravi|sam
pw,96718,loc,8,A|anvA|avA|paryA|samA|ud|nis|vi
pw,97294,vakz,1,ati
pw,97357,vac,22,acCa|ati|aDi|anu|aByanu|apa|aBi|A|ud|upa|ni|nis|parA|pari|pra|anupra|paripra|pratipra|saMpra|prati|vi|sam
pw,97586,vaYc,10,acCa|anu|aBi|A|ud|upa|nis|pari|pra|sam
pw,97787,vad,38,acCa|ati|aByati|aDi|anu|aByanu|apa|aBi|pratyaBi|samaBi|ava|vyava|A|samA|ud|pratyud|upa|pratyupa|ni|nis|aBinis|parA|aBiparA|pari|pra|anupra|aBipra|upapra|vipra|saMpra|prati|vi|prativi|sam|upasam|parisam|pratisam|visam
pw,97822,vaD,12,apa|aBi|samaBi|A|ud|upa|ni|nis|parA|pra|prati|vi
pw,97889,van,6,api|aBi|A|ni|pra|sam
pw,98162,vand,6,anu|aBi|pari|pra|prati|sam
pw,98218,vap,4,pari|pra|anupra|vi
pw,98219,vap,31,aDi|anu|apa|api|aBi|A|aDyA|anvA|paryA|pratyA|vyA|samA|ud|upa|ni|upani|parini|saMni|nis|anunis|aBinis|parinis|pratinis|vinis|saMnis|parA|pari|pra|prati|vi|sam
pw,98269,vam,7,aBi|A|ud|samud|nis|vinis|parA
pw,98342,var,32,anu|apa|api|aBi|A|apA|upA|samupA|paryA|prA|saMprA|vyA|samA|ud|ni|AdAya|upani|pratini|vini|saMni|nis|parinis|pari|aBipari|saMpari|pra|prati|vi|sam|aBisam|samaBisam|parisam
pw,98343,var,11,apa|aBi|A|vyA|ud|nis|pari|pra|prati|vi|sam
pw,98691,varj,25,aDi|anu|apa|vyapa|samapa|api|aBi|ava|A|apA|prA|vyA|parivyA|samA|ud|ni|anuni|parA|pari|saMpari|pra|anupra|prati|vi|sam
pw,98758,varRay,12,anu|samanu|aBi|vyA|upa|ni|nis|vinis|pari|pra|vi|sam
pw,98820,vart,81,acCa|ati|aByati|vyati|samati|aDi|anu|samanu|apa|vyapa|samapa|api|aBi|samaBi|aByava|nyava|samava|A|raTam|anvatyA|anvA|apA|aByA|udA|upA|aByupA|paryupA|nyA|paryA|anuparyA|apaparyA|aBiparyA|upaparyA|pratiparyA|viparyA|prA|pratyA|vyA|samA|aBisamA|upasamA|ud|samud|upa|samupa|ni|na|anuni|aBini|upani|aByupani|parini|pratini|vini|samni|nis|aBinis|upanis|vinis|parA|viparA|pari|anupari|vipari|saMpari|pra|atipra|anupra|aBipra|upapra|paripra|pratipra|saMpra|aBisaMpra|prati|vi|ativi|anuvi|sam|aDisam|aBisam
pw,98874,varD,22,ati|aDi|anu|aBi|samaBi|A|ud|ni|pari|pra|atipra|aBipra|pratipra|saMpra|prati|vi|aBivi|pravi|saMvi|sam|atisam|aBisam
pw,98955,varz,15,ati|anu|aBi|samaBi|ava|A|ud|nis|pari|pra|aBipra|saMpra|prati|vi|sam
pw,99036,varzAlI,1,kar
pw,99073,val,4,ati|A|vi|sam
pw,99132,valg,8,ati|aBi|A|vyA|parA|pra|vi|sam
pw,99151,valmI,1,vallI
pw,99212,valh,2,upa|pra
pw,99220,vaS,4,anu|aBi|A|samA
pw,99285,vazaw,1,kar
pw,99299,vas,5,aDi|apa|vi|aBivi|parivi
pw,99300,vas,13,aDi|anu|aBi|upa|ni|pratini|saMni|pari|pra|prati|vi|sam|aBisam
pw,99302,vas,34,aDi|aDi|anu|samanu|antar|aBi|A|aDyA|udA|upA|samA|ud|anUd|aByud|paryud|upa|samupa|ni|aDini|saMni|nis|pari|pra|atipra|apapra|vipra|saMpra|prati|vi|nirvi|sam|saha|aDisam|aBisam
pw,99304,vas,1,anu
pw,99305,vas,5,ud|ni|nis|pari|pra
pw,99637,vastray,1,sam
pw,99671,vah,38,ati|samati|aDi|anu|apa|pratyapa|vyapa|aBi|A|anvA|aByA|udA|samudA|upA|nirA|samA|ud|prod|samud|upa|upa|samupa|ni|pariRi|nis|pratinis|parA|pari|pra|atipra|anupra|aBipra|saMpra|prati|vi|saMvi|sam|anusam
pw,99683,vahanI,1,kar
pw,99757,vahnisAt,1,kar
pw,99767,vA,19,ati|anu|apa|aBi|ava|A|ud|anUd|upa|upa|nis|anunis|parinis|parA|pra|vi|anuvi|sam|anusam
pw,99768,vA,9,ati|apa|aBi|ud|upa|nis|pra|atipra|vi
pw,99769,vA,4,acCa|A|aByA|upa
pw,99770,vA,13,apa|A|samA|ud|upa|nis|pari|pra|atipra|anupra|saMpra|vi|sam
pw,100028,vAcika,1,vinASa
pw,100089,vAjaBft,1,BaradvAjasya
pw,100092,vAjay,1,upa
pw,100156,vAjI,1,kar
pw,100166,vAYC,2,aBi|samaBi
pw,100196,vAqabIya,1,jyotis
pw,100596,vApay,1,nis
pw,100699,vAmI,1,kar
pw,101304,vAS,8,anu|pratyanu|aBi|ud|ni|pra|prati|sam
pw,101362,vAsay,6,aDi|anu|aBi|A|samA|sam
pw,101505,vAh,2,pra|saMpra
pw,101961,viGnay,1,sam
pw,101971,vic,7,apa|aDyapa|ud|pra|vi|pravi|sam
pw,102084,vicCAy,1,nyA
pw,102100,vij,10,aBi|A|samA|ud|paryud|prod|samud|pra|vi|sam
pw,102524,vid,23,anu|samanu|aBi|vyava|A|samA|upa|ni|atini|vini|saMni|nis|pari|pra|anupra|pratipra|prati|saMprati|vi|sam|anusam|aBisam|pratisam
pw,102526,vid,13,aDi|anu|aBi|A|upa|nis|parinis|pari|pra|prati|vi|sam|aBisam
pw,102870,viD,2,upa|prati
pw,103025,vinay,1,vi
pw,103246,vip,8,ud|pari|pra|aBipra|saMpra|vi|pravi|sam
pw,103979,virajI,1,kar
pw,104000,viralaviralI,1,BU
pw,104004,viralI,1,kar
pw,104016,virAga,1,nAnA˚
pw,104038,virAwsu,1,vAmadevya
pw,104058,virAvin,1,mahArAva˚
pw,104075,viruta,1,vi
pw,104082,virudDa,1,vi
pw,104097,virUQa,1,vi
pw,104157,vilakzI,1,kar
pw,104161,vilaNGita,1,vi
pw,104171,vilambita,1,vi
pw,104179,vilasita,1,vi
pw,104181,vilAtar,1,vi
pw,104182,vilAtavya,1,vi
pw,104194,vilAzin,1,vi
pw,104230,viliKas,1,vi
pw,104235,vilipta,1,vi
pw,104242,viluWita,1,vi
pw,104252,viletar,1,vi
pw,104253,viletavya,1,vi
pw,104264,vilokita,1,vi
pw,104343,vivarRamaRI,1,kar
pw,104361,vivaSI,1,kar
pw,104417,vivikta,1,vi
pw,104422,viviktI,1,kar
pw,104451,vivfta,1,vi
pw,104458,vivftta,1,vi
pw,104466,vivfhas,1,vi
pw,104497,viS,50,punar|aDi|anu|apa|aBi|A|anvA|aByA|upA|samupA|nyA|nirA|prA|vyA|samA|upa|aDyupa|anUpa|aByupa|upopa|samupopa|paryupa|pratyupa|vyupa|samupa|ni|aDini|aBini|upani|pariRi|praRi|pratini|vini|saMni|aBisaMni|nis|pari|pari|pra|anupra|aBipra|pratipra|saMpra|vi|anuvi|sam|anusam|aBisam|upasam|pratisam
pw,104514,viSadI,1,kar
pw,104578,viSAlay,1,pra
pw,104583,viSAlika,1,viSAla
pw,104590,viSiKAntara,2,anu|ati
pw,104600,viSizwa,1,vi
pw,104650,viSezaRI,1,kar
pw,104676,viSokI,1,kar
pw,104716,viSrAnta,1,vi
pw,104726,viSrI,1,kar
pw,104727,viSruta,1,vi
pw,105027,viSvasta,1,vi
pw,105113,viz,8,A|upa|ni|nis|nis|pari|pravi|sam
pw,105303,vizahya,1,kartum
pw,105391,vizw,1,A
pw,105436,vizWAsAt,1,as
pw,105876,vI,9,ati|aBi|ava|A|upA|upA|ni|pra|prati
pw,105878,vI,5,apa|aBi|A|ud|pra
pw,105880,vI,1,A
pw,105905,vIj,7,anu|aBi|A|ud|upa|pari|sam
pw,106103,vIray,1,anu
pw,106804,vfzAy,2,A|ud
pw,107289,veD,2,pra|saMpra
pw,107306,ven,2,anu|apa
pw,107331,vel,1,ud
pw,107355,vell,4,anu|ud|vi|sam
pw,107444,vezw,19,anu|apa|aBi|A|samA|ud|upa|ni|upani|nis|pari|saMpari|pra|saMpra|prati|vi|sam|aBisam|pratisam
pw,108251,vyac,1,ud
pw,108314,vyaT,5,pari|pra|saMpra|vi|sam
pw,108331,vyaD,24,ati|vyati|anu|apa|vyapa|aBi|ava|A|upA|vyA|samA|ud|upa|ni|aDini|nis|parA|pari|pra|atipra|anupra|prati|vi|sam
pw,108532,vyA,15,aDi|apa|api|aBi|ava|A|ud|upa|ni|pari|prati|sam|anusam|aBisam|upasam
pw,108831,vyAseDa,1,vart
pw,108892,vyuzi,1,vi
pw,108895,vyuzwa,1,vi
pw,108902,vyUQa,2,vi|vi
pw,108912,vyUh,1,prati
pw,108921,vyUhI,1,kar
pw,108973,vraj,26,ati|vyati|anu|samanu|apa|aBi|A|udA|pratyudA|upA|pratyA|samA|ud|pratyud|upa|pratyupa|nis|pari|pra|anupra|aBipra|vipra|prati|sam|anusam|upasam
pw,109019,vraRay,1,nis
pw,109064,vratay,1,upa
pw,109111,vraSc,9,api|ava|A|ni|nis|pari|pra|vi|sam
pw,109182,vlI,5,aBi|nis|pra|vi|sam
pw,109198,SaMs,22,ati|aDi|anu|aBi|ava|A|udA|upA|pratyA|samA|ud|nis|parA|pra|atipra|samatipra|aBipra|prati|vi|aBivi|sam|upasam
pw,109210,Sak,7,anu|pari|pra|saMpra|prati|sam|na
pw,109211,Sak,2,A|upa
pw,109260,Sakalay,1,vi
pw,109491,SaNk,11,ati|vyati|aBi|A|upA|upa|pari|prati|vi|aBivi|sam
pw,109720,Sat,9,apa|ava|vyava|A|ni|parA|pra|vi|sam
pw,110106,Sad,4,vyava|A|pari|pra
pw,110149,Sap,7,anu|aBi|ava|pari|prati|vi|sam
pw,110251,Sabday,6,ati|anu|aBi|pari|vi|sam
pw,110319,Sam,17,anu|aBi|ava|vyava|samava|upa|aByupa|vyupa|samupa|ni|praRi|pari|pra|anupra|saMpra|prati|sam
pw,110321,Sam,8,ni|anuni|samanuni|aBini|upani|praRi|vini|saMni
pw,110496,Sar,17,vyati|anu/|api|ava|A|ni|nis|parA|pari|pra|saMpra|prati|vi|aBivi|nirvi|pravi|sam
pw,110498,Sar,4,aDi|ud|saMpari|aBisam
pw,110633,Saravyay,1,ati
pw,110774,SarD,2,pra|atipra
pw,110775,SarD,2,ava|vi
pw,110834,Sal,3,ud|prod|samud
pw,110946,SaS,1,ud
pw,111074,Sas,5,api|A|pari|pra|vi
pw,111155,SA,3,ava|A|ni
pw,111156,SA,5,ati|ni|nis|sam|visam
pw,111981,SAs,14,anu|aByanu|samanu|aBi|A|saMprA|samA|ud|ni|pra|saMpra|prati|vi|sam
pw,112078,Sikz,5,anu|aBi|A|upa|sam
pw,112079,Sikz,4,A|upa|prati|vi
pw,112180,SiNG,2,ud|upa
pw,112186,SiYj,4,A|pari|vi|sam
pw,112254,SiTilay,1,pari
pw,112319,Sir,1,A
pw,112826,Siz,13,ati|apa|ava|paryava|pratyava|samava|ud|nis|pari|vi|pravi|prativi|sam
pw,112857,SI,5,ati|aBi|ava|upa|nis
pw,112858,SI,19,ati|vyati|aDi|samaDi|anu|apa|aBi|A|anvA|pratyA|ud|upa|ni|nis|pari|pra|prati|vi|sam
pw,113138,SIlay,4,ati|anu|pari|sam
pw,113351,Suc,13,anu|samanu|apa|aBi|A|ud|ni|nis|pari|pra|anupra|prati|sam
pw,113514,SuD,7,pari|pra|aBipra|vi|pravi|sam|parisam
pw,113547,SuB,1,pra
pw,113549,SuB,11,ati|anu|aBi|samaBi|upa|ni|pari|pra|prati|vi|sam
pw,113698,Suz,10,anu|ava|ud|samud|upa|pari|saMpari|prati|vi|sam
pw,113700,Suz,1,A
pw,114622,Scut,8,aBi|ava|anvava|vyava|A|ni|pra|vi
pw,114626,SnaT,4,apa|aBi|ni|parini
pw,114670,SyA,9,aBi|samaBi|ava|A|pra|prati|sam|aBisam|avasam
pw,114802,Srat,1,na
pw,114803,SraT,4,anu|ni|pra|vi
pw,114807,SraTAy,3,ava|ud|vi
pw,114841,Sram,10,aBi|A|upa|ni|pari|saMpari|prati|vi|parivi|sam
pw,114864,SramB,6,ni|pra|vi|ativi|upavi|prativi
pw,114914,Sravasy,1,A
pw,114929,SrA,4,aDi|A|ni|pra
pw,115014,Sri,44,aDi|pratyaDi|samaDi|anu|apa|aByapa|aBi|ava|upAva|A|anvA|apA|vyapA|saMvyapA|upA|samupA|pratyA|vyA|samA|pratisamA|ud|aByud|prod|pratyud|samud|upa|ni|aBini|upani|upanis|vinis|parA|pari|saMpari|pra|atipra|upapra|saMpra|prati|vi|sam|aBisam|upasam|pratisam
pw,115027,Sriz,3,aBi|A|sam
pw,115030,SrI,1,aBi
pw,115031,SrI,2,aBi|sam
pw,115312,Sru,19,ati|anu|aBi|A|aByA|pratyA|samA|upa|samupa|pari|pra|atipra|prati|saMprati|vi|aBivi|sam|aBisam|pratisam
pw,115313,Sru,4,A|pra|vi|sam
pw,115448,Sruz,1,A
pw,115601,SlakzRay,1,sam
pw,115607,SlaT,2,A|vi
pw,115621,SlAG,2,upa|sam
pw,115630,Sliz,10,A|upA|samA|upa|ni|vi|pravi|sam|aBisam|upasam
pw,115690,Slokay,2,upa|sam
pw,115726,SvaYc,1,ud
pw,115799,Svas,25,anu|apa|aBi|ava|A|paryA|prA|pratyA|samA|ud|prod|samud|upa|ni|vini|nis|atinis|vinis|parA|pra|aBipra|vi|ativi|aBivi|parivi
pw,115822,SvA,4,ud|pra|vi|sam
pw,115877,Svit,2,ava|vi
pw,116214,zaqaSra,1,sra
pw,116246,zaqguRI,1,kar
pw,116336,zaRmuKa,1,DAraRI
pw,116488,zWiv,10,aBi|ava|ni|apani|aBini|avani|vini|nis|pra|prati
pw,116493,zWu,1,nis
pw,116496,zvazk,1,pari
pw,117739,sac,10,anu|apa|aBi|A|upa|ni|pra|prati|vi|sam
pw,117741,sac,1,A
pw,117872,saYc,1,A
pw,117928,saYj,25,ati|vyati|anu|aBi|ava|A|aDyA|aByA|upA|nirA|pratyA|vyA|samA|ud|upa|ni|pari|pra|anupra|saMpra|prati|vi|aDivi|aBivi|sam
pw,118430,sad,48,ati|aDi|anu|aBi|ava|pratyava|vyava|samava|A|atyA|aDyA|aByA|upA|nyA|pratyA|samA|ud|aByud|upod|prod|pratyud|vyud|samud|upa|anUpa|aByupa|pratyupa|samupa|ni|aDini|aBini|upani|parini|vini|saMni|pari|pra|atipra|anupra|aBipra|upapra|vipra|saMpra|prati|vi|anuvi|pravi|sam
pw,118767,san,4,aBi|A|pra|sam
pw,119035,saMDay,2,ati|prati
pw,119266,sap,1,aBi
pw,119321,sapary,1,vi
pw,119736,saBAjay,1,aDi
pw,121351,sar,55,acCa|ati|anu|atyanu|aByanu|vyanu|apa|apScAt|vyapa|api|aBi|atyaBi|ava|aByava|samava|A|atyA|apA|pratyA|vyA|ud|anUd|prod|pratyud|samud|upa|aByupa|pratyupa|samupa|ni|vini|aBinis|samaBinis|vinis|anuvinis|parA|upaparA|pari|pra|atipra|anupra|aBipra|upapra|pratipra|vipra|saMpra|prati|viprati|vi|anuvi|pravi|sam|anusam|aBisam|upasam
pw,121554,sarj,2,ud|aByud
pw,121556,sarj,55,ati|aByati|samati|anu|aByanu|apa|vyapa|api|pratyapi|aBi|ava|atyava|anvava|aByava|upAva|nyava|pratyava|vyava|samava|A|aDyA|upA|samA|ud|anUd|aByud|paryud|vyud|samud|upa|nirupa|samupa|ni|pratini|saMni|nis|aBinis|pratinis|parA|pari|pra|anupra|paripra|pratipra|vi|anuvi|aBivi|udvi|prativi|saMvi|sam|anusam|upasam|parisam|pratisam
pw,121574,sarp,43,ati|vyati|aDi|samaDi|anu|samanu|apa|pratyapa|vyapa|aBi|ava|anvava|upAva|paryava|pratyava|vyava|A|udA|upodA|samA|ud|prod|˚vyud|samud|upa|samupa|vini|nis|aBinis|vinis|pari|pra|anupra|aBipra|pratipra|vipra|saMpra|vi|anuvi|sam|anusam|upasam|visam
pw,122667,saSc,1,anu
pw,122680,sas,1,vi
pw,122811,sah,13,aBi|ud|aByud|prod|ni|nis|pari|pra|aBipra|saMpra|prati|vi|sam
pw,122814,saha,1,grah
pw,123351,sA,22,aBi|ava|aDyava|anvava|udava|aByudava|upAva|nirava|paryava|prAva|pratyava|vyava|anuvyava|saMvyava|samava|ni|pariRi|praRi|pari|pra|vi|sam
pw,123731,sAD,6,anu|upa|pari|pra|saMpra|sam
pw,123924,sAntvay,1,aBi
pw,124828,si,4,ati|A|ud|pra
pw,124829,si,1,pra
pw,124985,sic,38,anvati|vyati|aDi|anu|apa|aBi|anvaBi|apABi|samaBi|ava|A|anvA|aByA|avA|aBiparyA|pratyA|vyA|samA|aBisamA|ud|aByud|prod|vyud|samud|upa|ni|parini|saMni|nis|parA|pari|anupari|pra|saMpra|prati|vi|anuvi|sam
pw,125322,siD,18,anu|apa|aBi|ava|A|vyA|ud|samud|upa|ni|nis|parA|pari|pra|prati|viprati|saMprati|vi
pw,125323,siD,6,anu|aBi|upa|pra|saMpra|sam
pw,125467,siv,11,vyati|anu|aBi|A|ud|ni|pari|pra|prati|vi|sam
pw,125604,su,11,aDi|aBi|atyaBi|A|ud|nis|pari|pra|vi|sam|aBisam
pw,128531,sU,14,anu|apa|aBi|A|ud|ni|nis|parA|pari˚|pra|aDipra|aBipra|pratipra|vi
pw,128533,sU,7,aBi|pra|anupra|aBipra|saMpra|vi|sam
pw,128630,sUcay,1,aBi
pw,128779,sUtray,3,A|samA|vi
pw,128807,sUd,4,aBi|ni|vini|pra
pw,129287,sev,18,ati|vyati|anu|aBi|A|pratyA|samA|upa|aByupa|samupa|ni|upani|parini|saMni|pari|prati|vi|sam
pw,130228,skad,19,ati|aDi|anu|aBi|pratyaBi|ava|aByava|paryava|pratyava|samava|A|samA|ud|upa|pari|pra|aBipra|vi|sam
pw,130306,skaB,6,apa|A|upa|ni|prati|vi
pw,130308,skaBAy,2,aBi|vi
pw,130331,sku,4,ava|A|ni|prati
pw,130332,skund,1,pra
pw,130333,skuB,1,vi
pw,130342,sKal,6,apa|pari|pra|prati|vi|sam
pw,130348,stan,7,aBi|nis|aBinis|parinis|vinis|pra|vi
pw,130430,staB,21,anu|apa|aBi|ava|paryava|samava|ud|pratyud|upa|samupa|ni|parA|pari|pra|prati|vi|anuvi|sam|aBisam|parisam|pratisam
pw,130432,staBAy,2,upa|vi
pw,130467,star,26,anu|aBi|ava|samava|A|upA|prA|pratyA|samA|upa|ni|nis|pari|saMpari|pra|anupra|aBipra|upapra|vi|ativi|anuvi|avi|pravi|sam|aBisam|parisam
pw,130514,stiG,2,ati|pra
pw,130530,stu,16,ati|anu|aBi|samaBi|A|upa|ni|pari|pra|aBipra|saMpra|prati|vi|sam|aBisam|parisam
pw,130563,stuB,10,anu|aBi|vyava|A|ni|pari|pra|prati|vi|sam
pw,130642,styA,3,ni|pra|sam
pw,130874,sTA,73,ati|vyati|aDi|samaDi|anu|samanu|antar|apa|api|aBi|samaBi|ava|anvava|aByava|paryava|pratyava|vyava|samava|A|anvA|apa|udA|upA|samupA|prA|pratyA|vyA|anuvyA|samA|ud|aDyud|anUd|aByud|samaByud|upod|paryud|prod|pratyud|vyud|samud|upa|anUpa|aByupa|paryupa|pratyupa|samupa|ni|parini|nis|parinis|pari|pra|atipra|anupra|aBipra|pratipra|vipra|saMpra|prati|anuprati|aBiprati|saMprati|vi|anuvi|aBivi|upavi|sam|anusam|aBisam|upasam|parisam|pratisam|visam
pw,131257,snA,10,apa|aBi|apa|A|ud|ni|pra|prati|vi|sam
pw,131332,snih,4,aBi|upa|pra|sam
pw,131337,snu,3,pra|avapra|vyatipra
pw,131391,spand,8,A|upa|ni|aBini|pari|pra|vi|sam
pw,131399,spar,5,apa|ava|A|nis|vi
pw,131406,sparD,6,aDi|pari|pra|prati|vi|sam
pw,131415,sparS,15,aDi|anu|apa|aBi|A|ud|upa|pratyupa|samupa|ni|pari|sam|anusam|aBisam|parisam
pw,131453,spaS,4,anu|prati|vi|sam
pw,131473,spUrD,1,pra
pw,131493,spfhay,1,sam
pw,131517,sPar,3,nis|pari|vi
pw,131520,sPal,3,A|vi|sam
pw,131533,sPAy,4,A|pari|vi|sam
pw,131556,sPuw,5,A|pari|pra|vi|sam
pw,131584,sPur,11,anu|apa|vyapa|ava|ni|nis|pari|pra|prati|vi|sam
pw,131600,sPUrj,3,aBi|ava|vi
pw,131651,smar,13,anu|pratyanu|samanu|apa|upa|ni|vini|pra|prati|vi|sam|anusam|aBisam
pw,131718,smi,10,aBi|ava|ud|aByud|upa|pari|pra|vi|anuvi|sam
pw,131744,smftivartman,1,i
pw,131762,syad,21,acCa|ati|anu|aBi|samaBi|ava|aByava|A|upA|upa|ni|aBini|nis|pari|pra|paripra|vi|anuvi|aBivi|sam|anusam
pw,131815,sraMs,9,ati|ava|vyava|A|ud|pari|pra|vi|anuvi
pw,131864,srA,1,pra
pw,131887,sru,23,ati|samati|aDi|aBi|ava|anvava|vyava|samava|A|upa|ni|vini|nis|anuparA|pari|anupari|pra|aBipra|avapra|saMpra|vi|sam|aBisam
pw,131988,svagA,1,kar
pw,132031,svaj,7,aBi|ni|pari|aBipari|saMpari|vi|sam
pw,132069,svad,4,A|samA|prati|sam
pw,132127,svan,10,aDi|anu|ava|A|ni|nis|pari|pra|prati|vi
pw,132155,svap,11,anu|ava|dus|ni|nis|pra|aBipra|saMpra|prati|vi|sam
pw,132413,svar,13,ati|anu|samanu|aBi|ava|upa|ni|nis|pari|pra|prati|sam|aBisam
pw,132414,svar,2,pratyA|prati
pw,133184,svid,6,A|ud|upa|pari|pra|sam
pw,133454,had,1,upa
pw,133457,han,61,ati|vyati|anu|antar|apa|vyapa|api|aBi|samaBi|ava|aDyava|anvava|aByava|pratyava|A|apA|aByA|udA|upA|nirA|pratyA|vyA|prativyA|samA|ud|upod|samud|upa|samupa|ni|aBini|upani|pariRi|praRi|pratini|vini|saMni|nis|atinis|aDinis|parinis|vinis|parA|pari|aBipari|pra|aBipra|nipra|nizpra|vipra|prati|saMprati|vi|anuvi|Avi|pravi|prativi|sam|aBisam|pratisam|visam
pw,133572,har,99,ati|aByati|pratyati|vyati|aDi|anu|apa|vyapa|aBi|pratyaBi|ava|anvava|aByava|upAva|aByupAva|pratyava|vyava|saMvyava|samava|A|punar|atyA|aDyA|anvA|samanvA|vyapA|apyA|aByA|udA|anUdA|aByudA|upodA|pratyudA|samudA|upA|aByupA|pratyupA|samupA|upanyA|paryA|pratiparyA|pratyA|vyA|ativyA|anuvyA|apavyA|aBivyA|samaBivyA|anusamaBivyA|pravyA|samA|anusamA|aBisamA|upasamA|ud|aDyud|anUd|apod|aByud|samaByud|upod|prod|pratyud|vyud|samud|upa|aByupa|pratyupa|samupa|ni|aBini|nis|aBinis|upanis|vinis|parA|pratiparA|pari|anupari|aBipari|vipari|saMpari|pra|anupra|aBipra|pratipra|saMpra|prati|vi|aBivi|parivi|saMpravi|saMvi|sam|anusam|aBisam|upasam|samupasam|pratisam
pw,133573,har,1,aBi
pw,133935,hary,4,aBi|A|prati|vi
pw,133953,harz,18,anu|aBi|samaBi|ava|A|vyA|ud|prod|samud|ni|pari|pra|saMpra|prati|vi|sam|parisam|pratisam
pw,134145,has,17,ati|vyati|apa|aBi|vyaBi|ava|vyava|samava|ud|upa|pari|pra|aBipra|samaBipra|saMpra|vi|saMvi
