dict,field_key,field_order,kanda,varga,upavarga,amar_lemmas,covered_lemmas,coverage_pct,covered_examples,missing_examples
ieg,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,3,0.1034,tapana|vizwi|bADA,nAraka|naraka|niraya|durgati|avIci|mahArOrava|rOrava|saNGAta
inm,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,8,0.2759,naraka|niraya|tapana|rOrava|preta|vEtaraRI|nirfti|kfcCra,nAraka|durgati|avIci|mahArOrava|saNGAta|kAlasUtra|alakzmI|vizwi
krm,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,1,0.0345,duHKa,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
lan,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,7,0.2414,preta|nirfti|yAtanA|pIqA|vyaTA|duHKa|kfcCra,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
lrv,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,25,0.8621,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,saNGAta|alakzmI|tIvravedanA|BedyagAmin
mci,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,2,0.0690,vEtaraRI|nirfti,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
md,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,17,0.5862,nAraka|naraka|niraya|durgati|tapana|avIci|rOrava|preta,mahArOrava|saNGAta|kAlasUtra|vEtaraRI|AjU|yAtanA|tIvravedanA|bADA
mw,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,25,0.8621,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,saNGAta|AjU|bADA|BedyagAmin
mw72,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,18,0.6207,nAraka|naraka|niraya|tapana|avIci|rOrava|saNGAta|preta,durgati|mahArOrava|kAlasUtra|vEtaraRI|AjU|kAraRA|yAtanA|tIvravedanA
mwe,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,0,0.0000,,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
pe,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,9,0.3103,naraka|tapana|avIci|mahArOrava|rOrava|kAlasUtra|vEtaraRI|nirfti,nAraka|niraya|durgati|saNGAta|preta|alakzmI|vizwi|AjU
pgn,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,0,0.0000,,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
pui,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,14,0.4828,naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava|kAlasUtra,nAraka|saNGAta|alakzmI|AjU|kAraRA|tIvravedanA|pIqA|bADA
pw,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,21,0.7241,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,saNGAta|vEtaraRI|AjU|kAraRA|yAtanA|tIvravedanA|bADA|BedyagAmin
pwg,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,21,0.7241,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,saNGAta|vEtaraRI|AjU|kAraRA|yAtanA|tIvravedanA|bADA|BedyagAmin
pwkvn,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,3,0.1034,tapana|alakzmI|ABIla,nAraka|naraka|niraya|durgati|avIci|mahArOrava|rOrava|saNGAta
sch,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,6,0.2069,naraka|tapana|nirfti|pIqA|Amanasya|ABIla,nAraka|niraya|durgati|avIci|mahArOrava|rOrava|saNGAta|kAlasUtra
shs,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,26,0.8966,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,vEtaraRI|kAraRA|BedyagAmin
skd,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,8,0.2759,vEtaraRI|kAraRA|yAtanA|tIvravedanA|pIqA|bADA|vyaTA|duHKa,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
snp,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,0,0.0000,,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
stc,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,18,0.6207,nAraka|naraka|niraya|durgati|tapana|avIci|rOrava|preta,mahArOrava|saNGAta|kAlasUtra|vEtaraRI|AjU|kAraRA|tIvravedanA|bADA
vcp,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,28,0.9655,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,BedyagAmin
vei,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,1,0.0345,preta,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava
wil,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,25,0.8621,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,vEtaraRI|kAraRA|bADA|BedyagAmin
yat,praTamaM kARqam|narakavargaH|,9,praTamaM kARqam,narakavargaH,,29,26,0.8966,nAraka|naraka|niraya|durgati|tapana|avIci|mahArOrava|rOrava,vEtaraRI|kAraRA|BedyagAmin
abch,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,0,0.0000,,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
acc,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,25,0.0727,samudra|abDi|sinDu|sAgara|arRava|ratnAkara|jIvana|Buvana,akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat|jalaniDi|yAdaHpati
acph,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,0,0.0000,,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
acsj,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,0,0.0000,,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
ae,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,0,0.0000,,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
ap,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,149,0.4331,samudra|akUpAra|udanvat|sarasvat|arRava|ap|vAr|vAri,abDi|pArAvAra|saritpati|udaDi|sinDu|sAgara|ratnAkara|jalaniDi
ap90,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,98,0.2849,samudra|akUpAra|udanvat|sarasvat|arRava|ratnAkara|ap|vAr,abDi|pArAvAra|saritpati|udaDi|sinDu|sAgara|jalaniDi|yAdaHpati
armh,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,206,0.5988,samudra|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu|sarasvat,abDi|jalaniDi|yAdaHpati|apAmpati|kzIroda|lavaRoda|ap|pATa
ben,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,177,0.5145,samudra|abDi|pArAvAra|udaDi|sinDu|sAgara|arRava|ap,akUpAra|saritpati|udanvat|sarasvat|ratnAkara|jalaniDi|yAdaHpati|apAmpati
bhs,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,62,0.1802,samudra|sinDu|sAgara|ratnAkara|kzIroda|salila|kamala|amfta,abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat|arRava
bop,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,154,0.4477,samudra|abDi|akUpAra|udanvat|udaDi|sinDu|sAgara|arRava,pArAvAra|saritpati|sarasvat|ratnAkara|yAdaHpati|apAmpati|kzIroda|arRas
bor,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,0,0.0000,,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
bur,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,171,0.4971,samudra|abDi|akUpAra|udaDi|sinDu|sarasvat|sAgara|arRava,pArAvAra|saritpati|udanvat|ratnAkara|jalaniDi|yAdaHpati|lavaRoda|salila
cae,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,201,0.5843,samudra|abDi|akUpAra|pArAvAra|saritpati|udaDi|sinDu|sAgara,udanvat|sarasvat|yAdaHpati|apAmpati|pATa|meGapuzpa|Ganarasa|ammaya
ccs,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,185,0.5378,samudra|abDi|akUpAra|pArAvAra|saritpati|udaDi|sinDu|sAgara,udanvat|sarasvat|yAdaHpati|apAmpati|vana|pATa|arRas|Sambara
fri,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,97,0.2820,samudra|udaDi|sinDu|sAgara|arRava|ap|vAr|vAri,abDi|akUpAra|pArAvAra|saritpati|udanvat|sarasvat|ratnAkara|jalaniDi
gra,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,72,0.2093,samudra|akUpAra|udanvat|udaDi|sinDu|sarasvat|arRava|ap,abDi|pArAvAra|saritpati|sAgara|ratnAkara|jalaniDi|yAdaHpati|apAmpati
gst,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,12,0.0349,abDi|akUpAra|apAmpati|ap|antarIpa|atItanOka|anacCa|agADa,samudra|pArAvAra|saritpati|udanvat|udaDi|sinDu|sarasvat|sAgara
ieg,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,44,0.1279,samudra|abDi|sinDu|sAgara|arRava|jalaniDi|jala|jIvana,akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat|ratnAkara|yAdaHpati
inm,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,81,0.2355,samudra|akUpAra|saritpati|udaDi|sinDu|sAgara|kzIroda|jala,abDi|pArAvAra|udanvat|sarasvat|arRava|ratnAkara|jalaniDi|yAdaHpati
krm,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,9,0.0262,jala|vana|kUla|tIra|tawa|pAra|dASa|Jaza,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
lan,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,62,0.1802,samudra|sinDu|sAgara|ap|vAr|vAri|jala|payas,abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat|arRava
lrv,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,269,0.7820,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat,sinDu|apAmpati|kabanDa|Sambara|BaNga|taraNga|bindu|sikatAmaya
mci,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,45,0.1308,akUpAra|sinDu|puzkara|meGapuzpa|vakra|dASa|matsya|Sakula,samudra|abDi|pArAvAra|saritpati|udanvat|udaDi|sarasvat|sAgara
md,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,176,0.5116,samudra|abDi|akUpAra|pArAvAra|sinDu|sAgara|arRava|ratnAkara,saritpati|udanvat|udaDi|sarasvat|jalaniDi|yAdaHpati|apAmpati|lavaRoda
mw,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,328,0.9535,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu,taraNga|ambusaraRa|AcCa|caRasUtra|matsyADAnI|kzudrARqamatsyasaNGAta|timiNgala|taraNgiRI
mw72,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,206,0.5988,samudra|abDi|akUpAra|udaDi|sinDu|sAgara|arRava|ap,pArAvAra|saritpati|udanvat|sarasvat|ratnAkara|jalaniDi|yAdaHpati|apAmpati
mwe,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,0,0.0000,,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
pe,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,58,0.1686,akUpAra|sinDu|sAgara|ratnAkara|jala|Buvana|kabanDa|puzkara,samudra|abDi|pArAvAra|saritpati|udanvat|udaDi|sarasvat|arRava
pgn,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,6,0.0174,sinDu|vana|puzkariRI|gaNgA|kAlindI|narmadA,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat
pui,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,91,0.2645,samudra|sinDu|sAgara|arRava|ratnAkara|kzIroda|vAri|amfta,abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat|jalaniDi
pw,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,283,0.8227,samudra|abDi|akUpAra|pArAvAra|saritpati|udaDi|sinDu|sAgara,udanvat|sarasvat|apAmpati|taraNga|pfzat|arvAk|ambusaraRa|droRI
pwg,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,282,0.8198,samudra|abDi|akUpAra|pArAvAra|saritpati|udaDi|sinDu|sAgara,udanvat|sarasvat|apAmpati|taraNga|pfzat|ambusaraRa|droRI|potavaRij
pwkvn,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,40,0.1163,ratnAkara|vAri|kamala|amfta|vana|amBas|meGapuzpa|BaNga,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
sch,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,102,0.2965,samudra|ratnAkara|vAri|salila|kamala|jala|kIlAla|amfta,abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu|sarasvat
shs,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,286,0.8314,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu,sarvatomuKa|Urmi|Avarta|arvAk|jalocCvAsa|ambusaraRa|droRI|kzepaRI
skd,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,89,0.2587,akUpAra|sinDu|vAr|vAri|jala|vana|kzIra|ambu,samudra|abDi|pArAvAra|saritpati|udanvat|udaDi|sarasvat|sAgara
snp,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,7,0.0203,kamala|ambu|kola|utpala|kumuda|SEvAla|padma,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu
stc,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,167,0.4855,samudra|akUpAra|sinDu|sAgara|arRava|ap|vAr|vAri,abDi|pArAvAra|saritpati|udanvat|udaDi|sarasvat|ratnAkara|jalaniDi
vcp,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,283,0.8227,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu,arRava|apAmpati|meGapuzpa|Urmi|Avarta|vipruz|kardama|jalocCvAsa
vei,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,55,0.1599,samudra|sinDu|vAr|payas|kIlAla|vana|puzkara|kzIra,abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sarasvat|sAgara
wil,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,281,0.8169,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu,sarvatomuKa|Urmi|Avarta|bindu|arvAk|ambusaraRa|droRI|sAMyAtrika
yat,praTamaM kARqam|vArivargaH|,10,praTamaM kARqam,vArivargaH,,344,281,0.8169,samudra|abDi|akUpAra|pArAvAra|saritpati|udanvat|udaDi|sinDu,sarvatomuKa|Ganarasa|Urmi|Avarta|bindu|arvAk|ambusaraRa|droRI
abch,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,0,0.0000,,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
acc,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,6,0.0414,Buvana|BArata|SarkarA|setu|padDati|GaRwApaTa,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
acph,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,0,0.0000,,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
acsj,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,0,0.0000,,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
ae,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,1,0.0069,go,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
ap,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,82,0.5655,BU|acalA|anantA|rasA|sTirA|DarA|DaritrI|jyA,BUmi|viSvamBarA|DaraRi|kzoRi|kziti|sarvaMsahA|vasunDarA|avani
ap90,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,54,0.3724,BU|rasA|DarA|DaritrI|jyA|urvI|ku|pfTivI,BUmi|acalA|anantA|viSvamBarA|sTirA|DaraRi|kzoRi|kASyapI
armh,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,86,0.5931,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA,DaraRi|kzoRi|urvI|gahvarI|kumBinI|sAgarAmbarA|Uza|kzAramfttikA
ben,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,70,0.4828,BU|BUmi|DaritrI|DaraRi|kzoRi|jyA|kziti|vasuDA,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kASyapI|sarvaMsahA
bhs,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,23,0.1586,BUmi|acalA|sTirA|pfTivI|pfTvI|mahI|vipulA|maru,BU|anantA|rasA|viSvamBarA|DarA|DaritrI|DaraRi|kzoRi
bop,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,69,0.4759,BU|BUmi|DarA|DaritrI|kzoRi|jyA|kziti|vasumatI,acalA|anantA|rasA|viSvamBarA|sTirA|DaraRi|kASyapI|sarvaMsahA
bor,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,1,0.0069,go,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
bur,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,70,0.4828,BU|BUmi|DaritrI|kzoRi|jyA|kziti|urvI|ku,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|DaraRi|kASyapI
cae,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,74,0.5103,BU|BUmi|DaritrI|DaraRi|kzoRi|jyA|kziti|vasuDA,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kASyapI|sarvaMsahA
ccs,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,72,0.4966,BU|BUmi|DaritrI|DaraRi|kzoRi|jyA|kziti|vasuDA,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kASyapI|sarvaMsahA
fri,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,40,0.2759,BU|BUmi|DarA|kzoRi|jyA|kziti|vasuDA|urvI,acalA|anantA|rasA|viSvamBarA|sTirA|DaritrI|DaraRi|kASyapI
gra,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,33,0.2276,BU|BUmi|rasA|kzoRi|jyA|kziti|ku|pfTivI,acalA|anantA|viSvamBarA|sTirA|DarA|DaritrI|DaraRi|kASyapI
gst,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,6,0.0414,aprahata|anUpa|aDvan|atipaTin|apaTin|apaTa,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
ieg,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,41,0.2828,BU|BUmi|sTirA|DarA|kziti|vasuDA|vasunDarA|ku,acalA|anantA|rasA|viSvamBarA|DaritrI|DaraRi|kzoRi|jyA
inm,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,35,0.2414,BU|BUmi|acalA|anantA|rasA|DarA|kASyapI|kziti,viSvamBarA|sTirA|DaritrI|DaraRi|kzoRi|jyA|sarvaMsahA|gotrA
krm,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,6,0.0414,BU|jyA|urvI|ku|Uza|mArga,BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA|DaritrI
lan,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,35,0.2414,BU|BUmi|rasA|jyA|kziti|vasuDA|ku|pfTivI,acalA|anantA|viSvamBarA|sTirA|DarA|DaritrI|DaraRi|kzoRi
lrv,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,123,0.8483,BU|BUmi|acalA|anantA|rasA|sTirA|DarA|DaritrI,viSvamBarA|vasunDarA|kumBinI|sAgarAmbarA|pratyanta|nIvfd|sajambAla|paNkila
mci,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,10,0.0690,mahI|maru|BArata|prAcya|udIcya|maDyadeSa|AryAvarta|anUpa,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
md,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,76,0.5241,BU|BUmi|rasA|DaritrI|DaraRi|kzoRi|jyA|kziti,acalA|anantA|viSvamBarA|sTirA|DarA|kASyapI|sarvaMsahA|vasumatI
mw,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,140,0.9655,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA,vasunDarA|nIvfd|arcitADvan|dyAvApfTivyO|divaspfTivyI
mw72,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,85,0.5862,BU|BUmi|DaritrI|DaraRi|jyA|kziti|urvI|ku,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kzoRi|kASyapI
mwe,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,1,0.0069,go,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
pe,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,23,0.1586,BU|BUmi|anantA|DarA|kASyapI|vasuDA|medinI|go,acalA|rasA|viSvamBarA|sTirA|DaritrI|DaraRi|kzoRi|jyA
pgn,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,6,0.0414,mahI|pratyanta|mlecCadeSa|deSa|vizaya|sikatA,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
pui,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,45,0.3103,BU|BUmi|anantA|viSvamBarA|DarA|kziti|vasumatI|vasuDA,acalA|rasA|sTirA|DaritrI|DaraRi|kzoRi|jyA|kASyapI
pw,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,103,0.7103,BU|BUmi|DaritrI|DaraRi|kzoRi|jyA|kziti|vasumatI,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kASyapI|sarvaMsahA
pwg,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,103,0.7103,BU|BUmi|DaritrI|DaraRi|jyA|kziti|vasumatI|vasuDA,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kzoRi|kASyapI
pwkvn,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,17,0.1172,BU|jyA|avani|go|Kila|aprahata|jagat|maDyama,BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA|DaritrI
sch,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,37,0.2552,BU|BUmi|anantA|sTirA|DarA|jyA|ku|avani,acalA|rasA|viSvamBarA|DaritrI|DaraRi|kzoRi|kASyapI|kziti
shs,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,112,0.7724,BU|BUmi|DaritrI|DaraRi|kzoRi|jyA|kziti|vasuDA,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kASyapI|sarvaMsahA
skd,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,50,0.3448,BU|acalA|anantA|rasA|viSvamBarA|sTirA|DarA|DaritrI,BUmi|DaraRi|kzoRi|kziti|sarvaMsahA|urvI|avani|go
snp,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,2,0.0138,DAtrI|udIcya,BU|BUmi|acalA|anantA|rasA|viSvamBarA|sTirA|DarA
stc,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,74,0.5103,BU|BUmi|rasA|DarA|DaritrI|DaraRi|kzoRi|jyA,acalA|anantA|viSvamBarA|sTirA|kASyapI|sarvaMsahA|vasumatI|vasuDA
vcp,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,117,0.8069,BU|BUmi|anantA|rasA|DarA|DaritrI|DaraRi|kzoRi,acalA|viSvamBarA|sTirA|kASyapI|sarvaMsahA|pfTivI|vipulA|gahvarI
vei,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,26,0.1793,BUmi|rasA|jyA|kziti|pfTivI|go|mfd|mfttikA,BU|acalA|anantA|viSvamBarA|sTirA|DarA|DaritrI|DaraRi
wil,dvitIyaM kARqam|BUmivargaH|,11,dvitIyaM kARqam,BUmivargaH,,145,113,0.7793,BU|BUmi|DaritrI|DaraRi|kzoRi|jyA|kziti|vasuDA,acalA|anantA|rasA|viSvamBarA|sTirA|DarA|kASyapI|sarvaMsahA
