lemma,raw_forms,genders,field_key,kanda,varga,upavarga,first_amar_L,first_eid,occurrences
kapitTa,kapitTa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,467,1064,1
daDitTa,daDitTa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,467,1064,1
grAhin,grAhin,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,467,1064,1
manmaTa,manmaTa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,467,1064,1
daDiPala,daDiPala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,467,1064,1
puzpaPala,puzpaPala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,467,1064,1
dantaSaWa,dantaSaWa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,467,1064,2
udumbara,udumbara,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,468,1065,1
jantuPala,jantuPala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,468,1065,1
yajYANga,yajYANga,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,468,1065,1
hemadugDaka,hemadugDaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,468,1065,1
kovidAra,kovidAra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,469,1066,1
camarika,camarika,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,469,1066,1
kuddAla,kuddAla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,469,1066,1
yugapatraka,yugapatraka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,469,1066,1
saptaparRa,saptaparRa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,470,1067,1
viSAlatvac,viSAlatvac,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,470,1067,1
SArada,SArada,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,470,1067,1
vizamacCada,vizamacCada,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,470,1067,1
AragvaDa,AragvaDa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
rAjavfkza,rAjavfkza,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
sampAka,sampAka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
caturaNgula,caturaNgula,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
Arevata,Arevata,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
vyADiGAta,vyADiGAta,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
kftamAla,kftamAla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
suvarRaka,suvarRaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,471,1068,1
jambIra,jambIra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,472,1069,2
jamBa,jamBa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,472,1069,1
jamBIra,jamBIra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,472,1069,1
jamBala,jamBala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,472,1069,1
varuRa,varuRa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,473,1070,1
varaRa,varaRa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,473,1070,1
setu,setu,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,473,1070,1
tiktaSAka,tiktaSAka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,473,1070,1
kumAraka,kumAraka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,473,1070,1
puMnAga,puMnAga,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,474,1071,1
puruza,puruza,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,474,1071,1
tuNga,tuNga,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,474,1071,1
kesara,kesara,puM|puMklI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,474,1071,3
devavallaBa,devavallaBa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,474,1071,1
pAriBadra,pAriBadra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,475,1072,1
nimbataru,nimbataru,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,475,1072,1
mandAra,mandAra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,475,1072,2
pArijAtaka,pArijAtaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,475,1072,1
tiniSa,tiniSa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,476,1073,1
syandana,syandana,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,476,1073,1
nemin,nemin,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,476,1073,1
raTadru,raTadru,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,476,1073,1
atimuktaka,atimuktaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,476,1073,1
vaYjula,vaYjula,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,476,1073,3
citrakft,citrakft,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,476,1073,1
pItana,pItana,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1074,1
kapItana,kapItana,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1074,3
AmrAtaka,AmrAtaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1074,1
maDUka,maDUka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1075,1
guqapuzpa,guqapuzpa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1075,1
maDudruma,maDudruma,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1075,1
vAnaprasTa,vAnaprasTa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1075,1
maDuzWIla,maDuzWIla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1075,1
maDUlaka,maDUlaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,477,1076,1
pIlu,pIlu,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,478,1077,1
guqaPala,guqaPala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,478,1077,1
sraMsin,sraMsin,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,478,1077,1
akzowa,akzowa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,478,1078,1
kandarAla,kandarAla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,478,1078,2
aNkowa,aNkowa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,478,1079,1
nikocaka,nikocaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,478,1079,1
kiMSuka,kiMSuka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,479,1080,1
vAtapoTa,vAtapoTa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,479,1080,1
vetasa,vetasa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,480,1081,1
raTa,raTa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,480,1081,1
aBrapuzpa,aBrapuzpa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,480,1081,1
vidula,vidula,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,480,1082,2
SIta,SIta,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,480,1083,2
vAnIra,vAnIra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,480,1083,1
parivyADa,parivyADa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,481,1084,2
nAdeyI,nAdeyI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,481,1086,4
ambuvetasa,ambuvetasa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,481,1086,1
SoBAYjana,SoBAYjana,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,482,1087,1
Sigru,Sigru,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,482,1087,1
tIkzRaganDaka,tIkzRaganDaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,482,1087,1
AkzIva,AkzIva,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,482,1087,1
mocaka,mocaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,482,1087,1
maDuSigru,maDuSigru,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,483,1088,1
arizwa,arizwa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,483,1089,3
Penila,Penila,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,483,1089,2
bilva,bilva,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,484,1090,1
SARqilya,SARqilya,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,484,1090,1
SElUza,SElUza,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,484,1090,1
mAlUra,mAlUra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,484,1090,1
SrIPala,SrIPala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,484,1090,1
plakza,plakza,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,485,1091,2
jawin,jawin,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,485,1091,1
parkawi,parkawi,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,485,1091,1
nyagroDa,nyagroDa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,485,1092,1
bahupAd,bahupAd,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,485,1092,1
vawa,vawa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,485,1092,1
gAlava,gAlava,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,486,1093,1
SAbara,SAbara,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,486,1093,1
loDra,loDra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,486,1093,1
tirIwa,tirIwa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,486,1093,1
tilva,tilva,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,486,1093,1
mArjana,mArjana,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,486,1093,1
Amra,Amra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,487,1094,1
cUta,cUta,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,487,1094,1
rasAla,rasAla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,487,1094,2
sahakAra,sahakAra,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,487,1095,1
kumBa,kumBa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,488,1096,1
ulUKalaka,ulUKalaka,klI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,488,1096,1
kOSika,kOSika,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,488,1096,1
guggulu,guggulu,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,488,1096,1
pura,pura,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,488,1096,1
Selu,Selu,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,489,1097,1
SlezmAtaka,SlezmAtaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,489,1097,1
uddAla,uddAla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,489,1097,1
bahuvAraka,bahuvAraka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,489,1097,1
rAjAdana,rAjAdana,puMklI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,490,1098,2
priyAla,priyAla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,490,1098,1
sannakadru,sannakadru,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,490,1098,1
Danuzpawa,Danuzpawa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,490,1098,1
gamBArI,gamBArI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,491,1099,1
sarvatoBadrA,sarvatoBadrA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,491,1099,1
kASmarI,kASmarI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,491,1099,1
maDuparRikA,maDuparRikA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,491,1099,2
SrIparRI,SrIparRI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,491,1099,1
BadraparRI,BadraparRI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,491,1099,1
kASmarya,kASmarya,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,491,1099,1
karkanDU,karkanDU,puMstrI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1100,1
badarI,badarI,puMstrI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1100,1
kolI,kolI,puMstrI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1100,1
kola,kola,klI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1101,1
kuvala,kuvala,klI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1101,1
sOvIra,sOvIra,klI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1101,1
badara,badara,klI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1101,1
GoRwA,GoRwA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1101,2
svAdukaRwaka,svAdukaRwaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1102,2
vikaNkata,vikaNkata,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1102,1
SruvAvfkza,SruvAvfkza,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1102,1
granTila,granTila,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1102,2
vyAGrapAd,vyAGrapAd,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,492,1102,1
ErAvata,ErAvata,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,493,1103,1
nAgaraNga,nAgaraNga,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,493,1103,1
BUmijambukA,BUmijambukA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,493,1104,2
tinduka,tinduka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,494,1105,1
sPUrjaka,sPUrjaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,494,1105,1
kAlaskanDa,kAlaskanDa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,494,1105,2
SitisAraka,SitisAraka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,494,1105,1
kAkendu,kAkendu,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,495,1106,1
kulaka,kulaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,495,1106,2
kAkatinduka,kAkatinduka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,495,1106,1
kAkapIluka,kAkapIluka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,495,1106,1
golIQa,golIQa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,496,1107,1
JAwala,JAwala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,496,1107,1
GaRwApAwali,GaRwApAwali,puMstrI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,496,1107,1
mokza,mokza,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,496,1107,1
muzkaka,muzkaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,496,1107,1
tilaka,tilaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,497,1108,1
kzuraka,kzuraka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,497,1108,1
SrImat,SrImat,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,497,1108,1
picula,picula,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,497,1109,1
JAvuka,JAvuka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,497,1109,1
SrIparRikA,SrIparRikA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,498,1110,1
kumudikA,kumudikA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,498,1110,1
kumBI,kumBI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,498,1110,1
kEwarya,kEwarya,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,498,1110,1
kawPala,kawPala,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,498,1110,1
kramuka,kramuka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,499,1111,3
pawwikAKya,pawwikAKya,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,499,1111,1
pawwI,pawwI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,499,1111,1
lAkzAprasAdana,lAkzAprasAdana,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,499,1111,1
nUda,nUda,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,500,1112,1
yUpa,yUpa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,500,1112,1
brahmaRya,brahmaRya,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,500,1112,1
brahmadAru,brahmadAru,klI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,500,1112,1
tUla,tUla,klI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,500,1112,1
nIpa,nIpa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,501,1113,1
priyaka,priyaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,501,1113,3
kadamba,kadamba,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,501,1113,1
halipriya,halipriya,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,501,1113,1
vIravfkza,vIravfkza,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,502,1114,1
aruzkara,aruzkara,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,502,1114,1
agnimuKI,agnimuKI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,502,1114,1
BallAtakI,BallAtakI,tri,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,502,1114,1
gardaBARqa,gardaBARqa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,503,1115,1
supArSvaka,supArSvaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,503,1115,1
tintiqI,tintiqI,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,503,1116,1
ciYcA,ciYcA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,503,1116,1
amlikA,amlikA,strI,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,503,1116,1
pItasAraka,pItasAraka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,504,1117,1
sarjaka,sarjaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,504,1117,1
asana,asana,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,504,1117,1
banDUkapuzpa,banDUkapuzpa,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,504,1117,1
jIvaka,jIvaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,504,1117,2
sAla,sAla,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,505,1118,1
sarja,sarja,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,505,1118,1
kArSya,kArSya,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,505,1118,1
aSvakarRaka,aSvakarRaka,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,505,1118,1
sasyasaMvara,sasyasaMvara,puM,dvitIyaM kARqam|vanOzaDivargaH|,dvitIyaM kARqam,vanOzaDivargaH,,505,1118,1
