dict	canonical_text	count
ben	Rāghavānanda	1
ben	Göttinger Gelehrte Anzeigen	1
ben	Bhaviṣya-Purāṇa	1
bhs	Mahāvastu	7174
bhs	Mahāvyutpatti	4110
bhs	Lalitavistara	4054
bhs	Divyāvadāna	3181
bhs	Gaṇḍavyūha	3174
bhs	Saddharmapuṇḍarīka	2206
bhs	Śikṣāsamuccaya	1584
bhs	Mūla-Sarvāstivāda-Vinaya; Gilgit Manuscripts	1378
bhs	Bodhisattvabhūmi	1217
bhs	Avadāna-śataka	1103
bhs	(Ārya-)Mañjuśrīmūlakalpa, ed. Gaṇapati Śāstri, 3 vols., Trivandrum, 1920, 1922, 1925. See Lalou, in the following list of abbreviations.	983
bhs	Mahā-Māyūrī	741
bhs	Laṅkāvatāra-sūtra	638
bhs	Kāraṇḍavyūha	556
bhs	Daśabhūmikasūtra	542
bhs	Boehtlingk and Roth	525
bhs	Rāṣṭrapālaparipṛcchā	470
bhs	Sukhāvatīvyūha	464
bhs	Pali Text Societyʼs Pali-English Dictionary	429
bhs	Suvarṇabhāsottamasūtra	429
bhs	Sādhanamālā	420
bhs	Śatasāhasrikā-prajñāpāramitā	401
bhs	Dharmasaṃgraha	382
bhs	Jātakamālā	349
bhs	(Mahā-)Karmavibhaṅga, and Karmavibhaṅgopadesa, ed. Lévi, Paris, 1932.	325
bhs	Aṣṭasāhasrikā-prajñāpāramitā	318
bhs	Kāśyapa Parivarta	318
bhs	Vinayapiṭaka	264
bhs	Andersen and Smith	256
bhs	Udānavarga; chap	239
bhs	Bhikṣunī-karmavācanā	235
bhs	Samādhirājasūtra	231
bhs	Dictionary of the Pali Language	211
bhs	Jātaka	204
bhs	Prātimokṣasūtra des Sarvāstivādins	202
bhs	Dīghanikāya	201
bhs	S	192
bhs	Malalasekara	161
bhs	H	157
bhs	Abhidharmakośa	142
bhs	Ratnachandra	135
bhs	Majjhimanikāya	132
bhs	Dhammapada	127
bhs	E	119
bhs	Vajracchedikā	98
bhs	Suttanipāta	93
bhs	Aṅguttaranikāya	93
bhs	Jäschke	93
bhs	Asaṅga	92
bhs	Mahābhārata	81
bhs	Bhadracarī	79
bhs	SaMyuttanikāya	66
bhs	Mahāsamājasūtra	59
bhs	Mūla-Madhyamaka-kārikās	56
bhs	Deśīnāmamālā	47
bhs	Sacred Books of the East	39
bhs	Meghasūtra	36
bhs	Petavatthu	34
bhs	Dhātupāṭha	30
bhs	R	29
bhs	Vimānavatthu	28
bhs	Śālistambasūtra	27
bhs	Hemacandra	26
bhs	Pāṇini's Aṣṭādhyāyī	23
bhs	Rigveda	22
bhs	Iconographie	22
bhs	Lotus de la Bonne Loi - translation of the Saddharmapuṇḍarīka by E	22
bhs	Kosmographie der Inder	22
bhs	Theragāthā	19
bhs	Atharvaveda	16
bhs	Trikāṇḍaśeṣa	16
bhs	Rāmāyaṇa	15
bhs	Bodhicaryāvatāra-ṭīkā	13
bhs	Monier Williams	12
bhs	Śatapathabrāhmaṇa	11
bhs	Itivuttaka	10
bhs	Saṃyuktāgama; fragments from Stein mss	10
bhs	Buddhacarita	9
bhs	Bhāgavata-Purāṇa	8
bhs	Kāśikā	7
bhs	Therīgāthā	7
bhs	Apte	6
bhs	Dīpavaṃsa	6
bhs	Introduction à lʼhistoire du bouddhisme indien	6
bhs	Journal of the American Oriental Society	6
bhs	Kathāsaritsāgara	5
bhs	Boehtlingk	5
bhs	Dictionary	5
bhs	Khuddaka-pāṭha	5
bhs	Dhammasaṃgani	5
bhs	Sten Konow	4
bhs	Sukumar Sen	4
bhs	Vājasaneyi Saṃhitā	4
bhs	Nettipakaraṇa	4
bhs	Mahāvaṃsa	4
bhs	Ausgewählte Erzählungen in Māhārāṣṭrī	4
bhs	Kauśikasūtra	3
bhs	Whitney; Gr	3
bhs	Gaekwadʼs Oriental Series	3
bhs	Daśakumāracarita	3
bhs	Kathā-vatthu	3
bhs	Apabhraṃśa; Apadāna	2
bhs	Taittirīya Saṃhitā	2
bhs	Buddha-vaṃsa	2
bhs	Maitrāyaṇī Saṃhitā	2
bhs	Taittirīya Brāhmaṇa	2
bhs	Mārkandeyapuraṇa	2
bhs	Bhavisattakahā	2
bhs	Māhārāṣṭrī	2
bhs	Harvard Oriental Series	2
bhs	Bhagavadgītā	1
bhs	Kullūka	1
bhs	Amarakoṣa	1
bhs	Pañcaviṃśa Brāhmaṇa	1
bhs	Yājñavalkya	1
bhs	Jaiminīya Brāhmaṇa	1
bhs	Aitareya Brāhmaṇa	1
bhs	Daśabalasūtra	1
bhs	Epic	1
bhs	Gobhila Gṛhya Sūtra	1
bhs	Yāskaʼs Nirukta	1
bhs	Indian Historical Quarterly	1
bhs	Lāṭyāyana Śrauta Sūtra	1
bhs	Varāhamihira	1
bhs	Speyer	1
bhs	Language	1
bhs	Atharvaveda Pariśiṣṭa	1
bhs	Abhidhammatthasaṃgaha	1
bhs	Journal of the Royal Asiatic Society	1
bhs	Tocharian	1
bhs	Caraka	1
bhs	Apastamba Śrauta Sūtra	1
bhs	Bulletin of the School of Oriental	1
bhs	Kleinere Sanskrit Texte	1
bhs	Patañjali	1
bhs	Edgerton	1
bhs	Kātyāyana Śrauta Sūtra	1
bhs	New Indian Antiquary	1
lrv	Raghuvanśa	4101
lrv	Manusmṛiti	1762
lrv	Kumārasambhava	1366
lrv	Meghadūta	904
lrv	Śiśupālavadha	750
lrv	Śakuntalā	694
lrv	Bhaṭṭikāvya	689
lrv	Bhagavadgītā	688
lrv	Yājnyavalkyasmṛiti	407
lrv	Kirātārjunīya	386
lrv	Bhartṛihaṛiśataka [	381
lrv	Gītagovinda	340
lrv	Mālatīmādhava	320
lrv	Bhāminīivilāsa	299
lrv	Kāvyaprakāśa	279
lrv	Amaruśataka	253
lrv	Ṛitusanhāra	231
lrv	Mṛichchhakaṭikā	204
lrv	Veṇīsanhāra	179
lrv	Uttararāmacharita	179
lrv	Naishadhacharita	159
lrv	Vikramorvaśīya	139
lrv	Hitopadeśa	116
lrv	Sāhityadarpaṇa	111
lrv	Panchatantra	108
lrv	Mālavikāgnimitra	89
lrv	Mallinātha	83
lrv	Mudrārākshasa	80
lrv	Śāntiśataka	76
lrv	Kādambarī	74
lrv	Bhārata	65
lrv	Udbhaṭa	64
lrv	Daśakumāracharita	60
lrv	Rasangangādhara	55
lrv	Rāmāyaṇa	55
lrv	Siddhāntakaumudi	54
lrv	Mahāvīracharita	54
lrv	Śṛingāratilaka	52
lrv	Kāvyādarśa	47
lrv	Vikramānkadevacharita	45
lrv	Gaṅgālaharī	40
lrv	Chaurapanchaśika	39
lrv	Śārīrabhāshya	36
lrv	Amarakoṣa	32
lrv	Ghaṭakarpara	32
lrv	Pāṇini	28
lrv	Gaṇaratnamahodadhi	18
lrv	Bhāshāparichchheda	18
lrv	Mitākshara	16
lrv	Ratnāvalī	16
lrv	Vāsavadattā	16
lrv	Nalodaya	15
lrv	Kullūka	14
lrv	Jagannātha	12
lrv	Tarkasangraha	10
lrv	Aśvadhāṭī	10
lrv	Prabodhachandrodaya	8
lrv	Katyāyana	7
lrv	Patanjalamahābhāshya	7
lrv	Prasannarāghava	7
lrv	Mohamudgara	6
lrv	Chhandomanjarī	5
lrv	Śrutabodha	4
lrv	Kaṭhopanishad	4
lrv	Śikshā	3
lrv	Chāṇakya	3
lrv	Vākyapadīya	3
lrv	Bhāgavata	3
lrv	Rājataraṅgiṇī	3
lrv	Rigveda	3
lrv	Bālarāmāyaṇa	3
lrv	Harshacharita	3
lrv	Hāsyārṇava	2
lrv	Mugdhabodha	2
lrv	Patanjali’s Yogasūtra	2
lrv	Vājasaneyisanhitā	2
lrv	Anargharāghava	2
lrv	Śatapathabrāhmaṇa	2
lrv	Trikāṇḍaśesha	2
lrv	Nītipradīpa	2
lrv	Sarvadarśanasangraha	2
lrv	Pārvatīpariṇaya	2
lrv	Viddhaśālabhañjikā	2
lrv	Daśarūpa	2
lrv	Chandrāloka	2
lrv	Sarasvatīkaṇṭhābharaṇa	1
lrv	Tarkakaumudī	1
lrv	Kusumāñjali	1
lrv	Chaṇḍakauśika	1
lrv	Vīramitrodaya	1
lrv	Jaiminīyanyāyaratnamālā	1
lrv	Gautamasūtra	1
lrv	Sānkhyasūtra	1
lrv	Kathāsaritsāgara	1
lrv	Siddhāntamuktāvali	1
lrv	Mārkandeyapuraṇa	1
lrv	Chātakāshṭaka	1
lrv	Bṛihadāraṇyaka	1
lrv	Utpalamālā	1
lrv	Sudhālaharī	1
lrv	Chhāndogyopanishad	1
lrv	Nāgānanda	1
lrv	Uddhavadūta	1
lrv	Prāṇābharaṇa	1
lrv	Mahishaśataka	1
lrv	Halāyudha	1
md	Rigveda	42
md	Atharvaveda	2
md	Vājasaneyi Saṃhitā	2
md	Taittirīya Saṃhitā	1
mw	lexicographers	40213
mw	Ṛgveda	15918
mw	ibidem or 'in the same place or book or text' as the preceding	10100
mw	masculine or neuter	7010
mw	catalogue or catalogues	5302
mw	Buddhist	1866
mw	Brāhmaṇa	1621
mw	Inscriptions	687
mw	column	588
mw	Active	315
mw	Sāma-Veda	158
mw	Name	27
mw	grammar	19
mw	Introduction	4
mw	edition	3
mw	indeclinable	1
pw	Mahābhārata	4139
pw	Indische Sprüche	3071
pw	ĀPASTAMBA'S DHARMASŪTRA	2459
pw	HEĀDRI'S K4ATURVARGAK4INTĀMAṆI	1845
pw	GALANO's Wörterbuch	1736
pw	Rāmāyaṇa	1729
pw	Bhāvaprakāśa	1689
pw	Kādambarī	1613
pw	Śiśupālavadha	1580
pw	Ṛgveda	1499
pw	Maitrāyaṇī Saṃhitā	1443
pw	Bālarāmāyaṇa	1207
pw	GAUTMA'S DHARMAŚĀSTRA	1120
pw	Harivaṃśa	1040
pw	Classified Index to the Sanskrit Mss	984
pw	Atharvaveda	939
pw	VISHṆUPURĀṆA	929
pw	SAM5GITASĀRASAM5GRAHA	757
pw	Kathāsaritsāgara	723
pw	Kāraṇḍavyūha	699
pw	Suśruta	630
pw	TAITTIRYASAM5HITĀ	619
pw	LALITAVISTARAPURĀṆA	590
pw	NIGHAṆṬUPRAKĀŚA	577
pw	DAŚAKUMĀRA	556
pw	Pāṇini	531
pw	Sāyaṇa	510
pw	Vāsavadattā	487
pw	Mānavadharmaśāstra	480
pw	VAITĀNASŪTR??	479
pw	Kāśikāvṛtti	456
pw	TĀṆḌYABRĀHMANA	447
pw	The Materia medica of the Hindus compiled from Sankr	427
pw	G7AYADEVA'S PRASANNARĀGHAVA	417
pw	Detailed Report of a Tour in search of Sanskrit Mss	397
pw	LĀṬYĀYANA'S ŚRAUTASŪTRA	388
pw	Bhaṭṭikāvya	384
pw	GOBHILA'S GṚYASŪTRA	369
pw	KAUTŚIKA'S SŪTRA zum AV	316
pw	Taittirīya Brāhmaṇa	306
pw	BÖHTLINGK'S Sanskrit-Chresthomathie	294
pw	KIRĀTĀRG7UNIYA	294
pw	Raghuvaṃśa	287
pw	Beiträge zur indischen Lexicographie von THEODOR ZACHARIAE	260
pw	KAPILA'S SĀM5KHYAPRVAK4ANA	245
pw	MĀNAVAGṚHYASŪTRA	245
pw	VĀG7ASĀNI SAM5HITĀ	209
pw	HEMAK4ANDRA'S ABHIDHĀNAK4INTĀMAṆI	208
pw	AGNIPURĀṆA	206
pw	TAITTIRIYARAṆYAKA	201
pw	ŚULBASŪTRA	194
pw	PĀRASKARA'S GṚHYASŪTRA	194
pw	KĀṬHAKA	191
pw	Sāhityadarpaṇa	190
pw	BAUDHĀYANA	187
pw	Śakuntalā	186
pw	G7AIMINIYANYĀYAMĀLĀVISTARA	185
pw	Zeitschrift der deutschen morgenlandischen Gesellschaft	177
pw	Mudrārākshasa	176
pw	Bhāminīvilāsa	173
pw	Mārkandeyapuraṇa	171
pw	PATAN7G7ALI ZU PĀṆINI	171
pw	AUFRECHT	168
pw	Sarvadarśanasaṃgraha	167
pw	VIDDHAŚĀLABHAN7G7IĀKHYANĀṬIKĀ	146
pw	Meghadūta	137
pw	Kāvyaprakāśa	134
pw	MĀNAVAŚRAUTSŪTRA	134
pw	Kumārasambhava	126
pw	Nirukta	124
pw	VĀMANA'S KĀVYĀLAM5KĀRAVṚTTI	124
pw	GOTAMA'S NYĀYADARŚANA	123
pw	MADANAPĀLA'S MADANAVINODA	120
pw	PRĀTIŚĀKHYA zur TS	110
pw	Bhagavadgītā	105
pw	DHŪRTANATAKA	103
pw	DAŚAKUMĀRAK4ARITA	100
pw	Kullūka	99
pw	DHANVANTARI'S Wörterbuch	90
pw	KAPISHṬHALAKAṬHASAM5HITA	90
pw	MĀLAVIKĀGNIMITR	86
pw	PRĀTIŚĀKHYA zum ṚGVEDA	85
pw	GAṆITĀDHĀYA in BHĀSKARA'S SIDDHĀNTA ŚIROMAṆI	85
pw	Hāsyārṇava	82
pw	PRAK4AṆḌAPĀṆḌAVA	81
pw	LASSEN'S Anthologie 3te Ausg	78
pw	BHĀSKARA'S GOLĀDHYĀYA	75
pw	Saddharmapuṇḍarīka	73
pw	ĀRYABHAṬA Ausg	71
pw	Gaṇaratnamahodadhi	71
pw	ĀRYAVIDĀSUDHĀKARA	69
pw	Weber	66
pw	PRABODHAK4ANDRODAYA	66
pw	BĀDARĀYAṆA'S BRAHMASŪTRA	64
pw	Medinīkośa	63
pw	Dhātupāṭha	61
pw	GṚHYĀSAM5GRAHA	61
pw	Hitopadeśa	59
pw	ŚĀŚVATA'S ANEKĀRTHASAMUCCAVA	58
pw	Sāma-Veda	56
pw	VIŚVAKARMA'S VĀSTUVIDYĀ	54
pw	MANTRABRĀHMAṆA	53
pw	MAITRYUPANISHAD	52
pw	Akademische Vorlesung über Indische Literaturgeschichte	52
pw	Amarakoṣa	50
pw	SĀMAVIDHĀNABRĀHMAṆA	50
pw	VOPADEVA'S MUGDHABODHA	49
pw	PRIYADARŚIKĀ	48
pw	Trikāṇḍaśesha	48
pw	MITĀ??SHABĀ	46
pw	The Renaissanśe of Sanskrit Literature in M	43
pw	YĀSKA'S NIRUKTA sammt den NIGHAṆṬAVAS	42
pw	SŪRYASDDHĀNTA	41
pw	NAISHADHAK4ARITA	41
pw	UTTARARĀMAK4RIRA	40
pw	KATUARANĀKARA	37
pw	Hand-Book for the student of Chinese Buddhism	37
pw	KIELHORN'S Ausg	35
pw	KUMĀRASVĀMIN	34
pw	Daśarūpa	33
pw	ŚVETĀŚVATAROPANISHAD	32
pw	NĀRADA'S DHARMAŚĀSTRA	30
pw	TATTVASAM7SA	28
pw	VĀSANTIKĀ	28
pw	Tarkasaṃgraha	26
pw	PATANAMĀLĀ	25
pw	Vārttika	25
pw	PRĀTIŚĀKHYA zu VS in Ind	25
pw	PISCHEL	25
pw	DHŪRTASAMĀGAMA in LASSEN'S Anthologie	24
pw	YOGASŪTRA	24
pw	VETĀLAPAN7K4AVIM5ŚATI in LA	23
pw	GOLDSTÜCKER'S Wörterbuch	22
pw	HALĀYUDHA'S Wörterbuch	22
pw	KALPASŪTRA	22
pw	BURNOUF	21
pw	KAṆĀDA'S VAIŚESHIKADABŚANA	20
pw	BENFEY'S Chrestomathie	20
pw	ŚATRUM5G7AYAHĀTMYA	19
pw	PARIBHĀSHĀ in PARIBHĀSHENDUŚEKHARA	19
pw	MUṆḌAKOPANISHAD	18
pw	TAITTIRIYOPANISHAD	17
pw	Śabdakalpadruma	17
pw	LAGHUK	17
pw	VYUPATITI	17
pw	NYĀYAKOSA or Dictionary of the technical Terms of the NYĀYA Philosphy	15
pw	COBHANAMUNI'S ŚOBHANASTUTAYAS in Z	13
pw	VĀYUPURĀṆA	12
pw	A Catalogue of Sanskrit Mss	12
pw	Kuvalayānanda	11
pw	SĀRĀVALI	11
pw	Commentary on the Hindu System of Medicine	10
pw	VĀLAHILYA	10
pw	DHYĀNABINDŪPANISHAD	10
pw	VIŚVAKOŚA	10
pw	PAŚNOPANISHAD	9
pw	GAUḌAPĀDA	9
pw	Śrutabodha	9
pw	VĀGBHAṬA'S ĀYURVEDARŚANA	9
pw	HĀRĀVALI	8
pw	GARBHOPANISHAD in Bibl	8
pw	PRATĀPARUDRIYA	8
pw	ŚIRAUPANISHAD	8
pw	SŪRYADEVAYAG7VAN	8
pw	A History of Ancient Sanskrit Literature	8
pw	BRAHMABINDŪPANISHAD	7
pw	The Aphorisms of SĀṆḌILYA	7
pw	BRAHMOPANISHAD	7
pw	KARMAPRADIPA	7
pw	KĀṬHAKAGṚHYASŪTRA	7
pw	BṚHASPATI	7
pw	BHĀMATI	7
pw	GOBHILA'S ŚRĀDDHAKALPA	7
pw	HILLEBRANDT'S altindisches Neu- und Vollmondsopfer	7
pw	TĀRAN7THA'S Geschichte des Buddhismus in Indien	7
pw	BṚHADDEVATĀ	6
pw	PARĀŚARA'S DHARMAŚĀSTRA	6
pw	A Dictionary	6
pw	A Catalogue of Sanskrit Manuscripts contained in the private libraries of GUYARĀT	6
pw	VIVEKAVILĀSA	5
pw	MEDHĀTITHI	5
pw	Monatsberichte der Königlich Preussichen Akademie der Wissenschaften in Berlin	5
pw	WEBER'S Ausg	5
pw	Siddhāntaśiromaṇi	4
pw	KUSUMĀN7G7ALI	4
pw	UṆĀDISŪTRA	4
pw	ĀRUṆEYOPANISHAD	4
pw	BRAMAPURĀṆA	4
pw	Hiḍimbavadha	4
pw	CHILDERS' Pali-Wörterbuch	3
pw	SĀVITRI	3
pw	Ṛtusaṃhāra	3
pw	KENOPANISHAD	3
pw	HAUG	3
pw	ŚĀNTANAVA'S PHIṬSŪTRA	3
pw	SARVOPANISHATSĀRA	3
pw	Darstellung der Lehre von den Schriften in BṚHASPATI'S DHARMAŚĀSTRA	3
pw	MAHĀŚĀNTI	3
pw	KAIVALYOPANISHAD	3
pw	Govardhana's SAPTAŚATI	3
pw	SUVAPNAK4NTĀṆI	3
pw	KĀṆḌŪPĀKHYĀNA in LA	2
pw	ĀNADAGIRI	2
pw	SĀRASUNDARI	2
pw	AVYAYĀNEKĀRTHAVARGA am Ende des MEDINIKOŚA	2
pw	NĀRĀYAṆABHAṬṬA'S PRAYOGARATNA	2
pw	Select Works of H	2
pw	AINSLIE	2
pw	ĀNANDALAHARI in HAEBELIN's Anthologie	2
pw	NIRṆAYASINDHU	2
pw	Ueber zwei Parteischriften zu Gunsten der MAGA	2
pw	Cat	2
pw	RĀMAPŪRVATĀPANIYOPANISHAD	2
pw	BṚHANMANU	2
pw	CANTOR	2
pw	Dāyabhāga	2
pw	VAIDYABHĀSHYA	1
pw	Flora indica or description of Indian Plants	1
pw	HARISVĀMIN	1
pw	MĀNAVAKALPASŪTRA	1
pw	Proceedings of the Asiatic Society of Bengal	1
pw	ĀRAṆYAKA zum SV	1
pw	ĀTMOPANISHAD	1
pw	PIṆḌOPANISHAD	1
pw	Dhammapada	1
pw	MĀDHAVA'S KĀLANIRṆAYA	1
pw	KĀTYĀYANA'S DHARMAŚĀSTRA	1
pw	Beiträge zur Kunde der indogermanischen Sprachen	1
pw	HANUMADUKTARĀMOPANISHAD	1
pw	ŚĀNTIŚATŚATAKA in HAEBERLIN'S Anthologie	1
pw	LANGLOIS' Uebersetzung des Harivam~śa	1
pw	A legend from the TALAVAKĀRA or YAIMINIYA BRĀHMAṆA of the SĀMAVEDA by A	1
pw	WILSON	1
pw	GĀRUḌOPANISHAD	1
pw	LASSEN'S Indische Alterthunmskunde	1
pw	SOMAKARMAPRADIPA des RĀMA	1
pw	HAEBERLIN'S Anthology	1
pw	PIṆḌAPITṚYAYNA	1
pw	KAṆṬHAŚRUTYUPANISHAD	1
pw	Monatsbericht der Königlich Preussischen Akademie der Wissenschaften zu Berlin	1
pw	KĀLIDĀSA'S VIKRAMORVAŚIYAM	1
pw	Zeitschrift für die Kunde des Morgenlandes	1
pw	Kārikā	1
pwg	Mahābhārata	39130
pwg	? [Cologne Addition]	34635
