dict	canonical_text	count
pwg	Rāmāyaṇa	27976
pwg	PĀṆINI'S acht Bücher grammatischer Regeln	21509
pwg	Śabdakalpadruma	20130
pwg	Bhāgavata-Purāṇa	19044
pwg	Ṛgveda	18837
pwg	HEMACANDRA'S ABHIDHĀNACINTĀMAṆI	16060
pwg	Kathāsaritsāgara	14933
pwg	Indische Sprüche	14675
pwg	Amarakoṣa	14510
pwg	Medinīkośa	13083
pwg	AUFRECHT	12506
pwg	MANU'S Gesetzbuch	12357
pwg	Harivaṃśa	11630
pwg	The ŚATAPATHABRĀHMAṆA in the Mādhyandina-Śākhā	10604
pwg	HEMACANDRA'S ANEKĀRTHASAM̃GRAHA	9776
pwg	Suśruta	9696
pwg	ATHARVAVEDASAM̃HITĀ	9260
pwg	Trikāṇḍaśeṣa	8361
pwg	Varāhamihira's Bṛhatsaṃhitā	7980
pwg	Raghuvaṃśa	7739
pwg	Rājataraṅgiṇī	7129
pwg	Pañcatantra	6758
pwg	RĀJANIRGHAṆṬA	6662
pwg	WEBER'S Indische Studien	6008
pwg	Mārkandeyapuraṇa	5208
pwg	Halāyudha	5098
pwg	KĀTYĀYANA'S ŚRAUTASŪTRĀṆI	5071
pwg	Vājasaneyi Saṃhitā	5063
pwg	VOPADEVA'S Grammatik	5044
pwg	Śakuntalā	4921
pwg	Taittirīya Saṃhitā	4565
pwg	Aitareya Brāhmaṇa	3778
pwg	WEBER'S Verzeichniss der Berliner Sanskrit-Handschriften	3655
pwg	Viṣṇu Purāṇa	3616
pwg	YĀJÑAVALKYA'S Gesetzbuch	3552
pwg	Sāhityadarpaṇa	3540
pwg	ŚABDARATNĀVALĪ	3128
pwg	YĀSKA'S NIRUKTA sammt den NIGHAṆṬAVA'S herausgegeben und erklärt von RUDOLPH ROTH	3006
pwg	Hitopadeśa	2975
pwg	Bombay	2959
pwg	Taittirīya Brāhmaṇa	2856
pwg	Kumārasambhava	2465
pwg	Prabodhacandrodaya	2440
pwg	DHĀTUPĀṬHA in WESTERGAARD'S Radices	2356
pwg	KAUŚIKA'S SŪTRA zum ATHARVAVEDA	2227
pwg	Bhaṭṭikāvya	2207
pwg	Bhagavadgītā	2141
pwg	PAÑCARATNA ? [Cologne Addition]	2110
pwg	ŚĀṄKHĀYANA'S ŚRAUTASŪTRĀṆI	2031
pwg	WILSON'S Wörterbuch	2022
pwg	Meghadūta	1923
pwg	NALOPĀKHYĀNA in BÖHTLINGK'S Chrestomathie	1899
pwg	ANEKĀRTHASAM̃GRAHA	1870
pwg	HĀRĀVALI	1862
pwg	COLEBROOKE'S Miscellaneous Essays	1856
pwg	A contribution towards an index to the Bibliography of the Indian philosophical systems	1842
pwg	Daśakumāracarita	1796
pwg	LĀṬYĀYANA'S SŪTRA zum SV	1762
pwg	ĀŚVALĀYANA'S ŚRAUTASŪTRĀṆI in 12 Adhyāya	1734
pwg	Mṛcchakaṭikā	1716
pwg	Pañcaviṃśa Brāhmaṇa	1690
pwg	VYUTPATTI oder MAHĀVYUTPATTI	1633
pwg	Chāndogyopaniṣad	1592
pwg	Vikramorvaśī	1579
pwg	ŚABDACANDRIKĀ	1430
pwg	RATNAMĀLĀ	1426
pwg	Kullūka	1426
pwg	ĀŚVALĀYANA'S GṚHYASŪTRĀṆI in 4 Adhyāya	1406
pwg	das	1380
pwg	Siddhāntakaumudi	1369
pwg	die Śeṣa's zu HEMACANDRA'S ABHIDHĀNACINTĀMAṆI	1305
pwg	KĀṬHAKA-Recension des YĀJ	1290
pwg	Śiśupālavadha	1275
pwg	Sāyaṇa	1264
pwg	VETĀLAPAÑCAVIṂŚATI in LASSEN'S Anthologie	1255
pwg	Bhartṛhari	1244
pwg	A rational refutation of the Hindu philosophical systems by Nehemiah Nīlakaṇṭha	1191
pwg	ŚAṂKARA	1140
pwg	PRĀTIŚĀKHYA zun ṚGVEDA	1116
pwg	Geschichte des VIDŪṢAKA in BÖHTLINGK'S Chrestomathie	1109
pwg	Gītagovinda	1060
pwg	Mālavikāgnimitra	1057
pwg	JAṬĀDHARA	1030
pwg	BENFEY' Chrestomathie aus Sanskritwerken	929
pwg	NIGHAṆṬA PRAKĀŚA von BĀPŪ GAṄGĀDHARA	928
pwg	LASSEN'S Indische Alterthumskunde	890
pwg	Sūryasiddhānta	821
pwg	Zeitschrift der deutschen morgenlandischen Gesellschaft	807
pwg	Ṛtusaṃhāra	803
pwg	GOBHILA'S GṚHYASŪTRA	788
pwg	ŚABDAMĀLĀ	783
pwg	PĀRASKARA'S GṚHYASŪTRĀṆI	769
pwg	Die Uṇādi-Affixe	764
pwg	ŚĀṄKHĀYANA'S GṚHYASŪTRĀṆI	756
pwg	BURNOUF	748
pwg	PRĀTIŚĀKHYA zur VĀJASANEYISAM̃HITĀ	746
pwg	Bhārata	744
pwg	DHŪRTASAMĀGAMA in LASSEN'S Anthologie	744
pwg	SĀṂKHYAKĀRIKĀ	731
pwg	KAPILA	728
pwg	Journal of the American Oriental Society	719
pwg	Bṛhadāraṇyakopaniṣad	714
pwg	Calcutta edition of various works [Cologne addition]	709
pwg	ŚĀṄKHĀYANA'S BRĀHMAṆA	704
pwg	Kirātārjunīya	659
pwg	Varāhamihira's Bṛhajjātaka	642
pwg	В	554
pwg	SAM̃HITĀ des ŚĀRṄGADHARA	547
pwg	PRĀTIŚĀKHYA zum ATHARVAVEDA	540
pwg	Śvetāśvataropaniṣad	536
pwg	Bhāvaprakāśa	509
pwg	Lalitavistara	508
pwg	Amaruśataka	497
pwg	Śatruṃjayamāhātmya	496
pwg	Arjunasamāgama	485
pwg	Kaṭhopaniṣad	477
pwg	BRAHMAPURĀṆA in LASSEN'S Anthologie	474
pwg	A Lecture on the Vedánta	473
pwg	PRAVARĀDHYĀYA	443
pwg	VIDYĀNĀTHA'S PRATĀPARUDRĪYAM ALAM̃KĀRAŚĀSTRAM	439
pwg	KĀŚIKĀVṚTTI; s	426
pwg	HIḌIMBAVADHA in BOPP'S Ardschuna's Reise zu Indra's Himmel	425
pwg	Uttararāmacarita	423
pwg	ŚIVANĀMASAHASRA	411
pwg	Patañjali	408
pwg	DAŚARATHA'S Tod in BÖHTLINGK'S Chrestomathie	408
pwg	Caurapañcāśikā	406
pwg	LASSEN'S Anthologie	404
pwg	Draupadīpramātha	402
pwg	The Daśa-Rūpa	390
pwg	TAITTIRIYARAṆYAKA	383
pwg	Naiṣadhacarita	380
pwg	ṢAḌVIṂŚABRĀHMAṆA	364
pwg	TAITTIRĪYOPANIṢAD ? [Cologne Addition]	357
pwg	HEMACANDRA ? [Cologne Addition]	352
pwg	MAHĪDHARA	351
pwg	Mallinātha	350
pwg	Weber	350
pwg	Sāvitryupākhyāna	349
pwg	Bhāṣāpariccheda	348
pwg	MUIR	345
pwg	INDRALOKĀGAMANA in BOPP'S Ardschuna's Reise zu Indra's Him- mel u	337
pwg	MADHUSŪDANASARASVATĪ'S PRASTHĀNABHEDA in den Indischen Studien	335
pwg	VĀLAKHILYA	331
pwg	Algebra	330
pwg	VIŚVĀMITRA'S Kampf in BÖHTLINGK'S Chrestomathie	327
pwg	ŚUKASAPTATI in LASSEN'S Anthologie	319
pwg	RGYA TCH'ER ROL PA	316
pwg	? Kusumanagara [Cologne Addition]	309
pwg	KAUṢĪTAKYUPANIṢAD	303
pwg	Muṇḍakopaniṣad	299
pwg	SAṂSKĀRAKAUSTUBHA von ANANTADEVA	298
pwg	A Lecture on the Sánkhya Philosophy	291
pwg	Sundopasundopākhyāna	277
pwg	UṆĀDIKOṢA	277
pwg	Mitākṣarā	272
pwg	Histoire de la vie de HIOUEN-THSANG et de ses voya- ges dans l'Inde	268
pwg	Śrutabodha	267
pwg	Sāma-Veda	267
pwg	VAIJAYANTĪ	266
pwg	CHEZY'S Ausgabe des ŚĀKUNTALA	266
pwg	Zeitschrift für die Kunde des Morgenlandes	259
pwg	ŚIHLANA'S ŚĀNTIŚATAKA in HAEBERLIN'S Anthology	253
pwg	DHARAṆĪKOṢA	245
pwg	PRAŚNOPANIṢAD	241
pwg	VĀYUPURĀṆA	237
pwg	BRĀHMAṆAVILĀPA in BOPP'S Ardschuna's Reise zu Indra's Himmel u	237
pwg	CHANDOMAÑJARĪ	228
pwg	ŚĀNTANĀCĀRYA'S PHIṬSŪTRĀṆI in BÖHTLINGK	213
pwg	YOGASŪTRA	211
pwg	Prooemium	210
pwg	Kuvalayānanda	206
pwg	VARĀHAMIHIRA'S LAGHUJĀTAKA	204
pwg	Commentary on the Hindu System of Medicine	184
pwg	JAIMINI	184
pwg	Mémoires sur les contrées occidentales	173
pwg	Bibliothecae sanskritae sive recensus librorum sanskri- torum hucusque typis vel lapide exscriptorum critici specimen	167
pwg	NṚSIṂHATĀPANĪYOPANIṢAD ? [Cologne Addition]	167
pwg	Notices of Skt	167
pwg	LOISELEUR DESLONGCHAMPS	166
pwg	Devīmāhātmya	164
pwg	BRAHMAVAIVARTAPURĀṆA? [Cologne Addition]	164
pwg	GAUḌAPĀDA	162
pwg	Akademische Vorlesungen über Indische Literatur- geschichte	160
pwg	ANUKRAMAṆIKĀ des ṚGVEDA ? [Cologne addition]	158
pwg	RĀYAMUKUṬA	154
pwg	PARIŚIṢṬA des ATHARVAVEDA	145
pwg	AITAREYOPANIṢAD	144
pwg	BHŪRIPRAYOGA	143
pwg	ĀPASTAMBA	142
pwg	WESTERGAARD'S Radices	141
pwg	DVIRŪPAKOṢA	135
pwg	GṚHYASAM̃GRAHAPARIŚIṢTA	132
pwg	CĀṆAKYA in HAEB	130
pwg	GAṆITĀDHYĀYA? [Cologne Addition]	130
pwg	HAEB	126
pwg	MATSYAPURĀṆA	124
pwg	TITHYĀDITATTVA	122
pwg	KĀŚĪKHAṆḌA	120
pwg	Asiatick Researches; or	114
pwg	BĀLABODHANĪ in WINDISCHMANN'S Sancara	106
pwg	Dāyabhāga	104
pwg	SKANDAPURĀṆA	103
pwg	PRĀTIŚĀKHYA zur TAITTIRĪYASAM̃HITĀ	101
pwg	Śṛṅgāratilaka	101
pwg	KĀLIKĀPURĀṆA	97
pwg	Alexandre Langlois	96
pwg	RAMĀNĀTHA	93
pwg	RĀJAVALLABHA	92
pwg	STENZLER	86
pwg	FRID	86
pwg	Vedāntasāra	85
pwg	VṚDDHACĀṆAKYA ? [Cologne Addition]	84
pwg	A Dictionary Bengali and Sanskrit	82
pwg	Ratnāvalī	81
pwg	ŚIVAPURĀṆA ? [Cologne Addition]	79
pwg	Kenopaniṣad	78
pwg	GARUḌA-PURĀṆA? [Cologne Addition]	75
pwg	Mudrārākṣasa	71
pwg	Matsyopākhyāna	69
pwg	ADBHUTABRĀHMAṆA	68
pwg	Siddhāntaśiromaṇi	67
pwg	Ghaṭakarpara	66
pwg	Katyāyana	65
pwg	DEVĪPURĀṆA	65
pwg	Mélanges asiatiques tirés du Bulletin historico-philologique de l'Académie Impériale des sciences de St	64
pwg	Gedicht vom Vogel Cātaka	61
pwg	MAŚAKA'S KALPASŪTRĀṆI	61
pwg	A Dictionary Murathee and English by YAMES T	61
pwg	SĀRASUNDARI	58
pwg	BÖHTLINGK'S Verzeichniss der Petersburger Sanskrit- Handschriften in: DORN	57
pwg	GOPATHABRĀHMAṆA ? [Cologne Addition]	57
pwg	ĪŚOPANIṢAD	56
pwg	ITIHĀSA	55
pwg	GAUḌAPĀDA'S Kārikā zur MĀṆḌ	55
pwg	BALLANTYNE ? [Cologne Addition]	55
pwg	KAIYAṬA	54
pwg	BHAVIṢYAPURĀṆA ? [Cologne Addition]	52
pwg	JYOTIṢA	51
pwg	PADMAPURĀṆA ? [Cologne Addition]	46
pwg	AŚOKĀVADĀNA? [Cologne Addition]	46
pwg	ANUKRAMAṆIKĀ	46
pwg	Zeitschrift für vergleichende Sprachforschung auf dem Gebiete des Deutschen	45
pwg	VAIDYAKA	44
pwg	(A different Number of previous reference) ? [Cologne Addition]	44
pwg	MADHYAMAKAVṚTTI	44
pwg	VĀCASPATI	43
pwg	TANTRASĀRA	43
pwg	LIṄGAPURĀṆA	42
pwg	VYAVAHĀRATATTVA	40
pwg	Kārikā	38
pwg	Veṇīsaṃhāra	38
pwg	MĀNAVA-KALPA-SŪTRA; being a portion of this ancient work on Vaidik rites	37
pwg	SOM	37
pwg	bhakti-sūtra	36
pwg	VIVĀDACINTĀMAṆI	34
pwg	Zur Literatur und Geschichte des Weda	32
pwg	RATIMAÑJARĪ	32
pwg	MAHĀNĀṬAKA	30
pwg	Mālatīmādhava	29
pwg	ŚĀRṄGADHARA'S PADDHATI; vgl	29
pwg	BṚHADDEVATĀ; S	28
pwg	KŪRMAPURĀṆA	27
pwg	BHAVIṢYOTTARAPURĀṆA ? [Cologne Addition]	27
pwg	KOṢṬHĪPRADĪPA	27
pwg	UPALEKHA de KRAMAPĀṬHA libellus	26
pwg	MAHĀNĀRĀYAṆOPANIṢAD	26
pwg	ĀNANDALAHARĪ in HAEB	26
pwg	Vārttika von KĀTYĀYANA in BÖHTLINGK'S Ausg	26
pwg	Die Sage von NALA und DAMAYANTI	26
pwg	KAVIKALPADRUMA	24
pwg	DURGĀDĀSA	23
pwg	VAHNIPURĀṆA ? [Cologne Addition]	23
pwg	KAUṢĪTAKIBRĀHMAṆA	22
pwg	HORĀŚĀSTRA	21
pwg	GOTAMA'S NYĀYASŪTRĀṆI	21
pwg	ANUKRAMAṆIKĀ des ? [Cologne addition]	20
pwg	KĀLASAṂKALITA	20
pwg	AGNIPURĀṆA ? [Cologne Addition]	20
pwg	NYĀYAMĀLĀVISTARA	18
pwg	Materia indica ? [Cologne Addition]	17
pwg	MALAMĀSATATTVA	17
pwg	UDVĀHATATTVA	17
pwg	Padma-Purāṇa	17
pwg	MĀDHAVAKĀRA	16
pwg	GARBHOPANIṢAD	16
pwg	Scriptorum Arabum de Rebus Indi- cis loci et opuscula inedita	16
pwg	NĀṬYAŚĀSTRA ? [Cologne Addition]	16
pwg	BṚHASPATI	15
pwg	VĀSAVADATTĀ; s	15
pwg	BRAHMĀṆḌAPURĀṆA	15
pwg	SAM̃GĪTADĀMODARA	15
pwg	Mél	15
pwg	UPAGUPTĀVADĀNA	15
pwg	ŚABDĀRṆAVA	14
pwg	PURĀṆA	14
pwg	BHĀG	14
pwg	BRAHMAVAIVARTAPURĀṆA	13
pwg	Select specimens of the Theatre of the Hindus	13
pwg	Journal asiatique	13
pwg	PARĀŚARAPADDHATI	13
pwg	Dialogues on the Hindu Philosophy	13
pwg	Mahāvīracarita	12
pwg	Kāvyaprakāśa	12
pwg	MAITRĀYAṆYUPANIṢAD	12
pwg	NĀRĀYAṆA	12
pwg	Līlāvatī	12
pwg	DAŚABHŪMĪŚVARA	12
pwg	WESTERGAARD'S Verzeichniss der Kopenhagener Sanskrit-Handschriften in: Codices orientales bibliothecae regiae Havniensis yussu et auspiciis regis Daniae augustissimi Christiani octavi enumerati et descripti	11
pwg	ĀRUṆIKOPANIṢAD	11
pwg	ĀHNIKATATTVA	11
pwg	RASAMAÑJARĪ	11
pwg	BENFEY	11
pwg	BṚHADDHARMAPURĀṆA	11
pwg	BAUDHĀYANA	11
pwg	ŚRĀDDHATATTVA	11
pwg	NĀNĀRTHADHVANIMAÑJARĪ [Cologne Addition]	11
pwg	DIVYĀVADĀNA ? [Cologne Addition]	11
pwg	Edward Byles Cowell	11
pwg	BHĀMINĪVILĀSA ? [Cologne Addition]	11
pwg	PRĀTIŚĀKHYA	10
pwg	AGNISVĀMIN	10
pwg	BÖHTLINGK ? [Cologne Addition] usu	10
pwg	RATNAKOṢA	9
pwg	ANUKRAMAṆIKĀ des ATHARVAVEDA	9
pwg	DRĀHYĀYAṆA	9
pwg	DEVĪBHĀGAVATAPURĀṆA ? [Cologne Addition]	9
pwg	Kāvya Sangraha	8
pwg	BHĀNUDĪKṢITA	8
pwg	Bulletin historico-philologique de l'Académie Im- périale des sciences de St	8
pwg	KĀṬAVEMA	8
pwg	PARĀŚARA	8
pwg	MATHURĀNĀTHA	8
pwg	KAIVALYOPANIṢAD	7
pwg	YAVANEŚVARA	7
pwg	Gaṇaratnamahodadhi	7
pwg	ŚATARUDRIYOPANIṢAD	7
pwg	BṚHANNĀRADAPURĀṆA ? [Cologne Addition]	7
pwg	Rāṣṭrapālaparipṛcchā	7
pwg	Radices Linguae Sanscrite by N	6
pwg	Divyāvadāna	6
pwg	Gaspare Gorresio	6
pwg	JĀBĀLOPANIṢAD	6
pwg	NAVARATNA in HAEB	6
pwg	PRĀYAŚCITTAVIVEKA	6
pwg	YĀJÑIKADEVA'S PADDHATI zu KĀTYĀYANA'S ŚRAUTASŪTRA	6
pwg	JYOTIṢATATTVA	6
pwg	Franz Miklosich	6
pwg	Śloka	5
pwg	Avadāna-śataka	5
pwg	NĪLAKAṆṬHA	5
pwg	DURGĀDĀSA ? [Cologne Addition]	5
pwg	BRAHMASŪTRA	5
pwg	Yajurveda	5
pwg	ĀRYAMAÑJUŚRĪNĀMASAM̃GĪTI	5
pwg	PUṢPASŪTRA	5
pwg	SUŚRUTA [Cologne Addition]	5
pwg	{1	5
pwg	KĀVYACANDRIKĀ	5
pwg	ŚĀKAṬĀYANA	5
pwg	RAGHUNANDANABHAṬṬĀCĀRYA	5
pwg	The Transactions of the Royal Asiatic Society of Great Britain and Ireland	5
pwg	KARMAPRADIPA	5
pwg	Serampore	5
pwg	ĀGNEYAPURĀṆA? [Cologne Addition]	5
pwg	UTTARA-RĀMACARITRA	4
pwg	Vīramitrodaya	4
pwg	YOGATATTVA	4
pwg	HARISVĀMIN	4
pwg	NĪTIPRADĪPA in HAEB	4
pwg	ŚĀRṄGADHARA	4
pwg	AITAREYĀRAṆYAKA	4
pwg	Friedrich Heinrich Hugo Windischmann	4
pwg	WILKINS Ms	4
pwg	YUKTIKALPATARU von BHOJARĀJA	4
pwg	Original Sanskrit Texts on the origin and progress of the Religion and Institutions of India; collected	4
pwg	ATHARVAŚIKHĀ	4
pwg	KĀD	4
pwg	Bhaviṣya-Purāṇa	3
pwg	SUVARṆAPRABHĀSA	3
pwg	AMARADATTA	3
pwg	GOVINDABHAṬṬA	3
pwg	SAUNĀGA	3
pwg	ŚAṂKARA o= ŚAṂKARA	3
pwg	KĀLIDĀSA	3
pwg	YAJÑNADATTABADHA	3
pwg	PURUṢOTTAMA	3
pwg	avyaya	3
pwg	Zeitschrift für die Wissenschaft der Sprache	3
pwg	SUBRŪTI	3
pwg	COLEBR	3
pwg	DHARMAPURĀṆA ? [Cologne Addition]	3
pwg	MUṆḌAMĀLĀTANTRA	3
pwg	VĀRĀHAPURĀṆA	3
pwg	GAṆEŚAPURĀṆA ? [Cologne Addition]	3
pwg	KAṬHINĀVADĀNA	3
pwg	PĀRŚVANĀTHAKĀVYA	3
pwg	ĀNANDAVALLĪ	2
pwg	DVIVEDAGAṄGA	2
pwg	DHYĀNAVINDŪPANIṢAD	2
pwg	SARVOPANIṢATSĀRA	2
pwg	MAHOPANIṢAD	2
pwg	TEJOVINDŪPANIṢAD	2
pwg	id	2
pwg	KUNTĀPA	2
pwg	Māṇḍūkyopaniṣad	2
pwg	Hortus bengalensis	2
pwg	AMṚTAVINDŪPANIṢAD	2
pwg	ANNAM̃BHAṬṬA	2
pwg	ADBHUTASĀRA	2
pwg	GOTAMA'S SŪTRĀṆI	2
pwg	ANUKRAMANIKĀ der TS	2
pwg	Asiatick Researches [Cologne Addition]	2
pwg	KATHĀSARITSĀGARA [Cologne Addition]	2
pwg	SMARADĪPIKĀ	2
pwg	SUKHABODHA	2
pwg	PARAMAHAṂSOPANIṢAD ? [Cologne Addition]	2
pwg	PRABODHACANDRODAYA ? {Cologne Addition]	2
pwg	SAṂSKĀRATATTVA	2
pwg	VIDAGDHAMUKHAMAṆḌANA	2
pwg	AINSLIE ? [Cologne Addition]	2
pwg	ĀRYAPRAJÑĀPĀRAMITĀRATNAGUṆASAM̃CAYAGĀTHĀ	2
pwg	JAIMINIBHĀRATA ? [Cologne Addition]	2
pwg	PAÑCAVIṂŚABRĀHMAṆA ? [Cologne addition]	2
pwg	MADANAPĀLA ? [Cologne Addition]	2
pwg	WILKINS	2
pwg	VEDAPURĀṆA	1
pwg	CATURBHUJA	1
pwg	BRAHMOPANIṢAD	1
pwg	Jacob Grimm	1
pwg	NĀNĀRTHAKOṢA	1
pwg	ANUPADASŪTRA	1
pwg	NIDĀNASŪTRA	1
pwg	Kādambarī	1
pwg	KOSEGARTEN	1
pwg	DATTAKAMĪMĀM̃SĀ	1
pwg	RĀMATARKAVĀGĪŚA	1
pwg	VYUTP	1
pwg	SADDHARMALAṄKĀVATĀRA	1
pwg	Name of the author of a commentary on the uṇādi-sūtras	1
pwg	ANEKĀRTHADHVANIMAÑJARĪ	1
pwg	PATAÑJALI'S YOGAŚĀSTRA	1
pwg	ŚRĪDHARASVĀMIN	1
pwg	SĀMAVEDA padapĀṭha ? [Cologne Addition]	1
pwg	Tibetische Lebensbeschreibung Śākyamuni's	1
pwg	ŚRĀDDHAVIVEKA	1
pwg	LALITAMĀDHAVA	1
pwg	PARAMAHAM̃SOPANIṢAD	1
pwg	RĀJATARAṄGIṆĪ ? [Cologne Addition]	1
pwg	VIVĀDĀRṆAVASETU	1
pwg	PATHYĀPATHYAVIVEKA	1
pwg	? Bernard Germain de Lacépède	1
pwg	KṢURIKOPANIṢAD	1
pwg	? Lithuanian Grammar	1
pwg	Chefs-d'oeuvre du théatre indien	1
pwg	RĀMĀYAṆA Śrīr	1
pwg	DURGĀRCĀTATTVA	1
pwg	MĀYĀTANTRA	1
pwg	Ѳ	1
pwg	BUDDHOKTASAM̃SĀRĀMAYA	1
pwg	(print error for ĀŚV. GṚHY. ?) [Cologne Addition]	1
pwg	VAJRĀSANASĀDHANAMĀLĀ	1
pwg	KALPADRUMĀVADĀNA	1
pwg	VĪRAMITRODAYA ? [Cologne Addition]	1
pwg	KRIYĀSAMUCCAYA	1
pwg	? [Cologne Addition] xs	1
pwg	RATNĀVADĀNAMĀLĀ	1
pwg	= ? VARĀH	1
pwg	Grundzüge der griechischen etymologie	1
pwg	KULLŪKABHAṬṬA	1
pwg	GADĀDHARA= ? [Cologne Addition]	1
pwg	VṚDDHABṚHASPATI ? [Cologne Addition]	1
pwg	NĀNĀRTHARATNAM ? [Cologne Addition]	1
pwg	TROYER ? [Cologne Addition]	1
pwg	ŚABDAKAUSTUBHA ? [Cologne Addition]	1
pwg	VAṂŚABRĀHMAṆA ? [Cologne Addition]	1
pwg	BHAVADEVA BHAṬṬA ? [Cologne Addition]	1
pwg	Golādhyāya part of Siddhānta Śiromaṇi	1
pwg	VIŚVALOCANA= ? [Cologne Addition]	1
pwg	И	1
pwg	MACK	1
pwg	BṚHADDHARMAPURĀṆA [Cologne addition]	1
pwg	MADANAVINODA ? [Cologne Addition]	1
pwg	ŚATAPATHABRĀHMAṆA ? [Cologne Addition]	1
pwg	Hortus suburbanus Calcuttensis	1
pwg	Indische streifen	1
pwg	AMṚTANĀDOPANIṢAD ? [Cologne Addition]	1
pwg	TĀṆḌYABRĀHMAṆA ? [Cologne Addition]	1
