ref_id,parvan,verse,headword_slp1,marker,confidence,edition_ref,evidence_tier,bori_locus,verdict,cascade_tier,retrieved_form_slp1,quote
PWG-L101434-MBH13.3532,13,3532,SradDin,fälschlich,medium,Calc,none,,unresolvable,none,,"Din#}¦ (wie eben) adj. {%gläubig%} MBH. 12,11812. 13,3532 ({#SrA˚#} fälschlich ed. Calc.). KULL._zu_M. 2,238."
PWG-L50219-MBH13.3683,13,3683,prasnava,fehlerhaft,high,Calc,none,,unresolvable,none,,"{#prasnava#}¦ MBH. 1,5359. 13,3533. 3683. HARIV. 3426. VIKR. 150 (v. l. {#prasrava#}). RAGH. ed. Calc. 1,85 (STENZLER {#prasrava#}) fehlerhaft für {#prasrava#}."
PWG-L50234-MBH13.3683,13,3683,prasrava,fälschlich,medium,,none,,unresolvable,none,,"— c〉 {%Urin%} H. 633, v. l. MBH. 13,3533 = 3683. — d〉 {%der überfliessende Schaum bei kochendem Reise%} H. ś. 94. — Hier und da fälschlich {#prasnava#} gedruckt. Vgl. {#prasrAva#}."
PWG-L103442-MBH13.4033,13,4033,saMkalpa,zu lesen,high,,none,,unresolvable,none,,"dDa#} st. {#sidDi#} zu lesen). {#saMsidDa˚#} adj. MBH. 13,4033. {#˚saMpatti#} KATHĀS. 11,41</l"
PWG-L103442-MBH13.4033,13,4033,saMkalpa,st.,medium,,none,,unresolvable,none,,"dDa#} st. {#sidDi#} zu lesen). {#saMsidDa˚#} adj. MBH. 13,4033. {#˚saMpatt"
PWG-L60577-MBH13.4071,13,4071,miSra,statt,medium,,none,,unresolvable,none,,"Sro garBaM cAsyA daDe tadA (pAvakaH)#} {%er vermischte sich mit ihr%} MBH. 13,4071. statt des blossen instr. der instr. mit {#samam#} Spr. 2842. gen"
PWG-L60577-MBH13.4071,13,4071,miSra,statt,medium,,none,,unresolvable,none,,"Sro garBaM cAsyA daDe tadA (pAvakaH)#} {%er vermischte sich mit ihr%} MBH. 13,4071. statt des blossen instr. der instr. mit {#samam#} Spr. 2842. gen. statt instr.: {#tatra sOganDikAnAM ca puzpARAM puR"
PWG-L111066-MBH13.4108,13,4108,sura,fehlerhaft,high,Bomb,none,,unresolvable,none,,"die Sonne%} ŚABDĀRTHAK._bei_WILSON. — 5〉 MBH. 13,4108 fehlerhaft für {#svara#} (so ed. Bomb.). — Vgl. {#BU˚, mahI˚#}."
PWG-L90297-MBH13.4210,13,4210,vAruRa,st.,medium,,none,,unresolvable,none,,}) {%der regsam
PWG-L113928-MBH13.4215,13,4215,sTA,zu lesen,high,,none,,unresolvable,none,,"s>Spr. (II) 3024. {#rAjye#} MBH. 3,234 (med.). 13,4215. R. GORR. 1,3,36. 2,6,22 ({#sTApayatA#} zu lesen). 3,54,19. 4,54,20. BHĀG. P. 3,3,16."
PWG-L44627-MBH13.4278,13,4278,pAradArika,fälschlich,medium,,none,,unresolvable,none,,"raM#} zu lesen ist). MBH. 2,1130. 5,1227 = 13,4278. KATHĀS. 19,48. 34,185. H. an. 3,486. KĀŚ._zu_P. 5,2,92 (fälschlich {#paradA˚#}). — 2〉 adj. {%das Weib eines Andern betreffend, darauf"
PWG-L43192-MBH13.4291,13,4291,pariSrita,zu lesen,high,,none,,unresolvable,none,,a nAvekzerankaTaM ca na . tasmAtparisfte dadyAttilA
PWG-L43192-MBH13.4291,13,4291,pariSrita,st.,medium,,none,,unresolvable,none,,a nAvekzerankaTaM ca na
PWG-L116915-MBH13.4363,13,4363,hiNgu,zu lesen,high,,none,,unresolvable,none,,"x>m.). RĀJAN. 6,75. BHĀVAPR. 5. {#˚dravyezu#} MBH. 13,4363. HARIV. 8443 (mit der neueren Ausg. zu lesen {#˚hiNgvArdraka˚#}). SUŚR. 1,139,4. 140,13. <ls n=""SUŚR. 1"
PWG-L118050-MBH13.4365,13,4365,ajAjI,lies,high,,none,,unresolvable,none,,"{#ajAjI#}¦, {#kfzRAjAjI#} {%schwarzer Kümmel%} MBH. 13,4365. Z. 3 lies 453 st. 553."
PWG-L118050-MBH13.4365,13,4365,ajAjI,st.,medium,,none,,unresolvable,none,,"{#ajAjI#}¦, {#kfzRAjAjI#} {%schwarzer Kümmel%} MBH. 13,4365. Z. 3 lies 453 st. 553."
PWG-L72931-MBH13.4427,13,4427,gfzwyA,zu lesen,high,Bomb,none,,unresolvable,none,,"{#gfzwyA#}¦ zu streichen, da MBH. 13,4427 {#gfzwyo#} mit der ed. Bomb. zu lesen ist."
PWG-L85042-MBH13.4530,13,4530,ruD,fehlerhaft,high,,none,,unresolvable,none,,"zya#} (wie schon WESTERGAARD vermuthet hatte), {#niruDyatu#} 13,4530 fehlerhaft für {#viruDyatu#}; die Bomb. Ausg. hat an beiden Stellen die richtige Lesart. {#"
PWG-L85212-MBH13.4607,13,4607,reRuka,st.,medium,,none,,unresolvable,none,,"H. an. MED. MBH. 3,11072 (S. 572). 5,3972. 13,4607. HARIV. 1453. fg. 1769 (wo die neuere Ausg. {#reRukA#} st. {#reRumAn#} liest). R. 1,51,11 (52,11 GORR.). <ls n=""R."""
PWG-L66428-MBH13.4633,13,4633,ADAna,lies,high,,none,,unresolvable,none,,>— 5〉 {#avaSyaM vinayADAnaM kAryamadya mayA ta
PWG-L55166-MBH13.4640,13,4640,BU,zu lesen,high,,none,,unresolvable,none,,"ettvadraSmiBAvitaH#} {%erleuchtet%} (vielleicht {#BAsitaH#} zu lesen) MBH. 13,4640. — 6〉 med. {%erlangen%} ({#prAptO#}) DHĀTU"
PWG-L49080-MBH13.4679,13,4679,praT,zu lesen,high,,none,,unresolvable,none,,"kanyakA sApi papraTe#} KATHĀS. 15,65. MBH. 9,3009. 13,4679. RAGH. 15,101. ŚATR. 7,1 (wo wohl {#yannAmnA#} zu lesen ist). 10,312. {#praTita#} {%allgemein bekannt, berühmt%} AK. 3,1,9"
PWG-L51609-MBH13.4718,13,4718,PAlitA,druckfehler,high,,none,,unresolvable,none,,"{#PAlitA#}¦ MBH. 13,4718 wohl Druckfehler für {#PARita#}."
PWG-L68603-MBH13.4737,13,4737,ullApika,falsch,medium,,none,,unresolvable,none,,AQyA balayo yakzarakzasAm . surAsavap
PWG-L80914-MBH13.4818,13,4818,yajYaka,fehlerhaft,high,Bomb,none,,unresolvable,none,,"{#yajYaka#}¦ MBH. 13,4818 fehlerhaft für {#yAjaka#}, wie die ed. Bomb. liest."
PWG-L102743-MBH13.4858,13,4858,saMyamana,fälschlich,medium,,none,,unresolvable,none,,"H. 7,2520. 4725. 5888. 13,4858. BHĀG. P. 5,21,7. 6,3,3. 10,45,42. 89,43. fälschlich {#saMyaminI#} ŚAṂK._zu_BṚH. ĀR. UP. S. 524. — 3〉 n.</le"
PWG-L27838-MBH13.4979,13,4979,jYA,st.,medium,,none,,unresolvable,none,,"Ani kurvIta prajYAtAMSca vanaspatIn#} M. 4,39 (vgl. MBH. 13,4979, wo st. dessen {#parijYAta#}). {#anuzwuBaH#} (im Gegens. zu {%künstlich erzeugtem%}"
PWG-L49122-MBH13.4979,13,4979,pradakziRa,st.,medium,,none,,unresolvable,none,,"kurvIta parijYAtAnvanaspatIn#} (vgl. unten M. 4,39) MBH. 13,4979. Bisweilen steht st. des adv. das adj., welches in diesem Falle in der Bed.</ab"
PWG-L55954-MBH13.5025,13,5025,Brajj,fehlerhaft,high,,none,,unresolvable,none,,(u. d
PWG-L91581-MBH13.5186,13,5186,vid,fehlerhaft,high,Bomb,none,,unresolvable,none,,"asparSarasAnaham#} R. 2,64,67. — 6〉 {#vedayanti#} MBH. 13,5186 fehlerhaft für {#ramayanti#}, wie die ed. Bomb. liest; {#avedito#} KATHĀS. 1,23,158</ls"
PWG-L65351-MBH13.5207,13,5207,avaguRa,st.,medium,,none,,unresolvable,none,,"adj. {%der Vorzüge ermangelnd%} (= {#nirguRa#} Schol.) MBH. 13,5207. {#avagaRa#} st. dessen 3,4057."
PWG-L116374-MBH13.5466,13,5466,hartar,fehlerhaft,high,,none,,unresolvable,none,,"kartar#}) MBH. 3,8756. HARIV. 14480. — {#viSvAsa˚#} MBH. 13,5466 wohl fehlerhaft für {#˚hantar#}; vgl. [Page7-1560] {#viSvAsaGAta, ˚Gna#} u. s. w. <div"
PWG-L89136-MBH13.5519,13,5519,vastu,fehlerhaft,high,Bomb,none,,unresolvable,none,,"{%Statut%} WASSILJEW 85. — 6〉 {#vastusama#} MBH. 13,5519 fehlerhaft für {#baBrusama#}, wie die ed. Bomb. liest. BHĀG. P. 9,4,27 liest die <"
PWG-L89136-MBH13.5519,13,5519,vastu,statt,medium,Bomb,none,,unresolvable,none,,"{%Statut%} WASSILJEW 85. — 6〉 {#vastusama#} MBH. 13,5519 fehlerhaft für {#baBrusama#}, wie die ed. Bomb. liest. BHĀG. P. 9,4,27 liest die ed. Bomb. {#˚pattizu#} statt {#˚vastuzu#}. — Vgl. {#prati˚, Bo"
PWG-L73862-MBH13.5521,13,5521,cirikAka,st.,medium,Bomb,none,,unresolvable,none,,"{#cirikAka#}¦ m. {%eine Art Krähe%} MBH. 13,5521, Lesart der ed. Bomb. st. {#cOrikAka#} der ed. Calc."
PWG-L116015-MBH13.5634,13,5634,hantavya,fehlerhaft,high,Bomb,none,,unresolvable,none,,"hanyantam#} ed. Bomb.) {%wer zustimmt, dass getödtet wird%}, MBH. 13,5634. {%zu verletzen%}: {#Darma#} Spr. (II) 3089. RĀJA-TAR. 4,384 wohl fehlerhaft für {#hAtavya#}; vgl. Spr. (II) 1856."
PWG-L40469-MBH13.5635,13,5635,nIruja,fälschlich,medium,,none,,unresolvable,none,,"sich wohl befindend%} 385,4 (gleichfalls {#ni˚#"
PWG-L22838-MBH13.5640,13,5640,gfDna,druckfehler,high,,none,,unresolvable,none,,"{#gfDna#}¦ wohl nur Druckfehler für {#gfDnu#} {%gierig%}: {#mAMsa˚#} MBH. 13,5640."
PWG-L27574-MBH13.5741,13,5741,jIvaka,zu lesen,high,,none,,unresolvable,none,,"BH. 12,5576. {#aDyayana˚#} 13,6455. {#vfdDi˚#} 5741. {#mAlya˚#} HARIV. 4484 (wo {#jIvaka#} st. {#jIvaja#} zu lesen ist). {#para˚#} ŚATR. 10,144. Vgl. {#akzara˚#}. — c〉 {%leben"
PWG-L27574-MBH13.5741,13,5741,jIvaka,st.,medium,,none,,unresolvable,none,,"BH. 12,5576. {#aDyayana˚#} 13,6455. {#vfdDi˚#} 5741. {#mAlya˚#} HARIV. 4484 (wo {#jIvaka#} st. {#jIvaja#} zu lesen ist). {#para˚#} ŚATR. 10,144. Vgl. {#akzara˚#}"
PWG-L113928-MBH13.5785,13,5785,sTA,zu lesen,high,Bomb,none,,unresolvable,none,,">. 7,1,14. — {#vyati#} scheinbar MBH. 13,5785. fg., wo mit der ed. Bomb. {#vyaTizWAH#} st. {#vyatizWAH#} zu lesen ist. — {#aDi#}, Uebergang von {#sTa#} in {#zWa#} P. 8,3,63. fg. nebst"
PWG-L113928-MBH13.5785,13,5785,sTA,st.,medium,Bomb,none,,unresolvable,none,,">. 7,1,14. — {#vyati#} scheinbar MBH. 13,5785. fg., wo mit der ed. Bomb. {#vyaTizWAH#} st. {#vyatizWAH#} zu lesen ist. — {#aDi#}, Uebergang von {#sTa#} in {#zWa#} <"
PWG-L109682-MBH13.5850,13,5850,su,fehlerhaft,high,Bomb,none,,unresolvable,none,,"} MBH. 13,2582. {#˚sUyate#} M. 10,33. — {#˚sUyate#} MBH. 13,5850 fehlerhaft für {#˚RUyate#}, wie die ed. Bomb. liest. — 2〉 {%geboren werden%}: {#"
PWG-L115664-MBH13.6063,13,6063,svApa,fehlerhaft,high,,none,,unresolvable,none,,"b>Vgl. {#indriya˚, divA˚#} ({%Schlaf am Tage%} auch [Pag"
PWG-L100356-MBH13.6070,13,6070,Sunaka,st.,medium,Bomb,none,,unresolvable,none,,"u_UṆĀDIS. 2,32. AK. 2,10,22. HALĀY. 2,126. MBH. 13,6070 (die ed. Bomb. liest auch im folgenden Śl. {#Sunake#} st. {#Suni vA#}). — b〉 N. pr. verschiedener Männer P. 4,1,102</l"
PWG-L89462-MBH13.6149,13,6149,vAcA,fehlerhaft,high,Bomb,none,,unresolvable,none,,"0. {#˚sidDi#} Verz. d. Oxf. H. 99,a,10. — 2〉 MBH. 13,6149 fehlerhaft für {#vacA#}, wie die ed. Bomb. liest."
PWG-L36858-MBH13.6151,13,6151,DUma,fehlerhaft,high,,none,,unresolvable,none,,"ls>. — In der Stelle: {#ajo DUmo viqAlaSca CAgaH kfzRo 'Ta piNgalaH#} MBH. 13,6151 ohne Zweifel fehlerhaft für {#DUmro#}. — 2〉 f. {#A#} {%eine best. Pflanze%}, = {#D"
PWG-L85270-MBH13.6236,13,6236,revant,zu lesen,high,Bomb,none,,unresolvable,none,,"#} st. {#revatyaM#} zu lesen). MBH. 13,6242 ist wie 6236 mit der ed. Bomb. {#rEvatIM#} zu lesen. — e〉 N. {%der Unholdin einer best. Krankheit%} HARIV. 3"
PWG-L85270-MBH13.6242,13,6242,revant,zu lesen,high,Bomb,none,,unresolvable,none,,"UP. 2,18,"">2 ({#revatyaH#} st. {#revatyaM#} zu lesen). MBH. 13,6242 ist wie 6236 mit der ed. Bomb. {#r"
PWG-L85270-MBH13.6242,13,6242,revant,st.,medium,,none,,unresolvable,none,,"UP. 2,18,"">2 ({#revatyaH#} st. {#revatyaM#} zu lesen). MBH. 13,6242 ist wie 6236 mit"
PWG-L90986-MBH13.6260,13,6260,vikzit,zu lesen,high,Bomb,none,,unresolvable,none,,"{#vikzit#}¦ scheinbar MBH. 13,6260, wo aber mit der ed. Bomb. {#'vikzitaH#} zu lesen ist."
PWG-L106410-MBH13.6321,13,6321,sar,fälschlich,medium,,none,,unresolvable,none,,"H. 3,2838. 16871. 6,5575. 13,6321. HARIV. 2774 (so v. a. {%davongekommen%}). 4714. R. 1,28,7 (fälschlich {#˚srita#}). 39,17. 2,44,9. 3,29,29. <ls"
PWG-L17594-MBH13.6471,13,6471,kuqI,fehlerhaft,high,,none,,unresolvable,none,,"{#kuqI#}¦ f. wohl nur fehlerhaft für {#kuwI#} {%Hütte%} MBH. 13,6471."
PWG-L103843-MBH13.6476,13,6476,saYj,fehlerhaft,high,Bomb,none,,unresolvable,none,,"} {%mit den Gedanken —, mit dem Herzen an Etwas hängend%}: {#ekatra#} MBH. 13,6476. wohl fehlerhaft für {#samAsakta#}, wie die ed. Bomb. liest. — {#pratyA#} s."
PWG-L94587-MBH13.6515,13,6515,vIrAsana,zu lesen,high,Bomb,none,,unresolvable,none,,"174,5. {#˚gata#} R. 7,23,3,48. MBH. 12,11271. 13,6515. {#˚gati#} (wohl {#˚gata#} zu lesen; {#˚rata#} ed. Bomb.) 6560. — 2〉 = {#UrDvAvasTA"
PWG-L60059-MBH13.6700,13,6700,mArga,st.,medium,Bomb,none,,unresolvable,none,,"v. a. {%Jmd aus dem Wege gehen, freien Durchgang gewähren%} MBH. 13,6700 ({#yacCanti#} st. {#dadati#} ed. Bomb.). MEGH. 46. R. 5,94,8. {#mArgAnusArA"
PWG-L45337-MBH13.6806,13,6806,pinAkin,druckfehler,high,,none,,unresolvable,none,,">ʼs AK. 1,1,1,27. HALĀY. 1,12. VYUTP. 107. MBH. 13,6806. HARIV. 1967 ({#piRA˚#} gedr.). R. GORR. 2,105,28 (= 96,29 SCHL., wo {#pinIkI#} ein Druckfehler ist). 3,30,36. ŚĀK. 6. KATHĀS. 50,182. {#pinAkid"
PWG-L101745-MBH13.6808,13,6808,SrIvatsa,zu lesen,high,,none,,unresolvable,none,,">3590 (bei andern göttlichen Wesen). 12,13294. 13,6808. HARIV. 4446. R. 6,102,26 ({#˚lakzaRaH#} als comp. zu lesen). 7,37,3,12. RAGH. 10,10. 17,29 (zugleich {%F"
PWG-L102040-MBH13.6812,13,6812,Sliz,st.,medium,Calc,none,,unresolvable,none,,"#sarva#} ed. Calc.) so v. a. {%in Allem enthalten%} MBH. 13,6"
PWG-L116719-MBH13.6907,13,6907,hA,st.,medium,,none,,unresolvable,none,,Spr. (II) 5118. {#pratijYAm#} so v. a. {%nicht halt
PWG-L113924-MBH13.6955,13,6955,sTavira,zu lesen,high,,none,,unresolvable,none,,". 10,103,5. Viṣṇu 7,100,3. MBH. 13,6955. HARIV. 14119. Kühe so v. a. Milch ṚV. 9,86,4. penis TBR. 2,4,12,7. {%dicht%}: {#vraja#} (so zu lesen st. {#vajra#}) ṚV. 4,20,6. {#ulba#} 10,51,1. übert"
PWG-L113924-MBH13.6955,13,6955,sTavira,st.,medium,,none,,unresolvable,none,,". 10,103,5. Viṣṇu 7,100,3. MBH. 13,6955. HARIV. 14119. Kühe so v. a. Milch ṚV. 9,86,4. penis TBR. 2,4,12,7. {%dicht%}: {#vraja#} (so zu lesen st. {#vajra#}) ṚV. 4,20,6. {#ulba#} 10,51,1. übertr.:"
PWG-L104747-MBH13.6971,13,6971,saMDimant,st.,medium,,none,,unresolvable,none,,"173, N. 2. — b〉 {%im Frieden lebend%}: Viṣṇu MBH. 13,6971. {%verbündet%} KĀM. NĪTIS. 8,55 (der Comm. liest {#saMDinA#} st. {#saMDimAn#}). — 2〉 m. N. pr. a〉 = {#saMD"
PWG-L57466-MBH13.7082,13,7082,mantra,zu lesen,high,Bomb,none,,unresolvable,none,,"250,b, ult. neutr. MBH. 3,10409; dagegen ist 13,7082 mit der ed. Bomb. {#imaM#} (st. {#idaM#}) {#mantraM#} zu lesen und KĀM. NĪTIS. 5,43 mit der v. l. {#marmARi#} st. {#mantrARi#"
PWG-L57466-MBH13.7082,13,7082,mantra,st.,medium,Bomb,none,,unresolvable,none,,"250,b, ult. neutr. MBH. 3,10409; dagegen ist 13,7082 mit der ed. Bomb. {#imaM#} (st. {#idaM#}) {#mantraM#} zu lesen und KĀM. NĪTIS. 5,43 mit der v. l."
PWG-L95753-MBH13.7108,13,7108,vEdya,fehlerhaft,high,Bomb,none,,unresolvable,none,,"ls>ebend. — 5〉 als N. pr. eines Ṛṣi MBH. 13,7108 fehlerhaft für {#rEBya#}, wie die ed. Bomb. liest. LASSEN, Pentap. 67,43 fehlerhaf"
PWG-L95753-MBH13.7108,13,7108,vEdya,fehlerhaft,high,Bomb,none,,unresolvable,none,,"ls>ebend. — 5〉 als N. pr. eines Ṛṣi MBH. 13,7108 fehlerhaft für {#rEBya#}, wie die ed. Bomb. liest. LASSEN, Pentap. 67,43 fehlerhaft für {#vedya#}, wie MBH. 8,2069 gelesen wird. — Vgl. {#ku˚, v"
PWG-L34271-MBH13.7112,13,7112,dfQavya,fehlerhaft,high,,none,,unresolvable,none,,"{#dfQavya#}¦ m. N. pr. eines Ṛṣi MBH. 13,7112 fehlerhaft für {#dfQAyu(s)#}."
PWG-L98785-MBH13.7175,13,7175,SAna,fehlerhaft,high,,none,,unresolvable,none,,"{#SAna#}¦ 1〉 m. a〉 MBH. 13,7175 fehlerhaft für 1. {#SARa#}. — 2〉 = 2. {#SARa#} {%Schleifstein%} <ls"
PWG-L109138-MBH13.7329,13,7329,sic,zu lesen,high,,none,,unresolvable,none,,"t {#vyati#} erwähnten Stellen (st. MBH. 10,7329 ist 13,7329 zu lesen) auch HARIV. 11799 nach der Lesart der neueren Ausg. st. {#vya"
PWG-L23861-MBH13.7365,13,7365,glA,st.,medium,,none,,unresolvable,none,,"ep. auch med.; {#glAti#} MBH. 3,13730. 13,7365; vgl. {#gAnti#} st. {#gAyanti#}) DHĀTUP. 22,7; {#jaglO#} P. 7,4,60, Sch."
PWG-L31145-MBH13.7379,13,7379,trivft,fälschlich,medium,,none,,unresolvable,none,,". 6,6,3. 4 (fälschlich {#trivit#}). MBH. 13,7379. BHĀG. P. 2,1,17. 3,7,23</ls"
PWG-L114045-MBH13.7512,13,7512,sTira,st.,medium,,none,,unresolvable,none,,"ga#} (st. dessen {#sTita˚#} 7,9625) MBH. 13,7512. {#˚Sukra#}"
PWG-L24296-MBH13.7570,13,7570,cakraDara,st.,medium,,none,,unresolvable,none,,esen wird) {#ca . brAhmaRAnAM gavAM rAjYAM panTAnaM dadate ca
PWG-L47148-MBH13.7683,13,7683,pfzaDra,zu schreiben,high,,none,,unresolvable,none,,"a#}, so dass {#pfzadDra#} etymologisch zu schreiben wäre, welche Form MBH. 13,7683 erscheint."
PWG-L88999-MBH13.7774,13,7774,vasu,zu lesen,high,Bomb,none,,unresolvable,none,,"""BHAG. 11,"">22. MBH. 3,1840. 2356. 13,7774 ({#vasUneza#} mit der ed. Bomb. zu lesen). 14,2414. fgg. HARIV. 441. fgg. 3007. fgg.</ls"
PWG-L108547-MBH14.93,14,93,sAMprata,zu lesen,high,,none,,unresolvable,none,,"sen). H. 1530. H. an. MED. HALĀY. MBH. 14,93. <l"
PWG-L81875-MBH14.99,14,99,yAjya,zu lesen,high,Bomb,none,,unresolvable,none,,"triyA yAjyAH#} 13,2905. 4422. 14,99 (wo mit der ed. Bomb. {#pUrvam#} st. {#putram#} zu lesen ist). 124. 162. 178. <l"
PWG-L81875-MBH14.99,14,99,yAjya,st.,medium,Bomb,none,,unresolvable,none,,"triyA yAjyAH#} 13,2905. 4422. 14,99 (wo mit der ed. Bomb. {#pUrvam#} st. {#putram#} zu lesen ist). 124. 162. <ls"
PWG-L57842-MBH14.226,14,226,marutta,fälschlich,medium,,none,,unresolvable,none,,"MBH. 1,225. 5,3842. 12,1798. 14,226. fgg. MĀRK. P. 27,16. Verz. d. Oxf. H. 13,a,21. fgg. 345,a,42 (fälschlich {#maruttama#} Verz. d. B. H. 122). — Nach WILSON auch {%Wind, Sturm%}."
PWG-L59390-MBH14.237,14,237,mA,zu lesen,high,,none,,unresolvable,none,,"rAgAH kaTaMcidbfhaspatiM paridAtuM marutte . mA tvAM Dakzye cakzuzA#} 14,237. R. GORR. 2,65,39. PAÑCAT. 257,24 (wo {#yad#} st. {#yadi#} mit der v. l. zu lesen ist, wie schon BENFEY bemerkt hat). — 6〉 "
PWG-L59390-MBH14.237,14,237,mA,st.,medium,,none,,unresolvable,none,,"rAgAH kaTaMcidbfhaspatiM paridAtuM marutte . mA tvAM Dakzye cakzuzA#} 14,237. R. GORR. 2,65,39. PAÑCAT. 257,24 (wo {#yad#} st. {#yadi#} mit der v. l. zu lesen ist, wie schon BENFEY bemerkt hat)"
PWG-L59390-MBH14.237,14,237,mA,st.,medium,Bomb,none,,unresolvable,none,,". N. 14,22. MBH. 5,7293. 7299. 14,237. R. 2,25,18 ({#ca#} st. {#sma#} ed. Bomb.). Spr. 2164. 2866. <ls n=""Spr."
PWG-L55166-MBH14.474,14,474,BU,zu lesen,high,,none,,unresolvable,none,,} d. i. {%sterben%} (vgl.
PWG-L87675-MBH14.560,14,560,vaD,zu lesen,high,Bomb,none,,unresolvable,none,,"n Bomb. Ausgg. richtiger {#bA˚#} gelesen; statt {#vaDyante#} MBH. 14,560 ist mit der ed. Bomb. {#viDyante#} zu lesen. — Die Schreibung mit {#ba#} findet sich VS. 9,38. 10,8; mehrma"
PWG-L82186-MBH14.562,14,562,yuj,fälschlich,medium,,none,,unresolvable,none,,">med. MBH. 13,750. MĀRK. P. 43,40. {#yuYjAna#} MBH. 14,562 (in beiden Ausgg. fälschlich {#BuYjAna#}). BHĀṢĀP. 64. act. MBH. 14,546. BHĀG. P. 7,1,2"
PWG-L92885-MBH14.573,14,573,viroDa,fehlerhaft,high,Bomb,none,,unresolvable,none,,"e#} KATHĀS. 64,14. — 6〉 fehlerhaft für {#niroDa#} MBH. 14,573 (ed. Bomb. {#ni˚#}). R. 1,76 in der"
PWG-L106410-MBH14.758,14,758,sar,fälschlich,medium,,none,,unresolvable,none,,"837. fg. 7,446. 13,2320. fg. 14,758. HARIV. 3934. 4096. 6445. R. GORR. 1,31,19 (fälschlich {#niHsrita#} 30,17 SCHL.). 2,62,3"
PWG-L65277-MBH14.840,14,840,alarka,fälschlich,medium,,none,,unresolvable,none,,"n=""1"">— 2〉 MBH. 12,87. — 4〉 MBH. 3,957. 14,840. R. 2,12,40. MĀRK. P. 16,2. fgg. (hier fälschlich {#anarka#} gedr.). 26,13. 14. <l"
PWG-L119138-MBH14.879,14,879,uru,zu lesen,high,,none,,unresolvable,none,,"/ab> 18 zu lesen 6,75,18. — Z. 21. fg. das Beispiel MBH. 14,879 zu streichen; <"
PWG-L28981-MBH14.913,14,913,tark,lies,high,,none,,unresolvable,none,,"} (lies: {#tarkayase#} {%beurtheilst, dir vorstellst%}) {#svabudDyA#} MBH. 14,913. <div"
PWG-L39257-MBH14.950,14,950,nirAbADa,st.,medium,,none,,unresolvable,none,,"#} MBH. 13,6644. {#karman#} HARIV. 11811. {#jYAna#} MBH. 14,950; st. dessen {#nirADAra#} 1322. Hieher gehört viell. auch:"
PWG-L50772-MBH14.989,14,989,prAnAqI,fehlerhaft,high,,none,,unresolvable,none,,"{#prAnAqI#}¦ MBH. 14,989 wohl fehlerhaft für {#praRAqI#} = {#praRAlI#}."
PWG-L51178-MBH14.1039,14,1039,pretyaBAvika,fehlerhaft,high,,none,,unresolvable,none,,"stand nach dem Tode sich beziehend%} (Gegens. {#EhalOkika#}) MBH. 14,1039. — Wohl fehlerhaft für {#prEtya˚#}."
PWG-L96328-MBH14.1111,14,1111,vyaBicArin,zu lesen,high,,none,,unresolvable,none,,"ti#} BHAG. 13,10. Verz. d. Oxf."
PWG-L90142-MBH14.1130,14,1130,vAraka,fehlerhaft,high,Bomb,none,,unresolvable,none,,"4. {#vAraka#}¦ MBH. 14,1130 fehlerhaft für {#cAraka#} {%in Bewegung setzend%}, wie die ed. Bomb. liest; KATHĀS. 72,"
PWG-L90142-MBH14.1130,14,1130,vAraka,fehlerhaft,high,Bomb,none,,unresolvable,none,,"4. {#vAraka#}¦ MBH. 14,1130 fehlerhaft für {#cAraka#} {%in Bewegung setzend%}, wie die ed. Bomb. liest; KATHĀS. 72,20 fehlerhaft für {#vArdDaka#} {%Alter%}."
PWG-L59310-MBH14.1174,14,1174,mahendra,zu lesen,high,,none,,unresolvable,none,,"BH."">3,8158. 5,353. 13,7657. 14,1174. HARIV. 2322. 5295. 12395 ({#SElendraM#} zu lesen). R. 1,75,8. 76,15. 4,37,2. 62,"
PWG-L104875-MBH14.1196,14,1196,saMnyAsin,zu lesen,high,,none,,unresolvable,none,,"agt hat%} MAITRYUP. 6,10</l"
PWG-L103043-MBH14.1236,14,1236,saMSleza,st.,medium,Bomb,none,,unresolvable,none,,"II) 1806. CHANDOM. 97. — 3〉 {%Riemen, Band%} MBH. 14,1236 nach der richtigen Lesart der ed. Bomb. st. {#saMkleSa#} der ed. Calc."
PWG-L64960-MBH14.1283,14,1283,arajas,st.,medium,Bomb,none,,unresolvable,none,,"arajas#}¦ 3〉 {%frei von Drang, Leidenschaft%} (s. {#rajas#}) MBH. 14,1283, wo die ed. Bomb. {#vivikte#} st. {#vimukte#} liest."
PWG-L86101-MBH14.1411,14,1411,lavaRa,zu lesen,high,,none,,unresolvable,none,,"R. 14,5,4,12. LĀṬY. 1,1,12. CHĀND"
PWG-L86101-MBH14.1411,14,1411,lavaRa,st.,medium,,none,,unresolvable,none,,"R. 14,5,4,12. L"
PWG-L98188-MBH14.1540,14,1540,Sarkara,st.,medium,,none,,unresolvable,none,,"ara%}), {#kzudra˚, guqa˚, jala˚, t"
PWG-L9940-MBH14.1558,14,1558,i,fehlerhaft,high,,none,,unresolvable,none,,"n#} PAÑCAT. 197,20. — 5〉 MBH. 1,8437 und 14,1558 fehlerhaft für {#parItta#} (s. u. {#dA, dadAti#} mit {#pari#}) {%anvertraut%}. —"
