stratum,headword,sim_mw,sim_ap,sim_random,mw_minus_ap
VERB,Sak,0.0597,0.0769,0.0,-0.0172
VERB,kuR,0.0417,0.0588,0.0,-0.0172
PHIL,Sak,0.0597,0.0769,0.0,-0.0172
PHIL,vandya,0.0417,0.0588,0.0,-0.0172
PHIL,tarala,0.0877,0.1053,0.0,-0.0175
VERB,paR,0.0476,0.0652,0.0,-0.0176
VERB,iz,0.0457,0.0634,0.0,-0.0177
PHIL,dfS,0.0349,0.0526,0.0,-0.0177
PHIL,raSanA,0.0732,0.0909,0.0,-0.0177
VERB,ganD,0.125,0.1429,0.0,-0.0179
VERB,nal,0.125,0.1429,0.0,-0.0179
VERB,an,0.0488,0.0667,0.0,-0.0179
VERB,pIl,0.125,0.1429,0.0,-0.0179
PHIL,prAtipada,0.125,0.1429,0.0,-0.0179
PHIL,saMjanana,0.3571,0.375,0.0,-0.0179
PHIL,mandara,0.082,0.1,0.0,-0.018
VERB,bAD,0.0579,0.0759,0.0,-0.0181
VERB,parz,0.0588,0.0769,0.0,-0.0181
PHIL,nirvIrya,0.0588,0.0769,0.0,-0.0181
VERB,spfS,0.0187,0.037,0.0,-0.0183
VERB,dA,0.0085,0.027,0.0,-0.0185
VERB,yuj,0.0417,0.0602,0.0,-0.0185
VERB,tuj,0.0,0.0185,0.0,-0.0185
PHIL,dA,0.0085,0.027,0.0,-0.0185
PHIL,yuj,0.0417,0.0602,0.0,-0.0185
VERB,san,0.0526,0.0714,0.0,-0.0188
PHIL,san,0.0526,0.0714,0.0,-0.0188
PHIL,vanamAlA,0.0526,0.0714,0.0,-0.0188
VERB,SaNk,0.0182,0.037,0.0,-0.0189
PHIL,SaNk,0.0182,0.037,0.0,-0.0189
VERB,krIq,0.0351,0.0541,0.0,-0.019
VERB,Gaw,0.0709,0.09,0.0,-0.0191
VERB,ras,0.0597,0.0789,0.0,-0.0192
VERB,dam,0.0179,0.037,0.0,-0.0192
PHIL,dam,0.0179,0.037,0.0,-0.0192
VERB,sTA,0.007,0.0263,0.0,-0.0193
VERB,kaj,0.0714,0.0909,0.0,-0.0195
VERB,lag,0.0463,0.0658,0.0,-0.0195
PHIL,lampawa,0.0714,0.0909,0.0,-0.0195
PHIL,ArAt,0.1053,0.125,0.0,-0.0197
VERB,vac,0.0675,0.0875,0.0,-0.02
PHIL,vac,0.0675,0.0875,0.0,-0.02
VERB,nad,0.0617,0.082,0.0,-0.0202
VERB,kzip,0.0413,0.0615,0.0,-0.0202
PHIL,Suzka,0.0909,0.1111,0.0,-0.0202
PHIL,nirISvara,0.0909,0.1111,0.0,-0.0202
PHIL,tuhina,0.0909,0.1111,0.0,-0.0202
PHIL,gfhya,0.051,0.0714,0.0,-0.0204
VERB,spaS,0.0128,0.0333,0.0,-0.0205
PHIL,spaS,0.0128,0.0333,0.0,-0.0205
PHIL,guRakarman,0.1333,0.1538,0.0,-0.0205
PHIL,tridaRqin,0.0606,0.0811,0.0,-0.0205
PHIL,dakziRA,0.0282,0.0488,0.0,-0.0206
VERB,Ap,0.0149,0.0357,0.0,-0.0208
VERB,Pakk,0.1667,0.1875,0.0,-0.0208
PHIL,udAratA,0.0625,0.0833,0.0833,-0.0208
PHIL,nizWa,0.0,0.0208,0.0,-0.0208
PHIL,tretA,0.0625,0.0833,0.0,-0.0208
VERB,BAs,0.0753,0.0962,0.0,-0.0209
PHIL,BAs,0.0753,0.0962,0.0,-0.0209
PHIL,BUmikA,0.1154,0.1364,0.0,-0.021
VERB,ah,0.0789,0.1,0.0,-0.0211
VERB,vah,0.0088,0.0299,0.0,-0.0211
PHIL,saguRa,0.0345,0.0556,0.0,-0.0211
PHIL,vah,0.0088,0.0299,0.0,-0.0211
VERB,lakz,0.0263,0.0476,0.0,-0.0213
PHIL,traya,0.05,0.0714,0.0,-0.0214
PHIL,CAndasa,0.1364,0.1579,0.0,-0.0215
PHIL,vAma,0.0088,0.0303,0.0,-0.0215
PHIL,sAkzAt,0.0976,0.119,0.0,-0.0215
PHIL,upaSaya,0.037,0.0588,0.0,-0.0218
VERB,Dan,0.069,0.0909,0.0,-0.0219
PHIL,izumAtra,0.2,0.2222,0.0,-0.0222
VERB,sah,0.0069,0.0294,0.0,-0.0225
PHIL,sah,0.0069,0.0294,0.0,-0.0225
VERB,katT,0.0606,0.0833,0.0,-0.0227
VERB,tvar,0.0328,0.0556,0.0,-0.0228
PHIL,pratirUpa,0.12,0.1429,0.0,-0.0229
PHIL,apariSeza,0.0769,0.1,0.0,-0.0231
PHIL,Cadman,0.0769,0.1,0.0,-0.0231
PHIL,bahuDA,0.1852,0.2083,0.0,-0.0231
VERB,man,0.0206,0.0439,0.0,-0.0232
VERB,sic,0.0306,0.0541,0.0,-0.0234
PHIL,sic,0.0306,0.0541,0.0,-0.0234
PHIL,apekzA,0.0732,0.0968,0.0,-0.0236
VERB,BraMS,0.012,0.0357,0.0,-0.0237
PHIL,sahas,0.0645,0.0882,0.0,-0.0237
PHIL,pAriRAmika,0.1429,0.1667,0.0,-0.0238
PHIL,smArta,0.15,0.1739,0.0,-0.0239
PHIL,pratijYA,0.028,0.0519,0.0,-0.0239
VERB,kzar,0.0411,0.0652,0.0,-0.0241
VERB,kzuB,0.0159,0.04,0.0,-0.0241
VERB,ubj,0.0286,0.0526,0.0,-0.0241
PHIL,kzuB,0.0159,0.04,0.0,-0.0241
VERB,dIkz,0.0508,0.075,0.0333,-0.0242
PHIL,variman,0.087,0.1111,0.0,-0.0242
PHIL,sTAnIya,0.087,0.1111,0.0,-0.0242
PHIL,pracala,0.0667,0.0909,0.0,-0.0242
PHIL,sa,0.0249,0.0492,0.0,-0.0243
VERB,mih,0.0556,0.08,0.0,-0.0244
PHIL,kftya,0.04,0.0645,0.0,-0.0245
PHIL,kuwila,0.0755,0.1,0.0,-0.0245
PHIL,nEmittika,0.0588,0.0833,0.0,-0.0245
VERB,vA,0.0439,0.0685,0.0,-0.0246
PHIL,vA,0.0439,0.0685,0.0,-0.0246
PHIL,eka,0.06,0.0847,0.0,-0.0247
VERB,uc,0.0227,0.0476,0.0,-0.0249
PHIL,tAmra,0.0357,0.0606,0.0,-0.0249
VERB,cup,0.1,0.125,0.0,-0.025
PHIL,SiKA,0.1444,0.1695,0.0,-0.025
VERB,yaj,0.0083,0.0333,0.0,-0.0251
PHIL,yaj,0.0083,0.0333,0.0,-0.0251
PHIL,sama,0.0648,0.0899,0.0,-0.0251
VERB,vap,0.0159,0.0411,0.0,-0.0252
PHIL,sevA,0.1081,0.1333,0.0,-0.0252
PHIL,raktAmbara,0.1176,0.1429,0.0,-0.0252
PHIL,vap,0.0159,0.0411,0.0,-0.0252
VERB,ujJ,0.0857,0.1111,0.0,-0.0254
VERB,vam,0.0633,0.0889,0.0,-0.0256
PHIL,UrDva,0.0682,0.0938,0.0,-0.0256
PHIL,vam,0.0633,0.0889,0.0,-0.0256
VERB,smi,0.0125,0.0385,0.0,-0.026
VERB,vid,0.0547,0.0808,0.0,-0.0261
PHIL,vid,0.0547,0.0808,0.0,-0.0261
PHIL,nirmA,0.0192,0.0455,0.0,-0.0262
VERB,nI,0.0239,0.0505,0.0,-0.0266
PHIL,SoRa,0.0566,0.0833,0.0,-0.0267
PHIL,udBid,0.0377,0.0645,0.0,-0.0268
PHIL,SAkinI,0.05,0.0769,0.0,-0.0269
PHIL,sAttvika,0.0147,0.0417,0.0,-0.027
PHIL,sADu,0.0511,0.0784,0.0,-0.0273
PHIL,duHKa,0.0694,0.0968,0.0312,-0.0273
PHIL,Seza,0.0677,0.0952,0.0,-0.0275
VERB,pad,0.0421,0.0698,0.0,-0.0277
PHIL,pad,0.0421,0.0698,0.0,-0.0277
PHIL,pratiBA,0.093,0.1207,0.0,-0.0277
VERB,Baw,0.0556,0.0833,0.0,-0.0278
VERB,paw,0.0556,0.0833,0.0,-0.0278
VERB,drAK,0.0833,0.1111,0.0,-0.0278
VERB,pIq,0.0,0.0278,0.0,-0.0278
PHIL,pIq,0.0,0.0278,0.0,-0.0278
PHIL,yakzin,0.0833,0.1111,0.0,-0.0278
PHIL,paw,0.0556,0.0833,0.0,-0.0278
VERB,buD,0.0427,0.0706,0.0,-0.0279
PHIL,buD,0.0427,0.0706,0.0,-0.0279
PHIL,anumA,0.0435,0.0714,0.0,-0.028
PHIL,brahmacArin,0.0196,0.0476,0.0,-0.028
VERB,kup,0.029,0.0571,0.0,-0.0282
VERB,mfd,0.0217,0.05,0.0,-0.0283
PHIL,cAkzuza,0.0133,0.0417,0.0,-0.0283
PHIL,kAyaka,0.0625,0.0909,0.0,-0.0284
VERB,kvaR,0.027,0.0556,0.0,-0.0285
VERB,Dor,0.0714,0.1,0.0,-0.0286
VERB,tim,0.0714,0.1,0.0,-0.0286
VERB,kaq,0.0714,0.1,0.0,-0.0286
VERB,kliS,0.0213,0.05,0.0,-0.0287
PHIL,kliS,0.0213,0.05,0.0,-0.0287
PHIL,sarva,0.0482,0.0769,0.0,-0.0287
VERB,kas,0.0238,0.0526,0.0,-0.0288
VERB,Suz,0.0167,0.0455,0.0,-0.0288
PHIL,UrDvajAnu,0.125,0.1538,0.0,-0.0288
VERB,dyut,0.0753,0.1042,0.0,-0.0289
PHIL,dyut,0.0753,0.1042,0.0,-0.0289
VERB,paW,0.1013,0.1304,0.0,-0.0292
VERB,yup,0.0233,0.0526,0.0,-0.0294
PHIL,saMkula,0.0588,0.0882,0.0,-0.0294
PHIL,DyAna,0.0233,0.0526,0.0,-0.0294
PHIL,darSana,0.0847,0.1143,0.0256,-0.0295
VERB,tap,0.119,0.1486,0.0,-0.0296
PHIL,tap,0.119,0.1486,0.0,-0.0296
PHIL,nAman,0.0561,0.0857,0.0,-0.0296
VERB,dru,0.0508,0.0806,0.0133,-0.0298
VERB,nud,0.1034,0.1333,0.0,-0.0299
VERB,BA,0.0451,0.075,0.0,-0.0299
VERB,tark,0.0339,0.0638,0.0,-0.0299
PHIL,tark,0.0339,0.0638,0.0,-0.0299
PHIL,mAnin,0.098,0.1282,0.0,-0.0302
VERB,kAS,0.0577,0.0882,0.0,-0.0305
VERB,Ir,0.0725,0.1029,0.0,-0.0305
PHIL,viSAla,0.0806,0.1111,0.0,-0.0305
VERB,jeh,0.087,0.1176,0.0,-0.0307
PHIL,Avft,0.1,0.1311,0.0,-0.0311
VERB,cakz,0.025,0.0566,0.0,-0.0316
VERB,glep,0.1111,0.1429,0.0,-0.0317
PHIL,dUrasaMsTa,0.1111,0.1429,0.0,-0.0317
PHIL,kevalavyatirekin,0.1111,0.1429,0.0,-0.0317
VERB,daB,0.0423,0.0741,0.0,-0.0318
PHIL,arUpa,0.0588,0.0909,0.0,-0.0321
VERB,rud,0.0426,0.075,0.0,-0.0324
VERB,sTag,0.1212,0.1538,0.0,-0.0326
VERB,sku,0.02,0.0526,0.0,-0.0326
VERB,kram,0.0629,0.0957,0.0,-0.0328
PHIL,kram,0.0629,0.0957,0.0,-0.0328
VERB,BrAj,0.0147,0.0476,0.0,-0.0329
PHIL,paramezWin,0.0976,0.1304,0.0,-0.0329
VERB,cukk,0.1667,0.2,0.0,-0.0333
PHIL,kOsalya,0.1333,0.1667,0.0,-0.0333
PHIL,pANkta,0.1,0.1333,0.0,-0.0333
PHIL,DyA,0.0667,0.1,0.0,-0.0333
VERB,cezw,0.1029,0.1364,0.0,-0.0334
PHIL,cezw,0.1029,0.1364,0.0,-0.0334
PHIL,nirvEra,0.0435,0.0769,0.0,-0.0334
VERB,BU,0.0757,0.1092,0.0,-0.0335
PHIL,BU,0.0757,0.1092,0.0,-0.0335
VERB,stu,0.0094,0.0435,0.0,-0.034
PHIL,stu,0.0094,0.0435,0.0,-0.034
VERB,juq,0.0909,0.125,0.0,-0.0341
VERB,kuRq,0.0909,0.125,0.0,-0.0341
PHIL,Askra,0.0909,0.125,0.0,-0.0341
VERB,drANkz,0.0769,0.1111,0.0,-0.0342
PHIL,lokagATA,0.0769,0.1111,0.0,-0.0342
VERB,cak,0.0833,0.1176,0.0,-0.0343
VERB,laB,0.0221,0.0566,0.0,-0.0345
PHIL,laB,0.0221,0.0566,0.0,-0.0345
VERB,mrakz,0.0606,0.0952,0.0,-0.0346
PHIL,aBitas,0.1875,0.2222,0.0,-0.0347
PHIL,kriyA,0.1081,0.1429,0.0,-0.0347
PHIL,sADya,0.0403,0.075,0.0,-0.0347
VERB,arh,0.0412,0.0761,0.0,-0.0348
VERB,GrA,0.0164,0.0513,0.0,-0.0349
VERB,duh,0.0544,0.0893,0.0,-0.0349
PHIL,duh,0.0544,0.0893,0.0,-0.0349
VERB,tAy,0.0417,0.0769,0.0,-0.0353
VERB,pUj,0.0417,0.0769,0.0,-0.0353
PHIL,rajasvala,0.2,0.2353,0.0,-0.0353
PHIL,viSoka,0.027,0.0625,0.0,-0.0355
PHIL,daRqin,0.0435,0.0789,0.0,-0.0355
VERB,turv,0.0476,0.0833,0.0,-0.0357
VERB,laj,0.0476,0.0833,0.0,-0.0357
VERB,ag,0.25,0.2857,0.0,-0.0357
PHIL,suhita,0.1071,0.1429,0.0,-0.0357
PHIL,vivakzu,0.25,0.2857,0.0,-0.0357
PHIL,pratyakza,0.0976,0.1333,0.0,-0.0358
PHIL,vAdin,0.1404,0.1765,0.0,-0.0361
VERB,mUl,0.1304,0.1667,0.0,-0.0362
VERB,miz,0.0377,0.0741,0.0,-0.0363
PHIL,miz,0.0377,0.0741,0.0,-0.0363
VERB,ukz,0.0405,0.0769,0.0,-0.0364
PHIL,caturTa,0.0222,0.0588,0.0,-0.0366
VERB,Gas,0.0465,0.0833,0.0,-0.0368
VERB,Di,0.0256,0.0625,0.0,-0.0369
VERB,cit,0.0522,0.0891,0.0,-0.0369
VERB,naB,0.0541,0.0909,0.0,-0.0369
PHIL,Di,0.0256,0.0625,0.0,-0.0369
PHIL,saptaka,0.0345,0.0714,0.0,-0.0369
PHIL,cit,0.0522,0.0891,0.0,-0.0369
VERB,kANkz,0.0806,0.1176,0.0,-0.037
VERB,DU,0.05,0.087,0.0,-0.037
PHIL,kANkz,0.0806,0.1176,0.0,-0.037
PHIL,pravftta,0.013,0.05,0.0,-0.037
VERB,cud,0.051,0.0882,0.0,-0.0372
PHIL,yaTAsuKam,0.0625,0.1,0.0,-0.0375
PHIL,nizaNgin,0.0625,0.1,0.0,-0.0375
VERB,glah,0.1053,0.1429,0.0,-0.0376
PHIL,aRu,0.1163,0.1538,0.0,-0.0376
VERB,rAj,0.0504,0.0882,0.0,-0.0378
VERB,SlaT,0.0455,0.0833,0.125,-0.0379
PHIL,sAMsidDika,0.0455,0.0833,0.0,-0.0379
VERB,kUw,0.087,0.125,0.0,-0.038
VERB,vad,0.0314,0.0694,0.0,-0.038
PHIL,Dfzwi,0.0526,0.0909,0.0,-0.0383
VERB,nand,0.0,0.0385,0.0,-0.0385
PHIL,saptadaSan,0.0,0.0385,0.0,-0.0385
PHIL,vihvala,0.0,0.0385,0.0,-0.0385
VERB,juz,0.0592,0.0978,0.0,-0.0386
PHIL,juz,0.0592,0.0978,0.0,-0.0386
PHIL,asUyA,0.1111,0.15,0.0,-0.0389
PHIL,yAmya,0.0444,0.0833,0.0,-0.0389
VERB,rac,0.0395,0.0784,0.0,-0.039
PHIL,rac,0.0395,0.0784,0.0,-0.039
PHIL,ayana,0.1139,0.1529,0.0,-0.039
PHIL,parArTa,0.0545,0.0938,0.0,-0.0392
PHIL,loha,0.1957,0.2353,0.0,-0.0396
VERB,lA,0.0714,0.1111,0.0,-0.0397
VERB,cap,0.0714,0.1111,0.0,-0.0397
VERB,su,0.0083,0.048,0.0,-0.0397
PHIL,kAlpanika,0.0714,0.1111,0.0,-0.0397
PHIL,su,0.0083,0.048,0.0,-0.0397
VERB,Kid,0.0333,0.0732,0.0,-0.0398
PHIL,Kid,0.0333,0.0732,0.0,-0.0398
PHIL,dvezin,0.0435,0.0833,0.0,-0.0399
VERB,PaR,0.0,0.04,0.0,-0.04
PHIL,Bitti,0.122,0.1622,0.0,-0.0402
PHIL,bAhya,0.0455,0.0857,0.0,-0.0403
VERB,krand,0.0426,0.0833,0.0,-0.0408
VERB,snih,0.046,0.087,0.0,-0.041
VERB,nam,0.0339,0.075,0.0,-0.0411
VERB,Cid,0.0177,0.0588,0.0,-0.0411
PHIL,nam,0.0339,0.075,0.0,-0.0411
PHIL,kaTanIya,0.0588,0.1,0.0,-0.0412
PHIL,SuSrUzA,0.0588,0.1,0.0,-0.0412
PHIL,virahin,0.0588,0.1,0.0,-0.0412
VERB,Sikz,0.0253,0.0667,0.0,-0.0414
PHIL,Sikz,0.0253,0.0667,0.0,-0.0414
VERB,ak,0.125,0.1667,0.0,-0.0417
VERB,pras,0.0833,0.125,0.0,-0.0417
VERB,kaz,0.0,0.0417,0.0,-0.0417
VERB,kiw,0.125,0.1667,0.0,-0.0417
PHIL,SudDa,0.0769,0.1186,0.0,-0.0417
PHIL,tARqavita,0.3333,0.375,0.0,-0.0417
PHIL,prAgagra,0.0833,0.125,0.0,-0.0417
PHIL,supeSas,0.0833,0.125,0.0,-0.0417
PHIL,kaz,0.0,0.0417,0.0,-0.0417
VERB,tij,0.0351,0.0769,0.0,-0.0418
VERB,nas,0.0137,0.0556,0.0,-0.0419
VERB,tam,0.0556,0.0976,0.0,-0.042
PHIL,tam,0.0556,0.0976,0.0,-0.042
PHIL,vilAsin,0.069,0.1111,0.0,-0.0421
VERB,sad,0.042,0.0843,0.0244,-0.0424
PHIL,sad,0.042,0.0843,0.0,-0.0424
VERB,vraj,0.0265,0.069,0.0,-0.0425
VERB,vraSc,0.0408,0.0833,0.0,-0.0425
PHIL,dUra,0.1154,0.1579,0.0,-0.0425
PHIL,vraj,0.0265,0.069,0.0,-0.0425
VERB,dI,0.0385,0.0811,0.0,-0.0426
VERB,cakk,0.1,0.1429,0.0,-0.0429
VERB,KAd,0.0571,0.1,0.0,-0.0429
PHIL,prAtyakzika,0.1,0.1429,0.0,-0.0429
PHIL,KAd,0.0571,0.1,0.0,-0.0429
PHIL,pragAQa,0.1389,0.1818,0.0,-0.0429
PHIL,SrezWin,0.0571,0.1,0.0,-0.0429
PHIL,unneya,0.1,0.1429,0.0,-0.0429
PHIL,paripArSva,0.1,0.1429,0.0,-0.0429
VERB,naS,0.031,0.0741,0.0,-0.0431
PHIL,maDyareKA,0.0476,0.0909,0.0,-0.0433
VERB,tras,0.0,0.0435,0.0,-0.0435
VERB,kzam,0.0354,0.0789,0.0,-0.0435
PHIL,lAkzaRika,0.0,0.0435,0.0,-0.0435
VERB,hiMs,0.0278,0.0714,0.0,-0.0437
VERB,kam,0.0517,0.0959,0.0,-0.0442
PHIL,nirukta,0.0667,0.1111,0.0,-0.0444
PHIL,kati,0.0508,0.0952,0.0,-0.0444
VERB,spand,0.0423,0.087,0.0,-0.0447
VERB,Sad,0.0423,0.087,0.0,-0.0447
VERB,luYc,0.0385,0.0833,0.0,-0.0449
VERB,paRq,0.08,0.125,0.0,-0.045
VERB,lamb,0.0405,0.0857,0.0,-0.0452
PHIL,lamb,0.0405,0.0857,0.0,-0.0452
PHIL,vAstu,0.05,0.0952,0.0,-0.0452
VERB,lU,0.0135,0.0588,0.0,-0.0453
PHIL,lU,0.0135,0.0588,0.0,-0.0453
VERB,tan,0.0281,0.0735,0.0,-0.0454
VERB,IS,0.0746,0.12,0.0,-0.0454
PHIL,IS,0.0746,0.12,0.0,-0.0454
PHIL,tan,0.0281,0.0735,0.0,-0.0454
VERB,hrI,0.0169,0.0625,0.0,-0.0456
PHIL,vyakta,0.0508,0.0968,0.0,-0.0459
PHIL,nAnA,0.0732,0.119,0.0,-0.0459
PHIL,SilA,0.0968,0.1429,0.0,-0.0461
VERB,paz,0.1538,0.2,0.0,-0.0462
VERB,sU,0.0407,0.087,0.0,-0.0463
VERB,caw,0.0645,0.1111,0.0,-0.0466
PHIL,SAva,0.0303,0.0769,0.0,-0.0466
VERB,dviz,0.0814,0.1282,0.0,-0.0468
PHIL,dviz,0.0814,0.1282,0.0,-0.0468
VERB,cyu,0.1125,0.1596,0.0,-0.0471
VERB,krI,0.0563,0.1034,0.0,-0.0471
PHIL,cyu,0.1125,0.1596,0.0,-0.0471
VERB,Ikz,0.0615,0.1087,0.0,-0.0472
VERB,riz,0.0337,0.0811,0.0,-0.0474
PHIL,nikfti,0.0526,0.1,0.0,-0.0474
VERB,cat,0.0294,0.0769,0.0,-0.0475
PHIL,jAtIya,0.0357,0.0833,0.0,-0.0476
PHIL,nirvAta,0.2857,0.3333,0.0,-0.0476
PHIL,niKila,0.2857,0.3333,0.0,-0.0476
VERB,sparD,0.0189,0.0667,0.0,-0.0478
VERB,arc,0.0444,0.0926,0.0,-0.0481
VERB,gaq,0.0769,0.125,0.0,-0.0481
VERB,kzviq,0.0208,0.069,0.0,-0.0481
PHIL,nirduHKa,0.0769,0.125,0.0,-0.0481
PHIL,viviDa,0.0769,0.125,0.0,-0.0481
VERB,muh,0.024,0.0723,0.0,-0.0483
PHIL,muh,0.024,0.0723,0.0,-0.0483
PHIL,vErAja,0.0426,0.0909,0.0,-0.0484
VERB,yuD,0.0686,0.1176,0.0,-0.049
PHIL,locana,0.1176,0.1667,0.0,-0.049
PHIL,samarTa,0.1216,0.1707,0.0,-0.0491
PHIL,yAvanmAtra,0.2174,0.2667,0.0,-0.0493
VERB,nah,0.0235,0.0732,0.0,-0.0496
PHIL,nah,0.0235,0.0732,0.0,-0.0496
VERB,Cam,0.2,0.25,0.0,-0.05
VERB,drAh,0.2,0.25,0.0,-0.05
VERB,klIb,0.05,0.1,0.0,-0.05
VERB,nard,0.05,0.1,0.0,-0.05
PHIL,PakkikA,0.0,0.05,0.0,-0.05
PHIL,jIvAtman,0.2,0.25,0.0,-0.05
PHIL,ekatAna,0.2,0.25,0.0,-0.05
PHIL,Orva,0.0408,0.0909,0.0,-0.0501
VERB,hnu,0.0164,0.0667,0.0,-0.0503
PHIL,duranta,0.0968,0.1471,0.0,-0.0503
PHIL,hnu,0.0164,0.0667,0.0,-0.0503
PHIL,gfhameDa,0.0606,0.1111,0.0,-0.0505
PHIL,preman,0.1667,0.2174,0.0,-0.0507
VERB,piYj,0.0526,0.1034,0.0,-0.0508
VERB,Sru,0.0117,0.0625,0.0,-0.0508
PHIL,dozA,0.0741,0.125,0.0,-0.0509
PHIL,taTAgata,0.0741,0.125,0.0,-0.0509
VERB,kuRW,0.1364,0.1875,0.0,-0.0511
PHIL,grAmIRa,0.0541,0.1053,0.0,-0.0512
PHIL,spfhA,0.1304,0.1818,0.0,-0.0514
VERB,pil,0.0909,0.1429,0.0,-0.0519
PHIL,anAdi,0.0909,0.1429,0.0,-0.0519
PHIL,apramAda,0.0909,0.1429,0.0,-0.0519
VERB,Bakz,0.0349,0.087,0.0,-0.0521
VERB,qI,0.0476,0.1,0.0,-0.0524
PHIL,pradeya,0.0385,0.0909,0.0,-0.0524
VERB,DvaMs,0.0459,0.0984,0.0,-0.0525
VERB,aYj,0.0308,0.0833,0.0,-0.0526
VERB,ji,0.0702,0.1228,0.0,-0.0526
PHIL,ji,0.0702,0.1228,0.0,-0.0526
PHIL,aYj,0.0308,0.0833,0.0,-0.0526
VERB,jIv,0.0685,0.1212,0.0,-0.0527
PHIL,jIv,0.0685,0.1212,0.0,-0.0527
VERB,svad,0.0833,0.1364,0.0,-0.053
VERB,han,0.0537,0.1068,0.0,-0.0531
PHIL,han,0.0537,0.1068,0.0,-0.0531
VERB,lI,0.012,0.0652,0.0,-0.0532
PHIL,lI,0.012,0.0652,0.0,-0.0532
VERB,takz,0.0667,0.12,0.0,-0.0533
PHIL,prARAntika,0.08,0.1333,0.0,-0.0533
PHIL,kapAlin,0.1132,0.1667,0.0,-0.0535
VERB,kzur,0.0714,0.125,0.0,-0.0536
PHIL,zawkarman,0.015,0.069,0.0,-0.0539
VERB,maNG,0.1333,0.1875,0.0,-0.0542
PHIL,BAvya,0.029,0.0833,0.0,-0.0543
PHIL,nitya,0.0308,0.0851,0.0,-0.0543
VERB,SlAG,0.1053,0.16,0.0,-0.0547
VERB,eD,0.0784,0.1333,0.0,-0.0549
PHIL,Una,0.0357,0.0909,0.0,-0.0552
VERB,bund,0.1111,0.1667,0.0,-0.0556
VERB,kland,0.0556,0.1111,0.0,-0.0556
VERB,tak,0.0,0.0556,0.0,-0.0556
VERB,Gar,0.0,0.0556,0.0,-0.0556
PHIL,dehayAtrA,0.1667,0.2222,0.0,-0.0556
PHIL,vyAvartaka,0.0556,0.1111,0.0,-0.0556
PHIL,mAyAvin,0.0556,0.1111,0.0,-0.0556
PHIL,pravAhin,0.0,0.0556,0.0,-0.0556
PHIL,ekarAj,0.1667,0.2222,0.0,-0.0556
VERB,BAz,0.0513,0.1071,0.0,-0.0559
PHIL,BAz,0.0513,0.1071,0.0,-0.0559
VERB,akz,0.0385,0.0952,0.0,-0.0568
PHIL,puratas,0.125,0.1818,0.0,-0.0568
VERB,UrRu,0.0263,0.0833,0.0,-0.057
VERB,tuB,0.1429,0.2,0.0,-0.0571
PHIL,aBirAma,0.1429,0.2,0.0,-0.0571
PHIL,mardana,0.1333,0.1905,0.0,-0.0571
VERB,pac,0.1235,0.1809,0.0,-0.0573
PHIL,napAt,0.0847,0.1429,0.0,-0.0581
VERB,Brez,0.0417,0.1,0.0,-0.0583
VERB,raw,0.025,0.0833,0.0,-0.0583
PHIL,raw,0.025,0.0833,0.0,-0.0583
PHIL,suhfd,0.0526,0.1111,0.0,-0.0585
PHIL,pUrvedyus,0.0952,0.1538,0.0,-0.0586
PHIL,sahAyatA,0.0588,0.1176,0.0,-0.0588
VERB,kall,0.0833,0.1429,0.0,-0.0595
VERB,ruW,0.0833,0.1429,0.0,-0.0595
PHIL,EndrajAlika,0.0833,0.1429,0.0,-0.0595
PHIL,vANmanas,0.0833,0.1429,0.0,-0.0595
PHIL,Izat,0.0357,0.0952,0.0,-0.0595
PHIL,ekAdaSaka,0.0833,0.1429,0.0,-0.0595
PHIL,cArin,0.1136,0.1739,0.0,-0.0603
PHIL,senA,0.0877,0.1481,0.0,-0.0604
VERB,av,0.02,0.0806,0.0,-0.0606
VERB,kruD,0.0441,0.1053,0.0,-0.0611
PHIL,cAru,0.1053,0.1667,0.0,-0.0614
VERB,hu,0.0385,0.1,0.0,-0.0615
PHIL,hu,0.0385,0.1,0.0,-0.0615
VERB,du,0.1233,0.1852,0.0,-0.0619
PHIL,tapasvin,0.0488,0.1111,0.0,-0.0623
PHIL,vasu,0.0948,0.1571,0.0238,-0.0624
PHIL,catuzpAd,0.0,0.0625,0.0,-0.0625
VERB,vAYC,0.02,0.0833,0.0,-0.0633
VERB,jal,0.0417,0.1053,0.0,-0.0636
VERB,jalp,0.0233,0.087,0.0,-0.0637
PHIL,Endriya,0.1176,0.1818,0.0,-0.0642
VERB,SI,0.019,0.0833,0.0,-0.0643
VERB,piS,0.0508,0.1154,0.0,-0.0645
PHIL,tamas,0.0854,0.15,0.0,-0.0646
VERB,kuz,0.093,0.1579,0.0,-0.0649
PHIL,viSvakarman,0.026,0.0909,0.0,-0.0649
PHIL,durAcAra,0.0526,0.1176,0.0,-0.065
PHIL,paritas,0.1111,0.1765,0.0,-0.0654
PHIL,upakAraka,0.0345,0.1,0.0,-0.0655
VERB,aMh,0.0455,0.1111,0.0,-0.0657
PHIL,Atmaka,0.0455,0.1111,0.0,-0.0657
VERB,jUrv,0.0769,0.1429,0.0,-0.0659
PHIL,saKi,0.0769,0.1429,0.0,-0.0659
PHIL,rUpin,0.1481,0.2143,0.0,-0.0661
VERB,riNK,0.0588,0.125,0.0,-0.0662
PHIL,Saktitas,0.0588,0.125,0.0,-0.0662
PHIL,jEminIya,0.0588,0.125,0.0,-0.0662
VERB,Iq,0.0667,0.1333,0.0,-0.0667
