L,headword_slp1,parvan,verse,marker,confidence,printed_slp1,corrected_slp1,edition_ref,quote
49619,prayAtavya,3,11173,zu lesen,high,yadyavaSyaM˚yam,pramAtavyaH,,"pass. {%proficiscendum, eundum%}: {#yadyavaSyaM ˚yam#} MBH. 3,11173. KATHĀS. 32,57. {#˚vyamudayAdrO mayA#} VID. 280. {%anzugreifen%}: {#paScAdeza ˚vyaH#} (oder ist etwa {#pramAtavyaH#} zu lesen?) MBH. 4,1756."
11415,udDara,3,11188,fehlerhaft,high,udDara,udDura,,"{#udDara#}¦ 1〉 adj. MBH. 3,11188. — 2〉 m. {%ein%} Rakṣas H. ś. 37. — Wohl fehlerhaft für {#udDura#}."
16525,kAmyA,3,11190,zu lesen,high,kAmyayAbrUhikastvam,kAmayA,,">. {#dvijakA˚#} YĀJÑ. 1,179. Statt {#kAmyayA brUhi kastvam#} MBH. 3,11190 ist wohl {#kAmayA#} (s. d.) u. s. w. zu lesen."
116009,hanUmant,3,11193,druckfehler,high,,sanU˚,,"anumant#} 2〉a〉 TRIK. 2,8,6. H. 705, Schol. MBH. 3,11193. R. 1,3,21. 4,1,5 ({#sanU˚#} Druckfehler). 23. 2,18. 23 in der Un"
105700,samASraya,3,11242,fehlerhaft,high,araRyasamASrayonmuKa,samASrama,,", in%}: {#araRyasamASrayonmuKa#} RAGH. 8,12. — 6〉 MBH. 3,11242 vielleicht fehlerhaft für {#samASrama#} d. i. 2. {#sama#} + {#A˚#}."
10490,Iti,3,11258,zu lesen,high,ativfzwi,praSAmyantu,,"..#} PARĀŚARA_im_ŚKDR. (u. {#ativfzwi#}). MBH. 3,11258. {#Itayaste#} (so ist zu lesen) {#praSAmyantu#} SUŚR. 1,17,19. {#prajA nirItayaH#} RAGH. 1,63. {#nirIt"
42000,pad,3,11312,zu lesen,high,budDyAsvapratipannezukuryAtsADuzvanugraham,pratipannaScasarvaSaH,,"ls>MBH. 2,1949. {#budDyA svapratipannezu kuryAtsADuzvanugraham#} 3,11312. {#kaccittvaM dvizatAmarTaH#} (doch wohl {#arTe#} zu lesen) {#pratipannaSca sarvaSaH#} R. GORR. 2,109,46. {%gekannt%}, = {#vidita, vijYAta#"
104369,sadgati,3,11316,zu lesen,high,yA,Apsyati,,"49. Spr. (II) 1337. {#yA#} 3305. MBH. 3,11316. {#Ap#} Verz. d. Oxf. H. 68,a,3. v. u. ({#Apsyati#} zu lesen). BHĀG. P. 10,6,35. 86,58. {#BAjanaM sadgatInAm#}"
39854,nivedya,3,11322,fehlerhaft,high,ihasTaSca—nanivedyo'smikarhicit,nEvedya,,">. RĀJA-TAR. 4,632. {#ihasTaSca — na nivedyo 'smi karhicit#} MBH. 3,11322. — 2〉 n. {%eine Darbringung von Speisen an ein Idol%} RĀJA-TAR. 5,52. Wohl nur fehlerhaft für {#nEvedya#}."
50316,prahlAdana,3,11446,zu lesen,high,suKa˚,manaH˚,,",187,10. {#muKa˚#} (so ist wohl st. {#suKa˚#} zu lesen) MBH. 3,11446. {#manaH˚#} 14,2045. R. 1,18,12. <div n"
6879,aS,3,11477,zu lesen,high,,prAsyanti,,". M. 2,62. 3,73. 74. MBH. 3,11477. {#prASa#} 2. sg. imperat. R. 3,63,18. (statt {#prASyanti#} R. 1,13,41 ist {#prAsyanti#} zu lesen, wie auch SCHL. übersetzt). med.: {#na prASnItodakamapi#} MBH."
40626,nuq,3,11477,druckfehler,high,samAnoqya,samAloqya,,"} ({#baDe#}) VOP._in_DHĀTUP. 28,92. — {#samAnoqya#} MBH. 3,11477 Druckfehler für {#samAloqya#}, wie schon WEST. bemerkt hat."
109668,sIv,3,11495,druckfehler,high,matsyo'mBasIvasyUtAsyaH,matsyo'mBasIvasyUtAsyaH,,"ruckfehler). RĀJA-TAR. 7,1652. {#matsyo 'mBasIva syUtAsyaH#} MBH. 3,11495 {#cintAs"
116085,har,3,11517,zu lesen,high,muzwim,muzwim,,"nballen%}: {#saMhftya#} (vielleicht {#saMhatya#} zu lesen) {#muzwim#} MBH. 3,11517. {#saMjahAra mahABrARi vijahAra ca kAnicit#} HARIV."
15351,karRapUra,3,11589,lies,high,karRikArAnvikasitAnkarRapUrAnivottamAn,vataMsa,,#}). MED. r. 256. {#karRikArAnvikasitAnkarRapU
26086,Cadana,3,11595,lies,high,,CAdane,,"div n=""1"">— 2〉 {%Flügel%} H. an. 3,375. MED. n. 65. MBH. 3,11595. — 3〉 {%Blatt%} AK. 2,4,1,14. H. 1123. H. an. MED. (lies: {#CAdane#}). SUŚR. 1,305,16. 2,501,14. — 4〉 {%das"
10470,Ikz,3,11657,lies,high,,prekzamARA,,"miha tAta yuDizWira . prekzante sarvaBUtAni bahuSaH parvasaMDizu ..#} MBH. 3,11657. INDR. 2,26. DRAUP. 1,2 (lies {#prekzamARA#} st. {#prekzya˚#}). ARJ. 1,1. {#prEkzatAnimizo devIm#} <l"
72557,ganDarva,3,11762,lies,high,,rohiRIM,,ab> 6 lies ŚUK. st. ŚĀK.</ls
72557,ganDarva,3,11762,lies,high,,,,"ab> 6 lies ŚUK. st. ŚĀK. — 2〉d〉 MBH. 3,11762 fasst <l"
65240,alaka,3,11813,lies,high,alakAHsahaganDarvEryakzAScasahakiMnarEH,˚nATo,,"s> (Schol.): {#alakAH saha ganDarvEryakzASca saha kiMnarEH#} MBH. 3,11813. {#alakanATa#} {%Fürst der%} Alaka (N. pr. eines Volkes; vgl. 3,c.) VARĀH. BṚH. S. 11,58 (lies {#˚nATo#}). — 3〉b〉 KATHĀS. 41,115. — c〉 N. pr. ei"
116135,hari,3,11903,zu lesen,high,,,,". MED. HALĀY. 2,281. 5,70. MBH."
110176,sutasoma,3,11913,zu lesen,high,,˚mAtre,,"1,"">3827. 8039. 8042. 3,11913 ({#˚mAtre#} zu lesen). 7,979. 1087. VP. 4,20,11 ({#Srutasoma#}"
88853,vaSaMkara,3,11943,fehlerhaft,high,caSaMkaraH,caSaMkaraH,,"{#vaSaMkaraH#} ARJ. 3,9 fehlerhaft für {#ca SaMkaraH#}, wie MBH. 3,11943 gelesen wird."
53140,bfhant,3,11964,lies,high,bfhaMScA˚,bfhaMScA˚,,"haccARuSirAH#} ({#bfhAMScA˚#} ARJ. 3,29; lies {#bfhaMScA˚#}) MBH. 3,11964. {#nArI#} 8,2050. HIḌ. 2,25</l"
42633,parAhRa,3,11998,zu schreiben,high,pUrvAhna,pUrvAhna,,"chreiben). {#pUrvAhna#} in derselben Bed. ARJ. 4,7 (MBH. 3,11998 liest"
86636,loka,3,12025,zu lesen,high,puRyakftAm,"apsarasAm,vESvadevasya,apAm",,"U\ra\kftA^m#} TBR. 1,4,6,5. {#puRyakftAm#} (so ist zu lesen) MBH. 3,12025. {#apsarasAm, vESvadevasya, apAm#} M. 4,183. {#brahmaGnaH"
48918,pratyarTam,3,12052,fehlerhaft,high,atyarTam,atyarTam,,"1. fehlerhaft für {#atyarTam#} ARJ. 4,61; vgl. MBH. 3,12052."
57252,man,3,12069,zu lesen,high,manvAna,manvahe,,"ĀJA-TAR. 2,168. {#manvahe#} KATHĀS. 45,367. {#manvAna#} MBH. 3,12"
109151,sita,3,12109,fehlerhaft,high,˚sita,Sita,,"#} (s. u. 2. {#SA#}) ARJ. 7,7 ({#˚sita#} MBH."
100910,SEla,3,12141,fehlerhaft,high,mahAstra,mahAstra,,"m BHĀG. P. {#A#} wohl fehlerhaft) {%steinern%}: {#mahAstra#} MBH. 3,12141. {#BUDara#} HARIV. 4407. {#pAt"
83258,ratnadruma,3,12198,zu lesen,high,˚maya,˚mayEScitrEH,Bomb,"avfkza#}); davon adj. {#˚maya#} {%aus Korallen bestehend%} MBH. 3,12198, wo mit der ed. Bomb. {#˚mayEScitrEH#} zu lesen ist."
34889,dEteya,3,12203,fehlerhaft,high,,dEteyo,,"K. 1,1,1,7. H. 238, Sch. MBH. 3,1694. 12203 ({#dEteyI#} ARJ. 10,7 fehlerhaft für {#dEteyo#}). 12220. {#dEteyAScApyadEteyAH#} (d. i. {#de"
60962,mud,3,12225,fehlerhaft,high,nudita,nudita,Bomb,"/ls> {#mudita#} fehlerhaft für {#nudita#} (so die ed. Bomb.) MBH. 3,12225. für {#sUdita#} (so die"
22333,gArDravAjita,3,12230,fehlerhaft,high,gArDarAjita,"gfDravAja,gfDravAjita",,"A˚#} + {#vAja#}) dass. MBH. 4,1515. {#gArDarAjita#} 3,12230 = ARJ. 10,34 wohl nur fehlerhaft. — Vgl. {#gfDravAja, gfDravAjita#}."
115989,han,3,12270,zu lesen,high,GnanripUn,jaGAna,,"8,10,55. {#GnanripUn#} M. 7,98. 8,349. MBH. 3,12270. R. 2,25,32. RĀJA-TAR. 1,293 ({#GnataH#} zu lesen). {#jaGAna#} MBH. 3,11909. {#(tam) kumBe viSiKena#} RAGH. 5,50. {#Sastr"
119654,kzan,3,12274,zu lesen,high,,saMrUQaSaravikzatam,,"1,1 nicht {%verwundet%}, sondern n. {%Wunde%}, da mit MBH. 3,12274 {#saMrUQaSaravikzatam#} zu lesen ist."
55166,BU,3,12275,zu lesen,high,,(strIBiH)yABiranyABiBUtABiH,Calc,"M. 7,179. MBH. 3,11401. 11964. 12275. R. 1,31,4. VARĀH. BṚH. S. 48,13. MĀRK. P. 63,18. {#(strIBiH) yABiranyABiBUtABiH#} (so ist mit der ed. Calc. zu lesen) RĀJA-TAR. 4,608. Verz. d. Oxf. H. 258,b,28. <ls n=""Verz. d. Oxf. H. 25"
81815,yA,3,12358,zu lesen,high,vanevihartuMkuravaH,vanevihartuMkuravaH,,"AdaSaM varzamupopayAtA#} (wohl so zu lesen) {#vane vihartuM kuravaH#} MBH. 3,12358. — {#pratyupa#} {%zurückkehre"
72200,kzveqana,3,12389,zu lesen,high,kzveqana,˚kzveqanAdena,Bomb,"{#kzveqana#}¦, MBH. 3,12389 (so ist zu lesen) hat die ed. Bomb. richtig {#˚kzveqanAdena#} st. {#˚kzveqanAdeva; kzveq"
11060,utpAta,3,12513,fehlerhaft,high,,utpAtena,,"dDistasyEziRI Bavet .. budDirutpadyate kAryAnmanastUtpannameva hi .#} MBH. 3,12513. Wohl fehlerhaft {#utpAtena#} für {#utpAdena#}."
53862,Baj,3,12683,fehlerhaft,high,saMviBAjya,saMviBajya,,"ab>v. l. KATHĀS. 45,11. — caus. {#saMviBAjya#} MBH. 3,12683 fehlerhaft für {#saMviBajya#}. — Vgl. {#saMviBAga#}. {#saMviBAgin#}."
96002,vEvasvata,3,12755,zu lesen,high,,manurvEva˚,,". 8,10,24. ŚAT. BR. 13,4,3,3. ĀŚV. ŚR. 10,7,1. MBH. 3,12755. HARIV. 410. 442. 542. 552 ({#manurvEva˚#} mit der neueren Ausg. zu lesen). R. 1,70,20. RAGH. 1,11. VP. 264. 266. <ls n"
109803,suKa,3,12770,zu lesen,high,˚suKaSca,suKin,,"} ({#matsya#}; es ist mit MATSYOP. 24 {#˚suKaSca#} zu lesen) MBH. 3,12770. — c〉 = {#suKin#} {%sich behaglich —, wohl fühlend%}: {"
79188,pratiBA,3,12799,zu lesen,high,,devatApratiBAsime,,nst mir eine Göttin zu sein%}. — 4〉 {%Ve
41710,paW,3,12813,zu lesen,high,'Bi˚,vyati,,"ArAyaRANkapraKyastvaM sAMparAye 'tipaWyase#} (wohl {#'Bi˚#} zu lesen) MBH. 3,12813. — {#vyati#} {%sich gegenseitig Etwas vorsagen%} P."
93103,vivAdin,3,13048,fehlerhaft,high,BIruvivAdinaH,˚vizAdinaH,Bomb,"worüber Niemand streitet%} MBH. 12,7132. — {#BIruvivAdinaH#} MBH. 3,13048 fehlerhaft für {#˚vizAdinaH#}, wie die ed. Bomb. liest."
87755,vanaKaRqa,3,13147,fehlerhaft,high,vanaKaRqa,vanazaRqa,,"{#vanaKaRqa#}¦ n. {%Wald%} MBH. 3,13147. fg. fehlerhaft {#vanazaRqa#} R. 3,15,43. 5,15,51."
63075,atra,3,13229,lies,high,,atrA,,"ra#}¦ 2〉 {%hier%} so v. a. {%hier auf Erden, hier im Leben%} MBH. 3,13229. Spr. 3938. — {#atrA#} VS. 3,119. — Sp. 113, Z. 6 lies 112 st. 122."
58711,mahAbrAhmaRa,3,13248,zu lesen,high,mahAbrAhmaRaBAgya,brAhmaRamahABAgya,Bomb,"es at funeral ceremonies%} WILS. Statt {#mahAbrAhmaRaBAgya#} MBH. 3,13248 ist mit der ed. Bomb. {#brAhmaRamahABAgya#} zu lesen. — 2〉 n. {%das grosse%} Brāhmaṇa, Bez. des Pa"
113287,sOraTa,3,13297,fehlerhaft,high,suraTA,sOraBa,,d {#sOraTeya#} (nach NĪLAK. metron. von {#suraTA#}) 13297 wohl fehlerhaft für {#sOraBa#} und {#sOraBeya#} {%Stier%}.
53080,bfhadgarBa,3,13321,fehlerhaft,high,bfhadgarBa,vfzadarBa,,"{#bfhadgarBa#}¦ MBH. 3,13321 fehlerhaft für {#vfzadarBa#}."
93931,vizuvant,3,13477,zu schreiben,high,vizuvati,vizuvatsaMkrAntO,,"OT."">112. YĀJÑ. 1,217 (neutr.). {#vizuvati#} MBH. 3,13477. {#vizuvatpUrRaSItAMSu#} (so ist zu schreiben) RĀJA-TAR. 2,10. {#vizuvatsaMkrAntO#} HIT. ed. JOHNS. 2434. {#vizuvatka"
68875,ekapatnI,3,13632,zu lesen,high,striyaH,striyaH,,"l. P. 4,1,35 (so st. 45 zu lesen). {#striyaH#} MBH. 3,13632. {#nAryaH#} 13637. subst.</a"
23861,glA,3,13730,zu lesen,high,,glAti,,"tamapi cetsutam . daRqyaM daRqe nikzipati taTA na glAti DArmikam ..#} MBH. 3,13730. Ist hier etwa {#DArmikaH#} zu lesen, oder ist {#glAti#} als imperson. wie {%taedet%} aufzufassen? {%contristare%} <l"
88101,var,3,13755,fehlerhaft,high,vasanasyevacCidrARisADUnAMvivfRotiyaH,pivfRoti,,"erhüllen, verstopfen%}: {#vasanasyeva cCidrARi sADUnAM vivfRoti yaH#} MBH. 3,13755. {#viSezataH pidaDAti#} NĪLAK.; offenbar fehlerhaft für {#pivfRoti#} (s. u. {#api#}). — {#vivftEH#} HARIV. 3926 fehlerhaft"
88101,var,3,13755,fehlerhaft,high,vasanasyevacCidrARisADUnAMvivfRotiyaH,viDUtEH,,"erhüllen, verstopfen%}: {#vasanasyeva cCidrARi sADUnAM vivfRoti yaH#} MBH. 3,13755. {#viSezataH pidaDAti#} NĪLAK.; offenbar fehlerhaft für {#pivfRoti#} (s. u. {#api#}). — {#vivftEH#} HARIV. 3926 fehlerhaft für {#viDUtEH#}, wie die neuere Au"
69139,ozaDi,3,13827,fehlerhaft,high,ozaDIMSca,ozaDISca,Bomb,"alAM darSa ivOzaDIzu (arpayati)#} RAGH. 14,80. {#ozaDIMSca#} MBH. 3,13827 fehlerhaft für {#ozaDISca#}, wie die ed. Bomb. liest. — Vgl. {#mahOzaDi"
77496,nizkala,3,13851,zu lesen,high,nizkala,nizPalAH,,"{#nizkala#}¦ 1〉a〉 WEBER, RĀMAT. UP. 287. — b〉 MBH. 3,13851 ist {#nizPalAH#} zu lesen; vgl. Spr. 5100."
50344,prAkfta,3,13864,zu lesen,high,karman,sattva,,"Cra#} M. 11,158. {#yajYa#} MBH. 3,10669. {#karman#} 13864 (wo {#karmaRAM#} zu lesen ist). HARIV. 9783. {#sattva#} {%ein gewöhnliches Thier%} PAÑCAT. 25,2."
79566,prAkkfta,3,13864,fehlerhaft,high,karman,prAkfta,,"j. {%früher —, in einem früheren Leben vollbracht%}: {#karman#} MBH. 3,13864. n. {%eine in einem früheren Leben vollbrachte That%} Spr. 2169. An beiden Stellen fehlerhaft {#prAkfta#} geschrieben."
73487,caturviMSaka,3,13918,zu lesen,high,caturviMSaka,guRaH,,"{#caturviMSaka#}¦ adj. {%aus vierundzwanzig bestehend%} MBH. 3,13918, wo {#gaRaH#} st. {#guRaH#} zu lesen ist."
119898,caturviMSaka,3,13918,zu lesen,high,gaRa,,,"MSaka#}¦ adj. {%aus 24 bestehend%}: {#gaRa#} (so zu lesen) MBH. 3,13918."
93846,vizayIBAva,3,13928,fehlerhaft,high,vizayIBAva,vizamIBAva,,"{#vizayIBAva#}¦ MBH. 3,13928 fehlerhaft für {#vizamIBAva#}."
114981,svap,3,13984,fehlerhaft,high,svapet,susvApa,,"iederlegen%} 11,103. {#svapet#} 4,99. MBH. 3,13984. VARĀH. BṚH. S. 53,124. {#svapeyus#} R. 2,46,22. {#suzvApa#} (öfters fehlerhaft {#susvApa#}) P. 6,1,17. VOP. 8,124. MBH. 3,2338. {#ekena pArSv"
39280,nirASin,3,13994,zu lesen,high,nirASitva,kapiYjalanirASitvena,,","">13236. Davon nom. abstr. {#nirASitva#} n. 3,13994. {#kapiYjalanirASitvena#} (so ist zu lesen; vgl. BENFEY zu d. St.) PAÑCAT. 164,5. Man streiche h"
21814,gam,3,14044,lies,high,dizwyAmesaMgataMtvayA,ajaryaM,,"25, Vārtt. 1. {#diz"
99812,Siz,3,14107,zu lesen,high,,viSezayan,Bomb,">— 3〉 {%es Jmd zuvorthun, übertreffen%}; mit acc. der Person MBH. 3,14107 ({#viSezayan#} mit der ed. Bomb. zu lesen). 16449. 4,125. 5,7329. <ls n=""M"
103165,saMsTAnacArin,3,14113,fehlerhaft,high,trizu,sasTAsnucArin,,"H. 1,7044 (hier ausserdem {#nfzu#} fehlerhaft für {#trizu#}) und 3,14113 fehlerhaft für {#sasTAsnucArin#} {%mit dem Unbeweglichen und Beweglichen%}. Vgl. {#saMsTAsn"
46404,puzwimati,3,14176,fehlerhaft,high,agniHpuzwimatirnAmatuzwaHpuzwiMprayacCati,puzwipati,,"ines Agni: {#agniH puzwimatirnAma tuzwaH puzwiM prayacCati#} MBH. 3,14176. Ohne Zweifel fehlerhaft für {#puzwipati#}."
20315,kzip,3,14314,fehlerhaft,high,zawkftvastuniHkziptamagreretaH—tasminkuRqe,viniHmuktAjAlaviniHkziptEH(BavanEH),,"""R."">6,93,12. {#zawkftvastu niHkziptamagre retaH — tasminkuRqe#} MBH. 3,14314. {#makzikA vraRajAtasya niHkzipanti yadA kfmIn#} SUŚR. 2,15,3. — {#vinis#} fehlerhaft für {#viniH muktAjAlaviniHkziptEH (BavanEH)#} MBH. 13,1444. {#manastAsu vini"
79314,praT,3,14417,fehlerhaft,high,praTayizyanti,prayatizyanti,Bomb,"raTe#} 88,10. — caus. {#praTayizyanti#} MBH. 3,14417 fehlerhaft für {#prayatizyanti#}, wie die ed. Bomb. liest (mit vorangehendem {#Bede#} s"
81094,yat,3,14417,zu lesen,high,,mayA—tadvyAKyAyAMprayatyate,Bomb,"yatettasya rakzaRe#} MBH. 14,1186. 3,2726. 14417 (wo mit der ed. Bomb. {#Bede prayatizyanti#} zu lesen ist). HARIV. 5284. {#mayA — tadvyAKyAyAM prayatyate#} Verz. d. Oxf. H. 264,a"
34063,duHsTita,3,14669,lies,high,,˚sTitAddu˚,,"/ls>. — 2〉 n. {%eine unpassende Art zu stehen%} MBH. 3,14669 (lies: {#˚sTitAddu˚#}) = 12,3084."
114872,svaj,3,14724,zu lesen,high,svajitvA,saYj,,"BHĀG. P. 10,5,21 ({#zasvaje#} gedr.). {#svajitvA#} MBH. 3,14724. Statt {#garBasya tasya svajati#} SUŚR. 2,93,4 ist mit BHĀVAPR. {#garBasya pARO sajjati#} zu lesen. Wohl verwandt mit {#saYj#}. — {#aBi#}, {#˚zvajate#} Schol. zu P."
88916,vas,3,14758,fehlerhaft,high,anuvatsyate,anuvartsyate,Bomb,"anuvAsanaH#}) SUŚR. 2,198,8. — 4〉 {#anuvatsyate#} MBH. 3,14758 fehlerhaft für {#anuvartsyate#}, wie die ed. Bomb. liest. — Vgl. {#anuv"
45466,pIq,3,14759,fehlerhaft,high,karaMkareRABinipIqya,nizpIqita,,"""p"">— {#aBini#} caus. {%dr"
114765,sru,3,14767,zu lesen,high,arTaH,Bidyetanacasravetanacaprasicyedapi,,"{#Bidyeta na ca sraveta na ca prasicyedapi#} [Page7-1406] ({#arTaH#}) MBH. 3,14767</"
82167,yugma,3,14922,fehlerhaft,high,yugya,yugya,,"{#yugya#}, z. B. 8,293 ed. LOIS. MBH. 3,1492"
114190,sTUlAkarRa,3,14995,fehlerhaft,high,sTUlAkarRa,sTURA˚,Bomb,"{#sTUlAkarRa#}¦ MBH. 3,14995 fehlerhaft für {#sTURA˚#} (so ed. Bomb.)."
100884,SEGrya,3,15101,fehlerhaft,high,,SEGra,,"— 2〉 n. {%Geschwindigkeit, Behendigkei"
81526,yam,3,15131,zu lesen,high,,prayacCantiyAvajjanmakftaMnarAH,,">HARIV. 8564 (med.). {%wiedergeben%} M. 8,181. MBH. 3,15131. BHĀG. P. 9,14,8. {#sukftaM na#} (so ist wohl zu lesen) {#prayacCanti yAvajjanma kftaM narAH#} {%eine Wohlthat erwiedern%} MĀRK. P. 14,72</l"
103800,saMcaya,3,15160,zu lesen,high,aviralapattra˚,ozaDi˚,Bomb,"a˚#} PAÑCAT. 175,1. {#aviralapattra˚#} MBH. 1,1383. 3,15160 ({#vajrasaMcayEH#} mit der ed. Bomb. zu lesen). {#ozaDi˚#} 12,5341. {#hima˚#} HARIV. 8267. {#prAkAra˚#} <ls"
85886,lajj,3,15213,zu lesen,high,mokzitaScAsiDarmajYEHpARqavErnacalajjase,yannalajjaticAcaran,,"n=""Spr."">2742. {#mokzitaScAsi DarmajYEH pARqavErna ca lajjase#} MBH. 3,15213. {#yatsarveRecCati jYAtaM#} (so ist wohl zu lesen) {#yanna lajjati cAcaran#} {%eine Handlung, von der man wünscht, dass sie von Jedermann g"
101021,SESupAla,3,15252,fehlerhaft,high,SESupAla,SESupAli,Bomb,"{#SESupAla#}¦ MBH. 3,15252 fehlerhaft für {#SESupAli#}, wie die ed. Bomb. liest."
72578,gam,3,15399,zu lesen,high,nirgata,nirjagAmanidrAm,,"/ls>. {#nirgata#} {%hervortretend%} H. 1034. — 4〉 MBH. 3,15399 ist wohl {#nigacCanti#} zu lesen; dagegen ist {#nirjagAma nidrAm#} {%er schlief ein%} KATHĀS. 64,164 durch das Me"
117242,hu,3,15593,zu lesen,high,"agni,hutASa","agni,hutASa",,">vgl. 4.). {#agni, hutASa#} u. s. w. M. 7,145. MBH. 3,1559"
88503,vart,3,15613,fehlerhaft,high,vinivftta,vinivftta,,"s>. — 3〉 fehlerhaft für {#vinivftta#} DRAUP. 4,3 (MBH. 3,15613 {#vinivftta#}). MĀRK. P."
109632,sImantin,3,15613,zu lesen,high,,muKyAyAM,Bomb,"%Weib%} AK. 2,6,1,2. H. 504. HALĀY. 2,326. MBH. 3,15613 ({#muKyAyAM#} mit der ed. Bomb. zu lesen). 17060. 5,2315. 2890. <ls n="
113928,sTA,3,15621,fehlerhaft,high,sOvIrAnDarmeRa,anUtti˚,,"2. — 9〉 {%beherrschen, regieren%}: {#sOvIrAnDarmeRa#} MBH. 3,15621. — 10〉 {#anutizWanti#} CHĀND. UP. 3,19,3 wohl fehlerhaft für {#anUtti˚#}. — 11〉 partic. {#a/nuzWita#} a〉 mit a"
41515,paYcaSata,3,15628,zu schreiben,high,mfgAnpaYcaSataM,paYcaSatAni,,"n. {#˚SataM damaH#} M. 8,384. {#mfgAnpaYcaSataM#} MBH. 3,15628. {#˚SatAni putrARAm#} BHĀG. P. 9,17,12; hier ist es wohl richtiger getrennt zu schreiben {#paYca SatAni#}. — b〉 f. {#I#} KATHĀS. 44,77."
59390,mA,3,15637,zu lesen,high,mEvam,mAmA,Bomb,"icht so, o%} Prātṛda! ŚAT. BR. 14,8,13,2. {#mEvam#} MBH. 3,15637. KATHĀS. 47,101 (R. 2,37,16 ist {#nEvaM#} mit der ed. Bomb. zu lesen). {#mA mA#} Spr. 1885. 3160. RAGH. 15,84. KATHĀS."
106569,sarj,3,15655,druckfehler,high,,,,",7,3,4. KĀṬH. 25,1. ṢAḌV. 3,2 (med.)."
61440,mfga,3,15670,zu lesen,high,,I,,"P und BENFEY DRAUP. 6,14 an; hier ist aber mit MBH. 3,15670 {#mfgErno#} st. {#mfgena#} (sic) zu lesen. — 2〉 f. {#I#} VOP. 4,15. a〉 {%Hirschkuh%} <ls"
89553,vAjin,3,15672,zu lesen,high,,dfSyavAjinam,,"n=""Spr."">3746. MBH. 3,1720. 2823. 15672. HARIV. 11253 (wo mit der neueren Ausg. {#dfSya vAjinam#} zu lesen ist). R. 1,54,12. 2,39,13. 40,22. <ls n=""R. 2"
9940,i,3,15674,zu lesen,high,kabanDaMsamupeyatuH,udArASrIHsTitAhyasyAM,,"H#} ARJ. 1,7. {#kabanDaM samupeyatuH#} R. 3,75,49. (MBH. 3,15674 ist {#vAmamupetya pArSvam#} st. {#vA samupe˚#} zu lesen). — 2〉 {%zu Theil werden%}: {#udArA SrIH sTitA hyasyAM#} ({#mAlAyAM#}) {#sA hi"
93196,viS,3,15681,zu lesen,high,mahIMSarAgryAH,alaMkAravatIpArSvam,,"alaMkAravatIpArSvam#} 52,31. {#mahIM"
31573,daMSita,3,15684,zu lesen,high,,daMSitAni,,"MED. — DRAUP. 6,19 ist mit der Calc. Ausg. des MBH. 3,15684 {#daMSanAni#} st. {#daMSitAni#} zu lesen, wie schon BOPP im Glossar verbessert hat. — Vgl. {#paridaMS"
121547,mA,3,15688,lies,high,,,,"937. — 3〉 Z. 8 lies 7,59,12. — 4〉 MBH. 3,15688."
36484,DA,3,15726,lies,high,sahadevastusaMDAyaraTenagajayoDinaH.pAtayAmAsanArAcEH,balaMcakozaSca,,"rn%}: {#sahadevastu saMDAya raTena gajayoDinaH . pAtayAmAsa nArAcEH#} MBH. 3,15726. — 10〉 {%Gebrauch von Etwas%} (instr.) {%machen%}: {#tasmAdbalaSca kozaM ca#} (lies: {#balaM ca kozaSca#}) {#nItiScApi viDIyatAm . yaTA kAlodaye prApte samya"
43687,palAyana,3,15772,zu lesen,high,˚nematiMcakre,palAyane,,"{#˚ne matiM cakre#} MBH. 1,5638. 3,15747. 15772 (= DRAUP. 8,57, wo {#palAyane#} zu lesen ist). 15775. 4,1109. 13,6122. <ls n"
108057,sAMgrAma,3,15867,fehlerhaft,high,vyuzwAdi,saMgrAma,Bomb,"von {#saMgrAma#} gaṇa {#vyuzwAdi#} zu P. 5,1,97. — MBH. 3,15867 fehlerhaft für {#saMgrAma#}, wie die ed. Bomb. liest."
63662,anuBAga,3,15936,fehlerhaft,high,,anuBAva,,"devaganDarvadAnavAH . avatartuM mahIM sarve mantrayAmAsuraYjasA ..#} MBH. 3,15936. — 2〉 {%feeling, or sensible quality%} WILSON, Sel. Works 1,313; wohl fehlerhaft für {#anuBAva#}."
43927,pAMsana,3,15978,fehlerhaft,high,A,,,"R. 2,"">48,20. R. GORR. 2,45,26. {#A#} (wohl fehlerhaft) MBH. 3,15978. R. GORR. 2,37,18. 76,3. <div n="
89199,vah,3,16129,fehlerhaft,high,udvahan(vaktrAcCoRitam),udvaman,Bomb,"s>. MED. ḍh. 7. — 8〉 {#udvahan (vaktrAcCoRitam)#} MBH. 3,16129 fehlerhaft für {#udvaman#}, wie die ed. Bomb. liest und wie schon WESTERGAARD verm"
85650,lakzmaRa,3,16198,fehlerhaft,high,SaSalakzaRa,˚lakzaRAH,Bomb,"({#SaSalakzaRa#} ed. Bomb.) als Bez. {%des Mondes%} MBH. 3,16198. {#SrIvatsa˚#} ({#˚lakzaRa#} die neuere Ausg.) HARIV. 3325. {#SarA bArhiRalakzmaRAH#} (wohl fehlerhaft für {#˚lakzaRAH#}) R. 3,8,4. Sicher scheint die Lesart {#SrI˚#} {%durch%"
98374,SaSalakzmaRa,3,16198,fehlerhaft,high,SaSalakzmaRa,˚lakzaRa,,"{#SaSalakzmaRa#}¦ MBH. 3,16198 fehlerhaft für {#˚lakzaRa#}."
