parvan,cited_verse,pratika_folded_len,outcome,found_address,found_calibrated_N,delta,coverage
1,3867,38,retrieved,1.97.3,3866,1,0.912
1,5,20,probe-too-short,,,,
5,1037,37,retrieved,5.33.68,1038,-1,0.909
3,2221,42,retrieved,3.57.31,2222,-1,0.897
3,16003,41,retrieved,3.278.3,16003,0,1.0
1,3876,46,retrieved,1.97.12,3875,1,1.0
1,3869,21,probe-too-short,,,,
1,3260,24,retrieved,1.77.5,3239,21,1.0
7,1279,17,probe-too-short,,,,
9,2322,17,probe-too-short,,,,
2,2053,36,retrieved,2.60.3,2053,0,0.875
3,15607,20,probe-too-short,,,,
3,10208,27,retrieved,3.117.13,10272,-64,0.792
2,154,66,retrieved,2.5.20,154,0,0.915
15,186,19,probe-too-short,,,,
14,1292,37,retrieved,14.46.34,1292,0,1.0
9,2912,21,probe-too-short,,,,
1,3399,31,retrieved,1.82.3,3399,0,1.0
3,8452,41,retrieved,3.92.21,8452,0,1.0
14,2673,13,probe-too-short,,,,
1,5885,21,probe-too-short,,,,
1,6294,40,retrieved,1.163.28,6351,-57,1.0
9,1093,38,retrieved,9.21.1,1102,-9,1.0
1,6868,31,retrieved,1.181.4,6932,-64,1.0
1,7081,20,probe-too-short,,,,
7,3333,27,retrieved,7.92.73,3332,1,0.958
3,12447,23,probe-too-short,,,,
12,5829,24,retrieved,12.155.8,5766,63,1.0
3,12227,21,probe-too-short,,,,
7,1629,26,retrieved,7.38.8,1629,0,0.957
8,2801,21,probe-too-short,,,,
6,4424,39,retrieved,6.97.21,4429,-5,0.943
13,5657,42,retrieved,13.115.64,5657,0,0.897
13,7236,15,probe-too-short,,,,
7,7115,22,probe-too-short,,,,
2,258,18,probe-too-short,,,,
13,1813,22,probe-too-short,,,,
1,3042,38,retrieved,1.74.55,3042,0,0.912
1,1149,23,probe-too-short,,,,
3,2583,19,probe-too-short,,,,
3,15579,20,probe-too-short,,,,
1,3371,20,probe-too-short,,,,
1,3104,23,probe-too-short,,,,
3,2702,37,retrieved,3.69.9,2702,0,1.0
1,677,25,retrieved,1.3.16,681,-4,0.818
4,295,33,retrieved,4.10.16,295,0,1.0
3,14137,14,probe-too-short,,,,
6,376,18,probe-too-short,,,,
2,2061,12,probe-too-short,,,,
5,3042,43,retrieved,5.86.3,3042,0,1.0
1,4199,22,probe-too-short,,,,
5,380,27,retrieved,5.12.13,380,0,1.0
3,13083,29,retrieved,3.190.75,13083,0,1.0
2,434,23,probe-too-short,,,,
3,10921,21,probe-too-short,,,,
3,15096,43,retrieved,3.249.27,15096,0,1.0
2,1079,41,retrieved,2.30.5,1079,0,1.0
1,7958,36,retrieved,1.220.28,8039,-81,1.0
6,4917,37,retrieved,6.107.32,4917,0,1.0
1,3102,11,probe-too-short,,,,
3,15686,58,retrieved,3.269.20,15686,0,0.926
3,2701,45,retrieved,3.69.8,2701,0,0.732
13,4867,47,retrieved,13.102.25,4867,0,0.909
5,1856,26,retrieved,5.48.48,1855,1,1.0
3,10094,25,retrieved,3.113.25,10139,-45,1.0
2,1333,48,retrieved,2.36.28,1333,0,0.929
11,723,34,retrieved,11.25.18,723,0,1.0
8,3141,41,retrieved,8.61.74,3140,1,0.947
8,1685,42,retrieved,8.36.16,1709,-24,0.897
4,321,27,retrieved,4.12.10,321,0,0.833
3,10055,54,retrieved,3.112.5,10092,-37,1.0
3,1930,37,retrieved,3.48.17,1931,-1,1.0
1,7260,42,retrieved,1.196.9,7327,-67,1.0
4,381,49,retrieved,4.14.9,381,0,1.0
1,1273,39,retrieved,1.24.14,1206,67,1.0
9,3507,42,retrieved,9.63.5,3509,-2,0.897
1,8095,43,retrieved,1.223.13,8178,-83,0.875
3,10781,37,retrieved,3.137.10,10834,-53,0.971
1,5771,45,retrieved,1.146.4,5820,-49,0.857
3,10658,25,retrieved,3.134.8,10711,-53,1.0
5,3830,38,retrieved,5.111.10,3781,49,1.0
13,5364,13,probe-too-short,,,,
7,75,29,retrieved,7.2.24,75,0,0.769
1,7222,27,retrieved,1.195.5,7290,-68,1.0
4,1048,37,retrieved,4.32.13,1048,0,0.706
1,551,41,retrieved,1.2.281,510,41,1.0
12,13021,13,probe-too-short,,,,
12,3277,39,retrieved,12.87.17,3277,0,1.0
1,4886,40,retrieved,1.125.21,4886,0,1.0
3,2735,18,probe-too-short,,,,
7,2159,21,probe-too-short,,,,
2,1836,12,probe-too-short,,,,
2,1866,26,retrieved,2.52.10,1866,0,0.826
3,12712,21,probe-too-short,,,,
1,8012,38,retrieved,1.221.52,8095,-83,0.971
1,6034,58,retrieved,1.154.28,6084,-50,1.0
6,2579,19,probe-too-short,,,,
3,2421,16,probe-too-short,,,,
5,3687,39,retrieved,5.105.14,3640,47,1.0
1,865,10,probe-too-short,,,,
5,6048,15,probe-too-short,,,,
1,4199,22,probe-too-short,,,,
13,2530,51,retrieved,13.47.31,2530,0,0.854
3,2228,46,retrieved,3.57.38,2229,-1,0.738
12,8199,38,retrieved,12.226.12,8087,112,1.0
3,75,39,retrieved,3.2.29,75,0,1.0
1,6014,36,retrieved,1.154.8,6064,-50,0.939
1,7615,43,retrieved,1.208.21,7683,-68,1.0
12,2325,15,probe-too-short,,,,
14,1037,42,retrieved,14.37.15,1037,0,0.774
14,949,24,retrieved,14.35.15,950,-1,0.81
12,13072,16,probe-too-short,,,,
12,4012,46,retrieved,12.108.23,4011,1,0.902
3,1065,40,retrieved,3.29.1,1029,36,1.0
2,709,16,probe-too-short,,,,
3,13062,68,retrieved,3.190.53,13061,1,0.952
13,6669,12,probe-too-short,,,,
4,926,41,retrieved,4.28.14,926,0,1.0
1,7186,27,retrieved,1.193.13,7254,-68,0.783
13,4577,13,probe-too-short,,,,
3,2747,19,probe-too-short,,,,
12,11649,19,probe-too-short,,,,
5,1698,23,probe-too-short,,,,
5,1966,38,retrieved,5.49.48,1966,0,1.0
3,16758,19,probe-too-short,,,,
8,2170,38,not-retrieved,,,,0.485
3,15603,29,retrieved,3.266.2,15631,-28,1.0
13,6644,65,retrieved,13.144.21,6644,0,1.0
12,13839,26,retrieved,12.358.5,13844,-5,0.826
3,2549,18,probe-too-short,,,,
3,12697,21,probe-too-short,,,,
13,501,40,retrieved,13.10.70,501,0,0.889
3,15169,41,retrieved,3.252.15,15169,0,1.0
1,4198,21,probe-too-short,,,,
1,3012,29,retrieved,1.74.25,3012,0,0.885
13,3476,21,probe-too-short,,,,
3,16669,20,probe-too-short,,,,
3,2599,40,retrieved,3.65.68,2599,0,1.0
12,5836,22,probe-too-short,,,,
13,6338,42,retrieved,13.140.1,6338,0,0.923
13,2156,39,retrieved,13.35.15,2156,0,1.0
12,12367,23,probe-too-short,,,,
5,7473,17,probe-too-short,,,,
1,5190,25,retrieved,1.131.58,5190,0,1.0
13,502,20,probe-too-short,,,,
2,2040,23,probe-too-short,,,,
1,7582,13,probe-too-short,,,,
4,253,12,probe-too-short,,,,
14,118,20,probe-too-short,,,,
1,4852,22,probe-too-short,,,,
5,1091,25,retrieved,5.33.121,1091,0,1.0
3,1674,47,retrieved,3.41.10,1674,0,0.705
2,1313,82,retrieved,2.36.8,1313,0,0.962
1,1241,27,retrieved,1.23.7,1203,38,0.958
3,5005,19,probe-too-short,,,,
1,6532,37,retrieved,1.171.17,6592,-60,1.0
8,4667,54,retrieved,8.90.41,4667,0,1.0
12,13912,41,retrieved,12.362.13,13917,-5,1.0
7,74,28,retrieved,7.2.23,74,0,1.0
12,9135,17,probe-too-short,,,,
3,13267,21,probe-too-short,,,,
14,1667,19,probe-too-short,,,,
1,1640,22,probe-too-short,,,,
3,16986,15,probe-too-short,,,,
14,1246,61,retrieved,14.45.13,1218,28,1.0
1,1175,22,probe-too-short,,,,
1,152,14,probe-too-short,,,,
1,2834,21,probe-too-short,,,,
1,1490,40,retrieved,1.32.20,1490,0,1.0
3,1248,26,retrieved,3.32.47,1248,0,1.0
6,2433,26,retrieved,6.57.9,2433,0,1.0
3,379,31,retrieved,3.10.34,380,-1,0.893
1,7006,37,retrieved,1.187.2,7072,-66,0.971
1,7647,27,retrieved,1.209.29,7715,-68,1.0
1,82,73,retrieved,1.1.82,36,46,1.0
1,7598,78,retrieved,1.208.3,7665,-67,1.0
3,14718,61,retrieved,3.234.9,14718,0,0.778
3,620,29,retrieved,3.14.7,620,0,1.0
5,2835,39,retrieved,5.79.14,2798,37,1.0
2,2483,24,retrieved,2.75.5,2483,0,0.952
6,1774,18,probe-too-short,,,,
5,3563,16,probe-too-short,,,,
7,3787,15,probe-too-short,,,,
1,6790,30,retrieved,1.177.46,6853,-63,0.852
1,2834,31,not-retrieved,,,,0.429
6,3573,31,retrieved,6.81.43,3573,0,0.964
3,8551,23,probe-too-short,,,,
7,9379,22,probe-too-short,,,,
13,7543,22,probe-too-short,,,,
12,5362,15,probe-too-short,,,,
8,1966,25,retrieved,8.42.5,1966,0,1.0
3,441,20,probe-too-short,,,,
12,6839,79,retrieved,12.184.19,6755,84,1.0
3,15681,58,retrieved,3.269.15,15681,0,1.0
3,709,26,retrieved,3.17.18,693,16,0.783
5,124,22,probe-too-short,,,,
13,7544,23,probe-too-short,,,,
3,2411,27,retrieved,3.64.11,2411,0,0.875
3,2364,18,probe-too-short,,,,
2,2361,15,probe-too-short,,,,
7,6825,21,probe-too-short,,,,
1,185,29,retrieved,1.1.187,141,44,1.0
5,5359,20,probe-too-short,,,,
7,4270,21,probe-too-short,,,,
11,326,28,retrieved,11.12.14,326,0,0.92
3,786,13,probe-too-short,,,,
13,2281,13,probe-too-short,,,,
1,7649,19,probe-too-short,,,,
1,5006,33,retrieved,1.128.43,5006,0,1.0
3,2167,83,retrieved,3.56.8,2167,0,0.885
15,15,14,probe-too-short,,,,
13,347,85,retrieved,13.7.4,347,0,1.0
13,5009,17,probe-too-short,,,,
1,5667,20,probe-too-short,,,,
7,2311,80,retrieved,7.64.9,2311,0,1.0
5,5443,41,not-retrieved,,,,0.595
13,7592,39,retrieved,13.162.60,7591,1,0.889
3,15118,39,retrieved,3.250.8,15117,1,1.0
1,8343,25,retrieved,1.229.13,8440,-97,1.0
1,5392,39,retrieved,1.136.14,5433,-41,1.0
13,2482,38,retrieved,13.45.22,2482,0,1.0
13,1579,46,retrieved,13.23.8,1579,0,1.0
11,97,14,probe-too-short,,,,
9,1863,34,retrieved,9.32.47,1871,-8,1.0
3,12672,45,retrieved,3.184.20,12671,1,1.0
1,6029,18,probe-too-short,,,,
4,185,11,probe-too-short,,,,
6,349,13,probe-too-short,,,,
12,6924,14,probe-too-short,,,,
1,1110,41,retrieved,1.17.12,1072,38,1.0
1,2824,40,retrieved,1.69.11,2824,0,0.892
2,1579,44,retrieved,2.45.20,1582,-3,1.0
3,12312,22,probe-too-short,,,,
5,205,22,probe-too-short,,,,
13,4587,38,retrieved,13.94.41,4587,0,0.886
13,1364,20,probe-too-short,,,,
3,8763,45,retrieved,3.103.1,9192,-429,0.923
1,3243,17,probe-too-short,,,,
1,1729,17,probe-too-short,,,,
13,1076,40,retrieved,13.16.39,1076,0,1.0
1,7068,37,retrieved,1.189.8,7135,-67,0.882
12,4837,13,probe-too-short,,,,
8,4541,22,probe-too-short,,,,
3,10731,22,probe-too-short,,,,
3,10592,38,retrieved,3.131.30,10646,-54,1.0
15,771,19,probe-too-short,,,,
12,3532,25,retrieved,12.94.11,3497,35,1.0
3,13024,31,retrieved,3.190.16,13024,0,0.893
1,4704,23,probe-too-short,,,,
1,3605,29,retrieved,1.90.6,3605,0,1.0
1,1140,21,probe-too-short,,,,
13,3826,62,retrieved,13.81.24,3826,0,1.0
1,412,21,probe-too-short,,,,
1,5373,39,retrieved,1.135.27,5414,-41,0.917
5,4301,20,probe-too-short,,,,
1,4067,40,retrieved,1.103.22,4167,-100,1.0
3,1035,22,probe-too-short,,,,
13,3867,19,probe-too-short,,,,
3,13230,38,retrieved,3.193.20,13230,0,0.943
12,7147,39,retrieved,12.195.19,7057,90,1.0
4,1865,24,retrieved,4.58.41,1864,1,0.9
1,33,27,retrieved,1.1.33,-13,46,1.0
4,382,20,probe-too-short,,,,
12,226,21,probe-too-short,,,,
12,2883,27,retrieved,12.77.1,2865,18,1.0
12,3299,48,retrieved,12.87.38,3298,1,0.911
12,3264,79,retrieved,12.87.4,3264,0,1.0
1,932,43,retrieved,1.7.23,933,-1,1.0
14,653,28,not-retrieved,,,,0.0
3,8638,18,probe-too-short,,,,
3,8494,20,probe-too-short,,,,
3,8716,39,retrieved,3.101.3,8859,-143,1.0
1,1173,18,probe-too-short,,,,
3,16478,36,retrieved,3.289.14,16476,2,1.0
4,711,35,retrieved,4.22.18,711,0,1.0
1,1128,41,retrieved,1.18.17,1090,38,1.0
13,5895,24,retrieved,13.124.16,5895,0,1.0
1,1425,40,retrieved,1.30.42,1425,0,0.972
6,4885,52,retrieved,6.106.85,4885,0,1.0
2,1431,50,not-retrieved,,,,0.311
13,2992,80,retrieved,13.58.23,2992,0,0.959
2,466,30,retrieved,2.11.50,467,-1,1.0
6,219,30,retrieved,6.6.25,220,-1,1.0
12,7483,19,probe-too-short,,,,
13,7102,40,retrieved,13.150.24,7102,0,1.0
12,6822,74,retrieved,12.184.2,6738,84,0.884
3,188,15,probe-too-short,,,,
3,2500,21,probe-too-short,,,,
13,6419,35,retrieved,13.141.30,6418,1,1.0
3,2762,35,retrieved,3.70.19,2762,0,0.688
13,2537,32,retrieved,13.47.38,2537,0,0.966
4,930,18,probe-too-short,,,,
7,1208,41,retrieved,7.27.14,1208,0,1.0
14,416,40,retrieved,14.16.10,417,-1,0.865
3,1948,16,probe-too-short,,,,
2,2557,44,retrieved,2.77.44,2557,0,1.0
8,4229,30,retrieved,8.83.14,4221,8,0.741
7,30,24,retrieved,7.1.30,28,2,0.667
14,879,38,retrieved,14.31.7,879,0,1.0
3,8455,78,retrieved,3.92.25,8456,-1,1.0
2,967,19,probe-too-short,,,,
14,2341,25,retrieved,14.80.1,2341,0,0.727
5,7468,40,retrieved,5.191.12,7468,0,1.0
1,4297,29,retrieved,1.106.24,4298,-1,1.0
13,298,35,retrieved,13.6.4,298,0,1.0
3,14686,32,retrieved,3.233.38,14686,0,1.0
14,1431,38,retrieved,14.51.8,1432,-1,1.0
1,5410,20,probe-too-short,,,,
13,873,60,retrieved,13.14.280,871,2,0.926
13,2729,42,retrieved,13.52.14,2729,0,1.0
7,4463,12,probe-too-short,,,,
3,1287,26,retrieved,3.33.24,1287,0,1.0
4,549,23,probe-too-short,,,,
2,2080,39,retrieved,2.61.20,2079,1,0.889
3,2296,30,retrieved,3.60.25,2296,0,1.0
13,483,20,probe-too-short,,,,
5,5439,20,probe-too-short,,,,
12,4263,23,probe-too-short,,,,
1,708,14,probe-too-short,,,,
1,774,19,probe-too-short,,,,
13,486,13,probe-too-short,,,,
13,1635,35,not-retrieved,,,,0.0
12,8475,19,probe-too-short,,,,
7,1520,13,probe-too-short,,,,
3,865,16,probe-too-short,,,,
7,3120,11,probe-too-short,,,,
6,5578,11,probe-too-short,,,,
2,2571,13,probe-too-short,,,,
12,3111,41,retrieved,12.82.55,3081,30,0.895
4,1542,43,retrieved,4.49.12,1542,0,1.0
14,1261,19,probe-too-short,,,,
1,8084,40,retrieved,1.223.2,8167,-83,1.0
13,6634,15,probe-too-short,,,,
13,6628,16,probe-too-short,,,,
3,13365,37,retrieved,3.200.17,13366,-1,0.765
1,7212,29,retrieved,1.194.10,7280,-68,1.0
3,13558,36,retrieved,3.203.13,13559,-1,1.0
3,13557,61,retrieved,3.203.12,13558,-1,1.0
1,4203,20,probe-too-short,,,,
4,404,13,probe-too-short,,,,
5,743,29,retrieved,5.26.6,743,0,1.0
2,2669,19,probe-too-short,,,,
3,15815,21,probe-too-short,,,,
13,7609,18,probe-too-short,,,,
1,2341,27,retrieved,1.63.8,2340,1,0.875
1,3533,21,probe-too-short,,,,
12,3252,20,probe-too-short,,,,
2,715,18,probe-too-short,,,,
8,4147,22,probe-too-short,,,,
1,6659,70,retrieved,1.175.11,6721,-62,1.0
7,3239,26,retrieved,7.91.23,3238,1,0.87
13,2773,18,probe-too-short,,,,
15,10,15,probe-too-short,,,,
13,3315,41,retrieved,13.66.7,3315,0,1.0
13,1853,16,probe-too-short,,,,
3,3038,10,probe-too-short,,,,
3,1724,16,probe-too-short,,,,
1,7632,41,retrieved,1.209.14,7700,-68,1.0
6,3789,38,retrieved,6.85.39,3789,0,0.857
3,603,22,probe-too-short,,,,
3,1048,45,retrieved,3.28.20,1048,0,1.0
13,4806,42,retrieved,13.100.35,4806,0,1.0
5,1120,81,retrieved,5.34.27,1120,0,0.787
1,2482,16,probe-too-short,,,,
5,7371,21,probe-too-short,,,,
5,536,41,retrieved,5.17.16,536,0,0.944
13,3461,14,probe-too-short,,,,
12,7272,24,retrieved,12.199.72,7179,93,0.952
1,3577,58,retrieved,1.89.1,3577,0,0.964
13,324,31,retrieved,13.6.30,324,0,1.0
5,7068,43,retrieved,5.178.42,7069,-1,1.0
5,7055,28,retrieved,5.178.29,7056,-1,0.96
1,924,22,probe-too-short,,,,
1,2062,37,retrieved,1.53.22,2062,0,1.0
1,5184,21,probe-too-short,,,,
7,1151,40,retrieved,7.26.25,1151,0,1.0
13,534,25,retrieved,13.12.7,534,0,0.682
3,733,40,retrieved,3.18.17,733,0,1.0
1,924,39,retrieved,1.7.15,925,-1,1.0
6,5521,76,retrieved,6.118.7,5521,0,1.0
3,117,42,retrieved,3.2.71,117,0,0.846
13,546,29,retrieved,13.12.19,546,0,1.0
6,2597,31,retrieved,6.59.89,2597,0,0.786
4,1882,40,retrieved,4.58.57,1880,2,1.0
3,12228,14,probe-too-short,,,,
6,3960,61,retrieved,6.89.30,3960,0,0.891
6,3410,84,retrieved,6.77.74,3410,0,1.0
3,2648,22,probe-too-short,,,,
4,1495,40,retrieved,4.47.23,1493,2,1.0
1,6624,14,probe-too-short,,,,
12,5787,44,retrieved,12.153.109,5724,63,1.0
12,5366,39,retrieved,12.141.48,5312,54,1.0
3,1333,78,retrieved,3.33.70,1333,0,0.893
2,1285,12,probe-too-short,,,,
3,15579,42,retrieved,3.264.9,15579,0,1.0
14,493,40,retrieved,14.17.39,493,0,1.0
5,2216,20,probe-too-short,,,,
7,762,46,retrieved,7.19.10,762,0,1.0
1,7725,21,probe-too-short,,,,
3,2197,24,retrieved,3.57.7,2198,-1,0.857
3,12082,37,retrieved,3.169.4,12116,-34,1.0
13,509,22,probe-too-short,,,,
3,9972,21,probe-too-short,,,,
1,6323,19,probe-too-short,,,,
8,2105,19,probe-too-short,,,,
6,637,17,probe-too-short,,,,
3,8029,14,probe-too-short,,,,
3,2760,72,retrieved,3.70.17,2760,0,0.953
4,70,39,retrieved,4.3.11,70,0,0.912
1,24,43,retrieved,1.1.24,-22,46,1.0
1,7655,22,probe-too-short,,,,
7,2932,15,probe-too-short,,,,
2,1925,30,retrieved,2.53.17,1924,1,0.889
5,2943,11,probe-too-short,,,,
1,3717,36,retrieved,1.94.27,3717,0,0.909
4,1652,38,retrieved,4.53.19,1651,1,1.0
3,12754,54,retrieved,3.187.9,12751,3,0.98
3,2251,38,retrieved,3.58.12,2251,0,1.0
5,7009,37,retrieved,5.177.27,6559,450,1.0
13,192,49,retrieved,13.3.12,192,0,1.0
1,5935,49,retrieved,1.152.9,5984,-49,0.956
13,7388,26,retrieved,13.158.35,7388,0,1.0
8,1220,19,probe-too-short,,,,
3,13163,38,retrieved,3.192.22,13162,1,1.0
13,6234,39,retrieved,13.136.15,6234,0,0.972
3,13163,38,retrieved,3.192.22,13162,1,1.0
8,4712,35,retrieved,8.90.84,4710,2,1.0
5,924,39,retrieved,5.31.9,924,0,1.0
1,4156,18,probe-too-short,,,,
12,7614,50,retrieved,12.209.11,7516,98,0.745
7,9223,37,retrieved,7.199.29,9223,0,1.0
5,2779,35,retrieved,5.76.17,2759,20,1.0
1,5323,57,retrieved,1.134.12,5364,-41,0.885
2,355,26,retrieved,2.9.3,356,-1,1.0
3,11703,24,retrieved,3.160.43,11703,0,0.905
3,11592,29,retrieved,3.158.69,11592,0,0.731
16,44,48,retrieved,16.2.12,44,0,0.933
3,11581,17,probe-too-short,,,,
3,17131,71,retrieved,3.308.6,17131,0,0.6
12,5348,57,retrieved,12.141.30,5294,54,0.792
3,16069,41,retrieved,3.279.25,16067,2,1.0
1,1147,22,probe-too-short,,,,
12,6597,27,retrieved,12.177.12,6515,82,1.0
16,37,40,retrieved,16.2.5,37,0,0.892
14,2455,36,retrieved,14.82.21,2455,0,1.0
13,3822,13,probe-too-short,,,,
14,1728,18,probe-too-short,,,,
1,7572,35,retrieved,1.207.28,7638,-66,0.656
14,1430,13,probe-too-short,,,,
3,2670,20,probe-too-short,,,,
12,11791,43,retrieved,12.318.68,11791,0,1.0
1,1178,12,probe-too-short,,,,
15,214,70,retrieved,15.6.1,214,0,0.938
13,5275,26,retrieved,13.107.71,5275,0,0.783
3,11583,15,probe-too-short,,,,
7,933,29,retrieved,7.22.14,933,0,1.0
3,3035,37,retrieved,3.78.6,3035,0,1.0
1,6259,18,probe-too-short,,,,
6,4100,24,retrieved,6.92.5,4100,0,1.0
1,7663,21,probe-too-short,,,,
1,5898,40,retrieved,1.151.17,5947,-49,1.0
5,5427,38,retrieved,5.160.21,5345,82,1.0
2,1187,43,retrieved,2.32.5,1187,0,1.0
3,15783,23,probe-too-short,,,,
1,3330,46,retrieved,1.79.12,3310,20,0.976
1,1110,61,retrieved,1.17.12,1072,38,1.0
1,7669,16,probe-too-short,,,,
4,1669,28,retrieved,4.54.10,1669,0,1.0
14,924,78,retrieved,14.34.3,925,-1,0.873
12,13315,32,retrieved,12.343.12,13315,0,1.0
3,14227,19,probe-too-short,,,,
3,2340,21,probe-too-short,,,,
3,1961,36,retrieved,3.50.7,1961,0,0.867
5,673,49,retrieved,5.22.29,673,0,1.0
7,1892,35,retrieved,7.48.8,1892,0,1.0
12,7784,89,retrieved,12.214.21,7679,105,1.0
13,1127,59,retrieved,13.17.14,1128,-1,0.667
1,1120,32,retrieved,1.18.9,1082,38,0.862
1,6547,78,retrieved,1.171.32,6607,-60,1.0
4,380,30,retrieved,4.14.8,380,0,1.0
6,2770,69,retrieved,6.62.57,2772,-2,0.924
7,1449,22,probe-too-short,,,,
5,2604,44,retrieved,5.72.24,2604,0,1.0
3,8769,44,retrieved,3.103.7,9198,-429,1.0
1,4876,24,retrieved,1.125.11,4876,0,1.0
6,4377,21,probe-too-short,,,,
1,4688,38,retrieved,1.121.9,4687,1,1.0
3,10678,25,retrieved,3.134.28,10731,-53,1.0
3,2422,21,probe-too-short,,,,
5,1511,40,retrieved,5.39.66,1511,0,1.0
4,379,22,probe-too-short,,,,
12,3456,40,retrieved,12.91.54,3456,0,1.0
3,1291,45,retrieved,3.33.28,1291,0,1.0
12,3410,18,probe-too-short,,,,
13,2270,26,retrieved,13.40.23,2269,1,0.826
3,16201,23,probe-too-short,,,,
8,3509,33,retrieved,8.70.18,3516,-7,0.833
6,5428,19,probe-too-short,,,,
1,5885,25,retrieved,1.151.4,5934,-49,0.818
3,11565,21,probe-too-short,,,,
13,2583,36,retrieved,13.48.21,2583,0,0.879
8,2093,23,probe-too-short,,,,
12,13474,27,retrieved,12.347.25,13474,0,0.958
2,2098,44,retrieved,2.62.5,2098,0,1.0
7,2912,77,retrieved,7.82.2,2912,0,1.0
1,2898,24,retrieved,1.151.17,5947,-3049,1.0
3,16327,21,probe-too-short,,,,
3,2610,19,probe-too-short,,,,
6,1578,70,retrieved,6.43.50,1578,0,0.939
6,3935,58,retrieved,6.89.5,3935,0,1.0
1,5894,32,retrieved,1.151.13,5943,-49,1.0
10,435,43,retrieved,10.8.117,435,0,1.0
12,6310,30,retrieved,12.168.46,6236,74,1.0
5,5952,23,probe-too-short,,,,
1,8450,28,retrieved,1.233.22,8548,-98,0.8
1,4477,35,retrieved,1.114.9,4491,-14,0.812
2,1592,43,retrieved,2.45.32,1594,-2,1.0
13,4863,24,retrieved,13.102.21,4863,0,0.857
5,6024,17,probe-too-short,,,,
1,7709,26,retrieved,1.211.31,7777,-68,1.0
3,2288,30,retrieved,3.60.17,2288,0,1.0
1,3612,30,retrieved,1.90.13,3612,0,1.0
7,6537,36,retrieved,7.151.9,6549,-12,1.0
8,82,39,retrieved,8.4.10,82,0,1.0
3,2299,11,probe-too-short,,,,
3,2092,41,retrieved,3.53.21,2093,-1,1.0
3,2788,43,retrieved,3.71.17,2788,0,0.919
7,2250,60,retrieved,7.60.2,2250,0,0.962
13,40,26,retrieved,13.1.40,40,0,0.826
1,4467,24,retrieved,1.113.43,4467,0,1.0
5,7146,14,probe-too-short,,,,
1,3878,39,retrieved,1.97.15,3878,0,1.0
5,4288,45,retrieved,5.128.30,4226,62,0.905
1,6353,40,retrieved,1.166.26,6410,-57,1.0
4,914,24,retrieved,4.28.3,915,-1,0.75
3,15637,20,probe-too-short,,,,
12,892,36,retrieved,12.28.59,890,2,0.818
3,16335,23,probe-too-short,,,,
3,1712,21,probe-too-short,,,,
1,8015,40,retrieved,1.221.55,8098,-83,1.0
3,16642,39,retrieved,3.293.26,16641,1,1.0
7,359,33,retrieved,7.10.54,358,1,0.933
9,3595,39,retrieved,9.64.14,3595,0,1.0
13,2168,41,retrieved,13.36.4,2168,0,1.0
7,2142,12,probe-too-short,,,,
3,1724,22,probe-too-short,,,,
1,4437,37,retrieved,1.113.13,4437,0,1.0
7,7740,32,retrieved,7.172.6,7749,-9,1.0
3,1819,38,not-retrieved,,,,0.543
3,2602,16,probe-too-short,,,,
3,2165,20,probe-too-short,,,,
5,2779,35,retrieved,5.76.17,2759,20,1.0
3,2241,18,probe-too-short,,,,
13,2228,38,retrieved,13.38.27,2228,0,1.0
3,1787,19,probe-too-short,,,,
1,7695,38,retrieved,1.211.17,7763,-68,1.0
3,2224,36,retrieved,3.57.34,2225,-1,1.0
3,2150,43,retrieved,3.55.16,2151,-1,1.0
1,1106,20,probe-too-short,,,,
3,2878,18,probe-too-short,,,,
3,2877,19,probe-too-short,,,,
1,7859,36,retrieved,1.216.22,7929,-70,1.0
5,5949,17,probe-too-short,,,,
2,541,20,probe-too-short,,,,
14,548,37,retrieved,14.19.17,548,0,1.0
13,349,42,retrieved,13.7.6,349,0,0.886
5,7222,14,probe-too-short,,,,
3,1434,28,retrieved,3.36.24,1434,0,1.0
5,6056,38,retrieved,5.176.33,6056,0,0.8
3,205,30,retrieved,3.3.75,205,0,0.852
12,8208,35,retrieved,12.226.21,8096,112,1.0
12,6627,37,retrieved,12.177.42,6545,82,0.758
13,869,18,probe-too-short,,,,
1,6059,34,retrieved,1.155.18,6110,-51,0.903
3,1851,35,retrieved,3.46.35,1852,-1,1.0
3,1820,17,probe-too-short,,,,
3,1787,18,probe-too-short,,,,
5,617,19,probe-too-short,,,,
2,2396,29,retrieved,2.71.17,2396,0,1.0
5,5831,13,probe-too-short,,,,
4,88,21,probe-too-short,,,,
1,5611,20,probe-too-short,,,,
1,510,42,retrieved,1.2.235,464,46,1.0
2,1412,37,retrieved,2.39.13,1415,-3,0.875
3,11309,19,probe-too-short,,,,
1,5646,14,probe-too-short,,,,
7,6161,24,retrieved,7.146.9,6156,5,1.0
4,384,18,probe-too-short,,,,
7,2919,21,probe-too-short,,,,
2,705,28,retrieved,2.17.29,705,0,0.6
1,8248,25,not-retrieved,,,,0.545
1,5160,38,retrieved,1.131.27,5159,1,1.0
3,1737,12,probe-too-short,,,,
5,7338,13,probe-too-short,,,,
2,42,23,probe-too-short,,,,
13,7190,45,retrieved,13.152.6,7190,0,0.905
13,3014,32,retrieved,13.60.6,3049,-35,0.931
3,15959,45,retrieved,3.277.15,15958,1,0.85
1,4224,81,retrieved,1.105.2,4221,3,1.0
3,12120,30,retrieved,3.170.18,12154,-34,0.889
