dict,parvan,verse,form,edition,L,headword_slp1
PWG,1,2523,full,,7,aMSa
PWG,1,197,full,,41,aMsay
PWG,3,11728,full,,41,aMsay
PWG,12,10374,full,,194,akzamAlin
PWG,3,8805,full,,321,agastya
PWG,12,5389,full,,321,agastya
PWG,18,157,full,,327,agADa
PWG,12,3410,full,,387,agnitretA
PWG,13,531,full,,472,agnizwut
PWG,13,539,cont,,472,agnizwut
PWG,3,4078,full,,490,agnihotra
PWG,12,10375,full,,613,aGoraGorarUpa
PWG,3,14853,full,,636,aNkay
PWG,1,4220,full,,669,aNga
PWG,1,4217,full,,669,aNga
PWG,12,981,full,,669,aNga
PWG,12,981,full,,712,aNgAra
PWG,1,5331,full,,713,aNgAraka
PWG,1,6448,full,,720,aNgAraparRa
PWG,3,14224,full,,739,aNgira
PWG,1,7703,full,,791,ac
PWG,1,7770,full,,858,acyuta
PWG,8,2062,full,,868,acyutasTala
PWG,12,586,full,,955,ajAtaSatru
PWG,12,603,full,,955,ajAtaSatru
PWG,12,698,cont,,955,ajAtaSatru
PWG,2,2592,full,,1052,aYj
PWG,2,2122,full,,1052,aYj
PWG,3,15964,full,,1052,aYj
PWG,1,1031,full,,1087,aw
PWG,1,3071,cont,,1087,aw
PWG,3,1568,full,,1087,aw
PWG,3,1908,full,,1087,aw
PWG,3,13096,cont,,1087,aw
PWG,3,8471,full,,1087,aw
PWG,3,13707,full,,1122,awwAlaka
PWG,3,12199,cont,,1122,awwAlaka
PWG,1,2422,full,,1147,aRImARqavya
PWG,1,4329,cont,,1147,aRImARqavya
PWG,2,107,full,,1147,aRImARqavya
PWG,12,10358,full,,1169,aRqa
PWG,12,10358,full,,1178,aRqaDara
PWG,1,5909,full,,1211,atas
PWG,1,6196,full,,1211,atas
PWG,1,4173,full,,1215,ati
PWG,2,434,full,,1215,ati
PWG,7,2235,full,,1215,ati
PWG,3,10731,full,,1215,ati
PWG,12,2211,full,,1239,atiga
PWG,12,921,full,,1282,atiTi
PWG,12,917,full,,1289,atiTin
PWG,12,921,cont,,1289,atiTin
PWG,1,5924,full,,1303,atidUra
PWG,12,2213,full,,1347,atibala
PWG,1,3795,full,,1385,atiyaSa
PWG,3,10734,full,,1517,atIva
PWG,3,12678,full,,1615,atri
PWG,3,14215,full,,1641,aTarvan
PWG,2,450,full,,1644,aTarvaveda
PWG,5,548,full,,1644,aTarvaveda
PWG,1,2882,full,,1646,aTarvaSiras
PWG,5,548,full,,1648,aTarvANgiras
PWG,5,550,cont,,1648,aTarvANgiras
PWG,12,13259,full,,1650,aTarvARa
PWG,12,13258,cont,,1650,aTarvARa
PWG,3,15797,full,,1713,adAsa
PWG,1,6757,full,,1740,adfSyant
PWG,3,13517,full,,1802,adri
PWG,1,3451,full,,1889,aDarottara
PWG,1,7144,full,,1917,aDika
PWG,1,7166,full,,1936,aDikAra
PWG,5,4759,full,,2005,aDiraTa
PWG,6,332,full,,2061,aDfzya
PWG,3,121,full,,2097,aDyayana
PWG,1,102,full,,2111,aDyarDaSata
PWG,2,2332,full,,2157,aDyUQa
PWG,1,1587,full,,2262,ananta
PWG,1,3793,full,,2447,anaSvan
PWG,7,2384,full,,2696,anu
PWG,1,2294,full,,2734,anukrama
PWG,1,103,full,,2736,anukramaRikA
PWG,3,4030,full,,2762,anugrAhya
PWG,1,7760,full,,2876,anupraveSa
PWG,1,7772,cont,,2876,anupraveSa
PWG,3,15596,full,,2935,anuyAtra
PWG,1,3762,full,,2986,anuvaMSa
PWG,1,3780,cont,,2986,anuvaMSa
PWG,1,3783,cont,,2986,anuvaMSa
PWG,1,3797,cont,,2986,anuvaMSa
PWG,3,8312,full,,2986,anuvaMSa
PWG,3,8330,full,,2987,anuvaMSya
PWG,12,16113,full,,3003,anuvAka
PWG,12,1614,cont,,3003,anuvAka
PWG,2,114,full,,3022,anuvinda
PWG,1,7772,full,,3033,anuveSa
PWG,1,2526,full,,3129,anuhlAda
PWG,1,768,full,,3309,antareRa
PWG,16,140,full,,3454,anDaka
PWG,12,10356,full,,3455,anDakaGAtin
PWG,12,10382,full,,3497,annada
PWG,12,10382,full,,3500,annapati
PWG,12,10382,full,,3506,annaBuj
PWG,1,7081,full,,3523,anya
PWG,1,8518,full,,3551,anyatra
PWG,3,9942,full,,3551,anyatra
PWG,3,10007,cont,,3551,anyatra
PWG,1,3239,full,,3551,anyatra
PWG,4,39,full,,3608,anyonya
PWG,1,7742,full,,3608,anyonya
PWG,1,7885,full,,3874,aparAnta
PWG,2,578,full,,3914,aparyanta
PWG,12,1737,full,,3986,apasada
PWG,12,13695,full,,4084,apAntaratamas
PWG,12,13704,cont,,4084,apAntaratamas
PWG,1,1341,full,,4109,apAvfta
PWG,3,4052,full,,4111,apAvftta
PWG,1,2517,full,,4232,apyaya
PWG,5,2569,full,,4232,apyaya
PWG,12,747,full,,4232,apyaya
PWG,12,1822,cont,,4232,apyaya
PWG,12,1845,cont,,4232,apyaya
PWG,12,10355,cont,,4232,apyaya
PWG,1,4491,full,,4247,apraja
PWG,12,10360,full,,4275,apratirUpa
PWG,1,3055,full,,4343,apsaras
PWG,12,3657,full,,4343,apsaras
PWG,12,11263,full,,4400,abudDa
PWG,12,11317,cont,,4400,abudDa
PWG,12,11326,cont,,4400,abudDa
PWG,12,11299,cont,,4400,abudDa
PWG,12,228,full,,4471,aBi
PWG,3,1735,full,,4475,aBikANkzin
PWG,1,7807,full,,4477,aBikAma
PWG,2,994,full,,4523,aBijaya
PWG,3,1835,full,,4702,aBivadana
PWG,1,7565,full,,4704,aBivandana
PWG,1,1835,full,,4714,aBivAdana
PWG,3,6025,full,,4768,aBizeka
PWG,2,1027,full,,4818,aBisArI
PWG,2,1193,full,,5065,amara
PWG,1,4644,full,,5130,amAvAsI
PWG,12,6194,full,,5196,amUrtarajas
PWG,1,3794,full,,5200,amfta
PWG,1,1094,full,,5200,amfta
PWG,3,16990,full,,5265,amoGa
PWG,13,6252,full,,5286,ambarIza
PWG,12,993,full,,5286,ambarIza
PWG,12,8597,cont,,5286,ambarIza
PWG,2,1189,full,,5291,ambazWa
PWG,7,3399,full,,5291,ambazWa
PWG,1,4137,full,,5298,ambAlikA
PWG,1,4137,full,,5300,ambikA
PWG,3,6026,full,,5329,ambumant
PWG,1,6424,full,,5482,ayi
PWG,1,3773,full,,5499,ayutanAyin
PWG,12,12072,full,,5529,ayomuKa
PWG,1,6978,full,,5535,ar
PWG,1,3022,full,,5563,araRya
PWG,3,7078,full,,5610,arantuka
PWG,12,2497,full,,5635,arAjaka
PWG,1,3771,full,,5700,ariha
PWG,1,716,full,,5770,arka
PWG,1,715,full,,5779,arkapatra
PWG,3,16696,full,,5813,arGa
PWG,1,6453,full,,5818,arc
PWG,2,1379,full,,5818,arc
PWG,3,169,full,,5818,arc
PWG,3,988,full,,5818,arc
PWG,3,8018,full,,5818,arc
PWG,2,1383,full,,5818,arc
PWG,1,6533,full,,5818,arc
PWG,2,517,full,,5818,arc
PWG,2,1408,cont,,5818,arc
PWG,3,2762,full,,5818,arc
PWG,1,3203,full,,5818,arc
PWG,3,169,full,,5818,arc
PWG,2,1390,full,,5818,arc
PWG,3,5045,full,,5818,arc
PWG,3,8169,cont,,5818,arc
PWG,2,517,full,,5818,arc
PWG,3,941,full,,5818,arc
PWG,1,7211,full,,5818,arc
PWG,3,10190,full,,5818,arc
PWG,3,11090,cont,,5818,arc
PWG,3,10190,full,,5826,arcana
PWG,3,11090,cont,,5826,arcana
PWG,1,3203,full,,5841,arcya
PWG,4,1059,full,,5842,arC
PWG,3,11716,full,,5842,arC
PWG,3,16375,cont,,5842,arC
PWG,4,1056,full,,5842,arC
PWG,3,2166,full,,5842,arC
PWG,3,84,cont,,5842,arC
PWG,4,907,full,,5842,arC
PWG,1,3161,full,,5842,arC
PWG,3,1159,full,,5842,arC
PWG,3,11875,full,,5842,arC
PWG,3,11726,full,,5842,arC
PWG,3,17226,full,,5842,arC
PWG,1,8134,full,,5844,arj
PWG,2,1222,full,,5844,arj
PWG,1,3814,full,,5852,arjuna
PWG,4,1375,full,,5852,arjuna
PWG,12,1750,full,,5852,arjuna
PWG,3,12681,full,,5903,arTay
PWG,3,16990,full,,5903,arTay
PWG,1,8127,full,,5903,arTay
PWG,3,10916,full,,5903,arTay
PWG,3,16989,full,,5903,arTay
PWG,3,1037,full,,5903,arTay
PWG,3,14259,cont,,5903,arTay
PWG,3,2600,full,,5903,arTay
PWG,1,5126,full,,5903,arTay
PWG,3,12334,full,,5903,arTay
PWG,5,18,full,,5903,arTay
PWG,1,4666,full,,5903,arTay
PWG,3,16450,full,,5935,ard
PWG,1,1182,full,,5935,ard
PWG,3,11255,full,,5935,ard
PWG,3,2505,full,,5935,ard
PWG,3,717,full,,5935,ard
PWG,1,4116,full,,5935,ard
PWG,3,761,full,,5935,ard
PWG,3,11724,cont,,5935,ard
PWG,2,1693,full,,5940,arD
PWG,3,12613,full,,5940,arD
PWG,3,8488,full,,5940,arD
PWG,2,1960,full,,5940,arD
PWG,1,2523,full,,6032,aryaman
PWG,1,4823,cont,,6032,aryaman
PWG,12,776,full,,6032,aryaman
PWG,2,1119,full,,6059,arvuka
PWG,3,1043,full,,6075,arh
PWG,3,15224,full,,6075,arh
PWG,3,1580,full,,6075,arh
PWG,1,6714,full,,6075,arh
PWG,1,6456,full,,6087,alakanandA
PWG,3,10019,full,,6130,alam
PWG,1,4941,full,,6130,alam
PWG,1,4440,cont,,6130,alam
PWG,6,371,full,,6176,alinda
PWG,1,5300,full,,6284,avagAQa
PWG,3,8236,full,,6284,avagAQa
PWG,12,12965,full,,6345,avataraRa
PWG,12,12941,full,,6353,avatAra
PWG,6,350,full,,6427,avanti
PWG,12,240,full,,6464,avaBfTa
PWG,12,2183,full,,6474,avamarda
PWG,1,6144,full,,6591,avaSyam
PWG,1,3770,full,,6678,avAcIna
PWG,14,82,full,,6720,avikzit
PWG,3,8057,full,,6775,avimukta
PWG,5,2595,full,,6806,avisTala
PWG,5,934,cont,,6806,avisTala
PWG,3,1157,full,,6878,aS
PWG,3,4051,cont,,6878,aS
PWG,3,12498,full,,6878,aS
PWG,3,15393,full,,6878,aS
PWG,1,3089,full,,6878,aS
PWG,3,12619,full,,6878,aS
PWG,3,1243,cont,,6878,aS
PWG,3,15080,cont,,6878,aS
PWG,3,16963,full,,6878,aS
PWG,2,2312,full,,6878,aS
PWG,1,711,full,,6879,aS
PWG,2,232,full,,6879,aS
PWG,2,1733,cont,,6879,aS
PWG,3,12672,full,,6879,aS
PWG,3,13353,cont,,6879,aS
PWG,3,104,full,,6879,aS
PWG,3,1207,full,,6879,aS
PWG,3,14686,full,,6879,aS
PWG,3,12614,full,,6879,aS
PWG,3,12631,full,,6879,aS
PWG,3,13354,full,,6879,aS
PWG,3,10416,full,,6879,aS
PWG,3,2944,full,,6879,aS
PWG,3,11477,full,,6879,aS
PWG,3,8083,full,,6879,aS
PWG,3,13352,full,,6879,aS
PWG,1,2650,full,,6938,aSoka
PWG,12,114,full,,6938,aSoka
PWG,12,1592,full,,6957,aSmaka
PWG,12,10115,full,,6970,aSman
PWG,12,834,full,,6970,aSman
PWG,3,16834,full,,7011,aSrAy
PWG,3,10665,full,,7012,aSri
PWG,15,73,full,,7035,aSva
PWG,15,84,cont,,7035,aSva
PWG,1,2532,full,,7035,aSva
PWG,6,351,full,,7037,aSvaka
PWG,1,1488,full,,7043,aSvakranda
PWG,1,2533,full,,7047,aSvagrIva
PWG,1,2653,full,,7047,aSvagrIva
PWG,3,10272,full,,7052,aSvacakra
PWG,1,5623,full,,7055,aSvatara
PWG,1,1555,full,,7055,aSvatara
PWG,2,361,full,,7055,aSvatara
PWG,3,11052,full,,7057,aSvatIrTa
PWG,3,151,full,,7058,aSvatTa
PWG,1,211,full,,7063,aSvatTAman
PWG,1,537,cont,,7063,aSvatTAman
PWG,3,17132,full,,7072,aSvanadI
PWG,1,2532,full,,7078,aSvapati
PWG,1,2650,cont,,7078,aSvapati
PWG,1,3838,full,,7104,aSvameDadatta
PWG,1,354,full,,7105,aSvameDika
PWG,1,605,cont,,7105,aSvameDika
PWG,2,1066,full,,7107,aSvameDeSvara
PWG,3,11681,full,,7117,aSvaraTA
PWG,1,1097,full,,7118,aSvarAja
PWG,1,2531,full,,7143,aSvaSaNku
PWG,3,13323,full,,7144,aSvaSAlA
PWG,3,3083,full,,7146,aSvaSiras
PWG,3,17461,cont,,7146,aSvaSiras
PWG,12,13100,full,,7147,aSvaSiras
PWG,12,13114,cont,,7147,aSvaSiras
PWG,1,2531,full,,7147,aSvaSiras
PWG,1,2646,cont,,7147,aSvaSiras
PWG,1,803,full,,7158,aSvasena
PWG,1,8237,cont,,7158,aSvasena
PWG,1,2599,full,,7180,aSvin
PWG,1,3539,full,,7195,azwaka
PWG,1,3569,cont,,7195,azwaka
PWG,3,8465,full,,7195,azwaka
PWG,3,13301,cont,,7195,azwaka
PWG,12,6200,full,,7195,azwaka
PWG,3,14398,full,,7195,azwaka
PWG,3,5039,full,,7205,azwaguRa
PWG,3,8259,cont,,7205,azwaguRa
PWG,3,158,full,,7211,azwan
PWG,3,14200,full,,7211,azwan
PWG,3,10665,full,,7213,azwapAda
PWG,3,1939,full,,7222,azwamUrti
PWG,2,197,full,,7231,azwANga
PWG,3,123,full,,7232,azwANga
PWG,3,121,cont,,7232,azwANga
PWG,2,224,full,,7232,azwANga
PWG,2,442,cont,,7232,azwANga
PWG,3,10599,full,,7243,azwAvakra
PWG,1,449,full,,7244,azwAvakrIya
PWG,1,134,cont,,7244,azwAvakrIya
PWG,3,642,full,,7249,azwrA
PWG,1,4494,full,,7253,azWIlA
PWG,3,10629,full,,7253,azWIlA
PWG,3,10674,full,,7256,as
PWG,3,10284,full,,7256,as
PWG,3,10627,full,,7256,as
PWG,1,8173,full,,7256,as
PWG,3,4041,full,,7256,as
PWG,1,2292,full,,7257,as
PWG,1,8235,cont,,7257,as
PWG,1,7942,full,,7257,as
PWG,2,36,full,,7257,as
PWG,1,5479,full,,7257,as
PWG,1,6759,full,,7257,as
PWG,3,1450,full,,7257,as
PWG,2,256,full,,7257,as
PWG,3,430,full,,7257,as
PWG,2,1805,full,,7257,as
PWG,3,434,full,,7257,as
PWG,2,564,full,,7257,as
PWG,3,9922,full,,7257,as
PWG,1,4948,full,,7257,as
PWG,3,11551,full,,7257,as
PWG,3,16708,full,,7257,as
PWG,3,740,full,,7257,as
PWG,1,2502,full,,7257,as
PWG,3,295,full,,7257,as
PWG,2,1898,full,,7257,as
PWG,3,13487,full,,7257,as
PWG,1,4236,full,,7257,as
PWG,1,2212,cont,,7257,as
PWG,1,2417,cont,,7257,as
PWG,3,14380,full,,7257,as
PWG,3,17052,full,,7257,as
PWG,2,944,full,,7283,asaNga
PWG,3,1602,full,,7283,asaNga
PWG,3,14133,full,,7297,asatya
PWG,1,6355,full,,7311,asant
PWG,3,4093,full,,7320,asapatna
PWG,3,8884,full,,7326,asamaYjas
PWG,3,8888,cont,,7326,asamaYjas
PWG,12,2054,full,,7326,asamaYjas
PWG,2,2100,full,,7327,asamaYjasam
PWG,2,345,full,,7345,asaMbADa
PWG,2,1282,cont,,7345,asaMbADa
PWG,1,6458,full,,7345,asaMbADa
PWG,1,6459,cont,,7345,asaMbADa
PWG,1,6966,cont,,7345,asaMbADa
PWG,3,11874,full,,7345,asaMbADa
PWG,13,272,full,,7349,asaMBAvya
PWG,12,5969,full,,7351,asaMmatAdAyin
PWG,1,6371,full,,7372,asAMprata
PWG,1,106,full,,7381,asita
PWG,1,2048,cont,,7381,asita
PWG,2,441,full,,7381,asita
PWG,2,1917,cont,,7381,asita
PWG,2,2038,cont,,7381,asita
PWG,3,510,full,,7381,asita
PWG,2,8263,cont,,7381,asita
PWG,9,2854,full,,7381,asita
PWG,3,8364,full,,7381,asita
PWG,1,4819,full,,7381,asita
PWG,12,12075,full,,7403,asipatravana
PWG,1,2531,full,,7410,asiloman
PWG,1,3984,full,,7419,asuKa
PWG,1,6428,cont,,7419,asuKa
PWG,2,1934,full,,7419,asuKa
PWG,1,4732,full,,7419,asuKa
PWG,1,6208,full,,7429,asura
PWG,1,2541,full,,7429,asura
PWG,3,12203,full,,7429,asura
PWG,1,6208,full,,7436,asurarAj
PWG,1,140,full,,7452,asUy
PWG,3,12675,full,,7452,asUy
PWG,1,5545,full,,7452,asUy
PWG,4,99,full,,7452,asUy
PWG,3,13768,full,,7452,asUy
PWG,1,142,full,,7452,asUy
PWG,3,2516,full,,7452,asUy
PWG,3,15053,full,,7452,asUy
PWG,3,1359,cont,,7452,asUy
PWG,1,4377,full,,7452,asUy
PWG,3,13722,full,,7452,asUy
PWG,3,15407,full,,7453,asUyaka
PWG,3,10344,full,,7453,asUyaka
PWG,2,2545,full,,7455,asUyitar
PWG,1,5611,full,,7455,asUyitar
PWG,3,17330,full,,7481,asta
PWG,1,4697,full,,7481,asta
PWG,1,6058,full,,7483,astagamana
PWG,1,565,full,,7487,astamana
PWG,3,8782,full,,7487,astamana
PWG,3,15384,cont,,7487,astamana
PWG,2,595,full,,7499,asti
PWG,3,12253,full,,7511,astra
PWG,3,17337,cont,,7511,astra
PWG,3,228,full,,7511,astra
PWG,3,14833,cont,,7511,astra
PWG,1,5156,full,,7511,astra
PWG,2,1694,full,,7517,astrI
PWG,1,1514,full,,7544,asTisaMBava
PWG,3,11087,full,,7568,asmfti
PWG,3,16065,full,,7607,ah
PWG,3,4069,full,,7607,ah
PWG,1,3767,full,,7611,ahaMyAti
PWG,1,4641,full,,7613,ahaMvAdin
PWG,1,6529,cont,,7613,ahaMvAdin
PWG,3,17384,full,,7619,ahaMkAra
PWG,3,11206,full,,7621,ahaMkArya
PWG,1,8252,full,,7622,ahaMkfta
PWG,2,99,full,,7624,ahata
PWG,1,301,full,,7626,ahan
PWG,1,300,full,,7626,ahan
PWG,1,6059,full,,7626,ahan
PWG,1,2582,full,,7626,ahan
PWG,1,2584,cont,,7626,ahan
PWG,1,2587,cont,,7626,ahan
PWG,3,6070,full,,7626,ahan
PWG,3,8087,full,,7659,ahalyA
PWG,3,13835,full,,7672,ahiMsaka
PWG,3,15244,full,,7682,ahikzatra
PWG,1,5515,full,,7687,ahicCatra
PWG,1,5516,full,,7687,ahicCatra
PWG,5,3899,full,,7715,ahirbuDna
PWG,1,4826,full,,7715,ahirbuDna
PWG,1,1252,full,,7724,ahIna
PWG,3,13780,full,,7724,ahIna
PWG,1,5156,full,,7743,aho
PWG,1,4197,full,,7743,aho
PWG,2,455,full,,7747,ahorAtra
PWG,3,2035,full,,7747,ahorAtra
PWG,1,37,full,,7747,ahorAtra
PWG,3,1385,full,,7751,ahnAya
PWG,1,4405,full,,7766,A
PWG,1,6965,full,,7766,A
PWG,3,8333,full,,7766,A
PWG,2,531,full,,7766,A
PWG,1,3756,full,,7766,A
PWG,3,1403,full,,7766,A
PWG,3,16302,full,,7773,Akara
PWG,3,1657,full,,7773,Akara
PWG,3,16215,cont,,7773,Akara
PWG,2,2116,full,,7778,Akarza
PWG,2,1270,full,,7778,Akarza
PWG,1,7109,full,,7780,AkarzaRa
PWG,2,915,full,,7780,AkarzaRa
PWG,3,13373,full,,7785,Akalpa
PWG,2,2646,full,,7801,AkAra
PWG,3,12552,full,,7809,AkASa
PWG,3,15267,cont,,7809,AkASa
PWG,3,10909,full,,7809,AkASa
PWG,3,13994,full,,7830,AkiMcanya
PWG,2,475,full,,7836,Akula
PWG,3,17304,full,,7836,Akula
PWG,3,401,full,,7837,AkulatA
PWG,3,13711,full,,7838,Akulatva
PWG,3,15530,full,,7844,AkUti
PWG,2,1165,full,,7848,Akfti
PWG,1,1513,full,,7859,Akranda
PWG,1,7756,cont,,7859,Akranda
PWG,1,6568,full,,7859,Akranda
PWG,1,13859,cont,,7859,Akranda
PWG,1,4649,full,,7869,AkrIqa
PWG,3,11358,full,,7869,AkrIqa
PWG,3,14866,cont,,7869,AkrIqa
PWG,3,11370,full,,7869,AkrIqa
PWG,3,14867,cont,,7869,AkrIqa
PWG,3,10823,full,,7869,AkrIqa
PWG,2,1188,full,,7871,AkroSa
PWG,1,3557,full,,7873,Akrozwar
PWG,1,1816,full,,7907,AKu
PWG,3,12608,full,,7927,AKyAtavya
PWG,1,18,full,,7930,AKyAna
PWG,1,305,cont,,7930,AKyAna
PWG,1,307,cont,,7930,AKyAna
PWG,3,1808,full,,7930,AKyAna
PWG,2,453,full,,7933,AKyAyikA
PWG,1,1654,full,,7935,AKyeya
PWG,3,8868,full,,7945,Agama
PWG,2,547,full,,7945,Agama
PWG,3,88,full,,7945,Agama
PWG,2,1210,full,,7945,Agama
PWG,1,2912,full,,7945,Agama
PWG,3,11175,full,,7945,Agama
PWG,3,1163,cont,,7945,Agama
PWG,3,1030,cont,,7945,Agama
PWG,3,12637,cont,,7945,Agama
PWG,1,2876,full,,7946,Agamana
PWG,1,3025,full,,7947,Agamavant
PWG,2,861,full,,7954,Agas
PWG,2,2597,cont,,7954,Agas
PWG,1,2055,full,,7954,Agas
PWG,1,4451,cont,,7954,Agas
PWG,1,4449,full,,7954,Agas
PWG,3,13701,full,,7954,Agas
PWG,3,12328,cont,,7954,Agas
PWG,1,442,full,,7956,Agastya
PWG,3,4085,full,,7956,Agastya
PWG,3,971,full,,7957,Agastya
PWG,2,1154,full,,7993,Agneya
PWG,3,14630,full,,7993,Agneya
PWG,3,15256,full,,7993,Agneya
PWG,3,14188,full,,7996,AgrayaRa
PWG,3,14188,full,,7996,AgrayaRa
PWG,2,912,full,,8011,AGAta
PWG,14,610,full,,8020,AGreya
PWG,2,126,full,,8023,AMkfti
PWG,1,3772,full,,8024,ANga
PWG,1,469,full,,8032,ANgirasa
PWG,2,2315,full,,8032,ANgirasa
PWG,1,3335,full,,8032,ANgirasa
PWG,3,14118,full,,8032,ANgirasa
PWG,14,121,full,,8032,ANgirasa
PWG,14,99,cont,,8032,ANgirasa
PWG,14,134,cont,,8032,ANgirasa
PWG,14,281,full,,8032,ANgirasa
PWG,1,6908,full,,8032,ANgirasa
PWG,3,14128,full,,8032,ANgirasa
PWG,1,3777,full,,8036,ANgeyI
PWG,3,13662,full,,8046,AcamanIya
PWG,3,13718,cont,,8046,AcamanIya
PWG,15,312,full,,8049,AcaraRa
PWG,3,15120,full,,8051,Acaritavya
PWG,3,13760,full,,8057,AcAra
PWG,3,13764,full,,8057,AcAra
PWG,3,166,full,,8057,AcAra
PWG,14,678,full,,8070,AcArya
PWG,1,5092,full,,8072,AcAryatA
PWG,3,11034,full,,8079,Acita
PWG,3,11572,cont,,8079,Acita
PWG,13,3,full,,8079,Acita
PWG,3,10255,full,,8079,Acita
PWG,2,1252,full,,8090,AcCAdana
PWG,3,14688,full,,8090,AcCAdana
PWG,3,10456,full,,8104,Ajagava
PWG,1,3756,full,,8106,Ajanana
PWG,1,4561,cont,,8106,Ajanana
PWG,1,3126,full,,8111,AjamIQa
PWG,1,3737,cont,,8111,AjamIQa
PWG,2,1601,full,,8111,AjamIQa
PWG,3,249,full,,8111,AjamIQa
PWG,3,10231,cont,,8111,AjamIQa
PWG,2,1733,full,,8124,AjAneya
PWG,2,1835,cont,,8124,AjAneya
PWG,3,772,full,,8127,Aji
PWG,3,16479,full,,8127,Aji
PWG,3,11078,full,,8135,AjihIrzu
PWG,14,956,full,,8138,AjIva
PWG,14,1432,cont,,8138,AjIva
PWG,14,1330,full,,8142,AjIvya
PWG,3,8452,full,,8142,AjIvya
PWG,14,722,full,,8158,AjyaBAga
PWG,2,1119,full,,8173,Awavika
PWG,3,15255,full,,8173,Awavika
PWG,2,1175,full,,8174,AwavI
PWG,3,11587,full,,8184,Awopa
PWG,3,13234,full,,8198,AQya
PWG,1,2154,full,,8221,Ataka
PWG,2,1944,full,,8222,AtaNka
PWG,2,285,full,,8222,AtaNka
PWG,3,1420,full,,8225,AtatAyin
PWG,12,10374,full,,8231,Atapana
PWG,3,17348,full,,8270,Atura
PWG,3,12819,full,,8282,Atmaka
PWG,14,918,full,,8282,Atmaka
PWG,14,989,cont,,8282,Atmaka
PWG,15,926,full,,8283,Atmaka
PWG,1,4712,full,,8286,AtmakIya
PWG,3,15156,full,,8301,AtmatyAgin
PWG,1,6086,full,,8309,Atman
PWG,1,2485,full,,8309,Atman
PWG,3,10966,full,,8309,Atman
PWG,2,1542,full,,8309,Atman
PWG,17,25,full,,8309,Atman
PWG,1,7537,full,,8309,Atman
PWG,2,2113,full,,8309,Atman
PWG,2,2521,cont,,8309,Atman
PWG,3,12526,full,,8309,Atman
PWG,1,4016,full,,8309,Atman
PWG,1,6713,cont,,8309,Atman
PWG,1,6080,full,,8310,Atmanitya
PWG,1,6228,full,,8338,AtmavaDa
PWG,3,16096,full,,8339,Atmavant
PWG,14,1447,full,,8342,Atmavid
PWG,1,6651,full,,8350,AtmasaMBava
PWG,3,493,full,,8351,AtmasAt
PWG,3,496,cont,,8351,AtmasAt
PWG,1,6839,full,,8354,Atmahan
PWG,2,218,full,,8365,Atyayika
PWG,3,971,full,,8366,Atreya
PWG,2,374,full,,8366,Atreya
PWG,1,253,full,,8385,AdarSa
PWG,2,1205,full,,8393,AdAna
PWG,3,1211,full,,8393,AdAna
PWG,3,8501,full,,8393,AdAna
PWG,3,12636,cont,,8393,AdAna
PWG,3,8501,full,,8395,AdAnavant
PWG,3,153,full,,8404,Adi
PWG,2,2008,full,,8404,Adi
PWG,3,189,full,,8417,Aditya
PWG,1,2523,full,,8417,Aditya
PWG,1,4823,cont,,8417,Aditya
PWG,1,2524,full,,8417,Aditya
PWG,3,3091,full,,8417,Aditya
PWG,1,3135,full,,8417,Aditya
PWG,1,2603,full,,8417,Aditya
PWG,18,215,full,,8417,Aditya
PWG,3,7055,full,,8417,Aditya
PWG,1,2737,full,,8418,Adityaketu
PWG,1,4550,cont,,8418,Adityaketu
PWG,3,8402,full,,8437,Adideva
PWG,3,155,full,,8437,Adideva
PWG,3,8758,full,,8438,AdidEtya
PWG,3,15834,cont,,8438,AdidEtya
PWG,3,15834,full,,8445,Adipuruza
PWG,1,3741,full,,8454,AdirAja
PWG,1,864,full,,8455,AdivaMSa
PWG,3,12632,full,,8460,AdiSarIra
PWG,14,1095,full,,8463,Adisarga
PWG,1,22,full,,8482,Adya
PWG,1,8130,full,,8482,Adya
PWG,3,184,full,,8500,ADAna
PWG,3,8194,cont,,8500,ADAna
PWG,3,10663,cont,,8500,ADAna
PWG,3,10053,full,,8503,ADAra
PWG,3,195,full,,8510,ADi
PWG,3,11259,cont,,8510,ADi
PWG,3,69,full,,8510,ADi
PWG,3,232,full,,8515,ADipatya
PWG,3,15888,cont,,8515,ADipatya
PWG,3,17179,full,,8518,ADiraTi
PWG,1,3031,full,,8542,ADvanika
PWG,2,1215,full,,8550,AnakadunduBi
PWG,3,783,full,,8550,AnakadunduBi
PWG,3,1179,full,,8565,Anantya
PWG,3,13983,cont,,8565,Anantya
PWG,2,609,full,,8590,Anandin
PWG,2,2286,full,,8596,Anayana
PWG,3,290,full,,8596,Anayana
PWG,1,6059,full,,8597,Anayitavya
PWG,2,997,full,,8599,Anarta
PWG,3,622,full,,8599,Anarta
PWG,3,631,cont,,8599,Anarta
PWG,3,12582,cont,,8599,Anarta
PWG,3,10334,full,,8612,AnAha
PWG,1,4486,full,,8622,AnukUlya
PWG,1,7190,full,,8640,AnupUrva
PWG,1,2964,full,,8640,AnupUrva
PWG,3,11081,full,,8640,AnupUrva
PWG,3,13929,cont,,8640,AnupUrva
PWG,1,6949,full,,8641,AnupUrvya
PWG,3,10095,full,,8641,AnupUrvya
PWG,3,12232,cont,,8641,AnupUrvya
PWG,3,14861,cont,,8641,AnupUrvya
PWG,3,16995,cont,,8641,AnupUrvya
PWG,1,353,full,,8657,AnuSAsanika
