dict,parvan,verse,form,edition,L,headword_slp1
PWG,1,3678,full,,34696,devasadman
PWG,7,8687,full,,34703,devasAt
PWG,3,14245,full,,34715,devasena
PWG,3,14443,cont,,34715,devasena
PWG,3,14257,full,,34715,devasena
PWG,3,14635,full,,34715,devasena
PWG,12,4,full,,34717,devasTAna
PWG,12,601,cont,,34717,devasTAna
PWG,14,335,full,,34717,devasTAna
PWG,14,364,cont,,34717,devasTAna
PWG,3,12733,full,,34723,devahavya
PWG,2,300,full,,34723,devahavya
PWG,3,8162,full,,34732,devahrada
PWG,13,1730,full,,34732,devahrada
PWG,1,3775,full,,34741,devAtiTi
PWG,15,819,full,,34742,devAtideva
PWG,5,297,full,,34747,devADipa
PWG,1,2663,full,,34747,devADipa
PWG,3,14372,full,,34749,devAnIka
PWG,3,14578,cont,,34749,devAnIka
PWG,1,3750,full,,34758,devApi
PWG,1,3797,cont,,34758,devApi
PWG,5,5055,full,,34758,devApi
PWG,9,2285,full,,34758,devApi
PWG,9,2294,cont,,34758,devApi
PWG,5,7354,full,,34764,devAraRya
PWG,7,2892,full,,34765,devAri
PWG,13,4202,full,,34766,devArpaRa
PWG,8,4307,full,,34777,devAvfDa
PWG,8,4322,cont,,34777,devAvfDa
PWG,12,8595,full,,34777,devAvfDa
PWG,13,6251,full,,34777,devAvfDa
PWG,3,14243,full,,34779,devAsura
PWG,3,13216,full,,34779,devAsura
PWG,7,3821,full,,34779,devAsura
PWG,13,2175,full,,34779,devAsura
PWG,1,228,full,,34781,devAhvaya
PWG,2,2005,full,,34783,devitar
PWG,4,224,full,,34783,devitar
PWG,4,548,cont,,34783,devitar
PWG,4,496,full,,34783,devitar
PWG,2,2493,full,,34784,devitavya
PWG,4,2192,full,,34784,devitavya
PWG,5,894,full,,34784,devitavya
PWG,3,15204,full,,34786,devin
PWG,4,225,full,,34786,devin
PWG,2,2004,full,,34786,devin
PWG,5,894,full,,34786,devin
PWG,5,895,full,,34786,devin
PWG,2,2685,full,,34786,devin
PWG,4,532,full,,34786,devin
PWG,15,266,full,,34786,devin
PWG,3,15535,full,,34813,deveSa
PWG,1,2315,full,,34813,deveSa
PWG,3,1624,full,,34813,deveSa
PWG,12,12864,full,,34815,deveSaya
PWG,12,1001,full,,34829,deSaja
PWG,1,5000,full,,34829,deSaja
PWG,9,2605,full,,34835,deSaBAzA
PWG,12,3961,full,,34838,deSarUpa
PWG,7,143,full,,34844,deSika
PWG,4,1495,full,,34844,deSika
PWG,13,6847,full,,34844,deSika
PWG,12,1119,full,,34847,deSIya
PWG,1,5221,full,,34849,deSya
PWG,1,7360,cont,,34849,deSya
PWG,1,8006,full,,34849,deSya
PWG,12,6305,full,,34849,deSya
PWG,8,2086,full,,34849,deSya
PWG,5,4029,full,,34849,deSya
PWG,5,3657,full,,34857,dehakara
PWG,3,157,full,,34858,dehakartar
PWG,13,1067,full,,34859,dehakft
PWG,5,3693,full,,34867,dehaDAraRa
PWG,5,7258,cont,,34867,dehaDAraRa
PWG,13,1067,full,,34871,dehaBuj
PWG,13,1067,full,,34872,dehaBft
PWG,5,1523,full,,34878,dehavant
PWG,7,4422,full,,34884,dehAvaraRa
PWG,3,1694,full,,34889,dEteya
PWG,3,12203,cont,,34889,dEteya
PWG,3,12220,cont,,34889,dEteya
PWG,12,7544,full,,34890,dEteya
PWG,1,2482,full,,34891,dEtya
PWG,13,2281,full,,34892,dEtya
PWG,5,3596,full,,34895,dEtyadvIpa
PWG,13,4698,full,,34897,dEtyapa
PWG,3,14257,full,,34903,dEtyasenA
PWG,13,1960,full,,34914,dEnya
PWG,6,427,full,,34922,dErGya
PWG,2,2321,full,,34924,dEva
PWG,5,2996,full,,34924,dEva
PWG,12,13399,full,,34924,dEva
PWG,13,5065,full,,34924,dEva
PWG,3,1218,full,,34924,dEva
PWG,8,1985,full,,34925,dEvaka
PWG,12,4454,full,,34928,dEvacintaka
PWG,13,1526,full,,34932,dEvata
PWG,1,8045,full,,34932,dEvata
PWG,1,4571,full,,34940,dEvatya
PWG,1,3163,full,,34955,dEvayAneya
PWG,1,634,full,,34957,dEvaraTa
PWG,5,522,full,,34962,dEvarAjya
PWG,12,11546,full,,34963,dEvarAti
PWG,4,1712,full,,34981,dEvAripa
PWG,12,2162,full,,34991,dESika
PWG,12,4452,cont,,34991,dESika
PWG,12,12455,cont,,34991,dESika
PWG,1,3599,full,,34991,dESika
PWG,13,7556,full,,34991,dESika
PWG,12,12137,full,,34991,dESika
PWG,12,13104,cont,,34991,dESika
PWG,4,67,full,,34997,dogDar
PWG,7,2410,full,,34997,dogDar
PWG,1,3934,full,,34997,dogDar
PWG,1,3950,cont,,34997,dogDar
PWG,1,8006,cont,,34997,dogDar
PWG,7,2929,full,,34997,dogDar
PWG,13,4920,full,,34997,dogDar
PWG,13,3104,full,,34997,dogDar
PWG,7,2410,full,,34997,dogDar
PWG,12,2731,full,,34997,dogDar
PWG,12,2733,cont,,34997,dogDar
PWG,13,3258,full,,34997,dogDar
PWG,12,3280,full,,34998,dogDavya
PWG,1,1214,full,,35010,dola
PWG,9,3525,full,,35010,dola
PWG,7,1211,full,,35012,dolAy
PWG,5,1048,full,,35015,doza
PWG,3,11040,full,,35015,doza
PWG,3,49,cont,,35015,doza
PWG,12,1334,full,,35015,doza
PWG,12,8037,full,,35027,dozavant
PWG,13,57,full,,35027,dozavant
PWG,1,153,full,,35045,dos
PWG,12,3305,full,,35047,doha
PWG,12,3517,cont,,35047,doha
PWG,2,1910,full,,35057,dohana
PWG,7,2204,full,,35057,dohana
PWG,12,7295,full,,35057,dohana
PWG,1,725,full,,35057,dohana
PWG,13,4587,full,,35057,dohana
PWG,2,641,full,,35070,dOrAtmya
PWG,5,3311,full,,35070,dOrAtmya
PWG,8,646,full,,35070,dOrAtmya
PWG,12,2440,full,,35070,dOrAtmya
PWG,2,183,full,,35076,dOrgatya
PWG,3,15454,full,,35077,dorganDya
PWG,12,5353,full,,35086,dOrbalya
PWG,1,6252,full,,35086,dOrbalya
PWG,6,4903,full,,35086,dOrbalya
PWG,5,3657,full,,35086,dOrbalya
PWG,3,15961,full,,35089,dOrBAgya
PWG,7,7008,full,,35094,dOrmuKi
PWG,7,8366,cont,,35094,dOrmuKi
PWG,4,1712,full,,35095,dOryoDana
PWG,7,720,full,,35095,dOryoDana
PWG,14,1791,full,,35095,dOryoDana
PWG,6,2367,full,,35096,dOryoDani
PWG,5,751,full,,35103,dOrhfda
PWG,2,1874,full,,35108,dOvAlika
PWG,14,1825,full,,35112,dOHSAsani
PWG,3,13174,full,,35113,dOHSIlya
PWG,12,1330,full,,35115,dOzkula
PWG,3,13234,full,,35116,dOzkuleya
PWG,5,735,full,,35116,dOzkuleya
PWG,5,956,cont,,35116,dOzkuleya
PWG,3,12629,full,,35117,dOzkulya
PWG,7,2377,full,,35123,dOzmanta
PWG,12,938,full,,35124,dOzmanti
PWG,1,3805,full,,35125,dOzyanta
PWG,1,2989,full,,35126,dOzyanti
PWG,1,3690,full,,35133,dOhitra
PWG,1,5026,full,,35133,dOhitra
PWG,5,6067,full,,35133,dOhitra
PWG,13,2475,full,,35134,dOhitraka
PWG,5,3930,full,,35135,dOhitravant
PWG,12,8129,full,,35162,dyut
PWG,3,1745,full,,35162,dyut
PWG,3,5057,cont,,35162,dyut
PWG,7,8759,full,,35162,dyut
PWG,3,1743,full,,35162,dyut
PWG,4,2031,full,,35162,dyut
PWG,1,6613,full,,35162,dyut
PWG,13,6353,full,,35162,dyut
PWG,3,8582,full,,35162,dyut
PWG,1,2427,full,,35162,dyut
PWG,3,180,full,,35162,dyut
PWG,12,8129,full,,35162,dyut
PWG,12,8063,full,,35162,dyut
PWG,1,1240,full,,35162,dyut
PWG,3,1671,full,,35162,dyut
PWG,3,2581,full,,35162,dyut
PWG,1,6406,full,,35163,dyut
PWG,1,3967,full,,35173,dyutimant
PWG,1,3832,full,,35173,dyutimant
PWG,12,8607,full,,35173,dyutimant
PWG,13,6267,full,,35173,dyutimant
PWG,12,92,cont,,35173,dyutimant
PWG,12,93,cont,,35173,dyutimant
PWG,6,451,full,,35173,dyutimant
PWG,1,5521,full,,35186,dyumatsena
PWG,2,126,full,,35186,dyumatsena
PWG,4,655,full,,35186,dyumatsena
PWG,12,9560,full,,35186,dyumatsena
PWG,1,6406,full,,35190,dyumna
PWG,2,2119,full,,35210,dyUta
PWG,3,3037,full,,35210,dyUta
PWG,7,3035,full,,35210,dyUta
PWG,7,5331,cont,,35210,dyUta
PWG,7,2687,cont,,35210,dyUta
PWG,7,1350,cont,,35210,dyUta
PWG,7,3966,cont,,35210,dyUta
PWG,9,760,full,,35210,dyUta
PWG,12,2519,full,,35215,dyUtatA
PWG,12,1799,full,,35226,dyokAra
PWG,14,1221,full,,35263,drava
PWG,14,832,full,,35283,draviqa
PWG,14,2476,cont,,35283,draviqa
PWG,2,1174,full,,35283,draviqa
PWG,3,10217,full,,35283,draviqa
PWG,13,2158,full,,35283,draviqa
PWG,3,2548,full,,35284,draviRa
PWG,3,2720,cont,,35284,draviRa
PWG,1,2585,full,,35284,draviRa
PWG,5,3889,full,,35287,draviRavant
PWG,5,2913,full,,35299,dravIBU
PWG,2,75,full,,35301,dravya
PWG,2,279,cont,,35301,dravya
PWG,5,3579,full,,35301,dravya
PWG,12,239,full,,35307,dravyamaya
PWG,3,14671,full,,35308,dravyavant
PWG,5,1651,full,,35308,dravyavant
PWG,3,12623,full,,35314,drazwar
PWG,14,619,full,,35314,drazwar
PWG,13,1404,full,,35315,drazwavya
PWG,12,2622,full,,35315,drazwavya
PWG,13,7568,full,,35321,drA
PWG,13,7418,full,,35321,drA
PWG,8,1523,full,,35345,drAvaRa
PWG,8,454,full,,35349,drAviqa
PWG,1,6683,full,,35349,drAviqa
PWG,3,1988,full,,35349,drAviqa
PWG,5,656,full,,35349,drAviqa
PWG,5,6,cont,,35349,drAviqa
PWG,5,366,cont,,35349,drAviqa
PWG,13,2104,full,,35349,drAviqa
PWG,8,3014,full,,35359,dru
PWG,6,4710,full,,35359,dru
PWG,1,5822,full,,35359,dru
PWG,1,7668,cont,,35359,dru
PWG,6,2577,full,,35359,dru
PWG,7,142,full,,35359,dru
PWG,13,1839,full,,35359,dru
PWG,3,2936,full,,35359,dru
PWG,3,2938,cont,,35359,dru
PWG,4,810,full,,35359,dru
PWG,1,5478,full,,35359,dru
PWG,1,5483,cont,,35359,dru
PWG,6,5074,full,,35359,dru
PWG,4,1082,full,,35359,dru
PWG,3,16356,full,,35359,dru
PWG,7,9159,full,,35359,dru
PWG,6,5199,full,,35359,dru
PWG,6,4357,cont,,35359,dru
PWG,6,2542,cont,,35359,dru
PWG,6,4710,cont,,35359,dru
PWG,7,3515,full,,35359,dru
PWG,12,276,full,,35359,dru
PWG,5,5078,full,,35359,dru
PWG,10,657,full,,35359,dru
PWG,14,636,full,,35359,dru
PWG,1,6000,full,,35359,dru
PWG,1,6282,cont,,35359,dru
PWG,2,1092,full,,35359,dru
PWG,3,675,full,,35359,dru
PWG,3,2946,cont,,35359,dru
PWG,4,1114,full,,35359,dru
PWG,5,7188,full,,35359,dru
PWG,8,3014,full,,35359,dru
PWG,13,1919,full,,35359,dru
PWG,1,5999,full,,35359,dru
PWG,3,564,full,,35359,dru
PWG,13,7284,full,,35359,dru
PWG,14,2202,full,,35359,dru
PWG,12,276,full,,35359,dru
PWG,1,6287,full,,35359,dru
PWG,3,10990,full,,35359,dru
PWG,4,1071,full,,35359,dru
PWG,6,1953,full,,35359,dru
PWG,6,3561,cont,,35359,dru
PWG,6,2043,full,,35359,dru
PWG,12,6402,full,,35359,dru
PWG,18,46,full,,35359,dru
PWG,3,248,full,,35359,dru
PWG,6,2578,full,,35359,dru
PWG,6,5097,cont,,35359,dru
PWG,6,5162,cont,,35359,dru
PWG,2,814,full,,35359,dru
PWG,1,2843,full,,35359,dru
PWG,1,6127,cont,,35359,dru
PWG,9,1675,full,,35359,dru
PWG,7,5292,full,,35359,dru
PWG,5,595,full,,35359,dru
PWG,8,3042,full,,35359,dru
PWG,3,2539,full,,35359,dru
PWG,2,815,full,,35359,dru
PWG,3,12099,full,,35359,dru
PWG,2,1000,full,,35359,dru
PWG,2,1091,cont,,35359,dru
PWG,8,2365,full,,35359,dru
PWG,3,10993,full,,35359,dru
PWG,3,2096,cont,,35359,dru
PWG,3,8614,cont,,35359,dru
PWG,4,246,full,,35359,dru
PWG,1,8261,full,,35359,dru
PWG,7,4935,full,,35359,dru
PWG,1,2182,full,,35359,dru
PWG,3,2515,full,,35359,dru
PWG,3,2351,cont,,35359,dru
PWG,3,2360,cont,,35359,dru
PWG,3,16354,cont,,35359,dru
PWG,7,235,full,,35359,dru
PWG,3,10869,full,,35359,dru
PWG,3,8749,cont,,35359,dru
PWG,3,8729,full,,35359,dru
PWG,2,2224,full,,35359,dru
PWG,3,2561,full,,35359,dru
PWG,1,8269,full,,35359,dru
PWG,8,2424,full,,35359,dru
PWG,9,398,full,,35359,dru
PWG,3,861,full,,35359,dru
PWG,1,8323,full,,35359,dru
PWG,3,675,full,,35359,dru
PWG,3,239,full,,35359,dru
PWG,3,14879,cont,,35359,dru
PWG,3,571,cont,,35359,dru
PWG,3,888,cont,,35359,dru
PWG,5,672,full,,35359,dru
PWG,7,234,full,,35359,dru
PWG,7,635,full,,35359,dru
PWG,3,395,full,,35359,dru
PWG,3,2549,full,,35359,dru
PWG,7,2805,full,,35359,dru
PWG,1,7667,full,,35359,dru
PWG,4,163,full,,35359,dru
PWG,6,147,full,,35359,dru
PWG,13,7472,full,,35359,dru
PWG,3,2900,full,,35359,dru
PWG,4,1152,full,,35359,dru
PWG,5,5986,full,,35359,dru
PWG,1,6680,full,,35359,dru
PWG,9,1081,full,,35359,dru
PWG,6,1776,full,,35359,dru
PWG,6,4614,full,,35359,dru
PWG,7,4865,full,,35359,dru
PWG,4,762,full,,35375,drutapada
PWG,1,2453,full,,35382,drupada
PWG,1,2715,cont,,35382,drupada
PWG,1,5500,cont,,35382,drupada
PWG,5,5100,full,,35382,drupada
PWG,5,7383,cont,,35382,drupada
PWG,12,10875,full,,35382,drupada
PWG,2,79,full,,35384,druma
PWG,3,1657,full,,35384,druma
PWG,7,6904,full,,35384,druma
PWG,1,227,full,,35384,druma
PWG,1,2644,cont,,35384,druma
PWG,2,410,full,,35384,druma
PWG,2,1038,cont,,35384,druma
PWG,2,1350,cont,,35384,druma
PWG,7,782,full,,35392,drumavant
PWG,7,3206,cont,,35392,drumavant
PWG,1,2671,full,,35398,drumasena
PWG,2,2107,full,,35412,druh
PWG,6,3940,full,,35412,druh
PWG,1,3289,full,,35412,druh
PWG,3,13795,full,,35412,druh
PWG,5,715,full,,35412,druh
PWG,12,4019,full,,35412,druh
PWG,3,11002,full,,35412,druh
PWG,5,2160,full,,35412,druh
PWG,7,6512,full,,35413,druh
PWG,1,3481,full,,35421,druhyu
PWG,1,3704,cont,,35421,druhyu
PWG,1,3160,full,,35421,druhyu
PWG,1,3162,cont,,35421,druhyu
PWG,1,3433,cont,,35421,druhyu
PWG,5,2124,full,,35433,drogDar
PWG,3,11471,full,,35434,drogDavya
PWG,1,5105,full,,35439,droRa
PWG,1,6331,cont,,35439,droRa
PWG,3,15405,full,,35439,droRa
PWG,3,15409,cont,,35439,droRa
PWG,1,2434,full,,35439,droRa
PWG,5,2191,full,,35439,droRa
PWG,1,8345,full,,35439,droRa
PWG,12,12035,full,,35439,droRa
PWG,1,2434,full,,35439,droRa
PWG,5,2191,full,,35439,droRa
PWG,12,951,full,,35448,droRaduGA
PWG,7,936,full,,35452,droRamaya
PWG,13,1714,full,,35458,droRaSarmapada
PWG,4,922,full,,35477,droha
PWG,3,13317,full,,35477,droha
PWG,14,261,full,,35477,droha
PWG,7,9125,full,,35481,drohin
PWG,1,7019,full,,35486,drORAyani
PWG,6,4201,full,,35486,drORAyani
PWG,7,1095,full,,35486,drORAyani
PWG,7,9109,cont,,35486,drORAyani
PWG,4,1150,full,,35487,drORi
PWG,6,4210,full,,35487,drORi
PWG,7,1093,full,,35487,drORi
PWG,7,9110,cont,,35487,drORi
PWG,2,2091,full,,35488,drORika
PWG,5,2191,full,,35489,drORI
PWG,1,2791,full,,35490,drOpada
PWG,8,4202,full,,35490,drOpada
PWG,1,429,full,,35492,drOpadeya
PWG,1,2762,cont,,35492,drOpadeya
PWG,1,8046,cont,,35492,drOpadeya
PWG,5,684,full,,35492,drOpadeya
PWG,18,26,full,,35492,drOpadeya
PWG,2,448,full,,35500,dvaMdva
PWG,3,17373,full,,35500,dvaMdva
PWG,12,7557,full,,35500,dvaMdva
PWG,5,7083,full,,35500,dvaMdva
PWG,6,1749,full,,35500,dvaMdva
PWG,9,568,full,,35500,dvaMdva
PWG,1,1867,full,,35500,dvaMdva
PWG,5,7592,full,,35504,dvaMdvayudDa
PWG,7,582,full,,35504,dvaMdvayudDa
PWG,2,2053,full,,35506,dvaMdvaSas
PWG,13,2799,full,,35506,dvaMdvaSas
PWG,7,3577,full,,35508,dvaMdvIBUta
PWG,12,8701,full,,35509,dvaya
PWG,12,6552,full,,35509,dvaya
PWG,1,2,full,,35527,dvAtriMSa
PWG,1,3,cont,,35527,dvAtriMSa
PWG,1,4,cont,,35527,dvAtriMSa
PWG,12,11955,full,,35531,dvAdaSaka
PWG,3,10669,full,,35536,dvAdaSan
PWG,9,2559,full,,35538,dvAdaSaBuja
PWG,1,6597,full,,35539,dvAdaSama
PWG,12,7964,full,,35539,dvAdaSama
PWG,3,12831,full,,35548,dvAdaSasAhasra
PWG,9,2560,full,,35550,dvAdaSAkza
PWG,3,156,full,,35554,dvAdaSAtman
PWG,3,10669,full,,35564,dvAdaSAha
PWG,13,4934,full,,35564,dvAdaSAha
PWG,13,4938,cont,,35564,dvAdaSAha
PWG,4,1578,full,,35574,dvApara
PWG,4,5,cont,,35574,dvApara
PWG,4,4819,cont,,35574,dvApara
PWG,3,12828,full,,35574,dvApara
PWG,1,272,full,,35574,dvApara
PWG,1,282,cont,,35574,dvApara
PWG,1,2713,cont,,35574,dvApara
PWG,3,11250,full,,35574,dvApara
PWG,12,2684,full,,35574,dvApara
PWG,12,3408,cont,,35574,dvApara
PWG,1,5730,full,,35576,dvAra
PWG,14,147,full,,35576,dvAra
PWG,4,228,full,,35576,dvAra
PWG,1,3592,full,,35576,dvAra
PWG,2,1773,full,,35576,dvAra
PWG,1,7821,full,,35576,dvAra
PWG,13,4473,full,,35576,dvAra
PWG,7,1526,full,,35576,dvAra
PWG,7,5237,cont,,35576,dvAra
PWG,12,9658,full,,35576,dvAra
PWG,13,5565,full,,35576,dvAra
PWG,1,2579,full,,35576,dvAra
PWG,13,3515,full,,35576,dvAra
PWG,5,3820,full,,35576,dvAra
PWG,13,4749,full,,35576,dvAra
PWG,13,4750,cont,,35576,dvAra
PWG,4,810,full,,35576,dvAra
PWG,12,2639,full,,35577,dvAraka
PWG,1,7899,full,,35577,dvAraka
PWG,16,136,full,,35577,dvAraka
PWG,3,10623,full,,35588,dvArapati
PWG,3,10624,full,,35589,dvArapAla
PWG,12,9658,full,,35589,dvArapAla
PWG,12,12239,cont,,35589,dvArapAla
PWG,2,1045,full,,35589,dvArapAla
PWG,3,5079,full,,35589,dvArapAla
PWG,3,7078,full,,35589,dvArapAla
PWG,9,3032,full,,35589,dvArapAla
PWG,9,7070,cont,,35589,dvArapAla
PWG,3,6022,cont,,35589,dvArapAla
PWG,3,5085,cont,,35589,dvArapAla
PWG,2,1194,full,,35589,dvArapAla
PWG,2,553,full,,35597,dvAravant
PWG,9,1638,full,,35603,dvArADyakza
PWG,1,4906,full,,35607,dvArin
PWG,7,1878,full,,35611,dvAviMSati
PWG,1,1739,full,,35621,dvAHsTa
PWG,3,10633,full,,35621,dvAHsTa
PWG,2,3,full,,35642,dvicatvAriMSa
PWG,2,4,cont,,35642,dvicatvAriMSa
PWG,3,2407,full,,35646,dvija
PWG,13,272,full,,35646,dvija
PWG,13,2063,cont,,35646,dvija
PWG,3,2465,full,,35646,dvija
PWG,4,2372,full,,35653,dvijanman
PWG,5,7279,full,,35660,dvijamuKya
PWG,8,3855,full,,35661,dvijarAja
PWG,5,6073,full,,35662,dvijarzaBa
PWG,5,7136,full,,35669,dvijasattama
PWG,1,1543,full,,35683,dvijihva
PWG,15,1030,full,,35683,dvijihva
PWG,5,7176,full,,35687,dvijottama
PWG,5,7266,cont,,35687,dvijottama
PWG,5,7313,cont,,35687,dvijottama
PWG,12,13174,full,,35693,dvita
PWG,13,4899,full,,35697,dvitIya
PWG,5,1992,full,,35697,dvitIya
PWG,3,17332,full,,35702,dvitIyavant
PWG,3,17333,cont,,35702,dvitIyavant
PWG,3,7624,full,,35722,dviDA
PWG,4,2016,full,,35737,dvipa
PWG,13,6929,full,,35737,dvipa
PWG,18,21,full,,35737,dvipa
PWG,1,257,full,,35746,dvipad
PWG,3,2232,full,,35746,dvipad
PWG,3,8382,cont,,35746,dvipad
PWG,1,3619,full,,35748,dvipada
PWG,13,1713,full,,35748,dvipada
PWG,12,8700,full,,35755,dvipAda
PWG,14,1138,full,,35755,dvipAda
PWG,7,2413,full,,35778,dvimUrDan
PWG,2,937,full,,35781,dviyoDa
PWG,1,5471,full,,35784,dvirada
PWG,2,819,full,,35784,dvirada
PWG,2,826,cont,,35784,dvirada
PWG,13,4048,full,,35784,dvirada
PWG,2,1122,full,,35825,dvivida
PWG,3,16115,full,,35825,dvivida
PWG,3,16287,cont,,35825,dvivida
PWG,5,4405,full,,35825,dvivida
PWG,1,4198,full,,35846,dviz
PWG,6,3004,full,,35846,dviz
PWG,2,1934,full,,35846,dviz
PWG,2,1943,cont,,35846,dviz
PWG,3,15224,full,,35846,dviz
PWG,12,8051,full,,35846,dviz
PWG,2,1935,full,,35846,dviz
PWG,3,2494,full,,35846,dviz
PWG,5,1224,full,,35846,dviz
PWG,13,531,full,,35846,dviz
PWG,13,567,cont,,35846,dviz
PWG,14,750,full,,35846,dviz
PWG,5,2616,full,,35846,dviz
PWG,9,2421,full,,35846,dviz
PWG,12,4122,full,,35846,dviz
PWG,16,42,full,,35846,dviz
PWG,1,4198,full,,35846,dviz
PWG,12,8397,full,,35846,dviz
PWG,14,789,full,,35846,dviz
PWG,14,791,full,,35846,dviz
PWG,7,8215,full,,35846,dviz
PWG,12,53,full,,35846,dviz
PWG,4,509,full,,35847,dviz
PWG,13,4938,full,,35867,dvis
PWG,3,2512,full,,35893,dvIpa
PWG,1,1165,full,,35893,dvIpa
PWG,3,8865,full,,35893,dvIpa
PWG,2,2118,full,,35893,dvIpa
PWG,5,1988,full,,35893,dvIpa
PWG,5,4,cont,,35893,dvIpa
PWG,6,208,full,,35893,dvIpa
PWG,6,404,full,,35893,dvIpa
PWG,13,4623,full,,35893,dvIpa
PWG,8,4735,full,,35893,dvIpa
PWG,2,998,full,,35893,dvIpa
PWG,6,188,full,,35893,dvIpa
PWG,6,191,cont,,35893,dvIpa
PWG,3,182,full,,35893,dvIpa
PWG,3,10670,cont,,35893,dvIpa
PWG,1,2872,full,,35898,dvIpavant
PWG,3,2402,full,,35903,dvIpin
PWG,3,2528,cont,,35903,dvIpin
PWG,2,930,full,,35909,dveDA
PWG,5,5825,full,,35910,dveza
PWG,12,6278,full,,35911,dvezaRa
PWG,5,3263,full,,35911,dvezaRa
PWG,6,5829,full,,35914,dvezin
PWG,3,16,full,,35914,dvezin
PWG,12,6276,full,,35914,dvezin
PWG,1,1941,full,,35916,dvezwar
PWG,2,1934,full,,35916,dvezwar
PWG,2,2545,cont,,35916,dvezwar
PWG,12,8051,full,,35916,dvezwar
PWG,14,750,full,,35916,dvezwar
PWG,4,520,full,,35918,dvezya
PWG,5,1097,full,,35918,dvezya
PWG,14,535,full,,35918,dvezya
PWG,14,789,full,,35918,dvezya
PWG,3,14718,full,,35918,dvezya
PWG,12,6628,full,,35918,dvezya
PWG,13,4324,full,,35918,dvezya
PWG,5,4608,full,,35924,dvEguRya
PWG,3,10639,full,,35926,dvEta
PWG,3,928,full,,35929,dvEtavana
PWG,3,14844,cont,,35929,dvEtavana
PWG,3,453,cont,,35929,dvEtavana
PWG,3,934,cont,,35929,dvEtavana
PWG,3,1451,cont,,35929,dvEtavana
PWG,4,87,full,,35929,dvEtavana
PWG,3,12485,full,,35933,dvEDa
PWG,12,3212,full,,35933,dvEDa
PWG,4,1477,full,,35933,dvEDa
PWG,1,5405,full,,35933,dvEDa
PWG,5,5828,full,,35933,dvEDa
PWG,3,14418,full,,35933,dvEDa
PWG,7,1210,full,,35933,dvEDa
PWG,14,809,full,,35935,dvEDIBAva
PWG,7,1211,full,,35935,dvEDIBAva
PWG,7,4490,cont,,35935,dvEDIBAva
PWG,7,1331,full,,35936,dvEDIBU
PWG,5,4300,full,,35936,dvEDIBU
PWG,4,1955,full,,35936,dvEDIBU
PWG,7,1229,full,,35936,dvEDIBU
PWG,8,4432,full,,35941,dvEpakza
PWG,1,2416,full,,35946,dvEpAyana
PWG,1,17,cont,,35946,dvEpAyana
PWG,1,2105,cont,,35946,dvEpAyana
PWG,1,2442,cont,,35946,dvEpAyana
PWG,1,3802,cont,,35946,dvEpAyana
PWG,1,3906,cont,,35946,dvEpAyana
PWG,9,1743,full,,35947,dvEpAyana
PWG,9,3065,cont,,35947,dvEpAyana
PWG,14,1799,full,,35947,dvEpAyana
PWG,9,1728,full,,35947,dvEpAyana
PWG,1,545,full,,35957,dvEraTa
PWG,4,1564,full,,35957,dvEraTa
PWG,1,200,full,,35957,dvEraTa
PWG,3,3037,full,,35957,dvEraTa
PWG,4,1061,full,,35957,dvEraTa
PWG,5,4772,full,,35957,dvEraTa
PWG,6,1984,full,,35957,dvEraTa
PWG,6,3639,cont,,35957,dvEraTa
PWG,7,5379,full,,35957,dvEraTa
PWG,8,146,full,,35957,dvEraTa
PWG,15,236,full,,35961,dvEviDya
PWG,3,16137,full,,35967,dvyakza
PWG,1,3,full,,35975,dvyaSIti
PWG,12,10419,full,,36000,Dawin
PWG,2,2061,full,,36007,Dana
PWG,2,2092,cont,,36007,Dana
PWG,5,3897,full,,36007,Dana
PWG,9,2665,full,,36018,DanaMjaya
PWG,2,1238,full,,36018,DanaMjaya
PWG,1,2444,full,,36018,DanaMjaya
PWG,4,1380,full,,36018,DanaMjaya
PWG,1,1550,full,,36018,DanaMjaya
PWG,2,361,full,,36018,DanaMjaya
PWG,5,3625,full,,36018,DanaMjaya
PWG,13,1412,full,,36021,Danada
PWG,13,1396,full,,36021,Danada
PWG,9,2631,full,,36021,Danada
PWG,2,481,full,,36034,Danapati
PWG,5,3898,full,,36034,Danapati
PWG,12,3331,full,,36052,DanasTa
PWG,2,1210,full,,36059,DanAgama
PWG,5,7521,full,,36062,DanADigoptar
PWG,9,2753,full,,36065,DanADipatya
PWG,9,2756,cont,,36065,DanADipatya
PWG,1,6837,full,,36066,DanADyakza
PWG,3,1697,full,,36066,DanADyakza
PWG,14,1923,full,,36066,DanADyakza
PWG,5,4510,full,,36067,DanAy
PWG,3,8626,full,,36074,Danin
PWG,13,7333,full,,36074,Danin
PWG,13,3280,full,,36076,DanizWa
PWG,13,4266,full,,36076,DanizWa
PWG,3,14463,full,,36076,DanizWa
PWG,8,4224,full,,36080,Danu
PWG,1,2738,full,,36090,Danurgraha
PWG,8,4262,full,,36090,Danurgraha
PWG,12,7662,full,,36090,Danurgraha
PWG,3,1430,full,,36091,DanurgrAha
PWG,3,14770,cont,,36091,DanurgrAha
PWG,17,68,full,,36091,DanurgrAha
PWG,1,4550,full,,36093,DanurDara
PWG,9,2564,full,,36103,Danurvaktra
PWG,1,5132,full,,36107,Danurveda
PWG,4,1830,full,,36107,Danurveda
PWG,12,50,full,,36107,Danurveda
PWG,13,2910,full,,36107,Danurveda
