parvan,adhyaya,verse,continuous_sloka,adhyaya_offset,adhyaya_n_anchors
7,25,58,1121,0,2
7,25,59,1122,0,2
7,25,60,1123,0,2
7,25,61,1124,0,2
7,25,62,1125,0,2
7,25,63,1126,0,2
7,25,64,1127,0,2
7,25,65,1128,0,2
7,26,1,1127,-2,2
7,26,2,1128,-2,2
7,26,3,1129,-2,2
7,26,4,1130,-2,2
7,26,5,1131,-2,2
7,26,6,1132,-2,2
7,26,7,1133,-2,2
7,26,8,1134,-2,2
7,26,9,1135,-2,2
7,26,10,1136,-2,2
7,26,11,1137,-2,2
7,26,12,1138,-2,2
7,26,13,1139,-2,2
7,26,14,1140,-2,2
7,26,15,1141,-2,2
7,26,16,1142,-2,2
7,26,17,1143,-2,2
7,26,18,1144,-2,2
7,26,19,1145,-2,2
7,26,20,1146,-2,2
7,26,21,1147,-2,2
7,26,22,1148,-2,2
7,26,23,1149,-2,2
7,26,24,1150,-2,2
7,26,25,1151,-2,2
7,26,26,1152,-2,2
7,26,27,1153,-2,2
7,26,28,1154,-2,2
7,26,29,1155,-2,2
7,26,30,1156,-2,2
7,26,31,1157,-2,2
7,26,32,1158,-2,2
7,26,33,1159,-2,2
7,26,34,1160,-2,2
7,26,35,1161,-2,2
7,26,36,1162,-2,2
7,26,37,1163,-2,2
7,26,38,1164,-2,2
7,26,39,1165,-2,2
7,26,40,1166,-2,2
7,26,41,1167,-2,2
7,26,42,1168,-2,2
7,26,43,1169,-2,2
7,26,44,1170,-2,2
7,26,45,1171,-2,2
7,26,46,1172,-2,2
7,26,47,1173,-2,2
7,26,48,1174,-2,2
7,26,49,1175,-2,2
7,26,50,1176,-2,2
7,26,51,1177,-2,2
7,26,52,1178,-2,2
7,26,53,1179,-2,2
7,26,54,1180,-2,2
7,26,55,1181,-2,2
7,26,56,1182,-2,2
7,26,57,1183,-2,2
7,26,58,1184,-2,2
7,26,59,1185,-2,2
7,26,60,1186,-2,2
7,26,61,1187,-2,2
7,26,62,1188,-2,2
7,26,63,1189,-2,2
7,26,64,1190,-2,2
7,26,65,1191,-2,2
7,26,66,1192,-2,2
7,26,67,1193,-2,2
7,26,68,1194,-2,2
7,27,1,1195,-2,7
7,27,2,1196,-2,7
7,27,3,1197,-2,7
7,27,4,1198,-2,7
7,27,5,1199,-2,7
7,27,6,1200,-2,7
7,27,7,1201,-2,7
7,27,8,1202,-2,7
7,27,9,1203,-2,7
7,27,10,1204,-2,7
7,27,11,1205,-2,7
7,27,12,1206,-2,7
7,27,13,1207,-2,7
7,27,14,1208,-2,7
7,27,15,1209,-2,7
7,27,16,1210,-2,7
7,27,17,1211,-2,7
7,27,18,1212,-2,7
7,27,19,1213,-2,7
7,27,20,1214,-2,7
7,27,21,1215,-2,7
7,27,22,1216,-2,7
7,27,23,1217,-2,7
7,27,24,1218,-2,7
7,27,25,1219,-2,7
7,27,26,1220,-2,7
7,27,27,1221,-2,7
7,27,28,1222,-2,7
7,27,29,1223,-2,7
7,27,30,1224,-2,7
7,27,31,1225,-2,7
7,28,1,1226,-2,2
7,28,2,1227,-2,2
7,28,3,1228,-2,2
7,28,4,1229,-2,2
7,28,5,1230,-2,2
7,28,6,1231,-2,2
7,28,7,1232,-2,2
7,28,8,1233,-2,2
7,28,9,1234,-2,2
7,28,10,1235,-2,2
7,28,11,1236,-2,2
7,28,12,1237,-2,2
7,28,13,1238,-2,2
7,28,14,1239,-2,2
7,28,15,1240,-2,2
7,28,16,1241,-2,2
7,28,17,1242,-2,2
7,28,18,1243,-2,2
7,28,19,1244,-2,2
7,28,20,1245,-2,2
7,28,21,1246,-2,2
7,28,22,1247,-2,2
7,28,23,1248,-2,2
7,28,24,1249,-2,2
7,28,25,1250,-2,2
7,28,26,1251,-2,2
7,28,27,1252,-2,2
7,28,28,1253,-2,2
7,28,29,1254,-2,2
7,28,30,1255,-2,2
7,29,1,1256,-2,4
7,29,2,1257,-2,4
7,29,3,1258,-2,4
7,29,4,1259,-2,4
7,29,5,1260,-2,4
7,29,6,1261,-2,4
7,29,7,1262,-2,4
7,29,8,1263,-2,4
7,29,9,1264,-2,4
7,29,10,1265,-2,4
7,29,11,1266,-2,4
7,29,12,1267,-2,4
7,29,13,1268,-2,4
7,29,14,1269,-2,4
7,29,15,1270,-2,4
7,29,16,1271,-2,4
7,29,17,1272,-2,4
7,29,18,1273,-2,4
7,29,19,1274,-2,4
7,29,20,1275,-2,4
7,29,21,1276,-2,4
7,29,22,1277,-2,4
7,29,23,1278,-2,4
7,29,24,1279,-2,4
7,29,25,1280,-2,4
7,29,26,1281,-2,4
7,29,27,1282,-2,4
7,29,28,1283,-2,4
7,29,29,1284,-2,4
7,29,30,1285,-2,4
7,29,31,1286,-2,4
7,29,32,1287,-2,4
7,29,33,1288,-2,4
7,29,34,1289,-2,4
7,29,35,1290,-2,4
7,29,36,1291,-2,4
7,29,37,1292,-2,4
7,29,38,1293,-2,4
7,29,39,1294,-2,4
7,29,40,1295,-2,4
7,29,41,1296,-2,4
7,29,42,1297,-2,4
7,29,43,1298,-2,4
7,29,44,1299,-2,4
7,29,45,1300,-2,4
7,29,46,1301,-2,4
7,29,47,1302,-2,4
7,29,48,1303,-2,4
7,29,49,1304,-2,4
7,29,50,1305,-2,4
7,29,51,1306,-2,4
7,30,1,1307,-2,2
7,30,2,1308,-2,2
7,30,3,1309,-2,2
7,30,4,1310,-2,2
7,30,5,1311,-2,2
7,30,6,1312,-2,2
7,30,7,1313,-2,2
7,30,8,1314,-2,2
7,30,9,1315,-2,2
7,30,10,1316,-2,2
7,30,11,1317,-2,2
7,30,12,1318,-2,2
7,30,13,1319,-2,2
7,30,14,1320,-2,2
7,30,15,1321,-2,2
7,30,16,1322,-2,2
7,30,17,1323,-2,2
7,30,18,1324,-2,2
7,30,19,1325,-2,2
7,30,20,1326,-2,2
7,30,21,1327,-2,2
7,30,22,1328,-2,2
7,30,23,1329,-2,2
7,30,24,1330,-2,2
7,30,25,1331,-2,2
7,30,26,1332,-2,2
7,30,27,1333,-2,2
7,30,28,1334,-2,2
7,30,29,1335,-2,2
7,30,30,1336,-2,2
7,30,31,1337,-2,2
7,30,32,1338,-2,2
7,30,33,1339,-2,2
7,30,34,1340,-2,2
7,30,35,1341,-2,2
7,30,36,1342,-2,2
7,30,37,1343,-2,2
7,30,38,1344,-2,2
7,30,39,1345,-2,2
7,30,40,1346,-2,2
7,30,41,1347,-2,2
7,30,42,1348,-2,2
7,31,1,1344,-7,3
7,31,2,1345,-7,3
7,31,3,1346,-7,3
7,31,4,1347,-7,3
7,31,5,1348,-7,3
7,31,6,1349,-7,3
7,31,7,1350,-7,3
7,31,8,1351,-7,3
7,31,9,1352,-7,3
7,31,10,1353,-7,3
7,31,11,1354,-7,3
7,31,12,1355,-7,3
7,31,13,1356,-7,3
7,31,14,1357,-7,3
7,31,15,1358,-7,3
7,31,16,1359,-7,3
7,31,17,1360,-7,3
7,31,18,1361,-7,3
7,31,19,1362,-7,3
7,31,20,1363,-7,3
7,31,21,1364,-7,3
7,31,22,1365,-7,3
7,31,23,1366,-7,3
7,31,24,1367,-7,3
7,31,25,1368,-7,3
7,31,26,1369,-7,3
7,31,27,1370,-7,3
7,31,28,1371,-7,3
7,31,29,1372,-7,3
7,32,1,1373,-7,5
7,32,2,1374,-7,5
7,32,3,1375,-7,5
7,32,4,1376,-7,5
7,32,5,1377,-7,5
7,32,6,1378,-7,5
7,32,7,1379,-7,5
7,32,8,1380,-7,5
7,32,9,1381,-7,5
7,32,10,1382,-7,5
7,32,11,1383,-7,5
7,32,12,1384,-7,5
7,32,13,1385,-7,5
7,32,14,1386,-7,5
7,32,15,1387,-7,5
7,32,16,1388,-7,5
7,32,17,1389,-7,5
7,32,18,1390,-7,5
7,32,19,1391,-7,5
7,32,20,1392,-7,5
7,32,21,1393,-7,5
7,32,22,1394,-7,5
7,32,23,1395,-7,5
7,32,24,1396,-7,5
7,32,25,1397,-7,5
7,32,26,1398,-7,5
7,32,27,1399,-7,5
7,32,28,1400,-7,5
7,32,29,1401,-7,5
7,32,30,1402,-7,5
7,32,31,1403,-7,5
7,32,32,1404,-7,5
7,32,33,1405,-7,5
7,32,34,1406,-7,5
7,32,35,1407,-7,5
7,32,36,1408,-7,5
7,32,37,1409,-7,5
7,32,38,1410,-7,5
7,32,39,1411,-7,5
7,32,40,1412,-7,5
7,32,41,1413,-7,5
7,32,42,1414,-7,5
7,32,43,1415,-7,5
7,32,44,1416,-7,5
7,32,45,1417,-7,5
7,32,46,1418,-7,5
7,32,47,1419,-7,5
7,32,48,1420,-7,5
7,32,49,1421,-7,5
7,32,50,1422,-7,5
7,32,51,1423,-7,5
7,32,52,1424,-7,5
7,32,53,1425,-7,5
7,32,54,1426,-7,5
7,32,55,1427,-7,5
7,32,56,1428,-7,5
7,32,57,1429,-7,5
7,32,58,1430,-7,5
7,32,59,1431,-7,5
7,32,60,1432,-7,5
7,32,61,1433,-7,5
7,32,62,1434,-7,5
7,32,63,1435,-7,5
7,32,64,1436,-7,5
7,32,65,1437,-7,5
7,32,66,1438,-7,5
7,32,67,1439,-7,5
7,32,68,1440,-7,5
7,32,69,1441,-7,5
7,32,70,1442,-7,5
7,32,71,1443,-7,5
7,32,72,1444,-7,5
7,32,73,1445,-7,5
7,32,74,1446,-7,5
7,32,75,1447,-7,5
7,32,76,1448,-7,5
7,32,77,1449,-7,5
7,32,78,1450,-7,5
7,32,79,1451,-7,5
7,32,80,1452,-7,5
7,33,1,1454,-6,7
7,33,2,1455,-6,7
7,33,3,1456,-6,7
7,33,4,1457,-6,7
7,33,5,1458,-6,7
7,33,6,1459,-6,7
7,33,7,1460,-6,7
7,33,8,1461,-6,7
7,33,9,1462,-6,7
7,33,10,1463,-6,7
7,33,11,1464,-6,7
7,33,12,1465,-6,7
7,33,13,1466,-6,7
7,33,14,1467,-6,7
7,33,15,1468,-6,7
7,33,16,1469,-6,7
7,33,17,1470,-6,7
7,33,18,1471,-6,7
7,33,19,1472,-6,7
7,33,20,1473,-6,7
7,33,21,1474,-6,7
7,33,22,1475,-6,7
7,33,23,1476,-6,7
7,33,24,1477,-6,7
7,33,25,1478,-6,7
7,33,26,1479,-6,7
7,33,27,1480,-6,7
7,33,28,1481,-6,7
7,34,1,1482,-6,4
7,34,2,1483,-6,4
7,34,3,1484,-6,4
7,34,4,1485,-6,4
7,34,5,1486,-6,4
7,34,6,1487,-6,4
7,34,7,1488,-6,4
7,34,8,1489,-6,4
7,34,9,1490,-6,4
7,34,10,1491,-6,4
7,34,11,1492,-6,4
7,34,12,1493,-6,4
7,34,13,1494,-6,4
7,34,14,1495,-6,4
7,34,15,1496,-6,4
7,34,16,1497,-6,4
7,34,17,1498,-6,4
7,34,18,1499,-6,4
7,34,19,1500,-6,4
7,34,20,1501,-6,4
7,34,21,1502,-6,4
7,34,22,1503,-6,4
7,34,23,1504,-6,4
7,34,24,1505,-6,4
7,34,25,1506,-6,4
7,35,1,1507,-6,2
7,35,2,1508,-6,2
7,35,3,1509,-6,2
7,35,4,1510,-6,2
7,35,5,1511,-6,2
7,35,6,1512,-6,2
7,35,7,1513,-6,2
7,35,8,1514,-6,2
7,35,9,1515,-6,2
7,35,10,1516,-6,2
7,35,11,1517,-6,2
7,35,12,1518,-6,2
7,35,13,1519,-6,2
7,35,14,1520,-6,2
7,35,15,1521,-6,2
7,35,16,1522,-6,2
7,35,17,1523,-6,2
7,35,18,1524,-6,2
7,35,19,1525,-6,2
7,35,20,1526,-6,2
7,35,21,1527,-6,2
7,35,22,1528,-6,2
7,35,23,1529,-6,2
7,35,24,1530,-6,2
7,35,25,1531,-6,2
7,35,26,1532,-6,2
7,35,27,1533,-6,2
7,35,28,1534,-6,2
7,35,29,1535,-6,2
7,35,30,1536,-6,2
7,35,31,1537,-6,2
7,36,1,1539,-5,7
7,36,2,1540,-5,7
7,36,3,1541,-5,7
7,36,4,1542,-5,7
7,36,5,1543,-5,7
7,36,6,1544,-5,7
7,36,7,1545,-5,7
7,36,8,1546,-5,7
7,36,9,1547,-5,7
7,36,10,1548,-5,7
7,36,11,1549,-5,7
7,36,12,1550,-5,7
7,36,13,1551,-5,7
7,36,14,1552,-5,7
7,36,15,1553,-5,7
7,36,16,1554,-5,7
7,36,17,1555,-5,7
7,36,18,1556,-5,7
7,36,19,1557,-5,7
7,36,20,1558,-5,7
7,36,21,1559,-5,7
7,36,22,1560,-5,7
7,36,23,1561,-5,7
7,36,24,1562,-5,7
7,36,25,1563,-5,7
7,36,26,1564,-5,7
7,36,27,1565,-5,7
7,36,28,1566,-5,7
7,36,29,1567,-5,7
7,36,30,1568,-5,7
7,36,31,1569,-5,7
7,36,32,1570,-5,7
7,36,33,1571,-5,7
7,36,34,1572,-5,7
7,36,35,1573,-5,7
7,36,36,1574,-5,7
7,36,37,1575,-5,7
7,36,38,1576,-5,7
7,36,39,1577,-5,7
7,36,40,1578,-5,7
7,36,41,1579,-5,7
7,36,42,1580,-5,7
7,36,43,1581,-5,7
7,36,44,1582,-5,7
7,36,45,1583,-5,7
7,36,46,1584,-5,7
7,37,1,1588,-2,5
7,37,2,1589,-2,5
7,37,3,1590,-2,5
7,37,4,1591,-2,5
7,37,5,1592,-2,5
7,37,6,1593,-2,5
7,37,7,1594,-2,5
7,37,8,1595,-2,5
7,37,9,1596,-2,5
7,37,10,1597,-2,5
7,37,11,1598,-2,5
7,37,12,1599,-2,5
7,37,13,1600,-2,5
7,37,14,1601,-2,5
7,37,15,1602,-2,5
7,37,16,1603,-2,5
7,37,17,1604,-2,5
7,37,18,1605,-2,5
7,37,19,1606,-2,5
7,37,20,1607,-2,5
7,37,21,1608,-2,5
7,37,22,1609,-2,5
7,37,23,1610,-2,5
7,37,24,1611,-2,5
7,37,25,1612,-2,5
7,37,26,1613,-2,5
7,37,27,1614,-2,5
7,37,28,1615,-2,5
7,37,29,1616,-2,5
7,37,30,1617,-2,5
7,37,31,1618,-2,5
7,37,32,1619,-2,5
7,37,33,1620,-2,5
7,37,34,1621,-2,5
7,37,35,1622,-2,5
7,37,36,1623,-2,5
7,37,37,1624,-2,5
7,38,1,1622,-5,3
7,38,2,1623,-5,3
7,38,3,1624,-5,3
7,38,4,1625,-5,3
7,38,5,1626,-5,3
7,38,6,1627,-5,3
7,38,7,1628,-5,3
7,38,8,1629,-5,3
7,38,9,1630,-5,3
7,38,10,1631,-5,3
7,38,11,1632,-5,3
7,38,12,1633,-5,3
7,38,13,1634,-5,3
7,38,14,1635,-5,3
7,38,15,1636,-5,3
7,38,16,1637,-5,3
7,38,17,1638,-5,3
7,38,18,1639,-5,3
7,38,19,1640,-5,3
7,38,20,1641,-5,3
7,38,21,1642,-5,3
7,38,22,1643,-5,3
7,38,23,1644,-5,3
7,38,24,1645,-5,3
7,39,1,1649,-2,2
7,39,2,1650,-2,2
7,39,3,1651,-2,2
7,39,4,1652,-2,2
7,39,5,1653,-2,2
7,39,6,1654,-2,2
7,39,7,1655,-2,2
7,39,8,1656,-2,2
7,39,9,1657,-2,2
7,39,10,1658,-2,2
7,39,11,1659,-2,2
7,39,12,1660,-2,2
7,39,13,1661,-2,2
7,39,14,1662,-2,2
7,39,15,1663,-2,2
7,39,16,1664,-2,2
7,39,17,1665,-2,2
7,39,18,1666,-2,2
7,39,19,1667,-2,2
7,39,20,1668,-2,2
7,39,21,1669,-2,2
7,39,22,1670,-2,2
7,39,23,1671,-2,2
7,39,24,1672,-2,2
7,39,25,1673,-2,2
7,39,26,1674,-2,2
7,39,27,1675,-2,2
7,39,28,1676,-2,2
7,39,29,1677,-2,2
7,39,30,1678,-2,2
7,39,31,1679,-2,2
7,40,1,1680,-2,0
7,40,2,1681,-2,0
7,40,3,1682,-2,0
7,40,4,1683,-2,0
7,40,5,1684,-2,0
7,40,6,1685,-2,0
7,40,7,1686,-2,0
7,40,8,1687,-2,0
7,40,9,1688,-2,0
7,40,10,1689,-2,0
7,40,11,1690,-2,0
7,40,12,1691,-2,0
7,40,13,1692,-2,0
7,40,14,1693,-2,0
7,40,15,1694,-2,0
7,40,16,1695,-2,0
7,40,17,1696,-2,0
7,40,18,1697,-2,0
7,40,19,1698,-2,0
7,40,20,1699,-2,0
7,40,21,1700,-2,0
7,40,22,1701,-2,0
7,40,23,1702,-2,0
7,40,24,1703,-2,0
7,40,25,1704,-2,0
7,40,26,1705,-2,0
7,40,27,1706,-2,0
7,40,28,1707,-2,0
7,40,29,1708,-2,0
7,40,30,1709,-2,0
7,40,31,1710,-2,0
7,40,32,1711,-2,0
7,40,33,1712,-2,0
7,40,34,1713,-2,0
7,40,35,1714,-2,0
7,40,36,1715,-2,0
7,40,37,1716,-2,0
7,41,1,1717,-2,2
7,41,2,1718,-2,2
7,41,3,1719,-2,2
7,41,4,1720,-2,2
7,41,5,1721,-2,2
7,41,6,1722,-2,2
7,41,7,1723,-2,2
7,41,8,1724,-2,2
7,41,9,1725,-2,2
7,41,10,1726,-2,2
7,41,11,1727,-2,2
7,41,12,1728,-2,2
7,41,13,1729,-2,2
7,41,14,1730,-2,2
7,41,15,1731,-2,2
7,41,16,1732,-2,2
7,41,17,1733,-2,2
7,41,18,1734,-2,2
7,41,19,1735,-2,2
7,41,20,1736,-2,2
7,41,21,1737,-2,2
7,41,22,1738,-2,2
7,41,23,1739,-2,2
7,41,24,1740,-2,2
7,41,25,1741,-2,2
7,41,26,1742,-2,2
7,42,1,1741,-4,1
7,42,2,1742,-4,1
7,42,3,1743,-4,1
7,42,4,1744,-4,1
7,42,5,1745,-4,1
7,42,6,1746,-4,1
7,42,7,1747,-4,1
7,42,8,1748,-4,1
7,42,9,1749,-4,1
7,42,10,1750,-4,1
7,42,11,1751,-4,1
7,42,12,1752,-4,1
7,42,13,1753,-4,1
7,42,14,1754,-4,1
7,42,15,1755,-4,1
7,42,16,1756,-4,1
7,42,17,1757,-4,1
7,42,18,1758,-4,1
7,42,19,1759,-4,1
7,42,20,1760,-4,1
7,42,21,1761,-4,1
7,42,22,1762,-4,1
7,43,1,1765,-2,0
7,43,2,1766,-2,0
7,43,3,1767,-2,0
7,43,4,1768,-2,0
7,43,5,1769,-2,0
7,43,6,1770,-2,0
7,43,7,1771,-2,0
7,43,8,1772,-2,0
7,43,9,1773,-2,0
7,43,10,1774,-2,0
7,43,11,1775,-2,0
7,43,12,1776,-2,0
7,43,13,1777,-2,0
7,43,14,1778,-2,0
7,43,15,1779,-2,0
7,43,16,1780,-2,0
7,43,17,1781,-2,0
7,43,18,1782,-2,0
7,43,19,1783,-2,0
7,44,1,1784,-2,4
7,44,2,1785,-2,4
7,44,3,1786,-2,4
7,44,4,1787,-2,4
7,44,5,1788,-2,4
7,44,6,1789,-2,4
7,44,7,1790,-2,4
7,44,8,1791,-2,4
7,44,9,1792,-2,4
7,44,10,1793,-2,4
7,44,11,1794,-2,4
7,44,12,1795,-2,4
7,44,13,1796,-2,4
7,44,14,1797,-2,4
7,44,15,1798,-2,4
7,44,16,1799,-2,4
7,44,17,1800,-2,4
7,44,18,1801,-2,4
7,44,19,1802,-2,4
7,44,20,1803,-2,4
7,44,21,1804,-2,4
7,45,1,1805,-2,2
7,45,2,1806,-2,2
7,45,3,1807,-2,2
7,45,4,1808,-2,2
7,45,5,1809,-2,2
7,45,6,1810,-2,2
7,45,7,1811,-2,2
7,45,8,1812,-2,2
7,45,9,1813,-2,2
7,45,10,1814,-2,2
7,45,11,1815,-2,2
7,45,12,1816,-2,2
7,45,13,1817,-2,2
7,45,14,1818,-2,2
7,45,15,1819,-2,2
7,45,16,1820,-2,2
7,45,17,1821,-2,2
7,45,18,1822,-2,2
7,45,19,1823,-2,2
7,45,20,1824,-2,2
7,45,21,1825,-2,2
7,45,22,1826,-2,2
7,45,23,1827,-2,2
7,45,24,1828,-2,2
7,45,25,1829,-2,2
7,45,26,1830,-2,2
7,45,27,1831,-2,2
7,45,28,1832,-2,2
7,45,29,1833,-2,2
7,45,30,1834,-2,2
7,46,1,1835,-2,2
7,46,2,1836,-2,2
7,46,3,1837,-2,2
7,46,4,1838,-2,2
7,46,5,1839,-2,2
7,46,6,1840,-2,2
7,46,7,1841,-2,2
7,46,8,1842,-2,2
7,46,9,1843,-2,2
7,46,10,1844,-2,2
7,46,11,1845,-2,2
7,46,12,1846,-2,2
7,46,13,1847,-2,2
7,46,14,1848,-2,2
7,46,15,1849,-2,2
7,46,16,1850,-2,2
7,46,17,1851,-2,2
7,46,18,1852,-2,2
7,46,19,1853,-2,2
7,46,20,1854,-2,2
7,46,21,1855,-2,2
7,46,22,1856,-2,2
7,46,23,1857,-2,2
7,46,24,1858,-2,2
7,46,25,1859,-2,2
7,46,26,1860,-2,2
7,46,27,1861,-2,2
7,47,1,1862,-2,2
7,47,2,1863,-2,2
7,47,3,1864,-2,2
7,47,4,1865,-2,2
7,47,5,1866,-2,2
7,47,6,1867,-2,2
7,47,7,1868,-2,2
7,47,8,1869,-2,2
7,47,9,1870,-2,2
7,47,10,1871,-2,2
7,47,11,1872,-2,2
7,47,12,1873,-2,2
7,47,13,1874,-2,2
7,47,14,1875,-2,2
7,47,15,1876,-2,2
7,47,16,1877,-2,2
7,47,17,1878,-2,2
7,47,18,1879,-2,2
7,47,19,1880,-2,2
7,47,20,1881,-2,2
7,47,21,1882,-2,2
7,47,22,1883,-2,2
7,47,23,1884,-2,2
7,47,24,1885,-2,2
7,48,1,1885,-3,4
7,48,2,1886,-3,4
7,48,3,1887,-3,4
7,48,4,1888,-3,4
7,48,5,1889,-3,4
7,48,6,1890,-3,4
7,48,7,1891,-3,4
7,48,8,1892,-3,4
7,48,9,1893,-3,4
7,48,10,1894,-3,4
7,48,11,1895,-3,4
7,48,12,1896,-3,4
7,48,13,1897,-3,4
7,48,14,1898,-3,4
7,48,15,1899,-3,4
7,48,16,1900,-3,4
7,48,17,1901,-3,4
7,48,18,1902,-3,4
7,48,19,1903,-3,4
7,48,20,1904,-3,4
7,48,21,1905,-3,4
7,48,22,1906,-3,4
7,48,23,1907,-3,4
7,48,24,1908,-3,4
7,48,25,1909,-3,4
7,48,26,1910,-3,4
7,48,27,1911,-3,4
7,48,28,1912,-3,4
7,48,29,1913,-3,4
7,48,30,1914,-3,4
7,48,31,1915,-3,4
7,48,32,1916,-3,4
7,48,33,1917,-3,4
7,48,34,1918,-3,4
7,48,35,1919,-3,4
7,48,36,1920,-3,4
7,48,37,1921,-3,4
7,48,38,1922,-3,4
7,48,39,1923,-3,4
7,48,40,1924,-3,4
7,48,41,1925,-3,4
7,49,1,1927,-2,4
7,49,2,1928,-2,4
7,49,3,1929,-2,4
7,49,4,1930,-2,4
7,49,5,1931,-2,4
7,49,6,1932,-2,4
7,49,7,1933,-2,4
7,49,8,1934,-2,4
7,49,9,1935,-2,4
7,49,10,1936,-2,4
7,49,11,1937,-2,4
7,49,12,1938,-2,4
7,49,13,1939,-2,4
7,49,14,1940,-2,4
7,49,15,1941,-2,4
7,49,16,1942,-2,4
7,49,17,1943,-2,4
7,49,18,1944,-2,4
7,49,19,1945,-2,4
7,49,20,1946,-2,4
7,49,21,1947,-2,4
7,49,22,1948,-2,4
7,49,23,1949,-2,4
7,49,24,1950,-2,4
7,49,25,1951,-2,4
7,49,26,1952,-2,4
7,49,27,1953,-2,4
7,49,28,1954,-2,4
7,49,29,1955,-2,4
7,49,30,1956,-2,4
7,49,31,1957,-2,4
7,49,32,1958,-2,4
7,49,33,1959,-2,4
7,49,34,1960,-2,4
7,49,35,1961,-2,4
7,49,36,1962,-2,4
7,49,37,1963,-2,4
7,49,38,1964,-2,4
7,49,39,1965,-2,4
7,50,1,1966,-2,2
7,50,2,1967,-2,2
7,50,3,1968,-2,2
7,50,4,1969,-2,2
7,50,5,1970,-2,2
7,50,6,1971,-2,2
7,50,7,1972,-2,2
7,50,8,1973,-2,2
7,50,9,1974,-2,2
7,50,10,1975,-2,2
7,50,11,1976,-2,2
7,50,12,1977,-2,2
7,50,13,1978,-2,2
7,50,14,1979,-2,2
7,50,15,1980,-2,2
7,51,1,1982,-1,5
7,51,2,1983,-1,5
7,51,3,1984,-1,5
7,51,4,1985,-1,5
7,51,5,1986,-1,5
7,51,6,1987,-1,5
7,51,7,1988,-1,5
7,51,8,1989,-1,5
7,51,9,1990,-1,5
7,51,10,1991,-1,5
7,51,11,1992,-1,5
7,51,12,1993,-1,5
7,51,13,1994,-1,5
7,51,14,1995,-1,5
7,51,15,1996,-1,5
7,51,16,1997,-1,5
7,51,17,1998,-1,5
7,51,18,1999,-1,5
7,51,19,2000,-1,5
7,51,20,2001,-1,5
7,51,21,2002,-1,5
7,52,1,2004,0,2
7,52,2,2005,0,2
7,52,3,2006,0,2
7,52,4,2007,0,2
7,52,5,2008,0,2
7,52,6,2009,0,2
7,52,7,2010,0,2
7,52,8,2011,0,2
7,52,9,2012,0,2
7,52,10,2013,0,2
7,52,11,2014,0,2
7,52,12,2015,0,2
7,52,13,2016,0,2
7,52,14,2017,0,2
7,52,15,2018,0,2
7,52,16,2019,0,2
7,52,17,2020,0,2
7,52,18,2021,0,2
7,52,19,2022,0,2
7,52,20,2023,0,2
7,52,21,2024,0,2
7,52,22,2025,0,2
7,52,23,2026,0,2
7,52,24,2027,0,2
7,52,25,2028,0,2
7,52,26,2029,0,2
7,52,27,2030,0,2
7,52,28,2031,0,2
7,52,29,2032,0,2
7,52,30,2033,0,2
7,52,31,2034,0,2
7,52,32,2035,0,2
7,52,33,2036,0,2
7,52,34,2037,0,2
7,52,35,2038,0,2
7,52,36,2039,0,2
7,52,37,2040,0,2
7,52,38,2041,0,2
7,52,39,2042,0,2
7,52,40,2043,0,2
7,52,41,2044,0,2
7,52,42,2045,0,2
7,52,43,2046,0,2
7,52,44,2047,0,2
7,52,45,2048,0,2
7,53,1,2049,0,2
7,53,2,2050,0,2
7,53,3,2051,0,2
7,53,4,2052,0,2
7,53,5,2053,0,2
7,53,6,2054,0,2
7,53,7,2055,0,2
7,53,8,2056,0,2
7,53,9,2057,0,2
7,53,10,2058,0,2
7,53,11,2059,0,2
7,53,12,2060,0,2
7,53,13,2061,0,2
7,53,14,2062,0,2
7,53,15,2063,0,2
7,53,16,2064,0,2
7,53,17,2065,0,2
7,53,18,2066,0,2
7,53,19,2067,0,2
7,53,20,2068,0,2
7,53,21,2069,0,2
7,53,22,2070,0,2
7,53,23,2071,0,2
7,54,1,2073,1,5
7,54,2,2074,1,5
7,54,3,2075,1,5
7,54,4,2076,1,5
7,54,5,2077,1,5
7,54,6,2078,1,5
7,54,7,2079,1,5
7,54,8,2080,1,5
7,54,9,2081,1,5
7,54,10,2082,1,5
7,54,11,2083,1,5
7,54,12,2084,1,5
7,54,13,2085,1,5
7,54,14,2086,1,5
7,54,15,2087,1,5
7,54,16,2088,1,5
7,54,17,2089,1,5
7,54,18,2090,1,5
7,54,19,2091,1,5
7,54,20,2092,1,5
7,54,21,2093,1,5
7,54,22,2094,1,5
7,54,23,2095,1,5
7,54,24,2096,1,5
7,54,25,2097,1,5
7,54,26,2098,1,5
7,54,27,2099,1,5
7,54,28,2100,1,5
7,54,29,2101,1,5
7,54,30,2102,1,5
7,54,31,2103,1,5
7,54,32,2104,1,5
7,54,33,2105,1,5
7,54,34,2106,1,5
7,54,35,2107,1,5
7,54,36,2108,1,5
7,54,37,2109,1,5
7,54,38,2110,1,5
7,54,39,2111,1,5
7,54,40,2112,1,5
7,54,41,2113,1,5
7,54,42,2114,1,5
7,54,43,2115,1,5
7,54,44,2116,1,5
7,54,45,2117,1,5
7,54,46,2118,1,5
7,54,47,2119,1,5
7,54,48,2120,1,5
7,54,49,2121,1,5
7,54,50,2122,1,5
7,54,51,2123,1,5
7,54,52,2124,1,5
7,54,53,2125,1,5
7,54,54,2126,1,5
7,54,55,2127,1,5
