ref_id,L_id,page,headword_iast,headword_slp1,raw_tag,edition_cited,verse_num,quoted_iast,quoted_slp1,boesp2_verse_iast,boesp2_verse_slp1,evidence_tier,verdict,edition_swap_candidate,cascade_tier
H611-008299,89583,6-0901,vāñchā,vAYCA,Spr. 2387,I,2387,"tato vāñchā pravartate, yato vāñchā nivartate","tato vAYCA pravartate, yato vAYCA nivartate",,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008300,89583,6-0901,vāñchā,vAYCA,Spr.2772,I,2772,vāñchā nivartate nārthaiḥ,vAYCA nivartate nArTEH,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008301,89583,6-0901,vāñchā,vAYCA,Spr.1016,I,1016,yadi teṣu tavāsti vāñchā,yadi tezu tavAsti vAYCA,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008302,89583,6-0901,vāñchā,vAYCA,Spr.2773,I,2773,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008303,89583,6-0901,vāñchā,vAYCA,Spr. 2772,I,2772,˚vicchedana,˚vicCedana,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008304,89583,6-0901,vāñchā,vAYCA,Spr. 787,I,787,vyayamānaḥ svavāñchayā,vyayamAnaH svavAYCayA,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008305,89608,6-0903,vāḍava,vAqava,Spr. 794,I,794,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008306,89608,6-0903,vāḍava,vAqava,Spr.3214,I,3214,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008307,89608,6-0903,vāḍava,vAqava,Spr. 832,I,832,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008308,89613,6-0903,vāḍavāgni,vAqavAgni,Spr. (II) 130,II,130,vaḍavāgni,vaqavAgni,atitejasvyapi rājā pānāsakto na sādhayatyarthān  tṛṇamapi dagdhuṃ śakto na vāḍavāgniḥ pibannaniśam ,atitejasvyapi rAjA pAnAsakto na sADayatyarTAn  tfRamapi dagDuM Sakto na vAqavAgniH pibannaniSam ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-008309,89613,6-0903,vāḍavāgni,vAqavAgni,Spr. (II)203,II,203,,,adyāpi nojjhati haraḥ kila kālakūṭaṃ kūrmo bibharti dharaṇīṃ khalu pṛṣṭhabhāge  ambhonidhiḥ sahati duḥsahavāḍavāgnimaṅgīkṛtaṃ sukṛtinaḥ paripālayanti ,adyApi nojJati haraH kila kAlakUwaM kUrmo biBarti DaraRIM Kalu pfzWaBAge  amBoniDiH sahati duHsahavAqavAgnimaNgIkftaM sukftinaH paripAlayanti ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-008310,89633,6-0904,vāṇijya,vARijya,Spr. 1960,I,1960,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008311,89633,6-0904,vāṇijya,vARijya,Spr.2085,I,2085,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008312,89782,6-0912,vātābhra,vAtABra,Spr. 2775,I,2775,vātābhra,vAtABra,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008313,89792,6-0912,vātālī,vAtAlI,Spr. 1592,I,1592,kiṃ nāmotpātavātālī bāhubhyāṃ jātu badhyate,kiM nAmotpAtavAtAlI bAhuByAM jAtu baDyate,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008314,89794,6-0912,vātāśa,vAtASa,Spr. 4132,I,4132,āśa,ASa,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008315,89795,6-0912,vātāśin,vAtASin,Spr. 934,I,934,ā˚,A˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008316,89811,6-0913,vātula,vAtula,Spr. 2257,I,2257,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008317,89823,6-0914,vātyā,vAtyA,Spr.5320,I,5320,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008318,89832,6-0914,vātsalya,vAtsalya,Spr. 388,I,388,janmabhūmi˚,janmaBUmi˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008319,89846,6-0915,vāda,vAda,Spr. 1406,I,1406,sabhyetaravādacañcu,saByetaravAdacaYcu,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008320,89846,6-0915,vāda,vAda,Spr.2750,I,2750,piśunavādeṣu,piSunavAdezu,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008321,89846,6-0915,vāda,vAda,Spr. 2075,I,2075,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008322,89873,6-0917,vādin,vAdin,Spr. 3793,I,3793,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008323,89873,6-0917,vādin,vAdin,Spr.2075,I,2075,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008324,89881,6-0918,vādya,vAdya,Spr. 4889,I,4889,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008325,89881,6-0918,vādya,vAdya,Spr. 3991,I,3991,vīṇā˚,vIRA˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008326,89881,6-0918,vādya,vAdya,Spr. 4462,I,4462,svāṅge pīṭhe ca,svANge pIWe ca,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008327,89909,6-0920,vānara,vAnara,Spr. (II) 107,II,107,,,ajñātakulaśīle 'pi prītiṃ kurvanti vānarāḥ  ātmārthe ca na rodanti rodanti tvitare janāḥ ,ajYAtakulaSIle 'pi prItiM kurvanti vAnarAH  AtmArTe ca na rodanti rodanti tvitare janAH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-008328,89960,6-0923,vāpikā,vApikA,Spr. 1693,I,1693,vāpī,vApI,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008329,89960,6-0923,vāpikā,vApikA,Spr.3728,I,3728,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008330,89962,6-0923,vāpī,vApI,Spr.2733,I,2733,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008331,89962,6-0923,vāpī,vApI,Spr.4983,I,4983,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008332,89982,6-0925,vāmatā,vAmatA,Spr. 1230,I,1230,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008333,89982,6-0925,vāmatā,vAmatA,Spr.1761,I,1761,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008334,89991,6-0926,vāmana,vAmana,Spr. 4870,I,4870,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008335,90004,6-0928,vāmanīkar,vAmanIkar,Spr. 1053,I,1053,˚kṛta (viṣṇu),˚kfta (vizRu),,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008336,90004,6-0928,vāmanīkar,vAmanIkar,Spr.830,I,830,gāḍhāliṅganavāmanīkṛtakuca,gAQAliNganavAmanIkftakuca,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008337,90017,6-0928,vāmalocana,vAmalocana,Spr. 1520,I,1520,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008338,90059,6-0931,vāyasīkar,vAyasIkar,Spr. (II) 186,II,186,tvaramāṇena mūrkheṇa mayūro vāyasīkṛtaḥ,tvaramARena mUrKeRa mayUro vAyasIkftaH,atvarā sarvakāryeṣu tvarā kāryavināśinī  tvaramāṇena mūrkheṇa mayūro vāyasīkṛtaḥ ,atvarA sarvakAryezu tvarA kAryavinASinI  tvaramARena mUrKeRa mayUro vAyasIkftaH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-008339,90101,6-0933,vāyubhakṣaka,vAyuBakzaka,Spr. 2131,I,2131,vāyubhakṣa,vAyuBakza,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008340,90133,6-0934,vār,vAr,Spr. (II) 546,II,546,vārām,vArAm,ayaṃ vārāmeko nilaya iti ratnākara iti śrito 'smābhistṛṣṇātaralitamanobhirjalanidhiḥ  ka evaṃ jānīte nijakarapuṭīkoṭaragataṃ kṣaṇādenaṃ tāmyattimimakaramāpāsyati muniḥ ,ayaM vArAmeko nilaya iti ratnAkara iti Srito 'smABistfzRAtaralitamanoBirjalaniDiH  ka evaM jAnIte nijakarapuwIkowaragataM kzaRAdenaM tAmyattimimakaramApAsyati muniH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-008341,90193,6-0939,vāravilāsinī,vAravilAsinI,Spr. 3167,I,3167,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008342,90197,6-0939,vārāṅganā,vArANganA,Spr. 3132,I,3132,vārāṅganā,vArANganA,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008343,90199,6-0939,vārāṇasī,vArARasI,Spr. 920,I,920,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008344,90228,6-0941,vārija,vArija,Spr. 2973,I,2973,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008345,90235,6-0941,vārida,vArida,Spr. 1332,I,1332,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008346,90235,6-0941,vārida,vArida,Spr.1840,I,1840,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008347,90235,6-0941,vārida,vArida,Spr.2776,I,2776,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008348,90235,6-0941,vārida,vArida,Spr.4891,I,4891,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008349,90237,6-0942,vāridhara,vAriDara,Spr. 1335,I,1335,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008350,90237,6-0942,vāridhara,vAriDara,Spr.2522,I,2522,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008351,90237,6-0942,vāridhara,vAriDara,Spr.4812,I,4812,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008352,90241,6-0942,vāridhārā,vAriDArA,Spr. 737,I,737,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008353,90245,6-0942,vārinidhi,vAriniDi,Spr. 4992,I,4992,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008354,90265,6-0943,vārirāśi,vArirASi,Spr. 1823,I,1823,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008355,90265,6-0943,vārirāśi,vArirASi,Spr.2486,I,2486,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008356,90276,6-0943,vārivāha,vArivAha,Spr. 661,I,661,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008357,90276,6-0943,vārivāha,vArivAha,Spr.2354,I,2354,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008358,90277,6-0943,vārivāhaka,vArivAhaka,Spr. 713,I,713,vārivāhaka,vArivAhaka,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008359,90290,6-0943,vārīy,vArIy,Spr. 899,I,899,vārīyate,vArIyate,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008360,90297,6-0944,vāruṇa,vAruRa,Spr. 600,I,600,vāruṇī,vAruRI,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008361,90297,6-0944,vāruṇa,vAruRa,Spr.4933,I,4933,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008362,90297,6-0944,vāruṇa,vAruRa,Spr. 3355,I,3355,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008363,90297,6-0944,vāruṇa,vAruRa,Spr. 600,I,600,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008364,90297,6-0944,vāruṇa,vAruRa,Spr.4933,I,4933,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008365,90346,6-0947,vārtta,vArtta,Spr. 3045,I,3045,śrutvā sāṃgrāmikīṃ vārttāṃ bhaviṣyāṃ svāminaṃ prati,SrutvA sAMgrAmikIM vArttAM BavizyAM svAminaM prati,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008366,90346,6-0947,vārtta,vArtta,Spr. 4882,I,4882,vārttāṃ ko 'pi na pṛcchati,vArttAM ko 'pi na pfcCati,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008367,90346,6-0947,vārtta,vArtta,Spr. 580,I,580,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008368,90346,6-0947,vārtta,vArtta,Spr.4205,I,4205,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008369,90346,6-0947,vārtta,vArtta,Spr. 2701,I,2701,kathā,kaTA,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008370,90346,6-0947,vārtta,vArtta,Spr.5309,I,5309,tatra vārttā śīlatṛṇasya kā,tatra vArttA SIlatfRasya kA,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008371,90346,6-0947,vārtta,vArtta,Spr.1690,I,1690,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008372,90346,6-0947,vārtta,vArtta,Spr. 2355,I,2355,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008373,90375,6-0949,vārddhaka,vArdDaka,Spr. 4928,I,4928,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008374,90375,6-0949,vārddhaka,vArdDaka,Spr.4997,I,4997,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008375,90375,6-0949,vārddhaka,vArdDaka,Spr.5373,I,5373,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008376,90387,6-0950,vārdhi,vArDi,Spr. (II) 345,II,345,,,antarlīnabhujaṃgamaṃ gṛhamiva vyālākulaṃ vā vanaṃ grāhākīrṇamivābhirāmakamalacchāyāsanāthaṃ saraḥ  nānāduṣṭajanairasatyavacanaiḥ kṣudrairanāryairvṛtaṃ duḥkheneha vigāhyate pracakitai rājñāṃ gṛhaṃ vārdhivat ,antarlInaBujaMgamaM gfhamiva vyAlAkulaM vA vanaM grAhAkIrRamivABirAmakamalacCAyAsanATaM saraH  nAnAduzwajanErasatyavacanEH kzudrEranAryErvftaM duHKeneha vigAhyate pracakitE rAjYAM gfhaM vArDivat ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-008377,90436,6-0952,vārṣika,vArzika,Spr. 2781,I,2781,vārṣikāṃścaturo māsān,vArzikAMScaturo mAsAn,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008378,90436,6-0952,vārṣika,vArzika,Spr.4037,I,4037,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008379,90436,6-0952,vārṣika,vArzika,Spr. 2182,I,2182,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008380,90456,6-0955,vāladhipriya,vAlaDipriya,Spr. 2656,I,2656,upaladhipriya,upalaDipriya,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008381,90486,6-0956,vāluka,vAluka,Spr. 5079,I,5079,˚setu,˚setu,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008382,90523,6-0958,vāś,vAS,Spr. 4594,I,4594,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008383,90557,6-0963,vāsagṛha,vAsagfha,Spr. 3010,I,3010,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008384,90575,6-0964,vāsabhavana,vAsaBavana,Spr. 1230,I,1230,vāsabhavana,vAsaBavana,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008385,90578,6-0964,vāsay,vAsay,Spr. (II) 118,II,118,añjalisthāni puṣpāṇi vāsayanti karadvayam,aYjalisTAni puzpARi vAsayanti karadvayam,añjalisthāni puṣpāṇi vāsayanti karadvayam  aho sumanasāṃ prītirvāmadakṣiṇayoḥ samā ,aYjalisTAni puzpARi vAsayanti karadvayam  aho sumanasAM prItirvAmadakziRayoH samA ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-008386,90578,6-0964,vāsay,vAsay,Spr. 551,I,551,ekenāpi suvṛkṣeṇa puṣpitena sugandhinā | vāsitaṃ tadvanaṃ sarvaṃ suputreṇa kulaṃ yathā ||,ekenApi suvfkzeRa puzpitena suganDinA . vAsitaM tadvanaM sarvaM suputreRa kulaM yaTA ..,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008387,90583,6-0965,vāsara,vAsara,Spr. 2989,I,2989,"vāsarānte, niśānte","vAsarAnte, niSAnte",,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008388,90583,6-0965,vāsara,vAsara,Spr. 2905,I,2905,vyakte 'pi vāsare,vyakte 'pi vAsare,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008389,90583,6-0965,vāsara,vAsara,Spr.2519,I,2519,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008390,90583,6-0965,vāsara,vAsara,Spr. 3979,I,3979,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008391,90583,6-0965,vāsara,vAsara,Spr. 634,I,634,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008392,90640,6-0970,vāsuki,vAsuki,Spr. 2131,I,2131,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008393,90660,6-0971,vāsobhṛt,vAsoBft,Spr. 3359,I,3359,māñjiṣṭha˚,mAYjizWa˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008394,90667,6-0972,vāstavya,vAstavya,Spr. 2928,I,2928,vastavya,vastavya,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008395,90669,6-0972,vāstu,vAstu,Spr. 5038,I,5038,vāstujaṃ vairam,vAstujaM vEram,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008396,90669,6-0972,vāstu,vAstu,Spr. 2491,I,2491,raveraviṣaye vāstu kiṃ na dīpaḥ prakāśayet,raveravizaye vAstu kiM na dIpaH prakASayet,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008397,90702,6-0974,vāha,vAha,Spr. 1570,I,1570,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008398,90702,6-0974,vāha,vAha,Spr. 3812,I,3812,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008399,90708,6-0975,vāhana,vAhana,Spr. 5408,I,5408,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008400,90708,6-0975,vāhana,vAhana,Spr. 768,I,768,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008401,90708,6-0975,vāhana,vAhana,Spr. 4423,I,4423,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008402,90708,6-0975,vāhana,vAhana,Spr. 3174,I,3174,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008403,90727,6-0976,vāhin,vAhin,Spr. 4423,I,4423,śīghra˚,SIGra˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008404,90727,6-0976,vāhin,vAhin,Spr. 1576,I,1576,bhāra˚,BAra˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008405,90727,6-0976,vāhin,vAhin,Spr.4780,I,4780,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008406,90727,6-0976,vāhin,vAhin,Spr. 1908,I,1908,kusumusaugandhya˚,kusumusOganDya˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008407,90727,6-0976,vāhin,vAhin,Spr. 692,I,692,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008408,90727,6-0976,vāhin,vAhin,Spr.3272,I,3272,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008409,90750,6-0979,viṃśati,viMSati,Spr. 4631,I,4631,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008410,90772,6-0980,vikaca,vikaca,Spr. 2840,I,2840,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008411,90772,6-0980,vikaca,vikaca,Spr.4173,I,4173,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008412,90773,6-0980,vikacay,vikacay,Spr. 2601,I,2601,vikacita,vikacita,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008413,90775,6-0980,vikacīkar,vikacIkar,Spr. 1692,I,1692,padmākaraṃ dinakaro vikacīkaroti,padmAkaraM dinakaro vikacIkaroti,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008414,90778,6-0980,vikaṭa,vikawa,Spr. (II) 1504,II,1504,antarlalāṭasaṃpuṭavikaṭākṣaramālikā,antarlalAwasaMpuwavikawAkzaramAlikA,kaḥ prārthito 'pi dāsyati tṛṇatuṣaparimāṇamātramapyadhikam  antarlalāṭasaṃpuṭavikaṭākṣaramālikāṃ muktvā ,kaH prArTito 'pi dAsyati tfRatuzaparimARamAtramapyaDikam  antarlalAwasaMpuwavikawAkzaramAlikAM muktvA ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-008415,90791,6-0981,vikatthana,vikatTana,Spr. 1919,I,1919,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008416,90791,6-0981,vikatthana,vikatTana,Spr.3137,I,3137,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008417,90793,6-0982,vikatthin,vikatTin,Spr. 2874,I,2874,a˚,a˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008418,90806,6-0982,vikarṇa,vikarRa,Spr. 3915,I,3915,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008419,90818,6-0983,vikarṣaṇa,vikarzaRa,Spr. 1885,I,1885,aṅga˚,aNga˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008420,90819,6-0984,vikala,vikala,Spr. 1113,I,1113,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008421,90819,6-0984,vikala,vikala,Spr.2518,I,2518,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008422,90819,6-0984,vikala,vikala,Spr. (II) 1168,II,1168,˚raśmi,˚raSmi,uḍugaṇaparivāro nāyako 'pyoṣadhīnā- mamṛtamayaśarīraḥ kāntiyukto 'pi candraḥ  bhavati vikalaraśmiḥ maṇḍalaṃ prāpya bhānoḥ parasadanamupetaḥ ko na yāto laghutvam ,uqugaRaparivAro nAyako 'pyozaDInA- mamftamayaSarIraH kAntiyukto 'pi candraH  Bavati vikalaraSmiH maRqalaM prApya BAnoH parasadanamupetaH ko na yAto laGutvam ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-008423,90819,6-0984,vikala,vikala,Spr. 1737,I,1737,parjanya,parjanya,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008424,90819,6-0984,vikala,vikala,Spr. (II) 1360,II,1360,kalā,kalA,ekataḥ sakalā vidyā cāturyaṃ punarekataḥ  cāturyeṇa vinākṛtyā sakalā vikalā kalā ,ekataH sakalA vidyA cAturyaM punarekataH  cAturyeRa vinAkftyA sakalA vikalA kalA ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-008425,90819,6-0984,vikala,vikala,Spr. 729,I,729,puccha˚,pucCa˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008426,90819,6-0984,vikala,vikala,Spr.1662,I,1662,pakṣa˚,pakza˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008427,90819,6-0984,vikala,vikala,Spr. 2708,I,2708,kalaṅka˚,kalaNka˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008428,90819,6-0984,vikala,vikala,Spr.3259,I,3259,kulakuśalaśīla˚,kulakuSalaSIla˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008429,90819,6-0984,vikala,vikala,Spr.4965,I,4965,śravaṇavikalaṃ śrotrayugalam,SravaRavikalaM Srotrayugalam,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-008430,90819,6-0984,vikala,vikala,Spr. 1019,I,1019,indriyāṇi,indriyARi,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
