ref_id,L_id,page,headword_iast,headword_slp1,raw_tag,edition_cited,verse_num,quoted_iast,quoted_slp1,boesp2_verse_iast,boesp2_verse_slp1,evidence_tier,verdict,edition_swap_candidate,cascade_tier
H611-009689,96297,6-1444,vyapatrapā,vyapatrapA,Spr. (II) 1019,II,1019,ā,A,ārjavena naraṃ yuktamārjavātsvavyapatrapam  aśaktaṃ manyamānāstu dharṣayanti kubuddhayaḥ ,Arjavena naraM yuktamArjavAtsvavyapatrapam  aSaktaM manyamAnAstu Darzayanti kubudDayaH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009690,96298,6-1444,vyapadeśa,vyapadeSa,Spr. 2910,I,2910,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009691,96324,6-1446,vyabhicāra,vyaBicAra,Spr. 5338,I,5338,˚vivarjita,˚vivarjita,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009692,96328,6-1447,vyabhicārin,vyaBicArin,Spr. 2374,I,2374,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009693,96328,6-1447,vyabhicārin,vyaBicArin,Spr. 3279,I,3279,siddhi,sidDi,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009694,96328,6-1447,vyabhicārin,vyaBicArin,Spr. 1651,I,1651,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009695,96328,6-1447,vyabhicārin,vyaBicArin,Spr. (II) 1330,II,1330,,,ṛṇakartā pitā śatrurmātā ca vyabhicāriṇī  bhāryā rūpavatī śatruḥ putraḥ śatrurapaṇḍitaḥ ,fRakartA pitA SatrurmAtA ca vyaBicAriRI  BAryA rUpavatI SatruH putraH SatrurapaRqitaH ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009696,96328,6-1447,vyabhicārin,vyaBicArin,Spr. (II) 296,II,296,mitra,mitra,anindā parakṛtyeṣu svadharmaparipālanam  kṛpaṇeṣu dayālutvaṃ sarvatra madhutra madhurā giraḥ  prāṇairapyupakāritvaṃ mitrāyāvyabhicāriṇe  gṛhāgate pariṣvaṅgaḥ śaktyā dānaṃ sahiṣṇutā  bandhubhirbandhusaṃyogaḥ svajane svaditāni ca  taccittānuvidhāyitvamiti vṛttaṃ mahātmanām ,anindA parakftyezu svaDarmaparipAlanam  kfpaRezu dayAlutvaM sarvatra maDutra maDurA giraH  prARErapyupakAritvaM mitrAyAvyaBicAriRe  gfhAgate parizvaNgaH SaktyA dAnaM sahizRutA  banDuBirbanDusaMyogaH svajane svaditAni ca  taccittAnuviDAyitvamiti vfttaM mahAtmanAm ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009697,96335,6-1448,vyaya,vyaya,Spr. (II) 479,II,479,(kāryāṇi) samavyayaphalāni,(kAryARi) samavyayaPalAni,aphalāni durantāni samavyayaphalāni ca  aśakyāni ca kāryāṇi nārabheta vicakṣaṇaḥ ,aPalAni durantAni samavyayaPalAni ca  aSakyAni ca kAryARi nAraBeta vicakzaRaH ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009698,96335,6-1448,vyaya,vyaya,Spr. 2036,I,2036,jīvita˚,jIvita˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009699,96335,6-1448,vyaya,vyaya,Spr. (II) 1487,II,1487,vittasya (vibhūṣaṇaṃ) pātre vyayaḥ,vittasya (viBUzaRaM) pAtre vyayaH,aiśvaryasya vibhūṣaṇaṃ sujanatā śauryasya vāksaṃyamo jñānasyopaśamaḥ kulasya vinayo vittasya pātre vyayaḥ  akrodhastapasaḥ kṣamā prabhaviturdharmasya nirvyājatā sarveṣāmapi sarvakāraṇamidaṃ śīlaṃ paraṃ bhūṣaṇam ,ESvaryasya viBUzaRaM sujanatA SOryasya vAksaMyamo jYAnasyopaSamaH kulasya vinayo vittasya pAtre vyayaH  akroDastapasaH kzamA praBaviturDarmasya nirvyAjatA sarvezAmapi sarvakAraRamidaM SIlaM paraM BUzaRam ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009700,96335,6-1448,vyaya,vyaya,Spr. 2380,I,2380,nijavittavyayabhayam,nijavittavyayaBayam,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009701,96335,6-1448,vyaya,vyaya,Spr. 2667,I,2667,lāvaṇyadraviṇa˚,lAvaRyadraviRa˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009702,96335,6-1448,vyaya,vyaya,Spr. 5140,I,5140,vyaye cāmuktahastā,vyaye cAmuktahastA,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009703,96335,6-1448,vyaya,vyaya,Spr. (II) 605,II,605,āye vyaye mahadduḥkham,Aye vyaye mahadduHKam,arthānāmarjane duḥkhamarjitānāṃ ca rakṣaṇe  āye vyaye mahadduḥkhaṃ kathamarthāḥ sukhāvahāḥ ,arTAnAmarjane duHKamarjitAnAM ca rakzaRe  Aye vyaye mahadduHKaM kaTamarTAH suKAvahAH ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009704,96335,6-1448,vyaya,vyaya,Spr. 2222,I,2222,svalpa˚,svalpa˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009705,96335,6-1448,vyaya,vyaya,Spr.5394,I,5394,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009706,96335,6-1448,vyaya,vyaya,Spr. (II) 154,II,154,ati˚,ati˚,ativyayo 'napekṣā ca tathārjanamadharmataḥ  moṣaṇaṃ dūrasaṃsthānaṃ kośavyasanamucyate ,ativyayo 'napekzA ca taTArjanamaDarmataH  mozaRaM dUrasaMsTAnaM koSavyasanamucyate ,headword,mismatch,,curated edition e-texts (boesp2 typed digitization)
H611-009707,96335,6-1448,vyaya,vyaya,Spr. (II)1959,II,1959,,,kratau vivāhe vyasane ripukṣaye yaśaskare karmaṇi mitrasaṃgrahe  priyāsu nārīṣvadhaneṣu bāndhaveṣvativyayo nāsti narādhipāṣṭasu ,kratO vivAhe vyasane ripukzaye yaSaskare karmaRi mitrasaMgrahe  priyAsu nArIzvaDanezu bAnDavezvativyayo nAsti narADipAzwasu ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009708,96335,6-1448,vyaya,vyaya,Spr. 3132,I,3132,nityavyayā,nityavyayA,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009709,96343,6-1449,vyayaśīla,vyayaSIla,Spr. (II) 114,II,114,vyayaśīla,vyayaSIla,ajño yo vyayaśīlaśca anāthaḥ kalahapriyaḥ  āturaḥ sarvabhakṣī ca naraḥ śīghraṃ vinaśyati ,ajYo yo vyayaSIlaSca anATaH kalahapriyaH  AturaH sarvaBakzI ca naraH SIGraM vinaSyati ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009710,96346,6-1449,vyayin,vyayin,Spr. 2560,I,2560,udaya˚,udaya˚,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009711,96350,6-1449,vyartha,vyarTa,Spr. (II) 2377,II,2377,,,jātaḥ kūrmaḥ sa ekaḥ pṛthu bhuvanabharāyārpitaṃ yena pṛṣṭhaṃ ślāghyaṃ janma dhruvasya bhramati niyamitaṃ yatra tejasvi cakram  saṃjātavyarthapakṣāḥ parahitakaraṇenopariṣṭānna cādho brahmāṇḍodumbarāntarmaśakavadapare jantavo jātanaṣṭāḥ ,jAtaH kUrmaH sa ekaH pfTu BuvanaBarAyArpitaM yena pfzWaM SlAGyaM janma Druvasya Bramati niyamitaM yatra tejasvi cakram  saMjAtavyarTapakzAH parahitakaraRenoparizwAnna cADo brahmARqodumbarAntarmaSakavadapare jantavo jAtanazwAH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009712,96350,6-1449,vyartha,vyarTa,Spr. (II) 2964,II,2964,tasya janma vyartham,tasya janma vyarTam,deśāntareṣu bahuvidhabhāṣāveṣādi yena na jñātam  bhramatā dharaṇīpṛṣṭhe tasya phalaṃ janmano vyartham ,deSAntarezu bahuviDaBAzAvezAdi yena na jYAtam  BramatA DaraRIpfzWe tasya PalaM janmano vyarTam ,lemma,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009713,96350,6-1449,vyartha,vyarTa,Spr. (II)2670,II,2670,vyartham,vyarTam,tvayi mayi cānyatraiko viṣṇurvyarthaṃ kupyasi mayyasahiṣṇuḥ  sarvaṃ paśyātmanyātmānaṃ sarvatrotsṛja bhedajñānam ,tvayi mayi cAnyatrEko vizRurvyarTaM kupyasi mayyasahizRuH  sarvaM paSyAtmanyAtmAnaM sarvatrotsfja BedajYAnam ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009714,96350,6-1449,vyartha,vyarTa,Spr. 2183,I,2183,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009715,96350,6-1449,vyartha,vyarTa,Spr. (II) 3068,II,3068,,,dhanena balavā~lloko dhanādbhavati paṇḍitaḥ  paśyemaṃ mūṣakaṃ vyarthaṃ svajātisamatāṃ gatam ,Danena balavA~lloko DanAdBavati paRqitaH  paSyemaM mUzakaM vyarTaM svajAtisamatAM gatam ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009716,96356,6-1450,vyalīka,vyalIka,Spr. (II) 1818,II,1818,kurvannapi vyalīkāni,kurvannapi vyalIkAni,kurvannapi vyalīkāni yaḥ priyaḥ priya eva saḥ  anekadoṣaduṣṭo 'pi kāyaḥ kasya na vallabhaḥ ,kurvannapi vyalIkAni yaH priyaH priya eva saH  anekadozaduzwo 'pi kAyaH kasya na vallaBaH ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009717,96356,6-1450,vyalīka,vyalIka,Spr. (II) 1505,II,1505,˚kathā,˚kaTA,kaṭhinahṛdaye muñca bhrāntiṃ vyalīkakathāśritāṃ piśunavacanairduḥkhaṃ netuṃ na yuktamimaṃ janam  kimidamatha vā satyaṃ mugdhe tvayādya viniścitaṃ yadabhirucitaṃ tanme kṛtvā priye sukhamāsyatām ,kaWinahfdaye muYca BrAntiM vyalIkakaTASritAM piSunavacanErduHKaM netuM na yuktamimaM janam  kimidamaTa vA satyaM mugDe tvayAdya viniScitaM yadaBirucitaM tanme kftvA priye suKamAsyatAm ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009718,96356,6-1450,vyalīka,vyalIka,Spr. 3208,I,3208,na vyalīkaṃ vadet,na vyalIkaM vadet,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009719,96380,6-1452,vyavasāya,vyavasAya,Spr. (II) 1082,II,1082,,,āhāro dviguṇaḥ strīṇāṃ buddhistāsāṃ caturguṇā  ṣaḍguṇo vyavasāyaśca kāmaścāṣṭaguṇaḥ smṛtaḥ ,AhAro dviguRaH strIRAM budDistAsAM caturguRA  zaqguRo vyavasAyaSca kAmaScAzwaguRaH smftaH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009720,96380,6-1452,vyavasāya,vyavasAya,Spr. (II)1599,II,1599,,,kaṣṭā vṛttiḥ parādhīnā kaṣṭo vāso nirāśrayaḥ  nirdhano vyavasāyaśca sarvakaṣṭā daridratā ,kazwA vfttiH parADInA kazwo vAso nirASrayaH  nirDano vyavasAyaSca sarvakazwA daridratA ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009721,96380,6-1452,vyavasāya,vyavasAya,Spr. (II)2532,II,2532,,,tādṛśī jāyate buddhirvyavasāyo 'pi tādṛśaḥ  sahāyāstādṛśā eva yādṛśī bhavitavyatā ,tAdfSI jAyate budDirvyavasAyo 'pi tAdfSaH  sahAyAstAdfSA eva yAdfSI BavitavyatA ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009722,96380,6-1452,vyavasāya,vyavasAya,Spr. (II)3408,II,3408,,,nalinīvāmbusaṃpattyā buddhyā śrīḥ paripālyate  utthānavyavasāyābhyāṃ vistāramupanīyate ,nalinIvAmbusaMpattyA budDyA SrIH paripAlyate  utTAnavyavasAyAByAM vistAramupanIyate ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009723,96380,6-1452,vyavasāya,vyavasAya,Spr. (II)4634,II,4634,,,bhogāstuṅgataraṃgabhaṅgacapalāḥ prāṇāḥ kṣaṇadhvaṃsinaḥ stokānyeva dināni yauvanasukhaṃ prītiḥ priyeṣvasthirā  tatsaṃsāramasāramave nikhilaṃ buddhvā budhā bodhane lokānugrahapeśalena manasā yatnaḥ samādhīyatām ,BogAstuNgataraMgaBaNgacapalAH prARAH kzaRaDvaMsinaH stokAnyeva dinAni yOvanasuKaM prItiH priyezvasTirA  tatsaMsAramasAramave niKilaM budDvA buDA boDane lokAnugrahapeSalena manasA yatnaH samADIyatAm ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009724,96380,6-1452,vyavasāya,vyavasAya,Spr. (II) 1545,II,1545,,,karotu nāma nītijño vyavasāyamitastataḥ  phalaṃ punastadeva syādyadvidhermanasi sthitam ,karotu nAma nItijYo vyavasAyamitastataH  PalaM punastadeva syAdyadviDermanasi sTitam ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009725,96380,6-1452,vyavasāya,vyavasAya,Spr. 4677,I,4677,bhoktuṃ puruṣakāreṇa duṣṭastriyamiva śriyam | vyavasāyaṃ sadaivecchet,BoktuM puruzakAreRa duzwastriyamiva Sriyam . vyavasAyaM sadEvecCet,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009726,96380,6-1452,vyavasāya,vyavasAya,Spr. 2861,I,2861,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009727,96382,6-1452,vyavasāyin,vyavasAyin,Spr. (II) 113,II,113,,,ajñebhyo granthinaḥ śreṣṭhā granthibhyo dhāriṇo varāḥ  dhāribhyo jñāninaḥ śreṣṭhā jñānibhyo vyavasāyinaḥ ,ajYeByo granTinaH SrezWA granTiByo DAriRo varAH  DAriByo jYAninaH SrezWA jYAniByo vyavasAyinaH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009728,96382,6-1452,vyavasāyin,vyavasAyin,Spr. (II)1926,II,1926,,,ko 'tibhāraḥ samarthānāṃ kiṃ dūraṃ vyavasāyinām  ko videśaḥ savidyānāṃ kaḥ paraḥ priyavādinām ,ko 'tiBAraH samarTAnAM kiM dUraM vyavasAyinAm  ko videSaH savidyAnAM kaH paraH priyavAdinAm ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009729,96382,6-1452,vyavasāyin,vyavasAyin,Spr. (II)2150,II,2150,,,guṇino na videśo 'sti na saṃtuṣṭasya cāsukham  dhīrasya ca vipannāsti nāsādhyaṃ vyavasāyinaḥ ,guRino na videSo 'sti na saMtuzwasya cAsuKam  DIrasya ca vipannAsti nAsADyaM vyavasAyinaH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009730,96382,6-1452,vyavasāyin,vyavasAyin,Spr. (II)2584,II,2584,,,tulyārthaṃ tulyasāmarthyaṃ marmajñaṃ vyavasāyinam  ardharājyaharaṃ bhṛtyaṃ yo na hanyātsa hanyate ,tulyArTaM tulyasAmarTyaM marmajYaM vyavasAyinam  arDarAjyaharaM BftyaM yo na hanyAtsa hanyate ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009731,96382,6-1452,vyavasāyin,vyavasAyin,Spr. (II) 706,II,706,,,avyavasāyinamalasaṃ daivaparaṃ sāhasācca parihīṇam  pramadeva hi vṛddhapatiṃ necchatyupagūhituṃ lakṣmīḥ ,avyavasAyinamalasaM dEvaparaM sAhasAcca parihIRam  pramadeva hi vfdDapatiM necCatyupagUhituM lakzmIH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009732,96384,6-1452,vyavasiti,vyavasiti,Spr. (II) 4022,II,4022,,,pāṇḍityaṃ madakhaṇḍanāvadhi kavitvaṃ sarvatoṣāvadhi tyāgaḥ sarvadhanāvadhiḥ paraparitrāṇaṃ śarīrāvadhi  sevā svāmiphalāvadhirvyavasitiḥ prārabdhalābhāvadhiḥ khyātiḥ kṣmāvalayāvadhirniravadhiḥ snehaḥ satāṃ sarvadā ,pARqityaM madaKaRqanAvaDi kavitvaM sarvatozAvaDi tyAgaH sarvaDanAvaDiH paraparitrARaM SarIrAvaDi  sevA svAmiPalAvaDirvyavasitiH prArabDalABAvaDiH KyAtiH kzmAvalayAvaDirniravaDiH snehaH satAM sarvadA ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009733,96386,6-1452,vyavasthā,vyavasTA,Spr. (II) 1409,II,1409,cintaya svavyavasthām,cintaya svavyavasTAm,ekībhūya sphuṭamiva kimapyācaradbhiḥ pralīnai- rebhirbhūtaiḥ smara kati kṛtāḥ svānta te vipralambhāḥ  tasmādeṣāṃ tyaja paricayaṃ cintaya svavyavasthā- mābhāṣaste kimu na viditaḥ paṇḍitaḥ khaṇḍitaḥ syāt ,ekIBUya sPuwamiva kimapyAcaradBiH pralInE- reBirBUtEH smara kati kftAH svAnta te vipralamBAH  tasmAdezAM tyaja paricayaM cintaya svavyavasTA- mABAzaste kimu na viditaH paRqitaH KaRqitaH syAt ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009734,96402,6-1454,vyavahartavya,vyavahartavya,Spr. (II) 483,II,483,na svecchaṃ,na svecCaM,abuddhvā cittamaprāpya viśrambhaṃ prabhaviṣṇuṣu  na svecchaṃ vyavahartavyamātmano bhūtimicchatā ,abudDvA cittamaprApya viSramBaM praBavizRuzu  na svecCaM vyavahartavyamAtmano BUtimicCatA ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009735,96403,6-1454,vyavahāra,vyavahAra,Spr. (II) 2387,II,2387,vyavahāraṃ parijñāya vadhyaḥ pūjyo 'tha vā bhavet,vyavahAraM parijYAya vaDyaH pUjyo 'Ta vA Bavet,jātimātreṇa kaścitkiṃ vadhyate pūjyate kvacit  vyavahāraṃ parijñāya vadhyaḥ pūjyo 'tha vā bhavet ,jAtimAtreRa kaScitkiM vaDyate pUjyate kvacit  vyavahAraM parijYAya vaDyaH pUjyo 'Ta vA Bavet ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009736,96403,6-1454,vyavahāra,vyavahAra,Spr. (II) 3189,II,3189,vyavahāreṇa mitrāṇi jāyante ripavastathā,vyavahAreRa mitrARi jAyante ripavastaTA,na kaścitkasyacinmitraṃ na kaścitkasyacidripuḥ  vyavahāreṇa mitrāṇi jāyante ripavastathā ,na kaScitkasyacinmitraM na kaScitkasyacidripuH  vyavahAreRa mitrARi jAyante ripavastaTA ,quote-exact,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009737,96403,6-1454,vyavahāra,vyavahAra,Spr. (II)2593,II,2593,,,tṛṇolkayā jñāyate jātarūpaṃ vṛttena bhadro vyavahāreṇa sādhuḥ  śūro bhayeṣvarthakṛcchreṣu dhīraḥ kṛcchrāsvāpatsu suhṛdaścārayaśca ,tfRolkayA jYAyate jAtarUpaM vfttena Badro vyavahAreRa sADuH  SUro BayezvarTakfcCrezu DIraH kfcCrAsvApatsu suhfdaScArayaSca ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009738,96403,6-1454,vyavahāra,vyavahAra,Spr. (II) 2111,II,2111,,,gīte nāṭye pāṭhe vāde saṃgrāme suratotsave  āhāre vyavahāre ca tyaktalajjaḥ sadā bhavet ,gIte nAwye pAWe vAde saMgrAme suratotsave  AhAre vyavahAre ca tyaktalajjaH sadA Bavet ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009739,96403,6-1454,vyavahāra,vyavahAra,Spr. (II)2216,II,2216,,,ghṛṇī rājā puṃścalī rājabhṛtyaḥ putro bhrātā vidhavā bālaputrā  senājīvī coddhṛtabhūtireva vyavahāreṣu varjanīyāḥ syurete ,GfRI rAjA puMScalI rAjaBftyaH putro BrAtA viDavA bAlaputrA  senAjIvI codDftaBUtireva vyavahArezu varjanIyAH syurete ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009740,96403,6-1454,vyavahāra,vyavahAra,Spr. (II)3042,II,3042,,,dhanadhānyaprayogeṣu tathā vidyāgameṣu ca  āhāre vyavahāre ca tyaktalajjaḥ sadā bhavet ,DanaDAnyaprayogezu taTA vidyAgamezu ca  AhAre vyavahAre ca tyaktalajjaH sadA Bavet ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009741,96403,6-1454,vyavahāra,vyavahAra,Spr. (II)3618,II,3618,,,nārājake janapade kaścidarthaḥ prasidhyati  vyavahārā na vartante dharmāḥ sajjanasevitāḥ ,nArAjake janapade kaScidarTaH prasiDyati  vyavahArA na vartante DarmAH sajjanasevitAH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009742,96403,6-1454,vyavahāra,vyavahAra,Spr. 5172,I,5172,vāṇijyaṃ vyavahāreṣu (śobhate),vARijyaM vyavahArezu (SoBate),,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009743,96403,6-1454,vyavahāra,vyavahAra,Spr. (II) 3425,II,3425,,,na vinā pārthivo bhṛtyairna bhṛtyāḥ pārthivaṃ vinā  teṣāṃ ca vyavahāro 'yaṃ parasparanibandhanaḥ ,na vinA pArTivo BftyErna BftyAH pArTivaM vinA  tezAM ca vyavahAro 'yaM parasparanibanDanaH ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009744,96403,6-1454,vyavahāra,vyavahAra,Spr. 4481,I,4481,"kṣetra˚, durvyavahāra, miśra˚, yathāvyavahāram, loka˚","kzetra˚, durvyavahAra, miSra˚, yaTAvyavahAram, loka˚",,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009745,96420,6-1456,vyavahāravant,vyavahAravant,Spr. 1987,I,1987,vyavahāra,vyavahAra,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009746,96429,6-1456,vyavahārin,vyavahArin,Spr. (II) 3639,II,3639,,,nārājake janapade siddhārthā vyavahāriṇaḥ  kathābhirabhirajyante kathāśīlāḥ kathāpriyaiḥ ,nArAjake janapade sidDArTA vyavahAriRaH  kaTABiraBirajyante kaTASIlAH kaTApriyEH ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009747,96447,6-1459,vyasanavant,vyasanavant,Spr. (II) 1950,II,1950,kośa˚,koSa˚,kośamūlo hi rājeti pravādaḥ sārvalaukikaḥ  etatsarvaṃ jahātīha kośavyasanavānnṛpaḥ ,koSamUlo hi rAjeti pravAdaH sArvalOkikaH  etatsarvaM jahAtIha koSavyasanavAnnfpaH ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009748,96450,6-1459,vyasanin,vyasanin,Spr. (II) 545,II,545,adbhuta˚,adButa˚,ambhodhiḥ sthalatāṃ sthalaṃ jaladhitāṃ dhūlīlavaḥ śailatāṃ merurmṛtkaṇatāṃ tṛṇaṃ kuliśatāṃ vajraṃ tṛṇaklībatām  vahniḥ śītalatāṃ himaṃ dahanatāmāyāti yasyecchayā līlādurlalitādbhutavyasanine daivāya tasmai namaḥ ,amBoDiH sTalatAM sTalaM jalaDitAM DUlIlavaH SElatAM merurmftkaRatAM tfRaM kuliSatAM vajraM tfRaklIbatAm  vahniH SItalatAM himaM dahanatAmAyAti yasyecCayA lIlAdurlalitAdButavyasanine dEvAya tasmE namaH ,quote-fuzzy,corroborated,,curated edition e-texts (boesp2 typed digitization)
H611-009749,96450,6-1459,vyasanin,vyasanin,Spr. (II) 23,II,23,,,akālasahamatyalpaṃ mūrkhavyasanināyakam  aguptaṃ bhīruyodhaṃ ca durgavyasanamucyate ,akAlasahamatyalpaM mUrKavyasaninAyakam  aguptaM BIruyoDaM ca durgavyasanamucyate ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009750,96450,6-1459,vyasanin,vyasanin,Spr. (II)639,II,639,,,alasaṃ mukharaṃ krūraṃ stabdhaṃ vyasaninaṃ śaṭham  asaṃtuṣṭamabhaktaṃ ca tyajedbhṛtyaṃ narādhipaḥ ,alasaM muKaraM krUraM stabDaM vyasaninaM SaWam  asaMtuzwamaBaktaM ca tyajedBftyaM narADipaH ,headword,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009751,96450,6-1459,vyasanin,vyasanin,Spr. (II)1801,II,1801,,,kuputro 'pi bhavetpuṃsāṃ hṛdayānandakārakaḥ  durvinītaḥ kurūpo 'pi mūrkho 'pi vyasanī khalaḥ ,kuputro 'pi BavetpuMsAM hfdayAnandakArakaH  durvinItaH kurUpo 'pi mUrKo 'pi vyasanI KalaH ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009752,96450,6-1459,vyasanin,vyasanin,Spr. (II)2715,II,2715,,,daridro vyasanī vṛddho vyādhito vikalastathā  patitaḥ kṛpaṇo vāpi strīṇāṃ bhartā parā gatiḥ ,daridro vyasanI vfdDo vyADito vikalastaTA  patitaH kfpaRo vApi strIRAM BartA parA gatiH ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009753,96450,6-1459,vyasanin,vyasanin,Spr. (II)3298,II,3298,,,na dṛṣṭapūrvaṃ pratyakṣaṃ paralokaṃ vidurbudhāḥ  āgamāṃstvanatikramya śraddhātavyaṃ bubhūṣatā ,na dfzwapUrvaM pratyakzaM paralokaM vidurbuDAH  AgamAMstvanatikramya SradDAtavyaM buBUzatA ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009754,96450,6-1459,vyasanin,vyasanin,Spr. (II)5041,II,5041,,,yatkiṃcidapi dātavyaṃ yācitenānasūyayā  utpatsyate hi tatpātraṃ yattārayati sarvataḥ ,yatkiMcidapi dAtavyaM yAcitenAnasUyayA  utpatsyate hi tatpAtraM yattArayati sarvataH ,none,unverified-no-quote,,curated edition e-texts (boesp2 typed digitization)
H611-009755,96450,6-1459,vyasanin,vyasanin,Spr. 2007,I,2007,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009756,96450,6-1459,vyasanin,vyasanin,Spr.5041,I,5041,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
H611-009757,96450,6-1459,vyasanin,vyasanin,Spr.5338,I,5338,,,,,none,range-only-unverifiable,,unresolved (no ed.I e-text; would require boesp1 scan tier)
