siglum	count	class	match_type	dcs_title	display_title
BreahmP.	1	primary	residue		
Prādi.	1	primary	residue		
DhūrtaiSaṃ.	1	primary	residue		
Saṃyuktāgama.	1	primary	residue		
PāñcT.	1	primary	residue		
Kāpphiṇā.	1	primary	residue		
PañcBR.	1	primary	residue		
KaṇḍanKhā.	1	primary	residue		
ManuBha.	1	primary	residue		
LanCandr.	1	primary	residue		
StayMā.	1	primary	residue		
Gaṇra.	1	primary	residue		
Alaṅkāra.	1	primary	residue		
VīdaMā.	1	primary	residue		
VedāntSīSūMañ.	1	primary	residue		
ManuBhl.	1	primary	residue		
ŚautaPra.	1	primary	residue		
KāśyāS.	1	primary	residue		
ŚāiśiŚi.	1	primary	residue		
Kāṭhakasaṅkalana.	1	primary	residue		
ŪrdhvPuU.	1	primary	residue		
VedāutKau.	1	primary	residue		
Bhāvanāvi.	1	primary	residue		
ŚlekaVār.	1	primary	residue		
PrātyabhiVi.	1	primary	residue		
MayūlMāli.	1	primary	residue		
ĀgaPtrā.	1	primary	residue		
NyāyraMā.	1	primary	residue		
AlanṃkāMañ.	1	primary	residue		
TāntpaṬ.	1	primary	residue		
BrahmSūbh.	1	primary	residue		
Buddhac.	1	primary	residue		
KāṭhaUBh.	1	primary	residue		
VikaraDeC.	1	primary	residue		
Śabdara.	1	primary	residue		
Ānandra.	1	primary	residue		
Śāstrdī.	1	primary	residue		
ŚikṣāSā.	1	primary	residue		
KāṭhāS.	1	primary	residue		
ṢaḍaviBr.	1	primary	residue		
Hastyāvur.	1	primary	residue		
TilāMañ.	1	primary	residue		
Sādhanamālā.	1	primary	residue		
Tantrvā.	1	primary	residue		
Delhi.	1	primary	residue		
PramāVāSvonVṛ.	1	primary	residue		
Ms.	1	primary	residue		
Ślokavār.	1	primary	residue		
PañcPa.	1	primary	residue		
ĀtamaTaVi.	1	primary	residue		
ĪśvāPraSū.	1	primary	residue		
Lalivi.	1	primary	residue		
SaravaMaSaṃ.	1	primary	residue		
MāVastuAva.	1	primary	residue		
SikṣāSa.	1	primary	residue		
TarkKāu.	1	primary	residue		
ŚivārkaMalā.	1	primary	residue		
Vīdā.	1	primary	residue		
Madī.	1	primary	residue		
Nīlavi.	1	primary	residue		
Anargharā.	1	primary	residue		
PraiVṛ.	1	primary	residue		
BṛParāSin.	1	primary	residue		
Śāliho.	1	primary	residue		
Kh.	1	primary	residue		
PūraPraSaṃ.	1	primary	residue		
ViviTī.	1	primary	residue		
Rāj.	1	primary	residue		
Māhavikā.	1	primary	residue		
ŚaṭBr.	1	primary	residue		
ŚāṅkāŚS.	1	primary	residue		
NyāṭyaŚā.	1	primary	residue		
ŚaṭTrayī.	1	primary	residue		
Mahāvī.	1	primary	residue		
MahāMā.	1	primary	residue		
AhbinBhā.	1	primary	residue		
BharataK.	1	primary	residue		
NānāithaMa.	1	primary	residue		
KathāsaSāg.	1	primary	residue		
LaŚabdeŚa.	1	primary	residue		
KāmC.	1	primary	residue		
KeśaKaTa.	1	primary	residue		
DuśKuC.	1	primary	residue		
PṛJābāU.	1	primary	residue		
TantrPaha.	1	primary	residue		
NyārKuA.	1	primary	residue		
BuddbaC.	1	primary	residue		
SiddāMu.	1	primary	residue		
NavahaMā.	1	primary	residue		
NyāyKnA.	1	primary	residue		
PratyabhiVl.	1	primary	residue		
PūrvettaVāNaMā.	1	primary	residue		
GaruCandr.	1	primary	residue		
RasGafi.	1	primary	residue		
VenāntKa.	1	primary	residue		
SūU.	1	primary	residue		
DhārK.	1	primary	residue		
VaīraBhā.	1	primary	residue		
SāvitrīU.	1	primary	residue		
Ślo.	1	primary	residue		
NayaMa.	1	primary	residue		
HaṃSaṃ.	1	primary	residue		
ManāBhā.	1	primary	residue		
ŚukaRaU.	1	primary	residue		
LaiitāTriBh.	1	primary	residue		
NayāyMañ.	1	primary	residue		
SṛṅgāBhū.	1	primary	residue		
ParabhāC.	1	primary	residue		
La.	1	primary	residue		
RāghuVa.	1	primary	residue		
MālaVikā.	1	primary	residue		
DaṇdaVi.	1	primary	residue		
KaṭhŚruU.	1	primary	residue		
HayaU.	1	primary	residue		
Svarameka.	1	primary	residue		
TāttvMu.	1	primary	residue		
YaktiSneha.	1	primary	residue		
ŚivākarMaDī.	1	primary	residue		
BarahmSi.	1	primary	residue		
NayāySu.	1	primary	residue		
Nyāyāṃr.	1	primary	residue		
AdvraiSi.	1	primary	residue		
ŚistrDī.	1	primary	residue		
VīraRā.	1	primary	residue		
AdiP.	1	primary	residue		
ViṣṇaDhaP.	1	primary	residue		
BhāṭṭCar.	1	primary	residue		
KātyU.	1	primary	residue		
AbidhKoBh.	1	primary	residue		
JMPJGM.	1	primary	residue		
ŚṛṅgāMāñ.	1	primary	residue		
Ṭīkā.	1	primary	residue		
Śiśuva.	1	primary	residue		
RāgaPāṇ.	1	primary	residue		
SimehāDvā.	1	primary	residue		
ŚūkraNī.	1	primary	residue		
ĀaṅkāMañ.	1	primary	residue		
KhaṇdanKhā.	1	primary	residue		
SaṅkhaLiDS.	1	primary	residue		
AlañkāKau.	1	primary	residue		
MahBhāsk.	1	primary	residue		
ŚṛngāPra.	1	primary	residue		
Lalitā.	1	primary	residue		
PāñcRaRa.	1	primary	residue		
MaiAnu.	1	primary	residue		
ŚāktiVā.	1	primary	residue		
Hastyāur.	1	primary	residue		
Dakṣa.	1	primary	residue		
HeuBiṬ.	1	primary	residue		
BrĀraU.	1	primary	residue		
Bhaṭṭabhā.	1	primary	residue		
BhāṭṭBhā.	1	primary	residue		
VetaPāñ.	1	primary	residue		
ParibhāṢe.	1	primary	residue		
PadarthaSaṃ.	1	primary	residue		
AhṅbuS.	1	primary	residue		
NalāBhyu.	1	primary	residue		
VIŚVALOK.	1	primary	residue		
Rāmāi.	1	primary	residue		
ŚṛṅgāMaṅ.	1	primary	residue		
AdyāRā.	1	primary	residue		
VIŚVALoK.	1	primary	residue		
KATRE.	1	primary	residue		
ĀpaŚs.	1	primary	residue		
ŚāṅkhāŚs.	1	primary	residue		
ChadaśCū.	1	primary	residue		
AītĀ.	1	primary	residue		
KālīU.	1	primary	residue		
ŚūryTāU.	1	primary	residue		
ṢaḍvīBr.	1	primary	residue		
DrāhyŚs.	1	primary	residue		
MānŚs.	1	primary	residue		
VārāGs.	1	primary	residue		
KātyŚs.	1	primary	residue		
RāmUTāU.	1	primary	residue		
Adyar.	1	primary	residue		
VaradottaratāpanīU.	1	primary	residue		
CanturCin.	1	primary	residue		
KaṭhŚṛU.	1	primary	residue		
Ṭippaṇī.	1	primary	residue		
Jaimibr.	1	primary	residue		
Gopbr.	1	primary	residue		
NāraPūTāU.	1	primary	residue		
ParaBrahmaU.	1	primary	residue		
Pw.	1	primary	residue		
KṛṣṇKa.	1	primary	residue		
BṛhasPaSm.	1	primary	residue		
NārāPaU.	1	primary	residue		
YatrāPra.	1	primary	residue		
BhāvanāVī.	1	primary	residue		
PṛthVīVi.	1	primary	residue		
ParamāKa.	1	primary	residue		
AṣṭātHṛ.	1	primary	residue		
ĀganiveGS.	1	primary	residue		
TārasāU.	1	primary	residue		
YogaŚiU.	1	primary	residue		
VāsudeU.	1	primary	residue		
SiddhTa.	1	primary	residue		
CāndrVaSū.	1	primary	residue		
LaMādhyaŚi.	1	primary	residue		
SivSū.	1	primary	residue		
Kirāta.	1	primary	residue		
HariVam.	1	primary	residue		
ŚākhāŚS.	1	primary	residue		
DrahyŚS.	1	primary	residue		
Śaṅkarānanda.	1	primary	residue		
MaVastaAva.	1	primary	residue		
SāddhaPuṇ.	1	primary	residue		
Surāṅganā.	1	primary	residue		
BhāṭṭaBhā.	1	primary	residue		
JaimiNyāMā.	1	primary	residue		
Kāṭhakasaṃkalana.	1	primary	residue		
JaiMiBr.	1	primary	residue		
CarakaBr.	1	primary	residue		
KāśyapaDS.	1	primary	residue		
JOR.	1	primary	residue		
Madras.	1	primary	residue		
ŚivāpaKṣaSi.	1	primary	residue		
Lalāta.	1	primary	residue		
UjjvaNīMā.	1	primary	residue		
TriṣŚaPuC.	1	primary	residue		
KṛṣṇaPuU.	1	primary	residue		
MahāvīSt.	1	primary	residue		
UjjavaNīMa.	1	primary	residue		
ChandśCū.	1	primary	residue		
ŚivārkaMDī.	1	primary	residue		
NyāyMāñ.	1	primary	residue		
BSPS.	1	primary	residue		
ĪśopaBh.	1	primary	residue		
PāṇīTaVāNaMā.	1	primary	residue		
Dh.	1	primary	residue		
ŚāhiSā.	1	primary	residue		
VedāntKā.	1	primary	residue		
ṚPrātī.	1	primary	residue		
AgnīP.	1	primary	residue		
MīmaKau.	1	primary	residue		
ŚṛṅgāPr.	1	primary	residue		
VaīyāBhū.	1	primary	residue		
ṬantrVā.	1	primary	residue		
KhṇḍanKhā.	1	primary	residue		
AvantīKa.	1	primary	residue		
ŚabdaPra.	1	primary	residue		
PauṣKS.	1	primary	residue		
MāinīT.	1	primary	residue		
JayaChanda.	1	primary	residue		
BallaC.	1	primary	residue		
VedāntSa.	1	primary	residue		
VaiyaSiMañ.	1	primary	residue		
TajoBiU.	1	primary	residue		
VivaPraSaiṃ.	1	primary	residue		
BṛĀaUBhVā.	1	primary	residue		
VājaPrātī.	1	primary	residue		
PārśVC.	1	primary	residue		
PāśuBraU.	1	primary	residue		
PañcaSā.	1	primary	residue		
VīraMii.	1	primary	residue		
AbhihāCin.	1	primary	residue		
NānārthSam.	1	primary	residue		
Baudh.	1	primary	residue		
Ds.	1	primary	residue		
AuciVica.	1	primary	residue		
SūktiiRa.	1	primary	residue		
Vallabha.	1	primary	residue		
BrahmaSū.	1	primary	residue		
AŚirU.	1	primary	residue		
Yudhi.	1	primary	residue		
KaumuMī.	1	primary	residue		
ĀtmaNiA.	1	primary	residue		
ŚṛṇgāSar.	1	primary	residue		
SadānU.	1	primary	residue		
MohāRāPa.	1	primary	residue		
ViṣṇuPāKeSt.	1	primary	residue		
ŚāṅkhGS.	1	primary	residue		
JābāDaU.	1	primary	residue		
AneKāNā.	1	primary	residue		
AbhidhāC.	1	primary	residue		
ABHYANKAR.	1	primary	residue		
KālīVīT.	1	primary	residue		
VaraṅgaC.	1	primary	residue		
Vācaspatya.	1	primary	residue		
MaVstuAva.	1	primary	residue		
PraśnJñā.	1	primary	residue		
PraṇaU.	1	primary	residue		
ŚāṭyāyanīyaBr.	1	primary	residue		
ĀsvaŚS.	1	primary	residue		
JābāU.	1	primary	residue		
NlīlaVi.	1	primary	residue		
AbhidhKobh.	1	primary	residue		
AbhidhaSa.	1	primary	residue		
ViṣṇuSaNāBh.	1	primary	residue		
HirŚuS.	1	primary	residue		
ŚadbaRaSaK.	1	primary	residue		
NīlaruU.	1	primary	residue		
Vr.	1	primary	residue		
AŚiU.	1	primary	residue		
SaṇkarKāBh.	1	primary	residue		
VaradapūrvatāpinīU.	1	primary	residue		
BaudŚS.	1	primary	residue		
GobhGS.	1	primary	residue		
PāKeSt.	1	primary	residue		
Architecture.	1	primary	residue		
KapaK.	1	primary	residue		
JanaHa.	1	primary	residue		
Intro.	1	primary	residue		
Gonāmika.	1	primary	residue		
DyāśraKā.	1	primary	residue		
ŚaṅkhaLīDS.	1	primary	residue		
SuśurS.	1	primary	residue		
KapikaS.	1	primary	residue		
SāṅkhāGS.	1	primary	residue		
TattvaRāVār.	1	primary	residue		
NanārthaMa.	1	primary	residue		
ŚṛgāSar.	1	primary	residue		
NirguMāPu.	1	primary	residue		
ParsthāBhe.	1	primary	residue		
VedānKau.	1	primary	residue		
PaghuVa.	1	primary	residue		
TulasīU.	1	primary	residue		
LatitāSaBh.	1	primary	residue		
PūrvuttaVāNaMā.	1	primary	residue		
NyāyṢu.	1	primary	residue		
ViṣṇuTaNir.	1	primary	residue		
ParyāRa.	1	primary	residue		
GarbhaU.	1	primary	residue		
ManavaMu.	1	primary	residue		
SinddhaHe.	1	primary	residue		
Haristu.	1	primary	residue		
PaiñgU.	1	primary	residue		
UjjvaNīma.	1	primary	residue		
ViśvoLoK.	1	primary	residue		
Pṛthvī.	1	primary	residue		
NarmāMā.	1	primary	residue		
ĀlaṅkāMañ.	1	primary	residue		
GaṅjīKhe.	1	primary	residue		
Vyarahāra.	1	primary	residue		
PurāPraSāṃ.	1	primary	residue		
Phiṭ.	1	primary	residue		
MūgdhaBo.	1	primary	residue		
NirṇasaSi.	1	primary	residue		
PramāVāSropVṛ.	1	primary	residue		
PṛatyabhiVi.	1	primary	residue		
Brhajjā.	1	primary	residue		
VṛŚātāŚm.	1	primary	residue		
ParNā.	1	primary	residue		
VaiS.	1	primary	residue		
Līla.	1	primary	residue		
Vedāntka.	1	primary	residue		
Arith.	1	primary	residue		
BrāhmSaphuSi.	1	primary	residue		
DanḍaVi.	1	primary	residue		
SūtraP.	1	primary	residue		
ŚāṅgaS.	1	primary	residue		
Calcutta.	1	primary	residue		
MaṇḍBrāU.	1	primary	residue		
SkanP.	1	primary	residue		
ĪśvaS.	1	primary	residue		
SamaraSū.	1	primary	residue		
KarthāSaSāg.	1	primary	residue		
Viśvanātha.	1	primary	residue		
NāmaŚil.	1	primary	residue		
MahaNirvāT.	1	primary	residue		
BhārataPra.	1	primary	residue		
MayūMūli.	1	primary	residue		
AlaṅkaSa.	1	primary	residue		
RāmaChāSt.	1	primary	residue		
Āyurvedīyaśabdakośa.	1	primary	residue		
ŚahdaraSaK.	1	primary	residue		
ViśvLoK.	1	primary	residue		
BṛkathāK.	1	primary	residue		
YogaYā.	1	primary	residue		
PraśnoUBh.	1	primary	residue		
YoŚā.	1	primary	residue		
HāriC.	1	primary	residue		
NaīṣkaSi.	1	primary	residue		
TantVā.	1	primary	residue		
GāṇeP.	1	primary	residue		
AppI.	1	primary	residue		
Viśiṣṭādvaitakośa.	1	primary	residue		
AnanA.	1	primary	residue		
PrayāŚaRa.	1	primary	residue		
VedavyaSm.	1	primary	residue		
ĪśānśiPa.	1	primary	residue		
BṛYamaSam.	1	primary	residue		
TaiUBhaVā.	1	primary	residue		
VājaPrati.	1	primary	residue		
XV.	1	structural			
Subā.	1	primary	residue		
BrahmnSūBh.	1	primary	residue		
VādhuŚS.	1	primary	residue		
ManuŚm.	1	primary	residue		
ŚaṅkhaŚm.	1	primary	residue		
MeghuVa.	1	primary	residue		
VārkyaPa.	1	primary	residue		
ŚānkhāGS.	1	primary	residue		
AhhidhK.	1	primary	residue		
SāmāViBr.	1	primary	residue		
ŚṛngāTi.	1	primary	residue		
SubhDha.	1	primary	residue		
CāruCa.	1	primary	residue		
MajāBhā.	1	primary	residue		
NānarthSaṃ.	1	primary	residue		
NānarthaMa.	1	primary	residue		
ĀryaSaŚa.	1	primary	residue		
BhārBhā.	1	primary	residue		
Subhāṣ.	1	primary	residue		
Māṇḍūśi.	1	primary	residue		
SāktiMu.	1	primary	residue		
CandraVṛ.	1	primary	residue		
ĀPTE.	1	primary	residue		
TriṣaŚaPaC.	1	primary	residue		
PadmPa.	1	primary	residue		
PratāYaBh.	1	primary	residue		
ViṣnuDhaP.	1	primary	residue		
SaṃkṣeŚa.	1	primary	residue		
PārāSu.	1	primary	residue		
DHBS.	1	primary	residue		
Subhāśi.	1	primary	residue		
AlaṅkaŚe.	1	primary	residue		
Vāgbaṭā.	1	primary	residue		
ŚābāBh.	1	primary	residue		
AmaKoU.	1	primary	residue		
TattvParkā.	1	primary	residue		
ŚukaSa.	1	primary	residue		
TattviBi.	1	primary	residue		
VaijaK.	1	primary	residue		
SamkṣeŚā.	1	primary	residue		
SāṃkhyPraSū.	1	primary	residue		
SāṃkhyaPaBh.	1	primary	residue		
TatttvSaṃ.	1	primary	residue		
PramāVārBh.	1	primary	residue		
DaśRu.	1	primary	residue		
KhaṇḍaKhā.	1	primary	residue		
PuraPraSaṃ.	1	primary	residue		
NyāyaKu.	1	primary	residue		
ViviTiKa.	1	primary	residue		
JabālaDaU.	1	primary	residue		
TanrVā.	1	primary	residue		
BhāttCan.	1	primary	residue		
Nyāymṛ.	1	primary	residue		
KāṭhaŚSSaṃkalana.	1	primary	residue		
VāsiS.	1	primary	residue		
NyayMa.	1	primary	residue		
BāLaKrī.	1	primary	residue		
RasPraSū.	1	primary	residue		
PāncaRā.	1	primary	residue		
Saṃskāram.	1	primary	residue		
TattvPraka.	1	primary	residue		
ĀryāSaSa.	1	primary	residue		
VedāntSiSūMaṅ.	1	primary	residue		
PraSūBh.	1	primary	residue		
ViddhiRa.	1	primary	residue		
NāmMāli.	1	primary	residue		
VyuptaVā.	1	primary	residue		
YogaVā.	1	primary	residue		
NṛSiṃṢaCaU.	1	primary	residue		
Vāda.	1	primary	residue		
PiṇḍabrahmāṇḍaU.	1	primary	residue		
SaḍdarSa.	1	primary	residue		
AlaṅkāKāu.	1	primary	residue		
SevyaSe.	1	primary	residue		
NyāyVar.	1	primary	residue		
BhktiRaSi.	1	primary	residue		
Kāvyyānu.	1	primary	residue		
VairāŚa.	1	primary	residue		
VedantKau.	1	primary	residue		
Laśabdese.	1	primary	residue		
KandaCu.	1	primary	residue		
AitBṛ.	1	primary	residue		
TripuMāPūst.	1	primary	residue		
BṛKathāKa.	1	primary	residue		
BṛYamaŚm.	1	primary	residue		
Bṛhjjā.	1	primary	residue		
ĀryāŚaŚa.	1	primary	residue		
VetaPañ.	1	primary	residue		
Trimśi.	1	primary	residue		
TattvMū.	1	primary	residue		
HarśaC.	1	primary	residue		
BrahmāSūBh.	1	primary	residue		
RājaNīRa.	1	primary	residue		
YogaSūVṛ.	1	primary	residue		
MīmāKaū.	1	primary	residue		
JaineVr.	1	primary	residue		
DnāhyŚS.	1	primary	residue		
DvīrūK.	1	primary	residue		
PramāVāSwpVṛ.	1	primary	residue		
BāṭṭCin.	1	primary	residue		
VatāU.	1	primary	residue		
ArthaSaṃ.	1	primary	residue		
Citramī.	1	primary	residue		
VedāntPāri.	1	primary	residue		
Mīmākau.	1	primary	residue		
BaudhSS.	1	primary	residue		
ŚāṇkhāGS.	1	primary	residue		
XX.	1	structural			
MānaSa.	1	primary	residue		
CūKa.	1	primary	residue		
Refl.	1	primary	residue		
SiddhānKau.	1	primary	residue		
VaitāŚū.	1	primary	residue		
TāiS.	1	primary	residue		
HitPiMe.	1	primary	residue		
ŚāṅŚS.	1	primary	residue		
ŚaḍviBr.	1	primary	residue		
KāṭhŚrU.	1	primary	residue		
Lib.	1	primary	residue		
SiddhāhāSi.	1	primary	residue		
Yādava.	1	primary	residue		
YukyiKa.	1	primary	residue		
TantRaha.	1	primary	residue		
RāgPāṇ.	1	primary	residue		
BṛkathāthāMañ.	1	primary	residue		
BhāṭṭCaṇ.	1	primary	residue		
VārSvopVṛ.	1	primary	residue		
TriśaŚaPuC.	1	primary	residue		
SṃṛtiCan.	1	primary	residue		
GoRR.	1	primary	residue		
PañcaBṛU.	1	primary	residue		
PratyaBhiVi.	1	primary	residue		
JoytiVe.	1	primary	residue		
MaitrU.	1	primary	residue		
PrayāMu.	1	primary	residue		
ŚāṅkhāBr.	1	primary	residue		
YātrāPrā.	1	primary	residue		
Mahimn.	1	primary	residue		
Vāija.	1	primary	residue		
Prakrikau.	1	primary	residue		
CaturJistu.	1	primary	residue		
Katre.	1	primary	residue		
TattavCin.	1	primary	residue		
BrahmāḍP.	1	primary	residue		
UdaysuKa.	1	primary	residue		
JñānaDī.	1	primary	residue		
Iv.	1	primary	residue		
ItihāsU.	1	primary	residue		
Brāhmaṇas.	1	primary	residue		
Bham.	1	primary	residue		
TriṣaSaPuC.	1	primary	residue		
NṛSimhoTāU.	1	primary	residue		
ĀandMaSt.	1	primary	residue		
ViṣamaŚlo.	1	primary	residue		
BhavasantāraṇaU.	1	primary	residue		
ŚiVLī.	1	primary	residue		
Vedavyāsm.	1	primary	residue		
LaKṣaṇā.	1	primary	residue		
ŚārṇgaPa.	1	primary	residue		
Sabhāṣi.	1	primary	residue		
JñātāDhaT.	1	primary	residue		
BhartṛNir.	1	primary	residue		
UdaySuka.	1	primary	residue		
ŚārṅgāPa.	1	primary	residue		
Śañ.	1	primary	residue		
BramaSūBh.	1	primary	residue		
ChābdoUBh.	1	primary	residue		
Dvirūk.	1	primary	residue		
GitGo.	1	primary	residue		
LāṭŚS.	1	primary	residue		
SidhāKau.	1	primary	residue		
Xi.	1	primary	residue		
Bhāmivi.	1	primary	residue		
Nītipra.	1	primary	residue		
Kalāvi.	1	primary	residue		
ViṣṅuDhaP.	1	primary	residue		
ŚaṅkhLDS.	1	primary	residue		
ŚaṅkhLiSm.	1	primary	residue		
KāṭhŚSSaṅkalana.	1	primary	residue		
ŚaṅkhaliDS.	1	primary	residue		
